Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LKP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LKP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LKP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LKP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LKP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LKP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LKP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LKP_M_R
4025,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
4026,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4027,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4028,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4029,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
4030,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4031,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
4032,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
4033,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4034,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
4035,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4036,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
4037,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
4038,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
4039,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
4040,Bareland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Wetland
4041,Bareland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
4042,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4043,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
4044,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Water,Wetland
4045,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
4046,Bareland,NULL,Wetland,NULL,Wetland,Bareland,NULL,Grassland
4047,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
4048,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
4049,Bareland,NULL,Wetland,NULL,Wetland,Water,NULL,Wetland
4050,Bareland,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
4051,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
4052,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Bareland
4053,Bareland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Wetland
4054,Bareland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Bareland
4055,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
4056,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
4057,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
4058,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
4059,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
4060,Bareland,NULL,Wetland,Water,Wetland,Grassland,NULL,Water
4061,Bareland,NULL,Wetland,Water,Wetland,Bareland,NULL,Bareland
4062,Bareland,NULL,Wetland,Water,Wetland,Bareland,NULL,Water
4063,Bareland,NULL,Wetland,Water,Wetland,Bareland,NULL,Forest
4064,Bareland,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
4065,Bareland,NULL,Wetland,Water,Wetland,Bareland,Grassland,Bareland
4066,Bareland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Grassland
4067,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
4068,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Bareland
4069,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Water
4070,Bareland,NULL,Wetland,Water,Wetland,Water,NULL,Bareland
4071,Bareland,NULL,Wetland,Water,Wetland,Water,NULL,Water
4072,Bareland,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
4073,Bareland,NULL,Wetland,Water,Wetland,Water,Grassland,Bareland
4074,Bareland,NULL,Wetland,Water,Wetland,Water,Grassland,Water
4075,Bareland,NULL,Wetland,Water,Wetland,Water,Grassland,Forest
4076,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
4077,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Bareland
4078,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Water
4079,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
4080,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Bareland
4081,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4082,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
4083,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
4084,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4085,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4086,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
4087,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
4088,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
4089,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4090,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
4091,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
4092,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
4093,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
4094,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
4095,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
4096,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
4097,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
4098,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
4099,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
4100,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
4101,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
4102,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
4103,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
4104,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
4105,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
4106,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
4107,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
4108,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Bareland
4109,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Water,NULL,Grassland
4110,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
4111,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
4112,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
4113,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Grassland,Built-up
4114,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
4115,Bareland,NULL,Built-up,Water,Non_Wetland,Water,NULL,Bareland
4116,Bareland,NULL,Built-up,Water,Non_Wetland,Water,NULL,Water
4117,Bareland,NULL,Built-up,Water,Non_Wetland,Water,Water,Water
4118,Bareland,NULL,Water,NULL,Water,Grassland,Grassland,Forest
4119,Bareland,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
4120,Bareland,NULL,Water,Non_Water,Water,Grassland,Bareland,Grassland
4121,Bareland,NULL,Water,Water,Water,Grassland,NULL,Water
4122,Bareland,NULL,Water,Water,Water,Water,NULL,Water
4123,Bareland,NULL,Water,Water,Water,Water,Water,Bareland
4124,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4125,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4126,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4127,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
4128,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
4129,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
4130,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4131,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
4132,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
4133,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4134,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
4135,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
4136,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
4137,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4138,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
4139,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
4140,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
4141,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
4142,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
4143,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
4144,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
4145,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
4146,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
4147,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
4148,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
4149,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
4150,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
4151,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4152,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4153,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
4154,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
4155,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4156,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
4157,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4158,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
4159,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
4160,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
4161,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
4162,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
4163,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
4164,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
4165,Bareland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
4166,Bareland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
4167,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
4168,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
4169,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
4170,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
4171,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
4172,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
4173,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
4174,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
4175,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
4176,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4177,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
4178,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
4179,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4180,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4181,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4182,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4183,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4184,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4185,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
4186,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4187,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4188,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
4189,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
4190,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
4191,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4192,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4193,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
4194,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4195,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4196,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
4197,Bareland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
4198,Bareland,Cropland,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
4199,Bareland,Cropland,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
4200,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
4201,Bareland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4202,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
4203,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
4204,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
4205,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4206,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4207,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4208,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4209,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4210,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4211,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4212,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Cropland
4213,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
4214,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
4215,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
4216,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
4217,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
4218,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
4219,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4220,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4221,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
4222,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Bareland,Grassland
4223,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Bareland,Cropland
4224,Bareland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4225,Bareland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
4226,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
4227,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
4228,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Built-up
4229,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4230,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
4231,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4232,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4233,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
4234,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4235,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4236,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4237,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
4238,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
4239,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
4240,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4241,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
4242,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4243,Bareland,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
4244,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
4245,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4246,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
4247,Bareland,Cropland,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
4248,Bareland,Cropland,Grassland,Water,Non_Wetland,Grassland,Grassland,Bareland
4249,Bareland,Cropland,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
4250,Bareland,Cropland,Grassland,Water,Non_Wetland,Wetland,Grassland,Wetland
4251,Bareland,Cropland,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
4252,Bareland,Cropland,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
4253,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4254,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
4255,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
4256,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4257,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4258,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4259,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4260,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4261,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4262,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
4263,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
4264,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
4265,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
4266,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
4267,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
4268,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
4269,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
4270,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
4271,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4272,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4273,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
4274,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
4275,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
4276,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
4277,Bareland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4278,Bareland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
4279,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
4280,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
4281,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
4282,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
4283,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4284,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
4285,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4286,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4287,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
4288,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4289,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4290,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
4291,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
4292,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4293,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
4294,Bareland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4295,Bareland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
4296,Bareland,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
4297,Bareland,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Forest
4298,Bareland,Cropland,Wetland,Water,Wetland,Wetland,Grassland,Grassland
4299,Bareland,Cropland,Wetland,Water,Wetland,Water,Grassland,Wetland
4300,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
4301,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
4302,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,Cropland
4303,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4304,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4305,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4306,Bareland,Cropland,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
4307,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
4308,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4309,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
4310,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
4311,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
4312,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
4313,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
4314,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
4315,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Forest,Cropland
4316,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
4317,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
4318,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
4319,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Cropland
4320,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
4321,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
4322,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
4323,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
4324,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
4325,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
4326,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
4327,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
4328,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
4329,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
4330,Bareland,Cropland,Built-up,Water,Non_Wetland,Bareland,Grassland,Grassland
4331,Bareland,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
4332,Bareland,Cropland,Water,NULL,Water,Cropland,Grassland,Cropland
4333,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4334,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
4335,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
4336,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4337,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
4338,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
4339,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
4340,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4341,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
4342,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
