Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MZV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MZV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MZV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MZV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MZV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MZV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MZV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MZV_M_R
349,Water,NULL,Water,NULL,Water,Forest,Water,NULL
350,Water,NULL,Water,NULL,Water,Forest,Forest,NULL
351,Water,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
352,Water,NULL,Forest,NULL,Non_Wetland,NULL,Water,NULL
353,Water,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
354,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
355,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
356,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
357,Water,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
358,Water,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,NULL
359,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
360,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,NULL
361,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
362,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
363,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
364,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
365,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,NULL
366,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,NULL
367,Water,NULL,Forest,NULL,Non_Wetland,Water,Bareland,NULL
368,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,NULL
369,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,NULL
370,Water,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
371,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
372,Water,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
373,Water,NULL,Forest,NULL,Non_Wetland,Forest,Water,NULL
374,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
375,Water,Water,NULL,NULL,Non_Wetland,NULL,Forest,NULL
376,Water,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
377,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,NULL
378,Water,Water,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
379,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,NULL
380,Water,Water,NULL,NULL,Non_Wetland,Water,Water,NULL
381,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,NULL
382,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,NULL
383,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,NULL
384,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
385,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,NULL
386,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,NULL
387,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
388,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
389,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
390,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
391,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,NULL
392,Water,Water,Wetland,NULL,Wetland,NULL,Water,NULL
393,Water,Water,Wetland,NULL,Wetland,NULL,Forest,NULL
394,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,NULL
395,Water,Water,Wetland,NULL,Wetland,Grassland,Water,NULL
396,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,NULL
397,Water,Water,Wetland,NULL,Wetland,Water,Wetland,NULL
398,Water,Water,Wetland,NULL,Wetland,Water,Water,NULL
399,Water,Water,Wetland,NULL,Wetland,Water,Forest,NULL
400,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,NULL
401,Water,Water,Wetland,NULL,Wetland,Forest,Water,NULL
402,Water,Water,Wetland,NULL,Wetland,Forest,Forest,NULL
403,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
404,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,NULL
405,Water,Water,Bareland,NULL,Non_Wetland,NULL,Forest,NULL
406,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
407,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,NULL
408,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Forest,NULL
409,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
410,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,NULL
411,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,NULL
412,Water,Water,Bareland,NULL,Non_Wetland,Forest,Water,NULL
413,Water,Water,Bareland,NULL,Non_Wetland,Forest,Forest,NULL
414,Water,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,NULL
415,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water,NULL
416,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Wetland,NULL
417,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Water,NULL
418,Water,Water,Built-up,NULL,Non_Wetland,Forest,Water,NULL
419,Water,Water,Built-up,NULL,Non_Wetland,Forest,Forest,NULL
420,Water,Water,Water,NULL,Water,NULL,Water,NULL
421,Water,Water,Water,NULL,Water,Grassland,Wetland,NULL
422,Water,Water,Water,NULL,Water,Grassland,Water,NULL
423,Water,Water,Water,NULL,Water,Grassland,Forest,NULL
424,Water,Water,Water,NULL,Water,Water,Wetland,NULL
425,Water,Water,Water,NULL,Water,Water,Water,NULL
426,Water,Water,Water,NULL,Water,Water,Forest,NULL
427,Water,Water,Water,NULL,Water,Forest,Water,NULL
428,Water,Water,Water,NULL,Water,Forest,Forest,NULL
429,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
430,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,NULL
431,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,NULL
432,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
433,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,NULL
434,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
435,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,NULL
436,Water,Water,Forest,NULL,Non_Wetland,Water,Water,NULL
437,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,NULL
438,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,NULL
439,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,NULL
440,Water,Forest,NULL,NULL,Non_Wetland,NULL,Forest,NULL
441,Water,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
442,Water,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
443,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
444,Water,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
445,Water,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
446,Water,Forest,Grassland,NULL,Non_Wetland,Water,Forest,NULL
447,Water,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
448,Water,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
449,Water,Forest,Wetland,NULL,Wetland,NULL,Forest,NULL
450,Water,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
451,Water,Forest,Wetland,NULL,Wetland,Grassland,Water,NULL
452,Water,Forest,Wetland,NULL,Wetland,Grassland,Forest,NULL
453,Water,Forest,Wetland,NULL,Wetland,Water,Forest,NULL
454,Water,Forest,Wetland,NULL,Wetland,Forest,Forest,NULL
455,Water,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,NULL
456,Water,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,NULL
457,Water,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
458,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
459,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
460,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
461,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
462,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
463,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,NULL
464,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
465,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
466,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
467,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
468,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Forest,Forest,NULL
469,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,NULL
470,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
471,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
472,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
473,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,NULL
474,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
475,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
476,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
477,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
478,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
479,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
480,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,Forest,Forest,NULL
481,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
482,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
483,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
484,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
485,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Water,NULL
486,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
487,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
488,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
489,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Water,NULL
490,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
491,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
492,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
493,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Wetland,NULL
494,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,NULL
495,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
496,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
497,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,NULL
498,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
499,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
500,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
501,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
502,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
503,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,NULL
504,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,NULL
505,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,NULL
506,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,NULL
507,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
508,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
509,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Water,NULL
510,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
511,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
512,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
513,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
514,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
515,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
516,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
517,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,NULL
518,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
519,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
520,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
521,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
522,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
523,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
524,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
525,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
526,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,NULL
527,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
528,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,NULL
529,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
530,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
531,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Water,NULL
532,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
533,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
534,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
535,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
536,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,NULL
537,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
538,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,NULL
539,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,NULL
540,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
541,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
542,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
543,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
544,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
545,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
546,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,NULL
547,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
548,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
549,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Water,NULL
550,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Forest,NULL
551,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,NULL
552,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Water,NULL
553,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
554,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
555,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
556,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
557,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,NULL
558,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,NULL
559,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
560,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
561,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,NULL
562,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,NULL
563,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
564,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
565,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,NULL
566,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,NULL
567,Forest,NULL,Wetland,NULL,Wetland,Cropland,Forest,NULL
568,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
569,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
570,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,NULL
571,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
572,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,NULL
573,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,NULL
574,Forest,NULL,Wetland,NULL,Wetland,Bareland,Water,NULL
575,Forest,NULL,Wetland,NULL,Wetland,Bareland,Forest,NULL
576,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,NULL
577,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
578,Forest,NULL,Wetland,NULL,Wetland,Water,Water,NULL
579,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,NULL
580,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,NULL
581,Forest,NULL,Wetland,NULL,Wetland,Forest,Water,NULL
582,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,NULL
583,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Wetland,NULL
584,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Forest,NULL
585,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water,Water,NULL
586,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Forest,NULL
587,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
588,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Water,NULL
589,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,NULL
590,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
591,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
592,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,NULL
593,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,NULL
594,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland,Wetland,NULL
595,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland,Forest,NULL
596,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
597,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
598,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
599,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,NULL
600,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,NULL
601,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,NULL
602,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,NULL
603,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,NULL
604,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
605,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,NULL
606,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Forest,NULL
607,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Wetland,NULL
608,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Water,NULL
609,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,NULL
610,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,NULL
611,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Water,NULL
612,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,NULL
613,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,NULL
614,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,NULL
615,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland,Forest,NULL
616,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
617,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
618,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,NULL
619,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
620,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,NULL
621,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,NULL
622,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Water,NULL
623,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Forest,NULL
624,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Wetland,NULL
625,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Water,NULL
626,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Forest,NULL
627,Forest,NULL,Water,NULL,Water,NULL,Wetland,NULL
628,Forest,NULL,Water,NULL,Water,NULL,Water,NULL
629,Forest,NULL,Water,NULL,Water,NULL,Forest,NULL
630,Forest,NULL,Water,NULL,Water,Grassland,Grassland,NULL
631,Forest,NULL,Water,NULL,Water,Grassland,Wetland,NULL
632,Forest,NULL,Water,NULL,Water,Grassland,Water,NULL
633,Forest,NULL,Water,NULL,Water,Grassland,Forest,NULL
634,Forest,NULL,Water,NULL,Water,Wetland,Grassland,NULL
635,Forest,NULL,Water,NULL,Water,Wetland,Wetland,NULL
636,Forest,NULL,Water,NULL,Water,Wetland,Water,NULL
637,Forest,NULL,Water,NULL,Water,Wetland,Forest,NULL
638,Forest,NULL,Water,NULL,Water,Bareland,Grassland,NULL
639,Forest,NULL,Water,NULL,Water,Bareland,Wetland,NULL
640,Forest,NULL,Water,NULL,Water,Bareland,Water,NULL
641,Forest,NULL,Water,NULL,Water,Water,Grassland,NULL
642,Forest,NULL,Water,NULL,Water,Water,Wetland,NULL
643,Forest,NULL,Water,NULL,Water,Water,Water,NULL
644,Forest,NULL,Water,NULL,Water,Water,Forest,NULL
645,Forest,NULL,Water,NULL,Water,Forest,Wetland,NULL
646,Forest,NULL,Water,NULL,Water,Forest,Water,NULL
647,Forest,NULL,Water,NULL,Water,Forest,Forest,NULL
648,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
649,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,NULL
650,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
651,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
652,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
653,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
654,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
655,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,NULL
656,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
657,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
658,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
659,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,NULL
660,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,NULL
661,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
662,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
663,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,NULL
664,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
665,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
666,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
667,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
668,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
669,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,NULL
670,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,NULL
671,Forest,NULL,Forest,NULL,Non_Wetland,Water,Bareland,NULL
672,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,NULL
673,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,NULL
674,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
675,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
676,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
677,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,NULL
678,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Water,NULL
679,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
680,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
681,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,NULL
682,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,NULL
683,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
684,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,NULL
685,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
686,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,NULL
687,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,NULL
688,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,NULL
689,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
690,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,NULL
691,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,NULL
692,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
693,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
694,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
695,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
696,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
697,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
698,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
699,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
700,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Water,NULL
701,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
702,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
703,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,NULL
704,Forest,Water,Wetland,NULL,Wetland,NULL,Water,NULL
705,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,NULL
706,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,NULL
