Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LUJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LUJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LUJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LUJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LUJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LUJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LUJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LUJ_M_R
1270,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1271,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1272,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1273,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
1274,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1275,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
1276,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
1277,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
1278,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
1279,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1280,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1281,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1282,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
1283,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
1284,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1285,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1286,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1287,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
1288,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1289,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1290,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
1291,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
1292,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1293,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1294,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1295,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1296,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1297,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1298,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1299,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
1300,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1301,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
1302,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1303,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1304,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
1305,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
1306,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
1307,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1308,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1309,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1310,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1311,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
1312,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1313,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1314,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
1315,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
1316,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
1317,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1318,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1319,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
1320,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
1321,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1322,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
1323,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
1324,Grassland,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1325,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1326,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1327,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1328,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1329,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
1330,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
1331,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1332,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1333,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1334,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1335,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
1336,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1337,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1338,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1339,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1340,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1341,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1342,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1343,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1344,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1345,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1346,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1347,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1348,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
1349,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1350,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1351,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
1352,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1353,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1354,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1355,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1356,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1357,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1358,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
1359,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1360,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1361,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1362,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
1363,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1364,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1365,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1366,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1367,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1368,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1369,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
1370,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Water,Bareland
1371,Grassland,Cropland,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
1372,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1373,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1374,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1375,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1376,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
1377,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
1378,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1379,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1380,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
1381,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1382,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1383,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1384,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1385,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1386,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1387,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1388,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1389,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1390,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
1391,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1392,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
1393,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1394,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
1395,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1396,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
1397,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
1398,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
1399,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1400,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1401,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Built-up
1402,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
1403,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
1404,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1405,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1406,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1407,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1408,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1409,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1410,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1411,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1412,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1413,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1414,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1415,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
1416,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1417,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
1418,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
1419,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
1420,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1421,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1422,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
1423,Grassland,Cropland,Cropland,Water,Non_Wetland,Bareland,Grassland,Bareland
1424,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1425,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1426,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Water,Forest
1427,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
1428,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
1429,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,Grassland,Grassland
1430,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1431,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1432,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1433,Grassland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
1434,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1435,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1436,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1437,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1438,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1439,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
1440,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1441,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1442,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1443,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
1444,Grassland,Cropland,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1445,Grassland,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
1446,Grassland,Cropland,Water,NULL,Water,Grassland,Grassland,Wetland
1447,Grassland,Cropland,Water,NULL,Water,Grassland,Grassland,Forest
1448,Grassland,Cropland,Water,NULL,Water,Grassland,Wetland,Grassland
1449,Grassland,Cropland,Water,NULL,Water,Grassland,Water,Grassland
1450,Grassland,Cropland,Water,NULL,Water,Grassland,Forest,Forest
1451,Grassland,Cropland,Water,NULL,Water,Bareland,Grassland,Grassland
1452,Grassland,Cropland,Water,NULL,Water,Bareland,Grassland,Bareland
1453,Grassland,Cropland,Water,NULL,Water,Bareland,Grassland,Forest
1454,Grassland,Cropland,Water,NULL,Water,Bareland,Water,Grassland
1455,Grassland,Cropland,Water,NULL,Water,Water,Grassland,Grassland
1456,Grassland,Cropland,Water,Non_Water,Water,Grassland,Grassland,Grassland
1457,Grassland,Cropland,Water,Non_Water,Water,Water,Grassland,Grassland
1458,Grassland,Cropland,Water,Water,Water,Grassland,Grassland,Grassland
1459,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1460,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1461,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
1462,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1463,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1464,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
1465,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
1466,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
1467,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
1468,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1469,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1470,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
1471,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1472,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1473,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1474,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1475,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
1476,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
1477,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
1478,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
1479,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1480,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1481,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1482,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
1483,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
1484,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1485,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
1486,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1487,Grassland,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1488,Grassland,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1489,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1490,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1491,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1492,Grassland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1493,Grassland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1494,Grassland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1495,Grassland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1496,Grassland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1497,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1498,Grassland,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1499,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1500,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1501,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1502,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1503,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1504,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1505,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1506,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1507,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1508,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1509,Grassland,Built-up,Water,NULL,Water,Grassland,Grassland,Grassland
1510,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1511,Grassland,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1512,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1513,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1514,Grassland,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1515,Grassland,Water,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1516,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1517,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1518,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1519,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1520,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1521,Grassland,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
1522,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1523,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1524,Grassland,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1525,Grassland,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
1526,Grassland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1527,Grassland,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1528,Grassland,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1529,Grassland,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
1530,Grassland,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
1531,Grassland,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1532,Grassland,Water,Water,NULL,Water,Grassland,Grassland,Grassland
1533,Grassland,Water,Water,NULL,Water,Grassland,Grassland,Forest
1534,Grassland,Water,Water,NULL,Water,Grassland,Water,Grassland
1535,Grassland,Water,Water,NULL,Water,Grassland,Water,Water
1536,Grassland,Water,Water,NULL,Water,Bareland,Grassland,Grassland
1537,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1538,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1539,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1540,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1541,Grassland,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1542,Grassland,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1543,Grassland,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1544,Grassland,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
1545,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1546,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1547,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1548,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1549,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1550,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1551,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1552,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1553,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1554,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1555,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1556,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
1557,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1558,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1559,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1560,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1561,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1562,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1563,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1564,Grassland,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1565,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1566,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1567,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1568,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1569,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1570,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1571,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1572,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1573,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1574,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1575,Grassland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1576,Grassland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1577,Grassland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1578,Grassland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1579,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
1580,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1581,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1582,Grassland,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1583,Grassland,Forest,Water,NULL,Water,Grassland,Grassland,Grassland
1584,Grassland,Forest,Water,NULL,Water,Grassland,Grassland,Forest
1585,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
