Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LHE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LHE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LHE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LHE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LHE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LHE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LHE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LHE_M_R
1458,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1459,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1460,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1461,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
1462,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
1463,Bareland,NULL,Water,NULL,Water,NULL,NULL,Wetland
1464,Bareland,NULL,Water,NULL,Water,NULL,NULL,Water
1465,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1466,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1467,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
1468,Bareland,NULL,Water,Water,Water,NULL,NULL,Grassland
1469,Bareland,NULL,Water,Water,Water,NULL,NULL,Wetland
1470,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
1471,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1472,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1473,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1474,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1475,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1476,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1477,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1478,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1479,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
1480,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1481,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1482,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1483,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1484,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1485,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1486,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1487,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1488,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1489,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1490,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1491,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1492,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Built-up
1493,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1494,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1495,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1496,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1497,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1498,Bareland,Cropland,Water,Water,Water,NULL,NULL,Water
1499,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1500,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1501,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1502,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1503,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1504,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1505,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1506,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1507,Bareland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1508,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1509,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1510,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1511,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1512,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1513,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1514,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1515,Bareland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1516,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
1517,Bareland,Wetland,Water,Water,Water,NULL,NULL,Wetland
1518,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1519,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1520,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1521,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1522,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1523,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1524,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1525,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
1526,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1527,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1528,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1529,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1530,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1531,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
1532,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Forest
1533,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
1534,Bareland,Bareland,Water,Water,Water,NULL,NULL,Forest
1535,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1536,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1537,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1538,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1539,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1540,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1541,Bareland,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1542,Bareland,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1543,Bareland,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Built-up
1544,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1545,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
1546,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
1547,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1548,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1549,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1550,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1551,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
1552,Bareland,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1553,Bareland,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1554,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1555,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1556,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1557,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1558,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1559,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1560,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1561,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1562,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1563,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1564,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1565,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
1566,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1567,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1568,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1569,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1570,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1571,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1572,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1573,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1574,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1575,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1576,Bareland,Water,Water,Water,Water,NULL,NULL,Grassland
1577,Bareland,Water,Water,Water,Water,NULL,NULL,Water
1578,Bareland,Water,Water,Water,Water,NULL,NULL,Forest
1579,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1580,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1581,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1582,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1583,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1584,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1585,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1586,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1587,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1588,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1589,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1590,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1591,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1592,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1593,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1594,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1595,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1596,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1597,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1598,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1599,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1600,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1601,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1602,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1603,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1604,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1605,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1606,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1607,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1608,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1609,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1610,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1611,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1612,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1613,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1614,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1615,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1616,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1617,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1618,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1619,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1620,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1621,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1622,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1623,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1624,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1625,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1626,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1627,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1628,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1629,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1630,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1631,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1632,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1633,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1634,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1635,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1636,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1637,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1638,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1639,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1640,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1641,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1642,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1643,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1644,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1645,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1646,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1647,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1648,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1649,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1650,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1651,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1652,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1653,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1654,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1655,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1656,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1657,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1658,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1659,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1660,Water,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
1661,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1662,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
1663,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1664,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1665,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1666,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1667,Water,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
1668,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1669,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1670,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1671,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1672,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1673,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1674,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1675,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1676,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1677,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1678,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1679,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1680,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1681,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1682,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1683,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1684,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1685,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1686,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1687,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1688,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1689,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
1690,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
1691,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
1692,Water,NULL,Water,NULL,Water,NULL,NULL,Cropland
1693,Water,NULL,Water,NULL,Water,NULL,NULL,Wetland
1694,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
1695,Water,NULL,Water,NULL,Water,NULL,NULL,Water
1696,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
1697,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1698,Water,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1699,Water,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
1700,Water,NULL,Water,Non_Water,Water,NULL,NULL,Water
1701,Water,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1702,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
1703,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
1704,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
1705,Water,NULL,Water,Water,Water,NULL,NULL,Water
1706,Water,NULL,Water,Water,Water,NULL,NULL,Forest
1707,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1708,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1709,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1710,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1711,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1712,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1713,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1714,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1715,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1716,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1717,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1718,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
1719,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1720,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1721,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1722,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1723,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1724,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1725,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
1726,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1727,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1728,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1729,Water,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1730,Water,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1731,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1732,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1733,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1734,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1735,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1736,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1737,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1738,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1739,Water,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1740,Water,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1741,Water,Cropland,Water,NULL,Water,NULL,NULL,Grassland
1742,Water,Cropland,Water,Water,Water,NULL,NULL,Water
1743,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1744,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1745,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1746,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1747,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1748,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1749,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1750,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1751,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1752,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1753,Water,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1754,Water,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1755,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1756,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1757,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1758,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1759,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1760,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1761,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1762,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1763,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1764,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1765,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1766,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1767,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1768,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1769,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1770,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1771,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1772,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1773,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1774,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1775,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1776,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1777,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
1778,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1779,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1780,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1781,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1782,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1783,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1784,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1785,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1786,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1787,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1788,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,NULL
1789,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1790,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Cropland
1791,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1792,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1793,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1794,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1795,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1796,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1797,Water,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1798,Water,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1799,Water,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1800,Water,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1801,Water,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1802,Water,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1803,Water,Wetland,Water,NULL,Water,NULL,NULL,Grassland
1804,Water,Wetland,Water,NULL,Water,NULL,NULL,Wetland
1805,Water,Wetland,Water,NULL,Water,NULL,NULL,Water
1806,Water,Wetland,Water,NULL,Water,NULL,NULL,Forest
