Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KQB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KQB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KQB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KQB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KQB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KQB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KQB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KQB_M_R
673,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
674,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
675,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
676,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
677,Wetland,Cropland,Water,Water,Water,NULL,NULL,Water
678,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
679,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
680,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
681,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
682,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
683,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
684,Wetland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
685,Wetland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
686,Wetland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
687,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Forest
688,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
689,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
690,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
691,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
692,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
693,Wetland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
694,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
695,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
696,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
697,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
698,Wetland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
699,Wetland,Forest,Water,NULL,Water,NULL,NULL,Wetland
700,Wetland,Forest,Water,NULL,Water,NULL,NULL,Forest
701,Wetland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
702,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
703,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
704,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
705,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
706,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
707,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
708,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
709,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
710,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
711,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
712,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
713,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
714,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
715,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
716,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
717,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
718,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
719,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
720,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
721,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
722,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
723,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
724,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
725,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
726,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
727,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
728,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
729,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
730,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
731,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
732,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
733,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
734,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
735,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
736,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
737,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
738,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
739,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
740,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
741,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
742,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
743,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
744,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Built-up
745,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
746,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
747,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
748,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
749,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
750,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
751,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
752,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
753,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
754,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
755,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
756,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
757,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
758,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
759,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
760,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
761,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
762,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
763,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
764,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
765,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
766,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
767,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
768,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
769,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
770,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
771,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
772,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
773,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
774,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
775,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
776,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
777,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
778,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
779,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
780,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
781,Bareland,NULL,Water,NULL,Water,NULL,NULL,NULL
782,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
783,Bareland,NULL,Water,NULL,Water,NULL,NULL,Cropland
784,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
785,Bareland,NULL,Water,Water,Water,NULL,NULL,Forest
786,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
787,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
788,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
789,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
790,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
791,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
792,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
793,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
794,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
795,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
796,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
797,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
798,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
799,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
800,Bareland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
801,Bareland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
802,Bareland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
803,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
804,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
805,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
806,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
807,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
808,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
809,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
810,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
811,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
812,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
813,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
814,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
815,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
816,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
817,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
818,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
819,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
820,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
821,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
822,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
823,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
824,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
825,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
826,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
827,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
828,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
829,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
830,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
831,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
832,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
833,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
834,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
835,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
836,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
837,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
838,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
839,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
840,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
841,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
842,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
843,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
844,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
845,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
846,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,NULL
847,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
848,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
849,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
850,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
851,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
852,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
853,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
854,Bareland,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
855,Bareland,Cropland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
856,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
857,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
858,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
859,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
860,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
861,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
862,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
863,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
864,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
865,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,NULL
866,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
867,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
868,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
869,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
870,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
871,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
872,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
873,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
874,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
875,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
876,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
877,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
878,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
879,Bareland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
880,Bareland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
881,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
882,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
883,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Bareland
884,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Water
885,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Forest
886,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
887,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
888,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
889,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
890,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
891,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
892,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
893,Bareland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
894,Bareland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
895,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
896,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
897,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
898,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
899,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
900,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
901,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
902,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
903,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
904,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
905,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
906,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
907,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
908,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
909,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
910,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
911,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
912,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Water
913,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
914,Bareland,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
915,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
916,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
917,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
918,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
919,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
920,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
921,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
922,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
923,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
924,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
925,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
926,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
927,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
928,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
929,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
930,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
931,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
932,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
933,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
934,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
935,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
936,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
937,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
938,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
939,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
940,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
941,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
942,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
943,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
944,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
945,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
946,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
947,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
948,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
949,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
950,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
951,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
952,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
953,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
954,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
955,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
956,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
957,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
958,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
959,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
960,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
961,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
962,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
963,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
964,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Forest
965,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
966,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
967,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
968,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
969,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
970,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
971,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
972,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
973,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
974,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
975,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
976,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
977,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
978,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
979,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
980,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
981,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
982,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
983,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
984,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
985,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
986,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
987,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
988,Bareland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
989,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
990,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
991,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
992,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
993,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
994,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
995,Bareland,Forest,Water,NULL,Water,NULL,NULL,Bareland
996,Bareland,Forest,Water,NULL,Water,NULL,NULL,Forest
997,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
998,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
999,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1000,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1001,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1002,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1003,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1004,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1005,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1006,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1007,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1008,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1009,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1010,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
