Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NTB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NTB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NTB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NTB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NTB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NTB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NTB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NTB_M_R
785,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
786,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
787,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
788,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
789,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
790,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
791,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
792,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
793,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
794,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
795,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
796,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
797,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
798,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
799,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
800,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
801,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
802,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
803,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
804,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
805,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
806,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
807,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
808,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
809,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
810,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
811,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
812,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
813,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
814,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
815,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
816,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Water
817,Grassland,Cropland,Wetland,NULL,Wetland,Water,Wetland,Water
818,Grassland,Cropland,Wetland,NULL,Wetland,Forest,Grassland,Grassland
819,Grassland,Cropland,Wetland,Water,Wetland,Water,Wetland,Water
820,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
821,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
822,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
823,Grassland,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
824,Grassland,Cropland,Water,Non_Water,Water,Grassland,Grassland,Grassland
825,Grassland,Cropland,Water,Water,Water,Water,Wetland,Water
826,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
827,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
828,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
829,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
830,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
831,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
832,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
833,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
834,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
835,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
836,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
837,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
838,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
839,Grassland,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
840,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
841,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
842,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
843,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
844,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
845,Grassland,Cropland,Forest,Water,Non_Wetland,Water,Wetland,Water
846,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
847,Grassland,Wetland,Wetland,NULL,Wetland,Water,Water,Water
848,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
849,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
850,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
851,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
852,Grassland,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
853,Grassland,Wetland,Water,Water,Water,Wetland,Wetland,Water
854,Grassland,Wetland,Water,Water,Water,Wetland,Water,Water
855,Grassland,Wetland,Water,Water,Water,Water,Wetland,Forest
856,Grassland,Wetland,Water,Water,Water,Water,Water,Water
857,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
858,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
859,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
860,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
861,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
862,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
863,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
864,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
865,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
866,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
867,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
868,Grassland,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
869,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
870,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
871,Grassland,Water,Wetland,NULL,Wetland,Grassland,Forest,Grassland
872,Grassland,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
873,Grassland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
874,Grassland,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
875,Grassland,Water,Water,Water,Water,Water,Water,Water
876,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
877,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
878,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
879,Grassland,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
880,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
881,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
882,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
883,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
884,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
885,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
886,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
887,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
888,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
889,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
890,Grassland,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
891,Grassland,Forest,Water,Water,Water,Water,Water,Water
892,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
893,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
894,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
895,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
896,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
897,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
898,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
899,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
900,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
901,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
902,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
903,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
904,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
905,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
906,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
907,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
908,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
909,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
910,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
911,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
912,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
913,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
914,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
915,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
916,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
917,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
918,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
919,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
920,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
921,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
922,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
923,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
924,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
925,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
926,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
927,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
928,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
929,Cropland,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
930,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
931,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
932,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
933,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
934,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
935,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
936,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
937,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
938,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
939,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
940,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
941,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
942,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
943,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
944,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
945,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
946,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
947,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
948,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
949,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
950,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
951,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
952,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
953,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
954,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
955,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
956,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
957,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
958,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
959,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
960,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
961,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
962,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
963,Cropland,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
964,Cropland,Cropland,Water,Non_Water,Water,Grassland,Grassland,Grassland
965,Cropland,Cropland,Water,Non_Water,Water,Grassland,Grassland,Forest
966,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
967,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
968,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
969,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
970,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
971,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
972,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
973,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
974,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
975,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
976,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
977,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
978,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
979,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
980,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
981,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
982,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
983,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
984,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
985,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
986,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
987,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
988,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
989,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
990,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
991,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
992,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
993,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
994,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
995,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
996,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
997,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
998,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
999,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1000,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1001,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1002,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1003,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1004,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1005,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1006,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1007,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1008,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1009,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1010,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
1011,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1012,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1013,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1014,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
1015,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
1016,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
1017,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1018,Wetland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1019,Wetland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
1020,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1021,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1022,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1023,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1024,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
1025,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1026,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
1027,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Water
1028,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Forest
1029,Wetland,NULL,Wetland,NULL,Wetland,Forest,Wetland,Grassland
1030,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1031,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1032,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1033,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1034,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1035,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1036,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1037,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1038,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1039,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
1040,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1041,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1042,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1043,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
1044,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
1045,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
1046,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Bareland
1047,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
1048,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
1049,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1050,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1051,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
1052,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1053,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
1054,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
1055,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
1056,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Water
1057,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Water
1058,Wetland,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
1059,Wetland,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
1060,Wetland,NULL,Water,NULL,Water,Water,Water,Forest
1061,Wetland,NULL,Water,Non_Water,Water,NULL,Water,Wetland
1062,Wetland,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
1063,Wetland,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
1064,Wetland,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
1065,Wetland,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
1066,Wetland,NULL,Water,Non_Water,Water,Wetland,Water,Water
1067,Wetland,NULL,Water,Non_Water,Water,Wetland,Water,Forest
1068,Wetland,NULL,Water,Non_Water,Water,Water,Wetland,Grassland
1069,Wetland,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
1070,Wetland,NULL,Water,Water,Water,NULL,Wetland,Forest
1071,Wetland,NULL,Water,Water,Water,NULL,Water,Grassland
1072,Wetland,NULL,Water,Water,Water,NULL,Water,Water
1073,Wetland,NULL,Water,Water,Water,Grassland,Wetland,Grassland
1074,Wetland,NULL,Water,Water,Water,Grassland,Wetland,Wetland
1075,Wetland,NULL,Water,Water,Water,Wetland,Wetland,Grassland
1076,Wetland,NULL,Water,Water,Water,Wetland,Wetland,Wetland
1077,Wetland,NULL,Water,Water,Water,Wetland,Wetland,Water
1078,Wetland,NULL,Water,Water,Water,Wetland,Wetland,Forest
1079,Wetland,NULL,Water,Water,Water,Wetland,Water,Grassland
1080,Wetland,NULL,Water,Water,Water,Wetland,Water,Wetland
1081,Wetland,NULL,Water,Water,Water,Wetland,Water,Bareland
1082,Wetland,NULL,Water,Water,Water,Wetland,Water,Water
1083,Wetland,NULL,Water,Water,Water,Wetland,Water,Forest
1084,Wetland,NULL,Water,Water,Water,Water,Grassland,Water
1085,Wetland,NULL,Water,Water,Water,Water,Wetland,Grassland
1086,Wetland,NULL,Water,Water,Water,Water,Wetland,Wetland
1087,Wetland,NULL,Water,Water,Water,Water,Wetland,Bareland
1088,Wetland,NULL,Water,Water,Water,Water,Wetland,Water
1089,Wetland,NULL,Water,Water,Water,Water,Wetland,Forest
1090,Wetland,NULL,Water,Water,Water,Water,Water,Grassland
1091,Wetland,NULL,Water,Water,Water,Water,Water,Wetland
1092,Wetland,NULL,Water,Water,Water,Water,Water,Bareland
1093,Wetland,NULL,Water,Water,Water,Water,Water,Water
1094,Wetland,NULL,Water,Water,Water,Water,Water,Forest
1095,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1096,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1097,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1098,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1099,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1100,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1101,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1102,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1103,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1104,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
1105,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
1106,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1107,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1108,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1109,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1110,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1111,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
1112,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
1113,Wetland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1114,Wetland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
1115,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Grassland
1116,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1117,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
