Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MVT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MVT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MVT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MVT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MVT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MVT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MVT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MVT_M_R
13514,Wetland,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
13515,Wetland,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
13516,Wetland,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
13517,Wetland,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
13518,Wetland,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
13519,Wetland,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
13520,Wetland,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
13521,Wetland,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Water
13522,Wetland,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
13523,Wetland,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
13524,Wetland,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
13525,Wetland,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Water
13526,Wetland,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
13527,Wetland,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Wetland
13528,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
13529,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
13530,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
13531,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
13532,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
13533,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
13534,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
13535,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
13536,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
13537,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
13538,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
13539,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
13540,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Bareland
13541,Wetland,Water,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
13542,Wetland,Water,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
13543,Wetland,Water,Cropland,NULL,Non_Wetland,Water,NULL,Wetland
13544,Wetland,Water,Cropland,NULL,Non_Wetland,Water,NULL,Water
13545,Wetland,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,NULL
13546,Wetland,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
13547,Wetland,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Wetland
13548,Wetland,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Forest
13549,Wetland,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
13550,Wetland,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Cropland
13551,Wetland,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
13552,Wetland,Water,Cropland,NULL,Non_Wetland,Water,Built-up,Water
13553,Wetland,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
13554,Wetland,Water,Cropland,NULL,Non_Wetland,Water,Water,Wetland
13555,Wetland,Water,Cropland,NULL,Non_Wetland,Water,Water,Bareland
13556,Wetland,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
13557,Wetland,Water,Cropland,NULL,Non_Wetland,Water,Water,Forest
13558,Wetland,Water,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
13559,Wetland,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
13560,Wetland,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
13561,Wetland,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Wetland
13562,Wetland,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Water
13563,Wetland,Water,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
13564,Wetland,Water,Cropland,NULL,Non_Wetland,Forest,Shrubland,Wetland
13565,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
13566,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
13567,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
13568,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
13569,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
13570,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
13571,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
13572,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
13573,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
13574,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
13575,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
13576,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Water
13577,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
13578,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
13579,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Wetland
13580,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
13581,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,Forest,Wetland
13582,Wetland,Water,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
13583,Wetland,Water,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
13584,Wetland,Water,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
13585,Wetland,Water,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
13586,Wetland,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
13587,Wetland,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
13588,Wetland,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
13589,Wetland,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
13590,Wetland,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
13591,Wetland,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
13592,Wetland,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
13593,Wetland,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
13594,Wetland,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Water,NULL
13595,Wetland,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
13596,Wetland,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Cropland
13597,Wetland,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
13598,Wetland,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Cropland
13599,Wetland,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
13600,Wetland,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
13601,Wetland,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
13602,Wetland,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Water
13603,Wetland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
13604,Wetland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
13605,Wetland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
13606,Wetland,Water,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
13607,Wetland,Water,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
13608,Wetland,Water,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Wetland
13609,Wetland,Water,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Forest
13610,Wetland,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,NULL
13611,Wetland,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
13612,Wetland,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Cropland
13613,Wetland,Water,Cropland,Non_Water,Non_Wetland,Water,Shrubland,NULL
13614,Wetland,Water,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
13615,Wetland,Water,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Wetland
13616,Wetland,Water,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Forest
13617,Wetland,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
13618,Wetland,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Water
13619,Wetland,Water,Cropland,Non_Water,Non_Wetland,Water,Water,NULL
13620,Wetland,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
13621,Wetland,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Cropland
13622,Wetland,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Wetland
13623,Wetland,Water,Cropland,Non_Water,Non_Wetland,Water,Forest,Grassland
13624,Wetland,Water,Cropland,Non_Water,Non_Wetland,Water,Forest,Wetland
13625,Wetland,Water,Cropland,Non_Water,Non_Wetland,Forest,NULL,Cropland
13626,Wetland,Water,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
13627,Wetland,Water,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Cropland
13628,Wetland,Water,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
13629,Wetland,Water,Cropland,Non_Water,Non_Wetland,Forest,Water,Grassland
13630,Wetland,Water,Cropland,Non_Water,Non_Wetland,Forest,Water,Wetland
13631,Wetland,Water,Cropland,Non_Water,Non_Wetland,Forest,Forest,Cropland
13632,Wetland,Water,Cropland,Non_Water,Non_Wetland,Forest,Forest,Wetland
13633,Wetland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
13634,Wetland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
13635,Wetland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
13636,Wetland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
13637,Wetland,Water,Cropland,Water,Non_Wetland,NULL,Shrubland,Grassland
13638,Wetland,Water,Cropland,Water,Non_Wetland,NULL,Shrubland,Cropland
13639,Wetland,Water,Cropland,Water,Non_Wetland,NULL,Shrubland,Wetland
13640,Wetland,Water,Cropland,Water,Non_Wetland,NULL,Shrubland,Water
13641,Wetland,Water,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
13642,Wetland,Water,Cropland,Water,Non_Wetland,NULL,Water,Water
13643,Wetland,Water,Cropland,Water,Non_Wetland,Shrubland,NULL,Grassland
13644,Wetland,Water,Cropland,Water,Non_Wetland,Shrubland,NULL,Cropland
13645,Wetland,Water,Cropland,Water,Non_Wetland,Shrubland,NULL,Wetland
13646,Wetland,Water,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
13647,Wetland,Water,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Cropland
13648,Wetland,Water,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
13649,Wetland,Water,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Water
13650,Wetland,Water,Cropland,Water,Non_Wetland,Shrubland,Water,Grassland
13651,Wetland,Water,Cropland,Water,Non_Wetland,Shrubland,Water,Wetland
13652,Wetland,Water,Cropland,Water,Non_Wetland,Shrubland,Water,Water
13653,Wetland,Water,Cropland,Water,Non_Wetland,Grassland,NULL,Water
13654,Wetland,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
13655,Wetland,Water,Cropland,Water,Non_Wetland,Grassland,Water,Wetland
13656,Wetland,Water,Cropland,Water,Non_Wetland,Grassland,Water,Water
13657,Wetland,Water,Cropland,Water,Non_Wetland,Cropland,NULL,Wetland
13658,Wetland,Water,Cropland,Water,Non_Wetland,Cropland,Shrubland,Wetland
13659,Wetland,Water,Cropland,Water,Non_Wetland,Water,NULL,Grassland
13660,Wetland,Water,Cropland,Water,Non_Wetland,Water,NULL,Wetland
13661,Wetland,Water,Cropland,Water,Non_Wetland,Water,NULL,Water
13662,Wetland,Water,Cropland,Water,Non_Wetland,Water,Shrubland,Grassland
13663,Wetland,Water,Cropland,Water,Non_Wetland,Water,Shrubland,Wetland
13664,Wetland,Water,Cropland,Water,Non_Wetland,Water,Shrubland,Water
13665,Wetland,Water,Cropland,Water,Non_Wetland,Water,Water,Grassland
13666,Wetland,Water,Cropland,Water,Non_Wetland,Water,Water,Wetland
13667,Wetland,Water,Cropland,Water,Non_Wetland,Water,Water,Water
13668,Wetland,Water,Cropland,Water,Non_Wetland,Water,Water,Forest
13669,Wetland,Water,Cropland,Water,Non_Wetland,Forest,NULL,Grassland
13670,Wetland,Water,Cropland,Water,Non_Wetland,Forest,Shrubland,Water
13671,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
13672,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
13673,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
13674,Wetland,Water,Wetland,NULL,Wetland,NULL,Shrubland,NULL
13675,Wetland,Water,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
13676,Wetland,Water,Wetland,NULL,Wetland,NULL,Shrubland,Wetland
13677,Wetland,Water,Wetland,NULL,Wetland,NULL,Shrubland,Water
13678,Wetland,Water,Wetland,NULL,Wetland,NULL,Grassland,Grassland
13679,Wetland,Water,Wetland,NULL,Wetland,NULL,Water,Grassland
13680,Wetland,Water,Wetland,NULL,Wetland,NULL,Water,Wetland
13681,Wetland,Water,Wetland,NULL,Wetland,NULL,Water,Water
13682,Wetland,Water,Wetland,NULL,Wetland,NULL,Forest,Wetland
13683,Wetland,Water,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
13684,Wetland,Water,Wetland,NULL,Wetland,Shrubland,NULL,Wetland
13685,Wetland,Water,Wetland,NULL,Wetland,Shrubland,NULL,Forest
13686,Wetland,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
13687,Wetland,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
13688,Wetland,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
13689,Wetland,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
13690,Wetland,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
13691,Wetland,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
13692,Wetland,Water,Wetland,NULL,Wetland,Shrubland,Water,Grassland
13693,Wetland,Water,Wetland,NULL,Wetland,Shrubland,Water,Wetland
13694,Wetland,Water,Wetland,NULL,Wetland,Shrubland,Water,Forest
13695,Wetland,Water,Wetland,NULL,Wetland,Grassland,NULL,Wetland
13696,Wetland,Water,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
13697,Wetland,Water,Wetland,NULL,Wetland,Cropland,NULL,Grassland
13698,Wetland,Water,Wetland,NULL,Wetland,Cropland,NULL,Wetland
13699,Wetland,Water,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
13700,Wetland,Water,Wetland,NULL,Wetland,Water,NULL,NULL
13701,Wetland,Water,Wetland,NULL,Wetland,Water,NULL,Grassland
13702,Wetland,Water,Wetland,NULL,Wetland,Water,NULL,Wetland
13703,Wetland,Water,Wetland,NULL,Wetland,Water,NULL,Forest
13704,Wetland,Water,Wetland,NULL,Wetland,Water,Shrubland,Grassland
13705,Wetland,Water,Wetland,NULL,Wetland,Water,Shrubland,Wetland
13706,Wetland,Water,Wetland,NULL,Wetland,Water,Shrubland,Water
13707,Wetland,Water,Wetland,NULL,Wetland,Water,Shrubland,Forest
13708,Wetland,Water,Wetland,NULL,Wetland,Water,Water,NULL
13709,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Grassland
13710,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Cropland
13711,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Wetland
13712,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Water
13713,Wetland,Water,Wetland,NULL,Wetland,Water,Forest,Wetland
13714,Wetland,Water,Wetland,NULL,Wetland,Forest,NULL,Grassland
13715,Wetland,Water,Wetland,NULL,Wetland,Forest,NULL,Forest
13716,Wetland,Water,Wetland,NULL,Wetland,Forest,Shrubland,Grassland
13717,Wetland,Water,Wetland,NULL,Wetland,Forest,Shrubland,Wetland
13718,Wetland,Water,Wetland,NULL,Wetland,Forest,Water,Wetland
13719,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
13720,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
13721,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
13722,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
13723,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Shrubland,NULL
13724,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Shrubland,Grassland
13725,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Shrubland,Cropland
13726,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Shrubland,Wetland
13727,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Shrubland,Water
13728,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Shrubland,Forest
13729,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
13730,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Wetland
13731,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
13732,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
13733,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Water,Cropland
13734,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Water,Wetland
13735,Wetland,Water,Wetland,Non_Water,Wetland,Shrubland,NULL,NULL
13736,Wetland,Water,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
13737,Wetland,Water,Wetland,Non_Water,Wetland,Shrubland,NULL,Cropland
13738,Wetland,Water,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
13739,Wetland,Water,Wetland,Non_Water,Wetland,Shrubland,NULL,Water
13740,Wetland,Water,Wetland,Non_Water,Wetland,Shrubland,NULL,Forest
13741,Wetland,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
13742,Wetland,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
13743,Wetland,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Cropland
13744,Wetland,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
13745,Wetland,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Water
13746,Wetland,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
13747,Wetland,Water,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
13748,Wetland,Water,Wetland,Non_Water,Wetland,Shrubland,Grassland,Cropland
13749,Wetland,Water,Wetland,Non_Water,Wetland,Shrubland,Grassland,Wetland
13750,Wetland,Water,Wetland,Non_Water,Wetland,Shrubland,Grassland,Forest
13751,Wetland,Water,Wetland,Non_Water,Wetland,Shrubland,Water,NULL
13752,Wetland,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
13753,Wetland,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Cropland
13754,Wetland,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
13755,Wetland,Water,Wetland,Non_Water,Wetland,Shrubland,Forest,Wetland
13756,Wetland,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
13757,Wetland,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Cropland
13758,Wetland,Water,Wetland,Non_Water,Wetland,Grassland,Shrubland,Grassland
13759,Wetland,Water,Wetland,Non_Water,Wetland,Cropland,NULL,Cropland
13760,Wetland,Water,Wetland,Non_Water,Wetland,Cropland,Forest,Wetland
13761,Wetland,Water,Wetland,Non_Water,Wetland,Water,NULL,NULL
13762,Wetland,Water,Wetland,Non_Water,Wetland,Water,NULL,Grassland
13763,Wetland,Water,Wetland,Non_Water,Wetland,Water,NULL,Cropland
13764,Wetland,Water,Wetland,Non_Water,Wetland,Water,NULL,Wetland
13765,Wetland,Water,Wetland,Non_Water,Wetland,Water,NULL,Forest
13766,Wetland,Water,Wetland,Non_Water,Wetland,Water,Shrubland,NULL
13767,Wetland,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
13768,Wetland,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Cropland
13769,Wetland,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
13770,Wetland,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Water
13771,Wetland,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Forest
13772,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,NULL
13773,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
13774,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Cropland
13775,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
13776,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
13777,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
13778,Wetland,Water,Wetland,Non_Water,Wetland,Water,Forest,Wetland
13779,Wetland,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
13780,Wetland,Water,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
13781,Wetland,Water,Wetland,Non_Water,Wetland,Forest,NULL,Cropland
13782,Wetland,Water,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
13783,Wetland,Water,Wetland,Non_Water,Wetland,Forest,Shrubland,NULL
13784,Wetland,Water,Wetland,Non_Water,Wetland,Forest,Shrubland,Grassland
13785,Wetland,Water,Wetland,Non_Water,Wetland,Forest,Shrubland,Cropland
13786,Wetland,Water,Wetland,Non_Water,Wetland,Forest,Shrubland,Wetland
13787,Wetland,Water,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
13788,Wetland,Water,Wetland,Non_Water,Wetland,Forest,Grassland,Grassland
13789,Wetland,Water,Wetland,Non_Water,Wetland,Forest,Water,Grassland
13790,Wetland,Water,Wetland,Non_Water,Wetland,Forest,Water,Cropland
13791,Wetland,Water,Wetland,Non_Water,Wetland,Forest,Water,Wetland
13792,Wetland,Water,Wetland,Non_Water,Wetland,Forest,Forest,Grassland
13793,Wetland,Water,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
13794,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
13795,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
13796,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
13797,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
13798,Wetland,Water,Wetland,Water,Wetland,NULL,Shrubland,NULL
13799,Wetland,Water,Wetland,Water,Wetland,NULL,Shrubland,Grassland
13800,Wetland,Water,Wetland,Water,Wetland,NULL,Shrubland,Cropland
13801,Wetland,Water,Wetland,Water,Wetland,NULL,Shrubland,Wetland
13802,Wetland,Water,Wetland,Water,Wetland,NULL,Shrubland,Water
13803,Wetland,Water,Wetland,Water,Wetland,NULL,Shrubland,Forest
13804,Wetland,Water,Wetland,Water,Wetland,NULL,Grassland,Grassland
13805,Wetland,Water,Wetland,Water,Wetland,NULL,Water,Grassland
13806,Wetland,Water,Wetland,Water,Wetland,NULL,Water,Wetland
13807,Wetland,Water,Wetland,Water,Wetland,NULL,Water,Water
13808,Wetland,Water,Wetland,Water,Wetland,Shrubland,NULL,Grassland
13809,Wetland,Water,Wetland,Water,Wetland,Shrubland,NULL,Cropland
13810,Wetland,Water,Wetland,Water,Wetland,Shrubland,NULL,Wetland
13811,Wetland,Water,Wetland,Water,Wetland,Shrubland,NULL,Water
13812,Wetland,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
13813,Wetland,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Cropland
13814,Wetland,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
13815,Wetland,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Water
13816,Wetland,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
13817,Wetland,Water,Wetland,Water,Wetland,Shrubland,Grassland,Grassland
13818,Wetland,Water,Wetland,Water,Wetland,Shrubland,Water,Grassland
13819,Wetland,Water,Wetland,Water,Wetland,Shrubland,Water,Cropland
13820,Wetland,Water,Wetland,Water,Wetland,Shrubland,Water,Wetland
13821,Wetland,Water,Wetland,Water,Wetland,Shrubland,Water,Water
13822,Wetland,Water,Wetland,Water,Wetland,Shrubland,Water,Forest
13823,Wetland,Water,Wetland,Water,Wetland,Grassland,Grassland,Grassland
13824,Wetland,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
13825,Wetland,Water,Wetland,Water,Wetland,Grassland,Water,Wetland
13826,Wetland,Water,Wetland,Water,Wetland,Cropland,NULL,Wetland
13827,Wetland,Water,Wetland,Water,Wetland,Cropland,NULL,Water
13828,Wetland,Water,Wetland,Water,Wetland,Bareland,NULL,Water
13829,Wetland,Water,Wetland,Water,Wetland,Bareland,Shrubland,Wetland
13830,Wetland,Water,Wetland,Water,Wetland,Water,NULL,NULL
13831,Wetland,Water,Wetland,Water,Wetland,Water,NULL,Grassland
13832,Wetland,Water,Wetland,Water,Wetland,Water,NULL,Wetland
13833,Wetland,Water,Wetland,Water,Wetland,Water,NULL,Water
13834,Wetland,Water,Wetland,Water,Wetland,Water,Shrubland,NULL
13835,Wetland,Water,Wetland,Water,Wetland,Water,Shrubland,Grassland
13836,Wetland,Water,Wetland,Water,Wetland,Water,Shrubland,Wetland
13837,Wetland,Water,Wetland,Water,Wetland,Water,Shrubland,Water
13838,Wetland,Water,Wetland,Water,Wetland,Water,Shrubland,Forest
13839,Wetland,Water,Wetland,Water,Wetland,Water,Water,Grassland
13840,Wetland,Water,Wetland,Water,Wetland,Water,Water,Wetland
13841,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
13842,Wetland,Water,Wetland,Water,Wetland,Water,Water,Forest
13843,Wetland,Water,Wetland,Water,Wetland,Forest,Shrubland,Grassland
13844,Wetland,Water,Wetland,Water,Wetland,Forest,Water,Grassland
13845,Wetland,Water,Wetland,Water,Wetland,Forest,Water,Wetland
13846,Wetland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
13847,Wetland,Water,Bareland,NULL,Non_Wetland,NULL,Shrubland,Grassland
13848,Wetland,Water,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
13849,Wetland,Water,Bareland,NULL,Non_Wetland,Shrubland,NULL,Grassland
13850,Wetland,Water,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
