Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MCS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MCS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MCS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MCS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MCS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MCS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MCS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MCS_M_R
747,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
748,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
749,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
750,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Bareland
751,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Water
752,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
753,Wetland,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
754,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Grassland
755,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Wetland
756,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Bareland
757,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Water
758,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Forest
759,Wetland,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
760,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
761,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
762,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
763,Wetland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
764,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
765,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
766,Wetland,Water,Wetland,Water,Wetland,NULL,Water,Forest
767,Wetland,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
768,Wetland,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
769,Wetland,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
770,Wetland,Water,Wetland,Water,Wetland,Grassland,Water,Wetland
771,Wetland,Water,Wetland,Water,Wetland,Grassland,Water,Bareland
772,Wetland,Water,Wetland,Water,Wetland,Grassland,Water,Water
773,Wetland,Water,Wetland,Water,Wetland,Grassland,Water,Forest
774,Wetland,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
775,Wetland,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
776,Wetland,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
777,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
778,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
779,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Bareland
780,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Water
781,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Forest
782,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
783,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Water
784,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Forest
785,Wetland,Water,Wetland,Water,Wetland,Water,Water,Grassland
786,Wetland,Water,Wetland,Water,Wetland,Water,Water,Wetland
787,Wetland,Water,Wetland,Water,Wetland,Water,Water,Bareland
788,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
789,Wetland,Water,Wetland,Water,Wetland,Water,Water,Forest
790,Wetland,Water,Wetland,Water,Wetland,Forest,Water,Water
791,Wetland,Water,Water,NULL,Water,NULL,Water,Forest
792,Wetland,Water,Water,NULL,Water,Wetland,Water,Forest
793,Wetland,Water,Water,NULL,Water,Water,Water,Water
794,Wetland,Water,Water,NULL,Water,Water,Water,Forest
795,Wetland,Water,Water,NULL,Water,Forest,Water,Forest
796,Wetland,Water,Water,Non_Water,Water,Wetland,Water,Water
797,Wetland,Water,Water,Non_Water,Water,Water,Water,Grassland
798,Wetland,Water,Water,Non_Water,Water,Water,Water,Water
799,Wetland,Water,Water,Water,Water,NULL,Water,Water
800,Wetland,Water,Water,Water,Water,Grassland,Water,Water
801,Wetland,Water,Water,Water,Water,Wetland,Wetland,Wetland
802,Wetland,Water,Water,Water,Water,Wetland,Wetland,Water
803,Wetland,Water,Water,Water,Water,Wetland,Wetland,Forest
804,Wetland,Water,Water,Water,Water,Wetland,Water,Wetland
805,Wetland,Water,Water,Water,Water,Wetland,Water,Water
806,Wetland,Water,Water,Water,Water,Wetland,Water,Forest
807,Wetland,Water,Water,Water,Water,Water,Water,Wetland
808,Wetland,Water,Water,Water,Water,Water,Water,Water
809,Wetland,Water,Water,Water,Water,Water,Water,Forest
810,Wetland,Water,Water,Water,Water,Forest,Water,Forest
811,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
812,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Water
813,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
814,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
815,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
816,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
817,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
818,Bareland,NULL,Wetland,NULL,Wetland,Water,Water,Water
819,Bareland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Bareland
820,Bareland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
821,Bareland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
822,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Bareland
823,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Water
824,Bareland,NULL,Water,NULL,Water,Water,Water,Water
825,Bareland,NULL,Water,Water,Water,Water,Water,Water
826,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
827,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
828,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
829,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
830,Bareland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
831,Bareland,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Water
832,Bareland,Wetland,Wetland,Water,Wetland,Grassland,Water,Water
833,Bareland,Bareland,NULL,Water,Non_Wetland,Grassland,Water,Water
834,Bareland,Bareland,NULL,Water,Non_Wetland,Wetland,Water,Water
835,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
836,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
837,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
838,Bareland,Bareland,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
839,Bareland,Bareland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
840,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
841,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Water,Water
842,Bareland,Bareland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Water
843,Bareland,Bareland,Cropland,NULL,Non_Wetland,Wetland,Water,Water
844,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water,Water,Water
845,Bareland,Bareland,Cropland,Water,Non_Wetland,Wetland,Water,Water
846,Bareland,Bareland,Wetland,NULL,Wetland,Grassland,Wetland,Water
847,Bareland,Bareland,Wetland,NULL,Wetland,Wetland,Wetland,Water
848,Bareland,Bareland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
849,Bareland,Bareland,Wetland,NULL,Wetland,Wetland,Water,Water
850,Bareland,Bareland,Wetland,NULL,Wetland,Water,Water,Water
851,Bareland,Bareland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
852,Bareland,Bareland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
853,Bareland,Bareland,Wetland,Non_Water,Wetland,Wetland,Water,Water
854,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
855,Bareland,Bareland,Wetland,Water,Wetland,Grassland,NULL,Grassland
856,Bareland,Bareland,Wetland,Water,Wetland,Grassland,NULL,Water
857,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
858,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Wetland,Bareland
859,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Wetland,Water
860,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Water,Grassland
861,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Water,Bareland
862,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Water,Water
863,Bareland,Bareland,Wetland,Water,Wetland,Wetland,NULL,Water
864,Bareland,Bareland,Wetland,Water,Wetland,Wetland,Water,Water
865,Bareland,Bareland,Wetland,Water,Wetland,Water,NULL,Water
866,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Water
867,Bareland,Bareland,Water,NULL,Water,Wetland,Water,Water
868,Bareland,Bareland,Water,NULL,Water,Water,Water,Water
869,Bareland,Bareland,Water,Water,Water,Grassland,Water,Water
870,Bareland,Bareland,Water,Water,Water,Wetland,Water,Water
871,Bareland,Bareland,Water,Water,Water,Water,Water,Water
872,Bareland,Bareland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
873,Bareland,Bareland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
874,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
875,Bareland,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
876,Bareland,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
877,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
878,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
879,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
880,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Bareland
881,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
882,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Water
883,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
884,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
885,Bareland,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
886,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
887,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
888,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Water
889,Bareland,Water,Cropland,Water,Non_Wetland,Bareland,Wetland,Water
890,Bareland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
891,Bareland,Water,Wetland,NULL,Wetland,Wetland,Water,Water
892,Bareland,Water,Wetland,NULL,Wetland,Bareland,Water,Water
893,Bareland,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
894,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Water
895,Bareland,Water,Wetland,Non_Water,Wetland,Grassland,Water,Bareland
896,Bareland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
897,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
898,Bareland,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
899,Bareland,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
900,Bareland,Water,Wetland,Water,Wetland,Grassland,Water,Bareland
901,Bareland,Water,Wetland,Water,Wetland,Grassland,Water,Water
902,Bareland,Water,Wetland,Water,Wetland,Grassland,Water,Forest
903,Bareland,Water,Wetland,Water,Wetland,Wetland,NULL,Grassland
904,Bareland,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
905,Bareland,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
906,Bareland,Water,Wetland,Water,Wetland,Wetland,Water,Bareland
907,Bareland,Water,Wetland,Water,Wetland,Wetland,Water,Water
908,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Water
909,Bareland,Water,Wetland,Water,Wetland,Water,Wetland,Bareland
910,Bareland,Water,Wetland,Water,Wetland,Water,Water,Bareland
911,Bareland,Water,Wetland,Water,Wetland,Water,Water,Water
912,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Water
913,Bareland,Water,Water,NULL,Water,Wetland,Water,Water
914,Bareland,Water,Water,Water,Water,Bareland,Wetland,Grassland
915,Bareland,Water,Water,Water,Water,Bareland,Wetland,Water
916,Bareland,Water,Water,Water,Water,Bareland,Water,Water
917,Bareland,Water,Water,Water,Water,Water,Water,Water
918,Bareland,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
919,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
920,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
921,Bareland,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
922,Bareland,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
923,Bareland,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Water
924,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
925,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
926,Bareland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
927,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
928,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
929,Bareland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
930,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Water
931,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
932,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
933,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
934,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
935,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
936,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
937,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
938,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
939,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Bareland
940,Water,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
941,Water,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
942,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
943,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
944,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
945,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
946,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
947,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,Water
948,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,Forest
949,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
950,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Bareland
951,Water,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
952,Water,NULL,Wetland,NULL,Wetland,Water,Water,Bareland
953,Water,NULL,Wetland,NULL,Wetland,Water,Water,Water
954,Water,NULL,Wetland,NULL,Wetland,Water,Water,Forest
955,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
956,Water,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
957,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
958,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
959,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Water
960,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
961,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
962,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
963,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Water
964,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Bareland
965,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
966,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Water
967,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
968,Water,NULL,Wetland,Water,Wetland,Water,Water,Wetland
969,Water,NULL,Wetland,Water,Wetland,Water,Water,Bareland
970,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
971,Water,NULL,Wetland,Water,Wetland,Water,Water,Forest
972,Water,NULL,Water,NULL,Water,Grassland,Grassland,Forest
973,Water,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
974,Water,NULL,Water,NULL,Water,Wetland,Water,Grassland
975,Water,NULL,Water,NULL,Water,Bareland,Wetland,Forest
976,Water,NULL,Water,NULL,Water,Water,Grassland,Forest
977,Water,NULL,Water,NULL,Water,Water,Water,Water
978,Water,NULL,Water,Non_Water,Water,Grassland,Water,Forest
979,Water,NULL,Water,Non_Water,Water,Water,Water,Forest
980,Water,NULL,Water,Water,Water,Grassland,Wetland,Forest
981,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
982,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
983,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
984,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
985,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
986,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
987,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
988,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
989,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
990,Water,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
991,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Forest
992,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
993,Water,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
994,Water,Wetland,Wetland,NULL,Wetland,Grassland,Water,Grassland
995,Water,Wetland,Wetland,NULL,Wetland,Grassland,Water,Forest
996,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
997,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
998,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
999,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
1000,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
1001,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
1002,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
1003,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
1004,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
1005,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
1006,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Bareland
1007,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Water
1008,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
1009,Water,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1010,Water,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1011,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1012,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1013,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1014,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
1015,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1016,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1017,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1018,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
1019,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
1020,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
1021,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
1022,Water,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1023,Water,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Wetland
1024,Water,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Forest
1025,Water,Wetland,Wetland,Water,Wetland,Grassland,Water,Grassland
1026,Water,Wetland,Wetland,Water,Wetland,Grassland,Water,Wetland
1027,Water,Wetland,Wetland,Water,Wetland,Grassland,Water,Bareland
1028,Water,Wetland,Wetland,Water,Wetland,Grassland,Water,Forest
1029,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1030,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
1031,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
1032,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
1033,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
1034,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
1035,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
1036,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
1037,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
1038,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
1039,Water,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
1040,Water,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
1041,Water,Wetland,Wetland,Water,Wetland,Water,Water,Bareland
1042,Water,Wetland,Wetland,Water,Wetland,Water,Water,Water
1043,Water,Wetland,Wetland,Water,Wetland,Water,Water,Forest
1044,Water,Wetland,Water,NULL,Water,NULL,Water,Forest
1045,Water,Wetland,Water,NULL,Water,Water,Water,Grassland
1046,Water,Wetland,Water,NULL,Water,Water,Water,Water
1047,Water,Wetland,Water,Non_Water,Water,Water,Water,Water
1048,Water,Wetland,Water,Water,Water,NULL,Water,Forest
1049,Water,Wetland,Water,Water,Water,Grassland,Wetland,Water
1050,Water,Wetland,Water,Water,Water,Wetland,Wetland,Water
1051,Water,Wetland,Water,Water,Water,Wetland,Wetland,Forest
1052,Water,Wetland,Water,Water,Water,Wetland,Water,Water
1053,Water,Wetland,Water,Water,Water,Water,Wetland,Forest
1054,Water,Wetland,Water,Water,Water,Water,Water,Grassland
1055,Water,Wetland,Water,Water,Water,Water,Water,Wetland
1056,Water,Wetland,Water,Water,Water,Water,Water,Water
1057,Water,Wetland,Water,Water,Water,Water,Water,Forest
1058,Water,Wetland,Water,Water,Water,Forest,Water,Water
1059,Water,Wetland,Water,Water,Water,Forest,Water,Forest
1060,Water,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1061,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1062,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1063,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Grassland
1064,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
1065,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
1066,Water,Bareland,Wetland,NULL,Wetland,Water,Wetland,Water
1067,Water,Bareland,Wetland,NULL,Wetland,Water,Water,Water
1068,Water,Bareland,Wetland,Water,Wetland,Wetland,Water,Water
1069,Water,Bareland,Wetland,Water,Wetland,Water,Water,Bareland
1070,Water,Bareland,Wetland,Water,Wetland,Water,Water,Water
1071,Water,Bareland,Water,NULL,Water,Water,Water,Water
1072,Water,Bareland,Water,Water,Water,Water,Water,Water
1073,Water,Bareland,Forest,NULL,Non_Wetland,Water,Water,Water
1074,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1075,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
1076,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1077,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Water
1078,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
1079,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1080,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
1081,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
1082,Water,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
1083,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1084,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
1085,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
1086,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1087,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
1088,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
1089,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
1090,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
1091,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
1092,Water,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1093,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1094,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
1095,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
1096,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
1097,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
1098,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
1099,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
1100,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
1101,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
1102,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Water
1103,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1104,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1105,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1106,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1107,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
1108,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
1109,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1110,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
1111,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
1112,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1113,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
1114,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
1115,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1116,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1117,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
1118,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1119,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
1120,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
1121,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
