Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22NEG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22NEG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22NEG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22NEG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22NEG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22NEG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22NEG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22NEG_M_R
2817,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
2818,Grassland,Cropland,Shrubland,Water,Non_Wetland,Cropland,Wetland,Grassland
2819,Grassland,Cropland,Shrubland,Water,Non_Wetland,Cropland,Wetland,Wetland
2820,Grassland,Cropland,Shrubland,Water,Non_Wetland,Cropland,Water,Wetland
2821,Grassland,Cropland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
2822,Grassland,Cropland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
2823,Grassland,Cropland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
2824,Grassland,Cropland,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
2825,Grassland,Cropland,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
2826,Grassland,Cropland,Shrubland,Water,Non_Wetland,Water,Water,Wetland
2827,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2828,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2829,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
2830,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
2831,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
2832,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Wetland,Wetland
2833,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
2834,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2835,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2836,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2837,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
2838,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2839,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Water,Wetland
2840,Grassland,Cropland,Grassland,NULL,Non_Wetland,Water,Water,Grassland
2841,Grassland,Cropland,Grassland,NULL,Non_Wetland,Water,Water,Wetland
2842,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
2843,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Water,Wetland
2844,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland,Wetland,Wetland
2845,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2846,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2847,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
2848,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Wetland
2849,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Water
2850,Grassland,Cropland,Grassland,Water,Non_Wetland,Grassland,Wetland,Wetland
2851,Grassland,Cropland,Grassland,Water,Non_Wetland,Cropland,Wetland,Wetland
2852,Grassland,Cropland,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
2853,Grassland,Cropland,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
2854,Grassland,Cropland,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
2855,Grassland,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Grassland
2856,Grassland,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Wetland
2857,Grassland,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Forest
2858,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2859,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
2860,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2861,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Water,Grassland
2862,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Water,Wetland
2863,Grassland,Cropland,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
2864,Grassland,Cropland,Wetland,NULL,Wetland,Cropland,Wetland,Wetland
2865,Grassland,Cropland,Wetland,NULL,Wetland,Cropland,Wetland,Forest
2866,Grassland,Cropland,Wetland,NULL,Wetland,Cropland,Water,Grassland
2867,Grassland,Cropland,Wetland,NULL,Wetland,Cropland,Water,Wetland
2868,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2869,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Cropland
2870,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2871,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
2872,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Water
2873,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2874,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Water,Grassland
2875,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Water,Wetland
2876,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Water,Bareland
2877,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Water,Water
2878,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Water,Forest
2879,Grassland,Cropland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
2880,Grassland,Cropland,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
2881,Grassland,Cropland,Wetland,NULL,Wetland,Bareland,Water,Wetland
2882,Grassland,Cropland,Wetland,NULL,Wetland,Water,Wetland,Grassland
2883,Grassland,Cropland,Wetland,NULL,Wetland,Water,Wetland,Cropland
2884,Grassland,Cropland,Wetland,NULL,Wetland,Water,Wetland,Wetland
2885,Grassland,Cropland,Wetland,NULL,Wetland,Water,Wetland,Water
2886,Grassland,Cropland,Wetland,NULL,Wetland,Water,Water,Grassland
2887,Grassland,Cropland,Wetland,NULL,Wetland,Water,Water,Wetland
2888,Grassland,Cropland,Wetland,NULL,Wetland,Water,Water,Bareland
2889,Grassland,Cropland,Wetland,NULL,Wetland,Water,Water,Water
2890,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
2891,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Wetland
2892,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Water
2893,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
2894,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
2895,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
2896,Grassland,Cropland,Wetland,Non_Water,Wetland,Cropland,Wetland,Grassland
2897,Grassland,Cropland,Wetland,Non_Water,Wetland,Cropland,Wetland,Wetland
2898,Grassland,Cropland,Wetland,Non_Water,Wetland,Cropland,Water,Grassland
2899,Grassland,Cropland,Wetland,Non_Water,Wetland,Cropland,Water,Wetland
2900,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2901,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
2902,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
2903,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2904,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2905,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
2906,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Bareland
2907,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Water
2908,Grassland,Cropland,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
2909,Grassland,Cropland,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
2910,Grassland,Cropland,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
2911,Grassland,Cropland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
2912,Grassland,Cropland,Wetland,Non_Water,Wetland,Water,Wetland,Water
2913,Grassland,Cropland,Wetland,Non_Water,Wetland,Water,Water,Grassland
2914,Grassland,Cropland,Wetland,Non_Water,Wetland,Water,Water,Wetland
2915,Grassland,Cropland,Wetland,Non_Water,Wetland,Water,Water,Water
2916,Grassland,Cropland,Wetland,Water,Wetland,NULL,Wetland,Wetland
2917,Grassland,Cropland,Wetland,Water,Wetland,Grassland,Wetland,Wetland
2918,Grassland,Cropland,Wetland,Water,Wetland,Grassland,Water,Wetland
2919,Grassland,Cropland,Wetland,Water,Wetland,Grassland,Water,Water
2920,Grassland,Cropland,Wetland,Water,Wetland,Cropland,Wetland,Wetland
2921,Grassland,Cropland,Wetland,Water,Wetland,Cropland,Water,Wetland
2922,Grassland,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2923,Grassland,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Cropland
2924,Grassland,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2925,Grassland,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Water
2926,Grassland,Cropland,Wetland,Water,Wetland,Wetland,Water,Grassland
2927,Grassland,Cropland,Wetland,Water,Wetland,Wetland,Water,Cropland
2928,Grassland,Cropland,Wetland,Water,Wetland,Wetland,Water,Wetland
2929,Grassland,Cropland,Wetland,Water,Wetland,Wetland,Water,Water
2930,Grassland,Cropland,Wetland,Water,Wetland,Bareland,Wetland,Grassland
2931,Grassland,Cropland,Wetland,Water,Wetland,Bareland,Wetland,Wetland
2932,Grassland,Cropland,Wetland,Water,Wetland,Bareland,Water,Grassland
2933,Grassland,Cropland,Wetland,Water,Wetland,Bareland,Water,Wetland
2934,Grassland,Cropland,Wetland,Water,Wetland,Bareland,Water,Bareland
2935,Grassland,Cropland,Wetland,Water,Wetland,Water,Wetland,Grassland
2936,Grassland,Cropland,Wetland,Water,Wetland,Water,Wetland,Wetland
2937,Grassland,Cropland,Wetland,Water,Wetland,Water,Wetland,Water
2938,Grassland,Cropland,Wetland,Water,Wetland,Water,Water,Grassland
2939,Grassland,Cropland,Wetland,Water,Wetland,Water,Water,Wetland
2940,Grassland,Cropland,Wetland,Water,Wetland,Water,Water,Water
2941,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
2942,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
2943,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
2944,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Wetland
2945,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
2946,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
2947,Grassland,Cropland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
2948,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
2949,Grassland,Cropland,Built-up,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
2950,Grassland,Cropland,Built-up,Non_Water,Non_Wetland,Wetland,Water,Wetland
2951,Grassland,Cropland,Water,NULL,Water,Wetland,Wetland,Wetland
2952,Grassland,Cropland,Water,NULL,Water,Wetland,Wetland,Forest
2953,Grassland,Cropland,Water,NULL,Water,Wetland,Water,Grassland
2954,Grassland,Cropland,Water,NULL,Water,Wetland,Water,Cropland
2955,Grassland,Cropland,Water,NULL,Water,Wetland,Water,Wetland
2956,Grassland,Cropland,Water,NULL,Water,Water,Water,Wetland
2957,Grassland,Cropland,Water,Non_Water,Water,Grassland,Water,Wetland
2958,Grassland,Cropland,Water,Non_Water,Water,Cropland,Wetland,Grassland
2959,Grassland,Cropland,Water,Non_Water,Water,Cropland,Wetland,Wetland
2960,Grassland,Cropland,Water,Non_Water,Water,Wetland,Wetland,Grassland
2961,Grassland,Cropland,Water,Non_Water,Water,Wetland,Wetland,Wetland
2962,Grassland,Cropland,Water,Non_Water,Water,Wetland,Water,Grassland
2963,Grassland,Cropland,Water,Non_Water,Water,Wetland,Water,Wetland
2964,Grassland,Cropland,Water,Non_Water,Water,Wetland,Water,Water
2965,Grassland,Cropland,Water,Non_Water,Water,Water,Water,Wetland
2966,Grassland,Cropland,Water,Non_Water,Water,Water,Water,Bareland
2967,Grassland,Cropland,Water,Water,Water,Grassland,Wetland,Wetland
2968,Grassland,Cropland,Water,Water,Water,Grassland,Water,Wetland
2969,Grassland,Cropland,Water,Water,Water,Wetland,Wetland,Grassland
2970,Grassland,Cropland,Water,Water,Water,Wetland,Wetland,Wetland
2971,Grassland,Cropland,Water,Water,Water,Wetland,Wetland,Water
2972,Grassland,Cropland,Water,Water,Water,Wetland,Water,Grassland
2973,Grassland,Cropland,Water,Water,Water,Wetland,Water,Cropland
2974,Grassland,Cropland,Water,Water,Water,Wetland,Water,Wetland
2975,Grassland,Cropland,Water,Water,Water,Wetland,Water,Water
2976,Grassland,Cropland,Water,Water,Water,Water,Water,Wetland
2977,Grassland,Cropland,Water,Water,Water,Water,Water,Water
2978,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
2979,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
2980,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2981,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2982,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
2983,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2984,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2985,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2986,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2987,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Cropland
2988,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
2989,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2990,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
2991,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
2992,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
2993,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
2994,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
2995,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
2996,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
2997,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
2998,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Cropland
2999,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Wetland
3000,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
3001,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Water,Wetland
3002,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
3003,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
3004,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
3005,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3006,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3007,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Cropland
3008,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
3009,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
3010,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3011,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
3012,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3013,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3014,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
3015,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
3016,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
3017,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
3018,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3019,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
3020,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Water
3021,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
3022,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Cropland,Wetland,Wetland
3023,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Cropland,Water,Grassland
3024,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Cropland,Water,Wetland
3025,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3026,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3027,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
3028,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
3029,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Water,Cropland
3030,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
3031,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
3032,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
3033,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Water,Water,Water
3034,Grassland,Cropland,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
3035,Grassland,Cropland,Forest,Water,Non_Wetland,Grassland,Wetland,Wetland
3036,Grassland,Cropland,Forest,Water,Non_Wetland,Grassland,Water,Wetland
3037,Grassland,Cropland,Forest,Water,Non_Wetland,Cropland,Wetland,Wetland
3038,Grassland,Cropland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
3039,Grassland,Cropland,Forest,Water,Non_Wetland,Wetland,Wetland,Cropland
3040,Grassland,Cropland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
3041,Grassland,Cropland,Forest,Water,Non_Wetland,Wetland,Wetland,Water
3042,Grassland,Cropland,Forest,Water,Non_Wetland,Wetland,Water,Grassland
3043,Grassland,Cropland,Forest,Water,Non_Wetland,Wetland,Water,Wetland
3044,Grassland,Cropland,Forest,Water,Non_Wetland,Water,Wetland,Wetland
3045,Grassland,Cropland,Forest,Water,Non_Wetland,Water,Water,Wetland
3046,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3047,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
3048,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Water,Wetland
3049,Grassland,Wetland,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
3050,Grassland,Wetland,NULL,NULL,Non_Wetland,Cropland,Wetland,Wetland
3051,Grassland,Wetland,NULL,NULL,Non_Wetland,Cropland,Water,Grassland
3052,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
3053,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Cropland
3054,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
3055,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
3056,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
3057,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
3058,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
3059,Grassland,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
3060,Grassland,Wetland,NULL,NULL,Non_Wetland,Water,Water,Wetland
3061,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Cropland
3062,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
3063,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Cropland,Wetland,Wetland
3064,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Cropland,Water,Wetland
3065,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3066,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
3067,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3068,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3069,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
3070,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Cropland
3071,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
3072,Grassland,Wetland,NULL,Water,Non_Wetland,Grassland,Water,Wetland
3073,Grassland,Wetland,NULL,Water,Non_Wetland,Cropland,Wetland,Grassland
3074,Grassland,Wetland,NULL,Water,Non_Wetland,Cropland,Wetland,Wetland
3075,Grassland,Wetland,NULL,Water,Non_Wetland,Cropland,Water,Grassland
3076,Grassland,Wetland,NULL,Water,Non_Wetland,Cropland,Water,Wetland
3077,Grassland,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
3078,Grassland,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Cropland
3079,Grassland,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
3080,Grassland,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Water
3081,Grassland,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Grassland
3082,Grassland,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Cropland
3083,Grassland,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Wetland
3084,Grassland,Wetland,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
3085,Grassland,Wetland,NULL,Water,Non_Wetland,Bareland,Wetland,Wetland
3086,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
3087,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
3088,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
3089,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3090,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3091,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
3092,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3093,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3094,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
3095,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
3096,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
3097,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
3098,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3099,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3100,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
3101,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
3102,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3103,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
3104,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
3105,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
3106,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Wetland
3107,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
3108,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Cropland,Water,Grassland
3109,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Cropland,Water,Wetland
3110,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Cropland,Water,Forest
3111,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
3112,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
3113,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3114,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
3115,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
3116,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3117,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
3118,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3119,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
3120,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
3121,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
3122,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
3123,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
3124,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
3125,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
3126,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
3127,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3128,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3129,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Cropland
3130,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
3131,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
3132,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3133,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
3134,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
3135,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
3136,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
3137,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
3138,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
