Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KKV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KKV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KKV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KKV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KKV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KKV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KKV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KKV_M_R
14213,Water,NULL,Water,NULL,Water,Shrubland,Water,Forest
14214,Water,NULL,Water,NULL,Water,Grassland,NULL,Grassland
14215,Water,NULL,Water,NULL,Water,Cropland,NULL,Grassland
14216,Water,NULL,Water,NULL,Water,Cropland,Grassland,Grassland
14217,Water,NULL,Water,NULL,Water,Cropland,Water,Water
14218,Water,NULL,Water,NULL,Water,Wetland,NULL,Water
14219,Water,NULL,Water,NULL,Water,Wetland,Shrubland,Water
14220,Water,NULL,Water,NULL,Water,Wetland,Grassland,Water
14221,Water,NULL,Water,NULL,Water,Wetland,Water,Water
14222,Water,NULL,Water,NULL,Water,Wetland,Forest,Forest
14223,Water,NULL,Water,NULL,Water,Bareland,NULL,NULL
14224,Water,NULL,Water,NULL,Water,Bareland,NULL,Grassland
14225,Water,NULL,Water,NULL,Water,Bareland,NULL,Bareland
14226,Water,NULL,Water,NULL,Water,Bareland,NULL,Water
14227,Water,NULL,Water,NULL,Water,Bareland,Shrubland,Grassland
14228,Water,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
14229,Water,NULL,Water,NULL,Water,Bareland,Bareland,Bareland
14230,Water,NULL,Water,NULL,Water,Bareland,Water,Grassland
14231,Water,NULL,Water,NULL,Water,Bareland,Water,Bareland
14232,Water,NULL,Water,NULL,Water,Bareland,Water,Water
14233,Water,NULL,Water,NULL,Water,Water,NULL,Grassland
14234,Water,NULL,Water,NULL,Water,Water,NULL,Bareland
14235,Water,NULL,Water,NULL,Water,Water,NULL,Water
14236,Water,NULL,Water,NULL,Water,Water,Water,Grassland
14237,Water,NULL,Water,NULL,Water,Water,Water,Water
14238,Water,NULL,Water,NULL,Water,Water,Forest,Water
14239,Water,NULL,Water,NULL,Water,Forest,Water,Water
14240,Water,NULL,Water,NULL,Water,Forest,Water,Forest
14241,Water,NULL,Water,Non_Water,Water,NULL,NULL,NULL
14242,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
14243,Water,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
14244,Water,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
14245,Water,NULL,Water,Non_Water,Water,NULL,Grassland,Grassland
14246,Water,NULL,Water,Non_Water,Water,NULL,Water,Grassland
14247,Water,NULL,Water,Non_Water,Water,NULL,Water,Bareland
14248,Water,NULL,Water,Non_Water,Water,Shrubland,Grassland,NULL
14249,Water,NULL,Water,Non_Water,Water,Shrubland,Grassland,Grassland
14250,Water,NULL,Water,Non_Water,Water,Shrubland,Water,Grassland
14251,Water,NULL,Water,Non_Water,Water,Shrubland,Water,Water
14252,Water,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
14253,Water,NULL,Water,Non_Water,Water,Grassland,Water,Grassland
14254,Water,NULL,Water,Non_Water,Water,Cropland,Water,Grassland
14255,Water,NULL,Water,Non_Water,Water,Wetland,NULL,Grassland
14256,Water,NULL,Water,Non_Water,Water,Wetland,NULL,Water
14257,Water,NULL,Water,Non_Water,Water,Wetland,Shrubland,NULL
14258,Water,NULL,Water,Non_Water,Water,Wetland,Water,NULL
14259,Water,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
14260,Water,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
14261,Water,NULL,Water,Non_Water,Water,Wetland,Water,Water
14262,Water,NULL,Water,Non_Water,Water,Bareland,NULL,Grassland
14263,Water,NULL,Water,Non_Water,Water,Bareland,NULL,Forest
14264,Water,NULL,Water,Non_Water,Water,Bareland,Bareland,Built-up
14265,Water,NULL,Water,Non_Water,Water,Bareland,Water,Forest
14266,Water,NULL,Water,Non_Water,Water,Water,NULL,Grassland
14267,Water,NULL,Water,Non_Water,Water,Water,NULL,Cropland
14268,Water,NULL,Water,Non_Water,Water,Water,Shrubland,Water
14269,Water,NULL,Water,Non_Water,Water,Water,Grassland,Grassland
14270,Water,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
14271,Water,NULL,Water,Non_Water,Water,Water,Water,Grassland
14272,Water,NULL,Water,Non_Water,Water,Water,Water,Cropland
14273,Water,NULL,Water,Non_Water,Water,Water,Water,Bareland
14274,Water,NULL,Water,Non_Water,Water,Water,Water,Water
14275,Water,NULL,Water,Non_Water,Water,Forest,Water,Grassland
14276,Water,NULL,Water,Non_Water,Water,Forest,Water,Forest
14277,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
14278,Water,NULL,Water,Water,Water,NULL,Water,Grassland
14279,Water,NULL,Water,Water,Water,NULL,Water,Water
14280,Water,NULL,Water,Water,Water,Shrubland,NULL,Grassland
14281,Water,NULL,Water,Water,Water,Shrubland,Shrubland,Forest
14282,Water,NULL,Water,Water,Water,Shrubland,Water,Grassland
14283,Water,NULL,Water,Water,Water,Shrubland,Water,Water
14284,Water,NULL,Water,Water,Water,Grassland,NULL,Water
14285,Water,NULL,Water,Water,Water,Grassland,Water,Water
14286,Water,NULL,Water,Water,Water,Wetland,NULL,Water
14287,Water,NULL,Water,Water,Water,Wetland,Water,Grassland
14288,Water,NULL,Water,Water,Water,Wetland,Water,Bareland
14289,Water,NULL,Water,Water,Water,Wetland,Water,Water
14290,Water,NULL,Water,Water,Water,Wetland,Water,Forest
14291,Water,NULL,Water,Water,Water,Bareland,Grassland,Water
14292,Water,NULL,Water,Water,Water,Bareland,Wetland,Water
14293,Water,NULL,Water,Water,Water,Bareland,Bareland,Bareland
14294,Water,NULL,Water,Water,Water,Bareland,Water,Grassland
14295,Water,NULL,Water,Water,Water,Bareland,Water,Bareland
14296,Water,NULL,Water,Water,Water,Bareland,Water,Water
14297,Water,NULL,Water,Water,Water,Bareland,Forest,Water
14298,Water,NULL,Water,Water,Water,Water,NULL,Bareland
14299,Water,NULL,Water,Water,Water,Water,Water,Grassland
14300,Water,NULL,Water,Water,Water,Water,Water,Bareland
14301,Water,NULL,Water,Water,Water,Water,Water,Water
14302,Water,NULL,Water,Water,Water,Water,Forest,Bareland
14303,Water,NULL,Water,Water,Water,Water,Forest,Water
14304,Water,NULL,Water,Water,Water,Forest,Forest,Water
14305,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
14306,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
14307,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
14308,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
14309,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
14310,Water,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
14311,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
14312,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
14313,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
14314,Water,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
14315,Water,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
14316,Water,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
14317,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
14318,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
14319,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Water
14320,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
14321,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
14322,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
14323,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
14324,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
14325,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
14326,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
14327,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Bareland
14328,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
14329,Water,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
14330,Water,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
14331,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
14332,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
14333,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
14334,Water,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
14335,Water,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
14336,Water,NULL,Forest,NULL,Non_Wetland,Cropland,Water,Grassland
14337,Water,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
14338,Water,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
14339,Water,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Water
14340,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
14341,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Bareland
14342,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
14343,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
14344,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
14345,Water,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
14346,Water,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
14347,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
14348,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
14349,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Water,NULL
14350,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
14351,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Forest
14352,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Water
14353,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
14354,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Cropland
14355,Water,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
14356,Water,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
14357,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
14358,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
14359,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
14360,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Wetland
14361,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
14362,Water,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
14363,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
14364,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
14365,Water,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
14366,Water,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
14367,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
14368,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
14369,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
14370,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
14371,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
14372,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
14373,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Cropland
14374,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
14375,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,NULL
14376,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
14377,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Cropland
14378,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
14379,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,NULL
14380,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
14381,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
14382,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
14383,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
14384,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
14385,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Grassland
14386,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Wetland
14387,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
14388,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Cropland
14389,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,NULL
14390,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
14391,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
14392,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
14393,Water,NULL,Forest,Non_Water,Non_Wetland,Cropland,NULL,NULL
14394,Water,NULL,Forest,Non_Water,Non_Wetland,Cropland,NULL,Grassland
14395,Water,NULL,Forest,Non_Water,Non_Wetland,Cropland,NULL,Forest
14396,Water,NULL,Forest,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
14397,Water,NULL,Forest,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
14398,Water,NULL,Forest,Non_Water,Non_Wetland,Cropland,Water,NULL
14399,Water,NULL,Forest,Non_Water,Non_Wetland,Cropland,Water,Grassland
14400,Water,NULL,Forest,Non_Water,Non_Wetland,Cropland,Water,Forest
14401,Water,NULL,Forest,Non_Water,Non_Wetland,Cropland,Forest,Forest
14402,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
14403,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
14404,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
14405,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,NULL
14406,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
14407,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
14408,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
14409,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,NULL,NULL
14410,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,NULL,Grassland
14411,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,NULL,Forest
14412,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
14413,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
14414,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Forest
14415,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,NULL
14416,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,NULL
14417,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
14418,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
14419,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,Forest,Forest
14420,Water,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,NULL
14421,Water,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
14422,Water,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Cropland
14423,Water,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
14424,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,NULL
14425,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Grassland
14426,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,NULL
14427,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
14428,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Water,NULL
14429,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
14430,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Cropland
14431,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Forest
14432,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
14433,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,NULL
14434,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
14435,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
14436,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,NULL
14437,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
14438,Water,NULL,Forest,Water,Non_Wetland,Shrubland,NULL,Bareland
14439,Water,NULL,Forest,Water,Non_Wetland,Shrubland,NULL,Water
14440,Water,NULL,Forest,Water,Non_Wetland,Bareland,NULL,Forest
14441,Water,NULL,Forest,Water,Non_Wetland,Bareland,Water,Bareland
14442,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Water
14443,Water,NULL,Forest,Water,Non_Wetland,Water,Forest,Water
14444,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
14445,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
14446,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
14447,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
14448,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
14449,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
14450,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
14451,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Water,NULL
14452,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Grassland
14453,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Cropland
14454,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Water
14455,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Forest
14456,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
14457,Water,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
14458,Water,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
14459,Water,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
14460,Water,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
14461,Water,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Bareland
14462,Water,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Water
14463,Water,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
14464,Water,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
14465,Water,Cropland,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
14466,Water,Cropland,NULL,NULL,Non_Wetland,Shrubland,Water,Water
14467,Water,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
14468,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
14469,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
14470,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
14471,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
14472,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
14473,Water,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
14474,Water,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
14475,Water,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Water
14476,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
14477,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Water
14478,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
14479,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
14480,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
14481,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
14482,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Water,Water
14483,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
14484,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
14485,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
14486,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
14487,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Water
14488,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
14489,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
14490,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Water
14491,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
14492,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
14493,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
14494,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Water
14495,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Forest
14496,Water,Cropland,NULL,NULL,Non_Wetland,Water,NULL,NULL
14497,Water,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Grassland
14498,Water,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Bareland
14499,Water,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Water
14500,Water,Cropland,NULL,NULL,Non_Wetland,Water,Water,Bareland
14501,Water,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
14502,Water,Cropland,NULL,NULL,Non_Wetland,Forest,Water,Forest
14503,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
14504,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
14505,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
14506,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,Water,Bareland
14507,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
14508,Water,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
14509,Water,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
14510,Water,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
14511,Water,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
14512,Water,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Water,Forest
14513,Water,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
14514,Water,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
14515,Water,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
14516,Water,Cropland,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
14517,Water,Cropland,NULL,Non_Water,Non_Wetland,Wetland,NULL,Water
14518,Water,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
14519,Water,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
14520,Water,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
14521,Water,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
14522,Water,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Forest
14523,Water,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Water,Wetland
14524,Water,Cropland,NULL,Non_Water,Non_Wetland,Water,NULL,NULL
14525,Water,Cropland,NULL,Non_Water,Non_Wetland,Water,Water,NULL
14526,Water,Cropland,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
14527,Water,Cropland,NULL,Non_Water,Non_Wetland,Water,Water,Forest
14528,Water,Cropland,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
14529,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
14530,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
14531,Water,Cropland,NULL,Water,Non_Wetland,NULL,Water,Bareland
14532,Water,Cropland,NULL,Water,Non_Wetland,Shrubland,NULL,Grassland
14533,Water,Cropland,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
14534,Water,Cropland,NULL,Water,Non_Wetland,Shrubland,Water,Water
14535,Water,Cropland,NULL,Water,Non_Wetland,Wetland,Water,Grassland
14536,Water,Cropland,NULL,Water,Non_Wetland,Wetland,Water,Water
14537,Water,Cropland,NULL,Water,Non_Wetland,Bareland,NULL,Grassland
14538,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
14539,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
14540,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
14541,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
14542,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
14543,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
14544,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
14545,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
14546,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
14547,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
14548,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
14549,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
14550,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
14551,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
14552,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Cropland
14553,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
14554,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Water
14555,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
14556,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
14557,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Water
14558,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
14559,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
14560,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
14561,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
14562,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
14563,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
14564,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
14565,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
14566,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
14567,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
