Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MYC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MYC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MYC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MYC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MYC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18MYC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18MYC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MYC_M_R
335,Water,NULL,Water,Water,Water,NULL,NULL,Water
336,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
337,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
338,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
339,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
340,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
341,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
342,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
343,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
344,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
345,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
346,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
347,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
348,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
349,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
350,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
351,Water,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
352,Water,Wetland,Water,NULL,Water,NULL,NULL,Water
353,Water,Wetland,Water,NULL,Water,NULL,NULL,Forest
354,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Water
355,Water,Wetland,Water,Water,Water,NULL,NULL,Grassland
356,Water,Wetland,Water,Water,Water,NULL,NULL,Water
357,Water,Wetland,Water,Water,Water,NULL,NULL,Forest
358,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
359,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
360,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
361,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
362,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
363,Water,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
364,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Water
365,Water,Bareland,Water,Water,Water,NULL,NULL,Water
366,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
367,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Water
368,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
369,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
370,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
371,Water,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
372,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
373,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
374,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
375,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
376,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
377,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
378,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
379,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
380,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
381,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
382,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
383,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
384,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
385,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
386,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
387,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
388,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
389,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
390,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
391,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
392,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
393,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
394,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
395,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
396,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
397,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
398,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
399,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
400,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
401,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
402,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
403,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
404,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
405,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
406,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
407,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
408,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
409,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
410,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
411,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
412,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
413,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
414,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
415,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
416,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
417,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
418,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
419,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
420,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
421,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
422,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
423,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
424,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
425,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
426,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
427,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
428,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
429,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
430,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
431,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
432,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
433,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
434,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
435,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
436,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
437,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
438,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
439,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
440,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
441,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
442,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
443,Water,Water,Water,NULL,Water,NULL,NULL,Water
444,Water,Water,Water,NULL,Water,NULL,NULL,Forest
445,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
446,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
447,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
448,Water,Water,Water,Water,Water,NULL,NULL,Grassland
449,Water,Water,Water,Water,Water,NULL,NULL,Bareland
450,Water,Water,Water,Water,Water,NULL,NULL,Water
451,Water,Water,Water,Water,Water,NULL,NULL,Forest
452,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
453,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
454,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
455,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
456,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
457,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
458,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
459,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
460,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
461,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
462,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
463,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
464,Water,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
465,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
466,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
467,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
468,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
469,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
470,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
471,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
472,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
473,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
474,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
475,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
476,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
477,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
478,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
479,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Water
480,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
481,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
482,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
483,Water,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
484,Water,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
485,Water,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
486,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
487,Water,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
488,Water,Forest,Water,Non_Water,Water,NULL,NULL,Water
489,Water,Forest,Water,Non_Water,Water,NULL,NULL,Forest
490,Water,Forest,Water,Water,Water,NULL,NULL,Grassland
491,Water,Forest,Water,Water,Water,NULL,NULL,Water
492,Water,Forest,Water,Water,Water,NULL,NULL,Forest
493,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
494,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
495,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
496,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
497,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
498,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
499,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
500,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
501,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
502,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
503,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
504,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
505,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
506,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
507,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
508,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
509,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
510,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
511,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
512,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
513,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
514,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
515,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
516,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
517,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
518,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
519,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
520,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
521,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
522,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
523,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
524,Forest,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
525,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
526,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
527,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
528,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
529,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
530,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
531,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
532,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
533,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
534,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Water
535,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
536,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
537,Forest,NULL,Water,Water,Water,NULL,NULL,Water
538,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
539,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
540,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
541,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
542,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
543,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
544,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
545,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
546,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Water
547,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
548,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
549,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
550,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
551,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
552,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
553,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
554,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
555,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
556,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
557,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
558,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
559,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
560,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
561,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
562,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
563,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
564,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
565,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
566,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
567,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
568,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
569,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
570,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
571,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
572,Forest,Wetland,Water,NULL,Water,NULL,NULL,Grassland
573,Forest,Wetland,Water,NULL,Water,NULL,NULL,Water
574,Forest,Wetland,Water,NULL,Water,NULL,NULL,Forest
575,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
576,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Water
577,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
578,Forest,Wetland,Water,Water,Water,NULL,NULL,Grassland
579,Forest,Wetland,Water,Water,Water,NULL,NULL,Wetland
580,Forest,Wetland,Water,Water,Water,NULL,NULL,Water
581,Forest,Wetland,Water,Water,Water,NULL,NULL,Forest
582,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
583,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
584,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
585,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
586,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
587,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
588,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
589,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
590,Forest,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
591,Forest,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
592,Forest,Bareland,Water,Non_Water,Water,NULL,NULL,Water
593,Forest,Bareland,Water,Water,Water,NULL,NULL,Water
594,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
595,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
596,Forest,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
597,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
598,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
599,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
600,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
601,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
602,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
603,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
604,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
605,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
606,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
607,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
608,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
609,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
610,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
611,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
612,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
613,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
614,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
615,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
616,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
617,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
618,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
619,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
620,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
621,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
622,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
623,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
624,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
625,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
626,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
627,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
628,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
629,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
630,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
631,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
632,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
633,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
634,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
635,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
636,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
637,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
638,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
639,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
640,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
641,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
642,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
643,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
644,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
645,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
646,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
647,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
648,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
649,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
650,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
651,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
652,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
653,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
654,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
655,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
656,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
657,Forest,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
658,Forest,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Forest
659,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
660,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
661,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
662,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
663,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
664,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
665,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
666,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
667,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
668,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
669,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
670,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
671,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
672,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
673,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
674,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
675,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
676,Forest,Water,Water,NULL,Water,NULL,NULL,Water
677,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
678,Forest,Water,Water,Non_Water,Water,NULL,NULL,Grassland
679,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
680,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
681,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
682,Forest,Water,Water,Water,Water,NULL,NULL,Wetland
683,Forest,Water,Water,Water,Water,NULL,NULL,Bareland
684,Forest,Water,Water,Water,Water,NULL,NULL,Water
685,Forest,Water,Water,Water,Water,NULL,NULL,Forest
686,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
687,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
688,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
689,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
690,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
691,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
692,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
693,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
694,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
695,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
696,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
697,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
698,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
699,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
700,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
701,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
702,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
703,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
