Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KDF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KDF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KDF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KDF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KDF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KDF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KDF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KDF_M_R
8572,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
8573,Bareland,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
8574,Bareland,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,Bareland
8575,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
8576,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
8577,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
8578,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
8579,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
8580,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
8581,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
8582,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
8583,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
8584,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
8585,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
8586,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
8587,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,NULL
8588,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
8589,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
8590,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
8591,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
8592,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
8593,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
8594,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
8595,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
8596,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
8597,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
8598,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
8599,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
8600,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
8601,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
8602,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
8603,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
8604,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
8605,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
8606,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
8607,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
8608,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
8609,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
8610,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
8611,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
8612,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Built-up
8613,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
8614,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Bareland
8615,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Built-up
8616,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Built-up
8617,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland,Forest,Built-up
8618,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
8619,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
8620,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
8621,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
8622,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
8623,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
8624,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
8625,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
8626,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
8627,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
8628,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
8629,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
8630,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
8631,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
8632,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
8633,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
8634,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
8635,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
8636,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
8637,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
8638,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
8639,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Cropland
8640,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
8641,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
8642,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
8643,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
8644,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
8645,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
8646,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
8647,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
8648,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
8649,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
8650,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
8651,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
8652,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
8653,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Water
8654,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
8655,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Bareland
8656,Bareland,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
8657,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
8658,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
8659,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Forest
8660,Bareland,Built-up,Water,NULL,Water,NULL,Built-up,Forest
8661,Bareland,Built-up,Water,NULL,Water,Bareland,NULL,Cropland
8662,Bareland,Built-up,Water,NULL,Water,Bareland,NULL,Bareland
8663,Bareland,Built-up,Water,NULL,Water,Bareland,Bareland,Grassland
8664,Bareland,Built-up,Water,NULL,Water,Bareland,Bareland,Bareland
8665,Bareland,Built-up,Water,NULL,Water,Bareland,Bareland,Built-up
8666,Bareland,Built-up,Water,NULL,Water,Bareland,Bareland,Water
8667,Bareland,Built-up,Water,NULL,Water,Built-up,Built-up,Built-up
8668,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
8669,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
8670,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
8671,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
8672,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
8673,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
8674,Bareland,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Cropland
8675,Bareland,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
8676,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
8677,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
8678,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
8679,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
8680,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Water
8681,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
8682,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
8683,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
8684,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
8685,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
8686,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Water
8687,Bareland,Water,Cropland,Water,Non_Wetland,Water,Water,Water
8688,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Water
8689,Bareland,Water,Wetland,Non_Water,Wetland,Water,NULL,Grassland
8690,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
8691,Bareland,Water,Wetland,Water,Wetland,Water,Water,Grassland
8692,Bareland,Water,Wetland,Water,Wetland,Water,Water,Water
8693,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
8694,Bareland,Water,Water,NULL,Water,Bareland,Bareland,Bareland
8695,Bareland,Water,Water,NULL,Water,Built-up,Built-up,Bareland
8696,Bareland,Water,Water,Water,Water,Water,Water,Bareland
8697,Bareland,Water,Water,Water,Water,Water,Water,Water
8698,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
8699,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
8700,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
8701,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
8702,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
8703,Bareland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
8704,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
8705,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
8706,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
8707,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
8708,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
8709,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
8710,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
8711,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
8712,Bareland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
8713,Bareland,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
8714,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
8715,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
8716,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
8717,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
8718,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
8719,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
8720,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
8721,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,NULL
8722,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Water
8723,Water,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
8724,Water,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
8725,Water,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Water
8726,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
8727,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
8728,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
8729,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Water
8730,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Forest
8731,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
8732,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Water
8733,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
8734,Water,NULL,NULL,Water,Non_Wetland,NULL,Wetland,Grassland
8735,Water,NULL,NULL,Water,Non_Wetland,NULL,Water,Forest
8736,Water,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
8737,Water,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Water
8738,Water,NULL,NULL,Water,Non_Wetland,Wetland,Water,Grassland
8739,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
8740,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
8741,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
8742,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
8743,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
8744,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
8745,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
8746,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
8747,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
8748,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
8749,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
8750,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
8751,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
8752,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8753,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
8754,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
8755,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
8756,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
8757,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
8758,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
8759,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
8760,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
8761,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8762,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8763,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
8764,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8765,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
8766,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Water
8767,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
8768,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
8769,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
8770,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
8771,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Water
8772,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
8773,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
8774,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
8775,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
8776,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
8777,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Water
8778,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
8779,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Water
8780,Water,NULL,Shrubland,Water,Non_Wetland,Built-up,Built-up,Grassland
8781,Water,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
8782,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
8783,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
8784,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
8785,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
8786,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
8787,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
8788,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
8789,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
8790,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
8791,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Water
8792,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
8793,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Water
8794,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
8795,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
8796,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
8797,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8798,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
8799,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
8800,Water,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
8801,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
8802,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
8803,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8804,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
8805,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
8806,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
8807,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
8808,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
8809,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
8810,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
8811,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
8812,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Water
8813,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Water
8814,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
8815,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
8816,Water,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
8817,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
8818,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
8819,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
8820,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,NULL
8821,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
8822,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Water
8823,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
8824,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
8825,Water,NULL,Cropland,Water,Non_Wetland,NULL,Wetland,Grassland
8826,Water,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
8827,Water,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
8828,Water,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Water
8829,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
8830,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Water
8831,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Forest
8832,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Water
8833,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
8834,Water,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
8835,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,Water
8836,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
8837,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
8838,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Water
8839,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Forest
8840,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
8841,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
8842,Water,NULL,Wetland,Water,Wetland,Bareland,NULL,Forest
8843,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Water
8844,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Forest
8845,Water,NULL,Wetland,Water,Wetland,Bareland,Forest,Water
8846,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,NULL
8847,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Water
8848,Water,NULL,Bareland,Water,Non_Wetland,Bareland,NULL,Water
8849,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
8850,Water,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,NULL
8851,Water,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
8852,Water,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,Water
8853,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
8854,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
8855,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
8856,Water,NULL,Built-up,NULL,Non_Wetland,Built-up,Water,Grassland
8857,Water,NULL,Water,NULL,Water,Wetland,Water,Forest
8858,Water,NULL,Water,NULL,Water,Bareland,NULL,Water
8859,Water,NULL,Water,NULL,Water,Bareland,Wetland,Water
8860,Water,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
8861,Water,NULL,Water,NULL,Water,Bareland,Water,NULL
8862,Water,NULL,Water,NULL,Water,Bareland,Water,Water
8863,Water,NULL,Water,NULL,Water,Water,Water,Forest
8864,Water,NULL,Water,Non_Water,Water,Bareland,Water,Forest
8865,Water,NULL,Water,Water,Water,Grassland,Water,Water
8866,Water,NULL,Water,Water,Water,Wetland,NULL,Water
8867,Water,NULL,Water,Water,Water,Wetland,Wetland,Grassland
8868,Water,NULL,Water,Water,Water,Wetland,Water,Water
8869,Water,NULL,Water,Water,Water,Bareland,Water,Water
8870,Water,NULL,Water,Water,Water,Water,Water,Water
8871,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
8872,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
8873,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
8874,Water,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
8875,Water,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
8876,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
8877,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
8878,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
8879,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
8880,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
8881,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
8882,Water,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
8883,Water,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
8884,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
8885,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
8886,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Water
8887,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Water
8888,Water,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Grassland
8889,Water,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
8890,Water,NULL,Forest,Water,Non_Wetland,Water,NULL,Water
8891,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
8892,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
8893,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
8894,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
8895,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
8896,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
8897,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Cropland
8898,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
8899,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Grassland
8900,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Cropland
8901,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Water
8902,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Forest
8903,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
8904,Water,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8905,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
8906,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Water
8907,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
8908,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
