Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KQD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KQD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KQD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KQD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KQD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KQD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KQD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KQD_M_R
672,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
673,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
674,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
675,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
676,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
677,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
678,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
679,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
680,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,NULL
681,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
682,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
683,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
684,Bareland,NULL,Water,NULL,Water,NULL,NULL,Water
685,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
686,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
687,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Water
688,Bareland,NULL,Water,Water,Water,NULL,NULL,Bareland
689,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
690,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
691,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
692,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
693,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
694,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
695,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
696,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
697,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
698,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
699,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
700,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
701,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
702,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
703,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
704,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
705,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
706,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
707,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
708,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
709,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
710,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
711,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
712,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
713,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
714,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
715,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
716,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
717,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
718,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
719,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
720,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
721,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
722,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
723,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
724,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
725,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
726,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
727,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
728,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
729,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
730,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
731,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
732,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
733,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
734,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
735,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
736,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
737,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
738,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
739,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
740,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
741,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
742,Bareland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
743,Bareland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
744,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
745,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
746,Bareland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
747,Bareland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
748,Bareland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
749,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
750,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
751,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
752,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
753,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
754,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
755,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
756,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
757,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
758,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
759,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
760,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
761,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
762,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
763,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
764,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
765,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
766,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
767,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
768,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
769,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
770,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
771,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
772,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
773,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
774,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
775,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
776,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
777,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Water
778,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
779,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
780,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
781,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
782,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
783,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
784,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
785,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
786,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
787,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
788,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
789,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
790,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
791,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
792,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
793,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
794,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
795,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
796,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
797,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
798,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
799,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
800,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
801,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
802,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
803,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
804,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
805,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
806,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
807,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
808,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
809,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Forest
810,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
811,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
812,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
813,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
814,Bareland,Bareland,Water,Water,Water,NULL,NULL,NULL
815,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
816,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
817,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
818,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
819,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
820,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
821,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
822,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
823,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
824,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
825,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
826,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
827,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
828,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
829,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
830,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
831,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
832,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
833,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
834,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
835,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
836,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
837,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
838,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
839,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
840,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
841,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
842,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
843,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
844,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
845,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
846,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
847,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
848,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
849,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
850,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
851,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
852,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
853,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
854,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
855,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
856,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
857,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
858,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
859,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
860,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
861,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
862,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
863,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
864,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
865,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
866,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
867,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
868,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
869,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
870,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
871,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
872,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
873,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
874,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
875,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
876,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
877,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
878,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
879,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
880,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
881,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
882,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
883,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
884,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
885,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
886,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
887,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
888,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
889,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
890,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
891,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
892,Bareland,Water,Water,NULL,Water,NULL,NULL,Grassland
893,Bareland,Water,Water,NULL,Water,NULL,NULL,Bareland
894,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
895,Bareland,Water,Water,Water,Water,NULL,NULL,Grassland
896,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
897,Bareland,Water,Water,Water,Water,NULL,NULL,Water
898,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
899,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
900,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
901,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
902,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
903,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
904,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
905,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
906,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
907,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
908,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
909,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
910,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
911,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
912,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
913,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
914,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
915,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
916,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
917,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
918,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
919,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
920,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
921,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
922,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
923,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
924,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
925,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
926,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
927,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
928,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
929,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
930,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
931,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
932,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
933,Bareland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
934,Bareland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
935,Bareland,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Forest
936,Bareland,Forest,Water,NULL,Water,NULL,NULL,Grassland
937,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
938,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
939,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
940,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
941,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
942,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
943,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
944,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
945,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
946,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
947,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
948,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
949,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
950,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
951,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
952,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
953,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
954,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
955,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
956,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
957,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
958,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
959,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
960,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
961,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
962,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
963,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
964,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
965,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
966,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
967,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
968,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
969,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
970,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
971,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
972,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
973,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
974,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
975,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
976,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
977,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
978,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
979,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
980,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
981,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
982,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
983,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
984,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
985,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
986,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
987,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
988,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
989,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
990,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
991,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
992,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
993,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
994,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
995,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
996,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
997,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
998,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
999,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1000,Water,NULL,Water,NULL,Water,NULL,NULL,NULL
1001,Water,NULL,Water,NULL,Water,NULL,NULL,Water
1002,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
1003,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1004,Water,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
1005,Water,NULL,Water,Water,Water,NULL,NULL,Water
1006,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1007,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1008,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1009,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1010,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1011,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1012,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1013,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1014,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1015,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1016,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
