Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NYB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NYB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NYB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NYB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NYB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NYB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NYB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NYB_M_R
335,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
336,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
337,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
338,Cropland,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
339,Cropland,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
340,Cropland,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
341,Cropland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
342,Cropland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
343,Cropland,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
344,Cropland,Forest,Wetland,NULL,Wetland,Water,Water,Forest
345,Cropland,Forest,Wetland,NULL,Wetland,Water,Forest,Water
346,Cropland,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
347,Cropland,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
348,Cropland,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
349,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
350,Cropland,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
351,Cropland,Forest,Water,Water,Water,Water,Wetland,Forest
352,Cropland,Forest,Water,Water,Water,Forest,Forest,Forest
353,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Water
354,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
355,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
356,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Water
357,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
358,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
359,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
360,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
361,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Water
362,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
363,Cropland,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Water
364,Cropland,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
365,Cropland,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
366,Cropland,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
367,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
368,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Water
369,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
370,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
371,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
372,Cropland,Forest,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
373,Cropland,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
374,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
375,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
376,Wetland,Bareland,Wetland,Water,Wetland,Water,Water,Water
377,Wetland,Water,Wetland,Water,Wetland,Water,Water,Bareland
378,Wetland,Water,Water,Non_Water,Water,Water,Water,Water
379,Wetland,Water,Water,Water,Water,Water,Water,Water
380,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
381,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
382,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
383,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
384,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
385,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Forest,Forest
386,Bareland,Water,Wetland,NULL,Wetland,Water,Wetland,Water
387,Bareland,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
388,Bareland,Water,Water,Water,Water,Wetland,Water,Water
389,Bareland,Water,Water,Water,Water,Water,Water,Water
390,Bareland,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
391,Bareland,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
392,Bareland,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
393,Bareland,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
394,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
395,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
396,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
397,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
398,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
399,Water,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
400,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
401,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
402,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
403,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
404,Water,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
405,Water,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
406,Water,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
407,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
408,Water,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
409,Water,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Water
410,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
411,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
412,Water,Bareland,Wetland,Water,Wetland,Water,Water,Water
413,Water,Bareland,Water,Water,Water,Wetland,Water,Water
414,Water,Bareland,Water,Water,Water,Water,Water,Water
415,Water,Bareland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
416,Water,Bareland,Forest,NULL,Non_Wetland,Water,Forest,Forest
417,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
418,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
419,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
420,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
421,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
422,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
423,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
424,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
425,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
426,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
427,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
428,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
429,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
430,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
431,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
432,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
433,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
434,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
435,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
436,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
437,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
438,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
439,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
440,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
441,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
442,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
443,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
444,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
445,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
446,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
447,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
448,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
449,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
450,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Forest
451,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
452,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
453,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
454,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Water
455,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
456,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
457,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
458,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
459,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Water
460,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
461,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Water
462,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
463,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
464,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
465,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
466,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
467,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
468,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
469,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
470,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
471,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Bareland
472,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
473,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
474,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
475,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
476,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
477,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
478,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
479,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
480,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
481,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
482,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
483,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
484,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
485,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
486,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
487,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
488,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
489,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
490,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Bareland
491,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
492,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
493,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
494,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
495,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
496,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
497,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
498,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
499,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
500,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Water
501,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
502,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
503,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
504,Water,Water,Wetland,Water,Wetland,Shrubland,Grassland,Water
505,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Forest
506,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
507,Water,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
508,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
509,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
510,Water,Water,Wetland,Water,Wetland,Water,Grassland,Forest
511,Water,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
512,Water,Water,Wetland,Water,Wetland,Water,Wetland,Bareland
513,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
514,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
515,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
516,Water,Water,Wetland,Water,Wetland,Water,Water,Water
517,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
518,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
519,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
520,Water,Water,Wetland,Water,Wetland,Forest,Water,Forest
521,Water,Water,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
522,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
523,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
524,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
525,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
526,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Water
527,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Forest,Water
528,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
529,Water,Water,Water,NULL,Water,NULL,Wetland,Water
530,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
531,Water,Water,Water,NULL,Water,NULL,Water,Water
532,Water,Water,Water,NULL,Water,NULL,Water,Forest
533,Water,Water,Water,NULL,Water,NULL,Forest,Water
534,Water,Water,Water,NULL,Water,NULL,Forest,Forest
535,Water,Water,Water,NULL,Water,Shrubland,Grassland,Water
536,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
537,Water,Water,Water,NULL,Water,Wetland,Water,Water
538,Water,Water,Water,NULL,Water,Wetland,Water,Forest
539,Water,Water,Water,NULL,Water,Water,Wetland,Water
540,Water,Water,Water,NULL,Water,Water,Wetland,Forest
541,Water,Water,Water,NULL,Water,Water,Water,Wetland
542,Water,Water,Water,NULL,Water,Water,Water,Bareland
543,Water,Water,Water,NULL,Water,Water,Water,Water
544,Water,Water,Water,NULL,Water,Water,Water,Forest
545,Water,Water,Water,NULL,Water,Water,Forest,Water
546,Water,Water,Water,NULL,Water,Water,Forest,Forest
547,Water,Water,Water,Non_Water,Water,NULL,Wetland,Water
548,Water,Water,Water,Non_Water,Water,NULL,Wetland,Forest
549,Water,Water,Water,Non_Water,Water,NULL,Water,Water
550,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Water
551,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
552,Water,Water,Water,Non_Water,Water,Wetland,Water,Grassland
553,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
554,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
555,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
556,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
557,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
558,Water,Water,Water,Non_Water,Water,Water,Water,Bareland
559,Water,Water,Water,Non_Water,Water,Water,Water,Water
560,Water,Water,Water,Non_Water,Water,Water,Water,Forest
561,Water,Water,Water,Non_Water,Water,Water,Forest,Water
562,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
563,Water,Water,Water,Water,Water,NULL,Wetland,Water
564,Water,Water,Water,Water,Water,NULL,Wetland,Forest
565,Water,Water,Water,Water,Water,NULL,Water,Water
566,Water,Water,Water,Water,Water,NULL,Water,Forest
567,Water,Water,Water,Water,Water,NULL,Forest,Forest
568,Water,Water,Water,Water,Water,Grassland,Water,Water
569,Water,Water,Water,Water,Water,Wetland,Wetland,Water
570,Water,Water,Water,Water,Water,Wetland,Water,Grassland
571,Water,Water,Water,Water,Water,Wetland,Water,Water
572,Water,Water,Water,Water,Water,Wetland,Water,Forest
573,Water,Water,Water,Water,Water,Water,Grassland,Water
574,Water,Water,Water,Water,Water,Water,Wetland,Bareland
575,Water,Water,Water,Water,Water,Water,Wetland,Water
576,Water,Water,Water,Water,Water,Water,Wetland,Forest
577,Water,Water,Water,Water,Water,Water,Water,Grassland
578,Water,Water,Water,Water,Water,Water,Water,Wetland
579,Water,Water,Water,Water,Water,Water,Water,Bareland
580,Water,Water,Water,Water,Water,Water,Water,Water
581,Water,Water,Water,Water,Water,Water,Water,Forest
582,Water,Water,Water,Water,Water,Water,Forest,Bareland
583,Water,Water,Water,Water,Water,Water,Forest,Water
584,Water,Water,Water,Water,Water,Water,Forest,Forest
585,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
586,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
587,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
588,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
589,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
590,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
591,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
592,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
593,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
594,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
595,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
596,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
597,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
598,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
599,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
600,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
601,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Bareland
602,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
603,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
604,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
605,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
606,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
607,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Bareland
608,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
609,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
610,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
611,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
612,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
613,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
614,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
615,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
616,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
617,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
618,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
619,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
620,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
621,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
622,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
623,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
624,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
625,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
626,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
627,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
628,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
629,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Bareland
630,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
631,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
632,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
633,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
634,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
635,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
636,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Water
637,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
638,Water,Water,Forest,Water,Non_Wetland,NULL,Forest,Water
639,Water,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
640,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
641,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
642,Water,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
643,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
644,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
645,Water,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
646,Water,Water,Forest,Water,Non_Wetland,Water,Water,Bareland
647,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
648,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
649,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Bareland
650,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
651,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
652,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
653,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
654,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
655,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
656,Water,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
657,Water,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Forest
658,Water,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
659,Water,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
660,Water,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
661,Water,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
662,Water,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
663,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
664,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
665,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
666,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
667,Water,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
668,Water,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
669,Water,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
670,Water,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
671,Water,Forest,Wetland,Water,Wetland,NULL,Water,Forest
672,Water,Forest,Wetland,Water,Wetland,Water,Water,Forest
673,Water,Forest,Water,Non_Water,Water,Water,Wetland,Wetland
674,Water,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Water
675,Water,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
676,Water,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
677,Water,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
678,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
679,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
680,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
681,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
682,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
683,Water,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
684,Water,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
685,Water,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Water
686,Water,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
687,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
688,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
689,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
690,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
691,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
692,Water,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
693,Water,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
694,Water,Forest,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
695,Water,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
696,Water,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Forest
697,Water,Forest,Forest,Water,Non_Wetland,NULL,Water,Forest
698,Water,Forest,Forest,Water,Non_Wetland,Forest,Water,Forest
699,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
700,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
701,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
702,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
703,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
704,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
705,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
706,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
707,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
708,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
709,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
710,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
711,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
712,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
713,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
714,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
715,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
716,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
717,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
718,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
