Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LYE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LYE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LYE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LYE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LYE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LYE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LYE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LYE_M_R
6479,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
6480,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6481,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6482,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6483,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
6484,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
6485,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6486,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
6487,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
6488,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
6489,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
6490,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
6491,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
6492,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
6493,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
6494,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
6495,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
6496,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
6497,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
6498,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
6499,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
6500,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6501,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
6502,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
6503,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Built-up
6504,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
6505,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
6506,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
6507,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
6508,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
6509,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
6510,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
6511,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
6512,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
6513,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
6514,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
6515,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
6516,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6517,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
6518,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
6519,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
6520,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6521,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
6522,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6523,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
6524,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
6525,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6526,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
6527,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6528,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
6529,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
6530,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
6531,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
6532,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
6533,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
6534,Bareland,Cropland,Cropland,NULL,Non_Wetland,Water,Shrubland,Bareland
6535,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
6536,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
6537,Bareland,Cropland,Cropland,Water,Non_Wetland,Bareland,Grassland,NULL
6538,Bareland,Cropland,Cropland,Water,Non_Wetland,Bareland,Grassland,Bareland
6539,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
6540,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
6541,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Grassland
6542,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6543,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
6544,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,NULL,Grassland
6545,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,NULL,Cropland
6546,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,Grassland,Grassland
6547,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,NULL,Grassland
6548,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
6549,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,NULL
6550,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Grassland
6551,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Bareland
6552,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6553,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6554,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
6555,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland,NULL,Cropland
6556,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
6557,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6558,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6559,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6560,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
6561,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
6562,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
6563,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Water
6564,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
6565,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
6566,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
6567,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
6568,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Bareland,Bareland
6569,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
6570,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
6571,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
6572,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
6573,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
6574,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
6575,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
6576,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
6577,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
6578,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
6579,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
6580,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
6581,Bareland,Cropland,Water,NULL,Water,Grassland,NULL,Grassland
6582,Bareland,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
6583,Bareland,Cropland,Water,NULL,Water,Grassland,Grassland,Bareland
6584,Bareland,Cropland,Water,NULL,Water,Grassland,Grassland,Water
6585,Bareland,Cropland,Water,NULL,Water,Cropland,NULL,Cropland
6586,Bareland,Cropland,Water,NULL,Water,Bareland,NULL,Grassland
6587,Bareland,Cropland,Water,NULL,Water,Bareland,NULL,Bareland
6588,Bareland,Cropland,Water,NULL,Water,Bareland,Bareland,Bareland
6589,Bareland,Cropland,Water,Water,Water,Grassland,NULL,Grassland
6590,Bareland,Cropland,Water,Water,Water,Grassland,Grassland,Water
6591,Bareland,Cropland,Water,Water,Water,Bareland,NULL,Bareland
6592,Bareland,Cropland,Water,Water,Water,Bareland,Bareland,Bareland
6593,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
6594,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
6595,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
6596,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
6597,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
6598,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
6599,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
6600,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
6601,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
6602,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
6603,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
6604,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6605,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6606,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6607,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
6608,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6609,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
6610,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
6611,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
6612,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
6613,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
6614,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6615,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
6616,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6617,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
6618,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6619,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
6620,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
6621,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
6622,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Bareland
6623,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
6624,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
6625,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
6626,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
6627,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
6628,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
6629,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
6630,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
6631,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
6632,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
6633,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
6634,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
6635,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
6636,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
6637,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
6638,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
6639,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
6640,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
6641,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6642,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6643,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6644,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6645,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
6646,Bareland,Bareland,Water,NULL,Water,Grassland,Grassland,Bareland
6647,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
6648,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
6649,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
6650,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6651,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6652,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
6653,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
6654,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6655,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6656,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6657,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6658,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
6659,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
6660,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6661,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
6662,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
6663,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
6664,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
6665,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
6666,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
6667,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
6668,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
6669,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6670,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
6671,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6672,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6673,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
6674,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6675,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
6676,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,NULL,Cropland
6677,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
6678,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
6679,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
6680,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
6681,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
6682,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
6683,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
6684,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
6685,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
6686,Bareland,Built-up,Water,NULL,Water,Bareland,NULL,Built-up
6687,Bareland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6688,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
6689,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6690,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6691,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
6692,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Water
6693,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
6694,Bareland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6695,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
6696,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6697,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6698,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
6699,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6700,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6701,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6702,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
6703,Bareland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
6704,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6705,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
6706,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6707,Bareland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
6708,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
6709,Bareland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
6710,Bareland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
6711,Bareland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6712,Bareland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6713,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6714,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6715,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Water
6716,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Water
6717,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
6718,Water,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
6719,Water,NULL,NULL,NULL,Non_Wetland,Water,NULL,Bareland
6720,Water,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Water
6721,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Water
6722,Water,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Water
6723,Water,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Water
6724,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
6725,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Wetland
6726,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Forest
6727,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
6728,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
6729,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Grassland
6730,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Water
6731,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Forest
6732,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Water
6733,Water,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Water
6734,Water,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
6735,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Water
6736,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
6737,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6738,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
6739,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
6740,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6741,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6742,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6743,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
6744,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6745,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6746,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
6747,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
6748,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
6749,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6750,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
6751,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
6752,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6753,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
6754,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
6755,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
6756,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
6757,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
6758,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
6759,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
6760,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6761,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6762,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6763,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
6764,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
6765,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
6766,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
6767,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
6768,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
6769,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
6770,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Wetland
6771,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
6772,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
6773,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
6774,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
6775,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
6776,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
6777,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
6778,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
6779,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
6780,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
6781,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
6782,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
6783,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
6784,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
6785,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Water
6786,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
6787,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
6788,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
6789,Water,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
6790,Water,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
6791,Water,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Water
6792,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
6793,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Water
6794,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Water
6795,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Water
