Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MYP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MYP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MYP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MYP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MYP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MYP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MYP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MYP_M_R
346,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
347,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
348,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
349,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
350,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
351,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
352,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
353,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
354,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
355,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
356,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
357,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
358,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
359,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
360,NULL,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
361,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
362,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
363,NULL,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
364,NULL,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
365,NULL,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
366,NULL,Forest,Wetland,Water,Wetland,Grassland,Water,Grassland
367,NULL,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
368,NULL,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
369,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
370,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
371,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
372,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
373,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
374,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
375,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
376,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
377,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
378,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
379,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
380,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
381,NULL,Forest,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
382,NULL,Forest,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
383,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
384,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
385,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
386,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
387,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
388,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
389,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
390,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
391,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
392,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
393,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
394,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
395,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
396,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
397,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
398,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
399,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
400,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
401,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
402,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
403,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
404,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
405,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
406,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
407,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
408,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
409,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
410,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
411,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
412,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
413,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
414,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
415,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
416,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
417,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
418,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
419,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
420,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
421,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
422,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
423,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
424,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
425,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
426,Grassland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
427,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
428,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
429,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
430,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
431,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
432,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
433,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
434,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
435,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
436,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
437,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Forest
438,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
439,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
440,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
441,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
442,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
443,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
444,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
445,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
446,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
447,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
448,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
449,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
450,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
451,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
452,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
453,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
454,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
455,Grassland,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Forest
456,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
457,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
458,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
459,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
460,Grassland,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
461,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
462,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
463,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
464,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
465,Grassland,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
466,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
467,Grassland,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
468,Grassland,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
469,Grassland,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
470,Grassland,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
471,Grassland,Water,Water,NULL,Water,Grassland,Grassland,Forest
472,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
473,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
474,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
475,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
476,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
477,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
478,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
479,Grassland,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
480,Grassland,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
481,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
482,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
483,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
484,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
485,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
486,Grassland,Forest,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
487,Grassland,Forest,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
488,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
489,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
490,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
491,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
492,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
493,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
494,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
495,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
496,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
497,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
498,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
499,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
500,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
501,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
502,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
503,Cropland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
504,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
505,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
506,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
507,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
508,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Bareland,Grassland
509,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
510,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
511,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
512,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
513,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
514,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
515,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
516,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
517,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
518,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
519,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
520,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
521,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
522,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
523,Cropland,Wetland,Wetland,Water,Wetland,Grassland,Water,Bareland
524,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
525,Cropland,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
526,Cropland,Water,Wetland,Water,Wetland,Grassland,Water,Water
527,Cropland,Water,Wetland,Water,Wetland,Grassland,Water,Forest
528,Cropland,Water,Water,NULL,Water,Water,Water,Water
529,Cropland,Water,Forest,NULL,Non_Wetland,Water,Water,Water
530,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
531,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
532,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
533,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
534,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
535,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
536,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Water
537,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
538,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
539,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
540,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
541,Wetland,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
542,Wetland,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
543,Wetland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
544,Wetland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
545,Wetland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
546,Wetland,NULL,Wetland,Water,Wetland,Grassland,Water,Bareland
547,Wetland,NULL,Wetland,Water,Wetland,Grassland,Water,Water
548,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
549,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
550,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
551,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
552,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
553,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
554,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
555,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
556,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Bareland
557,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Water
558,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
559,Wetland,NULL,Bareland,Water,Non_Wetland,Grassland,Forest,Water
560,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
561,Wetland,NULL,Water,NULL,Water,Water,Grassland,Grassland
562,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
563,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
564,Wetland,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Water
565,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
566,Wetland,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
567,Wetland,Wetland,Wetland,Water,Wetland,Grassland,Water,Grassland
568,Wetland,Wetland,Water,Water,Water,Grassland,Wetland,Grassland
569,Wetland,Bareland,Wetland,Water,Wetland,Wetland,Water,Water
570,Wetland,Bareland,Wetland,Water,Wetland,Water,Water,Water
571,Wetland,Bareland,Water,Water,Water,Water,Water,Water
572,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
573,Wetland,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Water
574,Wetland,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
575,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
576,Wetland,Water,Wetland,NULL,Wetland,NULL,Water,Forest
577,Wetland,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
578,Wetland,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
579,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Forest
580,Wetland,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
581,Wetland,Water,Wetland,Water,Wetland,Grassland,Wetland,Bareland
582,Wetland,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
583,Wetland,Water,Wetland,Water,Wetland,Grassland,Water,Bareland
584,Wetland,Water,Wetland,Water,Wetland,Grassland,Water,Water
585,Wetland,Water,Wetland,Water,Wetland,Grassland,Water,Forest
586,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
587,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
588,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Water
589,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
590,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Bareland
591,Wetland,Water,Wetland,Water,Wetland,Water,Water,Grassland
592,Wetland,Water,Wetland,Water,Wetland,Water,Water,Bareland
593,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
594,Wetland,Water,Wetland,Water,Wetland,Water,Water,Forest
595,Wetland,Water,Water,NULL,Water,Water,Water,Forest
596,Wetland,Water,Water,Water,Water,Grassland,Water,Grassland
597,Wetland,Water,Water,Water,Water,Grassland,Water,Water
598,Wetland,Water,Water,Water,Water,Water,Water,Wetland
599,Wetland,Water,Water,Water,Water,Water,Water,Water
600,Wetland,Water,Water,Water,Water,Water,Water,Forest
601,Wetland,Water,Water,Water,Water,Forest,Water,Water
602,Wetland,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
603,Wetland,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
604,Wetland,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
605,Wetland,Water,Forest,Water,Non_Wetland,Grassland,Water,Grassland
606,Wetland,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
607,Wetland,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
608,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
609,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
610,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
611,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
612,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
613,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
614,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
615,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
616,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
617,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
618,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
619,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
620,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
621,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
622,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
623,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
624,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
625,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
626,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
627,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
628,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
629,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
630,Bareland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
631,Bareland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Bareland
632,Bareland,NULL,Wetland,Water,Wetland,Grassland,Water,Bareland
633,Bareland,NULL,Wetland,Water,Wetland,Wetland,NULL,Water
634,Bareland,NULL,Wetland,Water,Wetland,Wetland,Water,Bareland
635,Bareland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
636,Bareland,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
637,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Water
638,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
639,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
640,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
641,Bareland,NULL,Water,NULL,Water,Wetland,Water,Water
642,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
643,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
644,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
645,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
646,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
647,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
648,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
649,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
650,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
651,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Bareland
652,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Bareland,Bareland
653,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Water,Bareland
654,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
655,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
656,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
657,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
658,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
659,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
660,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
661,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
662,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
663,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
664,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
665,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
666,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
667,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
668,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
669,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
670,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
671,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
672,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
673,Bareland,Bareland,NULL,NULL,Non_Wetland,Water,Wetland,Water
674,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Water
675,Bareland,Bareland,Shrubland,Water,Non_Wetland,Grassland,NULL,Water
676,Bareland,Bareland,Shrubland,Water,Non_Wetland,Grassland,Water,Water
677,Bareland,Bareland,Shrubland,Water,Non_Wetland,Wetland,NULL,Water
678,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
679,Bareland,Bareland,Wetland,Water,Wetland,Grassland,NULL,Water
680,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
681,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Wetland,Water
682,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Water,Water
683,Bareland,Bareland,Wetland,Water,Wetland,Cropland,NULL,Water
684,Bareland,Bareland,Wetland,Water,Wetland,Cropland,Wetland,Grassland
685,Bareland,Bareland,Wetland,Water,Wetland,Cropland,Wetland,Water
686,Bareland,Bareland,Wetland,Water,Wetland,Cropland,Water,Water
687,Bareland,Bareland,Wetland,Water,Wetland,Wetland,NULL,Water
