Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KXB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KXB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KXB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KXB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KXB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KXB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KXB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KXB_M_R
1189,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
1190,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
1191,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1192,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1193,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1194,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1195,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
1196,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
1197,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1198,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
1199,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1200,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1201,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1202,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1203,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1204,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
1205,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1206,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1207,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1208,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1209,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1210,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1211,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Wetland
1212,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1213,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1214,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
1215,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
1216,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
1217,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1218,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1219,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
1220,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1221,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1222,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
1223,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
1224,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1225,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
1226,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
1227,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
1228,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
1229,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1230,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
1231,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1232,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1233,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
1234,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1235,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1236,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1237,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1238,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1239,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
1240,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1241,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
1242,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1243,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Wetland
1244,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
1245,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
1246,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
1247,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Cropland
1248,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
1249,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
1250,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
1251,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
1252,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
1253,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
1254,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
1255,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Bareland
1256,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1257,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1258,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1259,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
1260,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1261,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
1262,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1263,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1264,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
1265,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1266,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Water,Wetland
1267,NULL,Cropland,Wetland,Water,Wetland,Wetland,Water,Wetland
1268,NULL,Cropland,Wetland,Water,Wetland,Water,Water,Wetland
1269,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
1270,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1271,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
1272,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
1273,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1274,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
1275,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1276,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1277,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1278,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
1279,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
1280,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1281,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1282,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
1283,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1284,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1285,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1286,NULL,Cropland,Water,NULL,Water,NULL,NULL,Grassland
1287,NULL,Cropland,Water,NULL,Water,Shrubland,Grassland,Wetland
1288,NULL,Cropland,Water,NULL,Water,Grassland,NULL,Grassland
1289,NULL,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
1290,NULL,Cropland,Water,NULL,Water,Grassland,Grassland,Wetland
1291,NULL,Cropland,Water,NULL,Water,Grassland,Grassland,Forest
1292,NULL,Cropland,Water,NULL,Water,Grassland,Wetland,Grassland
1293,NULL,Cropland,Water,NULL,Water,Wetland,Grassland,Grassland
1294,NULL,Cropland,Water,NULL,Water,Wetland,Grassland,Wetland
1295,NULL,Cropland,Water,NULL,Water,Wetland,Wetland,Wetland
1296,NULL,Cropland,Water,NULL,Water,Wetland,Water,Wetland
1297,NULL,Cropland,Water,NULL,Water,Bareland,Water,Grassland
1298,NULL,Cropland,Water,NULL,Water,Water,Grassland,Wetland
1299,NULL,Cropland,Water,NULL,Water,Water,Wetland,Wetland
1300,NULL,Cropland,Water,NULL,Water,Forest,NULL,Grassland
1301,NULL,Cropland,Water,NULL,Water,Forest,NULL,Forest
1302,NULL,Cropland,Water,NULL,Water,Forest,Grassland,Forest
1303,NULL,Cropland,Water,NULL,Water,Forest,Forest,Forest
1304,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1305,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
1306,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1307,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1308,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1309,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
1310,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
1311,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
1312,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1313,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
1314,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1315,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
1316,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1317,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1318,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1319,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1320,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
1321,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1322,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
1323,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1324,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1325,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1326,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
1327,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
1328,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1329,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1330,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1331,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1332,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
1333,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1334,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
1335,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1336,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1337,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1338,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
1339,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1340,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1341,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
1342,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1343,NULL,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1344,NULL,Cropland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
1345,NULL,Cropland,Forest,NULL,Non_Wetland,Water,Water,Wetland
1346,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1347,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
1348,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1349,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Wetland
1350,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1351,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1352,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1353,NULL,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
1354,NULL,Cropland,Forest,Water,Non_Wetland,Water,Wetland,Wetland
1355,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
1356,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
1357,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
1358,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
1359,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1360,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
1361,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
1362,NULL,Wetland,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
1363,NULL,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
1364,NULL,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1365,NULL,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1366,NULL,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1367,NULL,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
1368,NULL,Wetland,NULL,Water,Non_Wetland,Wetland,Shrubland,Wetland
1369,NULL,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
1370,NULL,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1371,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
1372,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1373,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1374,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1375,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1376,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1377,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
1378,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1379,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1380,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1381,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1382,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1383,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
1384,NULL,Wetland,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
1385,NULL,Wetland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1386,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1387,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
1388,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland,Grassland,Wetland
1389,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1390,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
1391,NULL,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1392,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1393,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1394,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
1395,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1396,NULL,Wetland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1397,NULL,Wetland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
1398,NULL,Wetland,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
1399,NULL,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1400,NULL,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
1401,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Shrubland,Wetland
1402,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
1403,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1404,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1405,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
1406,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1407,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
1408,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1409,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1410,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1411,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
1412,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
1413,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
1414,NULL,Wetland,Wetland,NULL,Wetland,Forest,Grassland,Wetland
1415,NULL,Wetland,Wetland,NULL,Wetland,Forest,Grassland,Forest
1416,NULL,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Wetland
1417,NULL,Wetland,Wetland,NULL,Wetland,Forest,Forest,Forest
1418,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
1419,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
1420,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
1421,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
1422,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
1423,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1424,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1425,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1426,NULL,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Wetland
1427,NULL,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Water
1428,NULL,Wetland,Wetland,Water,Wetland,Grassland,Water,Wetland
1429,NULL,Wetland,Wetland,Water,Wetland,Grassland,Water,Water
1430,NULL,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Wetland
1431,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1432,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
1433,NULL,Wetland,Water,NULL,Water,Grassland,Grassland,Wetland
1434,NULL,Wetland,Water,NULL,Water,Grassland,Grassland,Forest
1435,NULL,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
1436,NULL,Wetland,Water,NULL,Water,Water,Grassland,Wetland
1437,NULL,Wetland,Water,NULL,Water,Water,Water,Wetland
1438,NULL,Wetland,Water,NULL,Water,Forest,Grassland,Wetland
1439,NULL,Wetland,Water,Non_Water,Water,Shrubland,Grassland,Wetland
1440,NULL,Wetland,Water,Non_Water,Water,Grassland,Grassland,Wetland
1441,NULL,Wetland,Water,Non_Water,Water,Wetland,Grassland,Wetland
1442,NULL,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
1443,NULL,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
1444,NULL,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
1445,NULL,Wetland,Water,Water,Water,Water,Wetland,Wetland
1446,NULL,Wetland,Water,Water,Water,Water,Wetland,Water
1447,NULL,Wetland,Water,Water,Water,Water,Water,Water
1448,NULL,Wetland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
1449,NULL,Wetland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1450,NULL,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
1451,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
1452,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1453,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1454,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
1455,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1456,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
1457,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1458,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
1459,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1460,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1461,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
1462,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
1463,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1464,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1465,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1466,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
1467,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
1468,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1469,NULL,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
1470,NULL,Wetland,Forest,NULL,Non_Wetland,Water,Water,Wetland
1471,NULL,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,Wetland
1472,NULL,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
1473,NULL,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Wetland
1474,NULL,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1475,NULL,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
1476,NULL,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1477,NULL,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
1478,NULL,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1479,NULL,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1480,NULL,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1481,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
1482,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1483,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1484,NULL,Wetland,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
1485,NULL,Wetland,Forest,Water,Non_Wetland,Grassland,Shrubland,Wetland
1486,NULL,Wetland,Forest,Water,Non_Wetland,Grassland,Grassland,Wetland
1487,NULL,Wetland,Forest,Water,Non_Wetland,Wetland,Shrubland,Wetland
1488,NULL,Wetland,Forest,Water,Non_Wetland,Wetland,Grassland,Wetland
1489,NULL,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
1490,NULL,Bareland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1491,NULL,Bareland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
1492,NULL,Bareland,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1493,NULL,Bareland,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
1494,NULL,Bareland,Wetland,Non_Water,Wetland,Grassland,Grassland,Bareland
1495,NULL,Bareland,Wetland,Non_Water,Wetland,Water,Water,Bareland
1496,NULL,Bareland,Wetland,Water,Wetland,Grassland,Grassland,Bareland
1497,NULL,Bareland,Wetland,Water,Wetland,Grassland,Water,Water
1498,NULL,Bareland,Wetland,Water,Wetland,Water,Grassland,Grassland
1499,NULL,Bareland,Wetland,Water,Wetland,Water,Grassland,Bareland
1500,NULL,Bareland,Wetland,Water,Wetland,Water,Water,Water
1501,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1502,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
1503,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
1504,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1505,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1506,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
1507,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
1508,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1509,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1510,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Wetland
1511,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
1512,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1513,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1514,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
