Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NHD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NHD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NHD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NHD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NHD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NHD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NHD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NHD_M_R
713,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
714,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
715,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
716,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
717,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
718,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
719,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
720,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
721,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
722,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
723,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
724,Forest,Water,Water,NULL,Water,NULL,NULL,Wetland
725,Forest,Water,Water,NULL,Water,NULL,NULL,Bareland
726,Forest,Water,Water,NULL,Water,NULL,NULL,Water
727,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
728,Forest,Water,Water,Non_Water,Water,NULL,NULL,Grassland
729,Forest,Water,Water,Non_Water,Water,NULL,NULL,Wetland
730,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
731,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
732,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
733,Forest,Water,Water,Water,Water,NULL,NULL,Wetland
734,Forest,Water,Water,Water,Water,NULL,NULL,Water
735,Forest,Water,Water,Water,Water,NULL,NULL,Forest
736,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
737,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
738,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
739,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
740,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
741,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
742,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
743,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
744,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
745,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
746,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
747,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
748,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
749,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
750,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
751,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
752,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
753,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
754,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
755,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
756,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
757,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
758,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
759,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
760,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
761,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
762,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
763,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
764,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
765,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
766,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
767,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
768,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
769,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
770,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
771,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
772,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
773,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
774,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
775,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
776,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
777,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
778,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
779,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
780,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
781,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
782,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
783,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
784,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
785,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
786,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
787,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
788,Forest,Forest,Water,NULL,Water,NULL,NULL,Bareland
789,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
790,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
791,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Water
792,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
793,Forest,Forest,Water,Water,Water,NULL,NULL,Grassland
794,Forest,Forest,Water,Water,Water,NULL,NULL,Wetland
795,Forest,Forest,Water,Water,Water,NULL,NULL,Water
796,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
797,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
798,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
799,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
800,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
801,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
802,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
803,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
804,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
805,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
806,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
807,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
808,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
809,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
