Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MWS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MWS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MWS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MWS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MWS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18MWS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18MWS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MWS_M_R
698,Cropland,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
699,Cropland,Cropland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
700,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
701,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
702,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
703,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
704,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
705,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
706,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
707,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
708,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
709,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
710,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
711,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
712,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
713,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Forest
714,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
715,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Cropland
716,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Water
717,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
718,Cropland,Cropland,Water,Water,Water,NULL,NULL,Grassland
719,Cropland,Cropland,Water,Water,Water,NULL,NULL,Cropland
720,Cropland,Cropland,Water,Water,Water,NULL,NULL,Water
721,Cropland,Cropland,Water,Water,Water,NULL,NULL,Forest
722,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
723,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
724,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
725,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
726,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
727,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
728,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
729,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
730,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
731,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
732,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
733,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
734,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
735,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
736,Cropland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
737,Cropland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
738,Cropland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
739,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
740,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
741,Cropland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
742,Cropland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
743,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
744,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
745,Cropland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
746,Cropland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
747,Cropland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
748,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
749,Cropland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
750,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
751,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
752,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
753,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
754,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
755,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
756,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
757,Cropland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
758,Cropland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
759,Cropland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
760,Cropland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
761,Cropland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
762,Cropland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
763,Cropland,Wetland,Water,NULL,Water,NULL,NULL,Water
764,Cropland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
765,Cropland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
766,Cropland,Wetland,Water,Water,Water,NULL,NULL,Grassland
767,Cropland,Wetland,Water,Water,Water,NULL,NULL,Water
768,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
769,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
770,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
771,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
772,Cropland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
773,Cropland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
774,Cropland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
775,Cropland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
776,Cropland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
777,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
778,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
779,Cropland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
780,Cropland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
781,Cropland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
782,Cropland,Bareland,Water,Water,Water,NULL,NULL,Water
783,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
784,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
785,Cropland,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
786,Cropland,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Grassland
787,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
788,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
789,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
790,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
791,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
792,Cropland,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
793,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
794,Cropland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
795,Cropland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
796,Cropland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
797,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
798,Cropland,Built-up,Water,NULL,Water,NULL,NULL,Grassland
799,Cropland,Built-up,Water,Water,Water,NULL,NULL,Grassland
800,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
801,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
802,Cropland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
803,Cropland,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Grassland
804,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
805,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
806,Cropland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
807,Cropland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
808,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
809,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
810,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
811,Cropland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
812,Cropland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
813,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
814,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
815,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
816,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
817,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
818,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
819,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
820,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
821,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
822,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Water
823,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
824,Cropland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
825,Cropland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
826,Cropland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
827,Cropland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
828,Cropland,Water,Water,NULL,Water,NULL,NULL,Water
829,Cropland,Water,Water,NULL,Water,NULL,NULL,Forest
830,Cropland,Water,Water,Non_Water,Water,NULL,NULL,Water
831,Cropland,Water,Water,Non_Water,Water,NULL,NULL,Forest
832,Cropland,Water,Water,Water,Water,NULL,NULL,Grassland
833,Cropland,Water,Water,Water,Water,NULL,NULL,Water
834,Cropland,Water,Water,Water,Water,NULL,NULL,Forest
835,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
836,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
837,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
838,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
839,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
840,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
841,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
842,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
843,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
844,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
845,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
846,Cropland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
847,Cropland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
848,Cropland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
849,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
850,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
851,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
852,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
853,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
854,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
855,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
856,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
857,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
858,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
859,Cropland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
860,Cropland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
861,Cropland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
862,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
863,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
864,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
865,Cropland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Water
866,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
867,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
868,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
869,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
870,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
871,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
872,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
873,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
874,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
875,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
876,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
877,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
878,Cropland,Forest,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
879,Cropland,Forest,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
880,Cropland,Forest,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
881,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
882,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
883,Cropland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
884,Cropland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
885,Cropland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
886,Cropland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
887,Cropland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
888,Cropland,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Water
889,Cropland,Forest,Water,NULL,Water,NULL,NULL,Water
890,Cropland,Forest,Water,NULL,Water,NULL,NULL,Forest
891,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
892,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Water
893,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
894,Cropland,Forest,Water,Water,Water,NULL,NULL,Grassland
895,Cropland,Forest,Water,Water,Water,NULL,NULL,Bareland
896,Cropland,Forest,Water,Water,Water,NULL,NULL,Water
897,Cropland,Forest,Water,Water,Water,NULL,NULL,Forest
898,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
899,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
900,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
901,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
902,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
903,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
904,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
905,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
906,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
907,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
908,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
909,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
910,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
911,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
912,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
913,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
914,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
915,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
916,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
917,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
918,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
919,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
920,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
921,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
922,Wetland,NULL,Water,NULL,Water,NULL,NULL,Water
923,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
924,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Water
925,Wetland,NULL,Water,Water,Water,NULL,NULL,Grassland
926,Wetland,NULL,Water,Water,Water,NULL,NULL,Wetland
927,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
928,Wetland,NULL,Water,Water,Water,NULL,NULL,Forest
929,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
930,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
931,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
932,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
933,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
934,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
935,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
936,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
937,Wetland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
938,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
939,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
940,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
941,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
942,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
943,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
944,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
945,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
946,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
947,Wetland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
948,Wetland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
949,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
950,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
951,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
952,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
953,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
954,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
955,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
956,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
957,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
958,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
959,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
960,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
961,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
962,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
963,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
964,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
965,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
966,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
967,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
968,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
969,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
970,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
971,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
972,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
973,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
974,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
975,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
976,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
977,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
978,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
979,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
980,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
981,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
982,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
983,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
984,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Forest
985,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
986,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
987,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
988,Wetland,Wetland,Water,Water,Water,NULL,NULL,Grassland
989,Wetland,Wetland,Water,Water,Water,NULL,NULL,Wetland
990,Wetland,Wetland,Water,Water,Water,NULL,NULL,Water
991,Wetland,Wetland,Water,Water,Water,NULL,NULL,Forest
992,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
993,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
994,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
995,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
996,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
997,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
998,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
999,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
1000,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1001,Wetland,Bareland,Water,Water,Water,NULL,NULL,Water
1002,Wetland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1003,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1004,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1005,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1006,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1007,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1008,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1009,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1010,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1011,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1012,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1013,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1014,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1015,Wetland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1016,Wetland,Water,Water,NULL,Water,NULL,NULL,Grassland
1017,Wetland,Water,Water,NULL,Water,NULL,NULL,Water
1018,Wetland,Water,Water,NULL,Water,NULL,NULL,Forest
1019,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1020,Wetland,Water,Water,Water,Water,NULL,NULL,Grassland
1021,Wetland,Water,Water,Water,Water,NULL,NULL,Wetland
1022,Wetland,Water,Water,Water,Water,NULL,NULL,Water
1023,Wetland,Water,Water,Water,Water,NULL,NULL,Forest
1024,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1025,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1026,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1027,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1028,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1029,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1030,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1031,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
1032,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1033,Wetland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1034,Wetland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1035,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1036,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1037,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1038,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1039,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1040,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1041,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1042,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1043,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1044,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
1045,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1046,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1047,Wetland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1048,Wetland,Forest,Water,NULL,Water,NULL,NULL,Grassland
1049,Wetland,Forest,Water,NULL,Water,NULL,NULL,Wetland
1050,Wetland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
