Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24KVF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KVF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KVF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KVF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KVF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KVF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KVF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24KVF_M_R
9309,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
9310,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
9311,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
9312,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
9313,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,Grassland,Grassland
9314,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
9315,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
9316,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
9317,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
9318,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
9319,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
9320,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
9321,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
9322,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
9323,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
9324,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
9325,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
9326,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
9327,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Wetland
9328,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
9329,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
9330,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
9331,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,NULL
9332,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
9333,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Wetland
9334,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
9335,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
9336,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
9337,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
9338,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
9339,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
9340,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
9341,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9342,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
9343,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
9344,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
9345,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
9346,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9347,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
9348,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
9349,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
9350,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
9351,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
9352,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
9353,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
9354,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
9355,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
9356,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
9357,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,NULL
9358,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
9359,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
9360,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
9361,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Wetland
9362,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
9363,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
9364,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
9365,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9366,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
9367,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
9368,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
9369,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
9370,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
9371,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
9372,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9373,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Wetland
9374,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
9375,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
9376,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
9377,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
9378,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Wetland
9379,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
9380,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
9381,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
9382,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
9383,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
9384,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
9385,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
9386,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
9387,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
9388,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Wetland
9389,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
9390,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
9391,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
9392,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
9393,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
9394,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
9395,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
9396,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
9397,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
9398,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
9399,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
9400,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9401,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
9402,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
9403,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,NULL
9404,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
9405,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
9406,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
9407,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
9408,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
9409,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
9410,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
9411,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
9412,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
9413,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
9414,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
9415,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,NULL
9416,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
9417,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Bareland
9418,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,NULL
9419,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
9420,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
9421,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Built-up,Bareland
9422,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
9423,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
9424,Bareland,NULL,Wetland,NULL,NULL,NULL,Wetland,Grassland
9425,Bareland,NULL,Wetland,NULL,NULL,NULL,Wetland,Forest
9426,Bareland,NULL,Wetland,NULL,NULL,NULL,Water,Grassland
9427,Bareland,NULL,Wetland,NULL,NULL,Bareland,Bareland,Grassland
9428,Bareland,NULL,Wetland,NULL,NULL,Bareland,Bareland,Bareland
9429,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
9430,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
9431,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
9432,Bareland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Bareland
9433,Bareland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
9434,Bareland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
9435,Bareland,NULL,Wetland,NULL,Wetland,NULL,Bareland,Grassland
9436,Bareland,NULL,Wetland,NULL,Wetland,NULL,Bareland,Wetland
9437,Bareland,NULL,Wetland,NULL,Wetland,NULL,Bareland,Bareland
9438,Bareland,NULL,Wetland,NULL,Wetland,NULL,Bareland,Forest
9439,Bareland,NULL,Wetland,NULL,Wetland,NULL,Water,NULL
9440,Bareland,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
9441,Bareland,NULL,Wetland,NULL,Wetland,NULL,Water,Wetland
9442,Bareland,NULL,Wetland,NULL,Wetland,NULL,Water,Bareland
9443,Bareland,NULL,Wetland,NULL,Wetland,NULL,Forest,Grassland
9444,Bareland,NULL,Wetland,NULL,Wetland,NULL,Forest,Bareland
9445,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
9446,Bareland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
9447,Bareland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Bareland
9448,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
9449,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Wetland
9450,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Water,Bareland
9451,Bareland,NULL,Wetland,NULL,Wetland,Bareland,NULL,Grassland
9452,Bareland,NULL,Wetland,NULL,Wetland,Bareland,NULL,Wetland
9453,Bareland,NULL,Wetland,NULL,Wetland,Bareland,NULL,Bareland
9454,Bareland,NULL,Wetland,NULL,Wetland,Bareland,NULL,Forest
9455,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
9456,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
9457,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
9458,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,NULL
9459,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
9460,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Wetland
9461,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
9462,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Built-up
9463,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
9464,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Water,Wetland
9465,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Water,Bareland
9466,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Forest,Grassland
9467,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Forest,Bareland
9468,Bareland,NULL,Wetland,NULL,Wetland,Built-up,Bareland,Grassland
9469,Bareland,NULL,Wetland,NULL,Wetland,Water,NULL,Wetland
9470,Bareland,NULL,Wetland,NULL,Wetland,Water,Bareland,Wetland
9471,Bareland,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
9472,Bareland,NULL,Wetland,Non_Water,NULL,Bareland,Bareland,Grassland
9473,Bareland,NULL,Wetland,Non_Water,NULL,Bareland,Bareland,Bareland
9474,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Bareland,Grassland
9475,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Bareland,Wetland
9476,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Bareland,Bareland
9477,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
9478,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,NULL
9479,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
9480,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,NULL
9481,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
9482,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Wetland
9483,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
9484,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
9485,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
9486,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
9487,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
9488,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Water
9489,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Bareland,Wetland
9490,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
9491,Bareland,NULL,Wetland,Water,NULL,Bareland,Bareland,Grassland
9492,Bareland,NULL,Wetland,Water,NULL,Bareland,Bareland,Bareland
9493,Bareland,NULL,Wetland,Water,Wetland,NULL,Bareland,Wetland
9494,Bareland,NULL,Wetland,Water,Wetland,Bareland,NULL,Bareland
9495,Bareland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Grassland
9496,Bareland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Wetland
9497,Bareland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Bareland
9498,Bareland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Water
9499,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
9500,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Bareland
9501,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Water
9502,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Water
9503,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
9504,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Bareland,Grassland
9505,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Bareland,Grassland
9506,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,NULL,Grassland
9507,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,NULL
9508,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Grassland
9509,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Wetland
9510,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Bareland
9511,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,Bareland,Wetland
9512,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
9513,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
9514,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland,Bareland
9515,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
9516,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,NULL
9517,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9518,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Wetland
9519,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
9520,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Wetland
9521,Bareland,NULL,Bareland,NULL,Non_Wetland,Water,Bareland,Wetland
9522,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Bareland,Wetland
9523,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
9524,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
9525,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
9526,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water,Bareland,Wetland
9527,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
9528,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Wetland
9529,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
9530,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
9531,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
9532,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
9533,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
9534,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
9535,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
9536,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
9537,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
9538,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
9539,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
9540,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
9541,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
9542,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
9543,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
9544,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Wetland
9545,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Bareland
9546,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
9547,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
9548,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
9549,Bareland,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,NULL
9550,Bareland,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
9551,Bareland,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,NULL
9552,Bareland,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
9553,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
9554,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
9555,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Wetland
9556,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
9557,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
9558,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
9559,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
9560,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
9561,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
9562,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Bareland
9563,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
9564,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
9565,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Wetland
9566,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
9567,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
9568,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
9569,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
9570,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
9571,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
9572,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
9573,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
9574,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
9575,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
9576,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
9577,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Grassland
9578,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
9579,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
9580,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,NULL
9581,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Grassland
9582,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Wetland
9583,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Bareland
9584,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Forest
9585,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
9586,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
9587,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
9588,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
9589,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,Water,Bareland
9590,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Grassland,Bareland
9591,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
9592,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
9593,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Built-up,Bareland
9594,Bareland,NULL,Water,NULL,Water,NULL,Water,Water
9595,Bareland,NULL,Water,NULL,Water,Bareland,Bareland,Bareland
9596,Bareland,NULL,Water,NULL,Water,Bareland,Bareland,Water
9597,Bareland,NULL,Water,NULL,Water,Water,Water,Water
9598,Bareland,NULL,Water,Non_Water,Water,Bareland,Bareland,Bareland
9599,Bareland,NULL,Water,Water,Water,Bareland,Bareland,Grassland
9600,Bareland,NULL,Water,Water,Water,Bareland,Bareland,Wetland
9601,Bareland,NULL,Water,Water,Water,Bareland,Bareland,Bareland
9602,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
9603,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
9604,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
9605,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
9606,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
9607,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
9608,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
9609,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
9610,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
9611,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Wetland
9612,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Bareland
9613,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
9614,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
9615,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
9616,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
9617,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
9618,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
9619,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
9620,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
9621,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
9622,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
9623,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
9624,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
9625,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
9626,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Wetland
9627,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
9628,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
9629,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Wetland
9630,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Water,Wetland
9631,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
9632,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
