Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KNG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KNG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KNG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KNG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KNG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KNG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KNG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KNG_M_R
2583,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
2584,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
2585,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2586,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2587,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2588,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2589,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2590,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
2591,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2592,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
2593,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2594,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
2595,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2596,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
2597,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2598,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2599,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2600,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2601,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2602,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2603,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2604,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2605,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2606,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2607,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2608,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2609,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2610,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
2611,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2612,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2613,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2614,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2615,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2616,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2617,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2618,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2619,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2620,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
2621,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2622,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2623,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2624,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2625,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2626,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
2627,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2628,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2629,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2630,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2631,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2632,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2633,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2634,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
2635,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2636,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2637,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2638,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2639,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
2640,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
2641,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Cropland
2642,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
2643,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
2644,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
2645,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2646,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2647,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2648,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2649,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
2650,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2651,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
2652,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
2653,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
2654,Bareland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
2655,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2656,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2657,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
2658,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2659,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
2660,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2661,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2662,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
2663,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2664,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2665,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2666,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2667,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2668,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2669,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2670,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2671,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2672,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Water
2673,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2674,Bareland,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Cropland
2675,Bareland,Forest,Water,NULL,Water,NULL,NULL,NULL
2676,Bareland,Forest,Water,NULL,Water,NULL,NULL,Grassland
2677,Bareland,Forest,Water,NULL,Water,NULL,NULL,Cropland
2678,Bareland,Forest,Water,NULL,Water,NULL,NULL,Built-up
2679,Bareland,Forest,Water,NULL,Water,NULL,NULL,Water
2680,Bareland,Forest,Water,NULL,Water,NULL,NULL,Forest
2681,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,NULL
2682,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
2683,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Cropland
2684,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Water
2685,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
2686,Bareland,Forest,Water,Water,Water,NULL,NULL,Grassland
2687,Bareland,Forest,Water,Water,Water,NULL,NULL,Cropland
2688,Bareland,Forest,Water,Water,Water,NULL,NULL,Water
2689,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2690,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2691,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2692,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2693,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
2694,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2695,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2696,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2697,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2698,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2699,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2700,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
2701,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2702,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2703,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2704,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2705,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2706,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
2707,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2708,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2709,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2710,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2711,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2712,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
2713,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
2714,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
2715,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2716,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2717,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2718,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2719,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2720,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2721,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2722,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2723,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2724,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2725,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2726,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2727,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2728,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2729,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2730,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2731,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2732,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2733,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2734,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2735,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2736,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2737,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
2738,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2739,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
2740,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2741,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2742,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2743,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
2744,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2745,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2746,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2747,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2748,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2749,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2750,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
2751,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2752,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
2753,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
2754,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
2755,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2756,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
2757,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
2758,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
2759,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
2760,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
2761,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
2762,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
2763,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2764,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2765,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2766,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2767,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
2768,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2769,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
2770,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
2771,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
2772,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
2773,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
2774,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
2775,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2776,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2777,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
2778,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
2779,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2780,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2781,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2782,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2783,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2784,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
2785,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2786,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
2787,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2788,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2789,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
2790,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2791,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
2792,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
2793,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
2794,Water,NULL,Water,NULL,Water,NULL,NULL,Cropland
2795,Water,NULL,Water,NULL,Water,NULL,NULL,Wetland
2796,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
2797,Water,NULL,Water,NULL,Water,NULL,NULL,Water
2798,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
2799,Water,NULL,Water,Non_Water,Water,NULL,NULL,NULL
2800,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
2801,Water,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
2802,Water,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
2803,Water,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
2804,Water,NULL,Water,Non_Water,Water,NULL,NULL,Water
2805,Water,NULL,Water,Non_Water,Water,NULL,NULL,Forest
2806,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
2807,Water,NULL,Water,Water,Water,NULL,NULL,Cropland
2808,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
2809,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
2810,Water,NULL,Water,Water,Water,NULL,NULL,Water
2811,Water,NULL,Water,Water,Water,NULL,NULL,Forest
2812,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2813,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2814,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2815,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2816,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2817,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
2818,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2819,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2820,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2821,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2822,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2823,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2824,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2825,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
2826,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
2827,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
2828,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2829,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2830,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2831,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2832,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2833,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
2834,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2835,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
2836,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2837,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
2838,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
2839,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2840,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2841,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2842,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Cropland
2843,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2844,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
2845,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
2846,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2847,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2848,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2849,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2850,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2851,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2852,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2853,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2854,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2855,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2856,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2857,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2858,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2859,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
2860,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2861,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2862,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2863,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2864,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2865,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2866,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2867,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2868,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2869,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2870,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2871,Water,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2872,Water,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2873,Water,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2874,Water,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2875,Water,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2876,Water,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
2877,Water,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Water
2878,Water,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2879,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2880,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2881,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2882,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
2883,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2884,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2885,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2886,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2887,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2888,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2889,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
2890,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2891,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2892,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
2893,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
2894,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
2895,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
2896,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2897,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
2898,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2899,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
2900,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
2901,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
2902,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
2903,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
2904,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2905,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2906,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2907,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2908,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
2909,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2910,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
2911,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
2912,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
2913,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
2914,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
2915,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
2916,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2917,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2918,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
2919,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2920,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
2921,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2922,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2923,Water,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2924,Water,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2925,Water,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2926,Water,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2927,Water,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
2928,Water,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
