Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LEK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LEK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LEK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LEK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LEK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LEK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LEK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LEK_M_R
4243,Bareland,Forest,Wetland,Water,Wetland,Water,Grassland,Water
4244,Bareland,Forest,Wetland,Water,Wetland,Water,Wetland,Water
4245,Bareland,Forest,Wetland,Water,Wetland,Water,Water,Water
4246,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,Bareland
4247,Bareland,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Bareland
4248,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
4249,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
4250,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
4251,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Water
4252,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
4253,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Water,Water
4254,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
4255,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Water,Grassland,Bareland
4256,Bareland,Forest,Bareland,Water,Non_Wetland,Bareland,Wetland,Grassland
4257,Bareland,Forest,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
4258,Bareland,Forest,Bareland,Water,Non_Wetland,Bareland,Water,Water
4259,Bareland,Forest,Bareland,Water,Non_Wetland,Water,Water,Water
4260,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
4261,Bareland,Forest,Built-up,Non_Water,Non_Wetland,Cropland,Grassland,Water
4262,Bareland,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
4263,Bareland,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
4264,Bareland,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
4265,Bareland,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Water,Water
4266,Bareland,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Forest,Grassland
4267,Bareland,Forest,Built-up,Non_Water,Non_Wetland,Water,Wetland,Grassland
4268,Bareland,Forest,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
4269,Bareland,Forest,Built-up,Non_Water,Non_Wetland,Water,Water,Bareland
4270,Bareland,Forest,Built-up,Non_Water,Non_Wetland,Water,Forest,Grassland
4271,Bareland,Forest,Built-up,Water,Non_Wetland,Bareland,Wetland,Bareland
4272,Bareland,Forest,Built-up,Water,Non_Wetland,Bareland,Forest,Grassland
4273,Bareland,Forest,Water,NULL,Water,Bareland,Grassland,Grassland
4274,Bareland,Forest,Water,NULL,Water,Bareland,Wetland,Grassland
4275,Bareland,Forest,Water,NULL,Water,Bareland,Forest,Grassland
4276,Bareland,Forest,Water,Non_Water,Water,Bareland,Grassland,Grassland
4277,Bareland,Forest,Water,Non_Water,Water,Bareland,Grassland,Bareland
4278,Bareland,Forest,Water,Non_Water,Water,Bareland,Grassland,Forest
4279,Bareland,Forest,Water,Non_Water,Water,Bareland,Wetland,Grassland
4280,Bareland,Forest,Water,Non_Water,Water,Bareland,Wetland,Bareland
4281,Bareland,Forest,Water,Non_Water,Water,Bareland,Wetland,Water
4282,Bareland,Forest,Water,Non_Water,Water,Bareland,Wetland,Forest
4283,Bareland,Forest,Water,Non_Water,Water,Bareland,Water,Grassland
4284,Bareland,Forest,Water,Non_Water,Water,Bareland,Water,Bareland
4285,Bareland,Forest,Water,Non_Water,Water,Bareland,Water,Water
4286,Bareland,Forest,Water,Non_Water,Water,Bareland,Forest,Grassland
4287,Bareland,Forest,Water,Non_Water,Water,Bareland,Forest,Bareland
4288,Bareland,Forest,Water,Non_Water,Water,Water,Wetland,Grassland
4289,Bareland,Forest,Water,Non_Water,Water,Water,Wetland,Bareland
4290,Bareland,Forest,Water,Non_Water,Water,Water,Water,Grassland
4291,Bareland,Forest,Water,Non_Water,Water,Water,Water,Bareland
4292,Bareland,Forest,Water,Non_Water,Water,Water,Forest,Grassland
4293,Bareland,Forest,Water,Non_Water,Water,Water,Forest,Bareland
4294,Bareland,Forest,Water,Non_Water,Water,Water,Forest,Forest
4295,Bareland,Forest,Water,Water,Water,Bareland,Wetland,Grassland
4296,Bareland,Forest,Water,Water,Water,Bareland,Wetland,Bareland
4297,Bareland,Forest,Water,Water,Water,Bareland,Wetland,Water
4298,Bareland,Forest,Water,Water,Water,Bareland,Water,Grassland
4299,Bareland,Forest,Water,Water,Water,Bareland,Water,Bareland
4300,Bareland,Forest,Water,Water,Water,Bareland,Water,Water
4301,Bareland,Forest,Water,Water,Water,Bareland,Water,Forest
4302,Bareland,Forest,Water,Water,Water,Bareland,Forest,Grassland
4303,Bareland,Forest,Water,Water,Water,Bareland,Forest,Bareland
4304,Bareland,Forest,Water,Water,Water,Bareland,Forest,Forest
4305,Bareland,Forest,Water,Water,Water,Water,Grassland,Bareland
4306,Bareland,Forest,Water,Water,Water,Water,Wetland,Grassland
4307,Bareland,Forest,Water,Water,Water,Water,Wetland,Water
4308,Bareland,Forest,Water,Water,Water,Water,Water,Bareland
4309,Bareland,Forest,Water,Water,Water,Water,Water,Water
4310,Bareland,Forest,Water,Water,Water,Water,Forest,Bareland
4311,Bareland,Forest,Water,Water,Water,Water,Forest,Forest
4312,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4313,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4314,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
4315,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
4316,Bareland,Forest,Forest,Non_Water,Non_Wetland,Bareland,Water,Bareland
4317,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
4318,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
4319,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4320,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
4321,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
4322,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4323,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
4324,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
4325,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
4326,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
4327,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
4328,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
4329,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
4330,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
4331,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
4332,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
4333,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
4334,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
4335,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Forest
4336,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
4337,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
4338,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
4339,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Water
4340,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
4341,Water,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
4342,Water,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Forest
4343,Water,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
4344,Water,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Forest
4345,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
4346,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Bareland
4347,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
4348,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Forest
4349,Water,NULL,NULL,NULL,Non_Wetland,Water,Forest,Grassland
4350,Water,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
4351,Water,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
4352,Water,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
4353,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4354,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4355,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
4356,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
4357,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
4358,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
4359,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
4360,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
4361,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Wetland
4362,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Water
4363,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
4364,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Bareland,Forest
4365,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
4366,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
4367,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Forest
4368,Water,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
4369,Water,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Bareland
4370,Water,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Water
4371,Water,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
4372,Water,NULL,NULL,Water,Non_Wetland,Grassland,Water,Forest
4373,Water,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
4374,Water,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Bareland
4375,Water,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Forest
4376,Water,NULL,NULL,Water,Non_Wetland,Bareland,Water,Grassland
4377,Water,NULL,NULL,Water,Non_Wetland,Water,Grassland,Grassland
4378,Water,NULL,NULL,Water,Non_Wetland,Water,Grassland,Bareland
4379,Water,NULL,NULL,Water,Non_Wetland,Water,Grassland,Water
4380,Water,NULL,NULL,Water,Non_Wetland,Water,Grassland,Forest
4381,Water,NULL,NULL,Water,Non_Wetland,Water,Bareland,Grassland
4382,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
4383,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Water
4384,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Forest
4385,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4386,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4387,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4388,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4389,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4390,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
4391,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4392,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
4393,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
4394,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
4395,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
4396,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
4397,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
4398,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
4399,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Bareland
4400,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4401,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
4402,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Bareland
4403,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
4404,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
4405,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
4406,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Bareland
4407,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Water
4408,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Forest
4409,Water,NULL,Shrubland,Water,Non_Wetland,Water,Bareland,Forest
4410,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
4411,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
4412,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Water
4413,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
4414,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4415,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4416,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
4417,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4418,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4419,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4420,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
4421,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Bareland
4422,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Water
4423,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
4424,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
4425,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4426,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4427,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Water
4428,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
4429,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4430,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
4431,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
4432,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Bareland
4433,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
4434,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
4435,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
4436,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
4437,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Water
4438,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
4439,Water,NULL,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
4440,Water,NULL,Grassland,NULL,Non_Wetland,Water,Bareland,Bareland
4441,Water,NULL,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
4442,Water,NULL,Grassland,NULL,Non_Wetland,Water,Water,Grassland
4443,Water,NULL,Grassland,NULL,Non_Wetland,Water,Water,Bareland
4444,Water,NULL,Grassland,NULL,Non_Wetland,Water,Water,Water
4445,Water,NULL,Grassland,NULL,Non_Wetland,Water,Water,Forest
4446,Water,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Forest
4447,Water,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
4448,Water,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
4449,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4450,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Water
4451,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4452,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
4453,Water,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
4454,Water,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
4455,Water,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
4456,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
4457,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Water
4458,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Forest
4459,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Bareland
4460,Water,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
4461,Water,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Water
4462,Water,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
4463,Water,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
4464,Water,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
4465,Water,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Bareland
4466,Water,NULL,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
4467,Water,NULL,Grassland,Water,Non_Wetland,Bareland,Water,Forest
4468,Water,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
4469,Water,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Bareland
4470,Water,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Water
4471,Water,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Forest
4472,Water,NULL,Grassland,Water,Non_Wetland,Water,Water,Grassland
4473,Water,NULL,Grassland,Water,Non_Wetland,Water,Water,Bareland
4474,Water,NULL,Grassland,Water,Non_Wetland,Water,Water,Water
4475,Water,NULL,Grassland,Water,Non_Wetland,Water,Water,Forest
4476,Water,NULL,Grassland,Water,Non_Wetland,Forest,Grassland,Forest
4477,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4478,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4479,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4480,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4481,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4482,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
4483,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
4484,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Bareland
4485,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Water
4486,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
4487,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4488,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Wetland
4489,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4490,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4491,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
4492,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
4493,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Water
4494,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4495,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4496,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
4497,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
4498,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
4499,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
4500,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
4501,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
4502,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
4503,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
4504,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
4505,Water,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
4506,Water,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Water
4507,Water,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
4508,Water,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Forest
4509,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
4510,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Bareland
4511,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Water
4512,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Forest
4513,Water,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
4514,Water,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
4515,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4516,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4517,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
4518,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
4519,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
4520,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Water
4521,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Forest
4522,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
4523,Water,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
4524,Water,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Bareland
4525,Water,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Forest
4526,Water,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
4527,Water,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
4528,Water,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Bareland
4529,Water,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Forest
4530,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
4531,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Bareland
4532,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
4533,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
4534,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
4535,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Water
4536,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Forest
4537,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Forest,Grassland
4538,Water,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
4539,Water,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Bareland
4540,Water,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Water
4541,Water,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Forest
4542,Water,NULL,Cropland,Water,Non_Wetland,Water,Bareland,Bareland
4543,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Grassland
4544,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Bareland
4545,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Water
4546,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Forest
4547,Water,NULL,Cropland,Water,Non_Wetland,Water,Forest,Grassland
4548,Water,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
4549,Water,NULL,Wetland,NULL,Wetland,NULL,Forest,Water
4550,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4551,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Water
4552,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
4553,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
4554,Water,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
4555,Water,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Water
4556,Water,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
4557,Water,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
4558,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
4559,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Bareland
4560,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
4561,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
4562,Water,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
4563,Water,NULL,Wetland,NULL,Wetland,Water,Water,Bareland
4564,Water,NULL,Wetland,NULL,Wetland,Water,Water,Water
4565,Water,NULL,Wetland,NULL,Wetland,Water,Water,Forest
4566,Water,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
4567,Water,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
4568,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
4569,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
4570,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
4571,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
4572,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Forest
4573,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
4574,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
4575,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
4576,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Water
4577,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Forest
4578,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
4579,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
4580,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
4581,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
4582,Water,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
4583,Water,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
4584,Water,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
4585,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
4586,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Water
4587,Water,NULL,Wetland,Water,Wetland,Grassland,Forest,Water
4588,Water,NULL,Wetland,Water,Wetland,Bareland,Grassland,Forest
4589,Water,NULL,Wetland,Water,Wetland,Bareland,Bareland,Grassland
4590,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
4591,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Water
