Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18LTR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LTR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LTR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LTR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LTR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18LTR_M_R
429,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland
430,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland
431,Grassland,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
432,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland
433,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up
434,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water
435,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest
436,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
437,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water
438,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland
439,Grassland,NULL,Shrubland,Water,Non_Wetland,Forest
440,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL
441,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland
442,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland
443,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland
444,Grassland,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
445,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland
446,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up
447,Grassland,NULL,Grassland,NULL,Non_Wetland,Water
448,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest
449,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
450,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland
451,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL
452,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland
453,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland
454,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland
455,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland
456,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up
457,Grassland,NULL,Cropland,NULL,Non_Wetland,Water
458,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest
459,Grassland,NULL,Cropland,Water,Non_Wetland,Bareland
460,Grassland,NULL,Wetland,Water,Wetland,Grassland
461,Grassland,NULL,Wetland,Water,Wetland,Water
462,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL
463,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland
464,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland
465,Grassland,NULL,Bareland,NULL,Non_Wetland,Built-up
466,Grassland,NULL,Bareland,NULL,Non_Wetland,Water
467,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest
468,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
469,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
470,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Water
471,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL
472,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland
473,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland
474,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland
475,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up
476,Grassland,NULL,Built-up,NULL,Non_Wetland,Forest
477,Grassland,NULL,Water,NULL,Water,Grassland
478,Grassland,NULL,Water,NULL,Water,Cropland
479,Grassland,NULL,Water,NULL,Water,Water
480,Grassland,NULL,Water,Non_Water,Water,Grassland
481,Grassland,NULL,Water,Water,Water,Grassland
482,Grassland,NULL,Water,Water,Water,Wetland
483,Grassland,NULL,Water,Water,Water,Water
484,Grassland,NULL,Forest,NULL,Non_Wetland,NULL
485,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland
486,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland
487,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland
488,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland
489,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up
490,Grassland,NULL,Forest,NULL,Non_Wetland,Water
491,Grassland,NULL,Forest,NULL,Non_Wetland,Forest
492,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland
493,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland
494,Grassland,NULL,Forest,Water,Non_Wetland,Grassland
495,Grassland,NULL,Forest,Water,Non_Wetland,Wetland
496,Grassland,NULL,Forest,Water,Non_Wetland,Forest
497,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL
498,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
499,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
500,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
501,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest
502,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL
503,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland
504,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland
505,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up
506,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest
507,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland
508,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland
509,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest
510,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland
511,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland
512,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up
513,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland
514,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest
515,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
516,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland
517,Grassland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
518,Grassland,Bareland,Shrubland,NULL,Non_Wetland,Built-up
519,Grassland,Bareland,Shrubland,NULL,Non_Wetland,Forest
520,Grassland,Bareland,Grassland,NULL,Non_Wetland,Grassland
521,Grassland,Bareland,Grassland,NULL,Non_Wetland,Built-up
522,Grassland,Bareland,Grassland,NULL,Non_Wetland,Forest
523,Grassland,Bareland,Grassland,Water,Non_Wetland,Grassland
524,Grassland,Bareland,Cropland,NULL,Non_Wetland,NULL
525,Grassland,Bareland,Cropland,NULL,Non_Wetland,Grassland
526,Grassland,Bareland,Cropland,NULL,Non_Wetland,Forest
527,Grassland,Bareland,Forest,NULL,Non_Wetland,Grassland
528,Grassland,Bareland,Forest,NULL,Non_Wetland,Forest
529,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
530,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
531,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
532,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Forest
533,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL
534,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland
535,Grassland,Built-up,Grassland,NULL,Non_Wetland,Cropland
536,Grassland,Built-up,Grassland,NULL,Non_Wetland,Built-up
537,Grassland,Built-up,Grassland,NULL,Non_Wetland,Forest
538,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland
539,Grassland,Built-up,Cropland,NULL,Non_Wetland,Cropland
540,Grassland,Built-up,Cropland,NULL,Non_Wetland,Wetland
541,Grassland,Built-up,Cropland,NULL,Non_Wetland,Forest
542,Grassland,Built-up,Built-up,NULL,Non_Wetland,Cropland
543,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland
544,Grassland,Built-up,Forest,NULL,Non_Wetland,Cropland
545,Grassland,Built-up,Forest,NULL,Non_Wetland,Built-up
546,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest
547,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL
548,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland
549,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland
550,Grassland,Water,Shrubland,NULL,Non_Wetland,Water
551,Grassland,Water,Shrubland,Water,Non_Wetland,Grassland
552,Grassland,Water,Shrubland,Water,Non_Wetland,Water
553,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland
554,Grassland,Water,Grassland,NULL,Non_Wetland,Bareland
555,Grassland,Water,Cropland,NULL,Non_Wetland,Bareland
556,Grassland,Water,Cropland,NULL,Non_Wetland,Forest
557,Grassland,Water,Wetland,Water,Wetland,Grassland
558,Grassland,Water,Wetland,Water,Wetland,Water
559,Grassland,Water,Bareland,NULL,Non_Wetland,Bareland
560,Grassland,Water,Water,NULL,Water,Grassland
561,Grassland,Water,Water,NULL,Water,Bareland
562,Grassland,Water,Water,Water,Water,Grassland
563,Grassland,Water,Forest,NULL,Non_Wetland,Grassland
564,Grassland,Water,Forest,NULL,Non_Wetland,Bareland
565,Grassland,Water,Forest,NULL,Non_Wetland,Water
566,Grassland,Forest,NULL,NULL,Non_Wetland,Forest
567,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
568,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
569,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland
570,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
571,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL
572,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland
573,Grassland,Forest,Grassland,NULL,Non_Wetland,Cropland
574,Grassland,Forest,Grassland,NULL,Non_Wetland,Built-up
575,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest
576,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL
577,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
578,Grassland,Forest,Cropland,NULL,Non_Wetland,Bareland
579,Grassland,Forest,Cropland,NULL,Non_Wetland,Built-up
580,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
581,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland
582,Grassland,Forest,Bareland,NULL,Non_Wetland,Bareland
583,Grassland,Forest,Bareland,NULL,Non_Wetland,Forest
584,Grassland,Forest,Built-up,NULL,Non_Wetland,Grassland
585,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
586,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
587,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland
588,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland
589,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland
590,Grassland,Forest,Forest,NULL,Non_Wetland,Built-up
591,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
592,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
593,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
594,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
595,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
596,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland
597,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
598,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
599,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water
600,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
601,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
602,Cropland,NULL,Shrubland,Water,Non_Wetland,Cropland
603,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland
604,Cropland,NULL,Shrubland,Water,Non_Wetland,Forest
605,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
606,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
607,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
608,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
609,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
610,Cropland,NULL,Grassland,NULL,Non_Wetland,Water
611,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
612,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
613,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland
614,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
615,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
616,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
617,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
618,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
619,Cropland,NULL,Cropland,NULL,Non_Wetland,Water
620,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
621,Cropland,NULL,Cropland,Water,Non_Wetland,Cropland
622,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL
623,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
624,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
625,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
626,Cropland,NULL,Bareland,NULL,Non_Wetland,Built-up
627,Cropland,NULL,Bareland,NULL,Non_Wetland,Water
628,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
629,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland
630,Cropland,NULL,Bareland,Water,Non_Wetland,Cropland
631,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
632,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
633,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
634,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
635,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
636,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
637,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
638,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
639,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
640,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
641,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up
642,Cropland,NULL,Forest,NULL,Non_Wetland,Water
643,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
644,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest
645,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
646,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
647,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
648,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
649,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
650,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
651,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
652,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
653,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
654,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
655,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
656,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
657,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
658,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
659,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
660,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
661,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
662,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
663,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL
664,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
665,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
666,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
667,Cropland,Cropland,Bareland,NULL,Non_Wetland,Built-up
668,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
669,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
670,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
671,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
672,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
673,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
674,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
675,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
676,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
677,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
678,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up
679,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
680,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL
681,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
682,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL
683,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
684,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
685,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
686,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Built-up
687,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Forest
688,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL
689,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
690,Cropland,Bareland,Grassland,NULL,Non_Wetland,Cropland
691,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
692,Cropland,Bareland,Grassland,NULL,Non_Wetland,Built-up
693,Cropland,Bareland,Grassland,NULL,Non_Wetland,Forest
694,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL
695,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland
696,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland
697,Cropland,Bareland,Cropland,NULL,Non_Wetland,Built-up
698,Cropland,Bareland,Cropland,NULL,Non_Wetland,Forest
699,Cropland,Bareland,Bareland,NULL,Non_Wetland,Grassland
700,Cropland,Bareland,Bareland,NULL,Non_Wetland,Cropland
701,Cropland,Bareland,Bareland,NULL,Non_Wetland,Bareland
702,Cropland,Bareland,Bareland,NULL,Non_Wetland,Built-up
703,Cropland,Bareland,Built-up,NULL,Non_Wetland,Grassland
704,Cropland,Bareland,Built-up,NULL,Non_Wetland,Bareland
705,Cropland,Bareland,Built-up,NULL,Non_Wetland,Built-up
706,Cropland,Bareland,Built-up,NULL,Non_Wetland,Forest
707,Cropland,Bareland,Forest,NULL,Non_Wetland,Grassland
708,Cropland,Bareland,Forest,NULL,Non_Wetland,Cropland
709,Cropland,Bareland,Forest,NULL,Non_Wetland,Built-up
710,Cropland,Bareland,Forest,NULL,Non_Wetland,Forest
711,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
712,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
713,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
714,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
715,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
716,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Water
717,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
718,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL
719,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
720,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
721,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
722,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
723,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
724,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
725,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
726,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
727,Cropland,Built-up,Cropland,NULL,Non_Wetland,Wetland
728,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
729,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
730,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
731,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
732,Cropland,Built-up,Bareland,NULL,Non_Wetland,Cropland
733,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland
734,Cropland,Built-up,Bareland,NULL,Non_Wetland,Built-up
735,Cropland,Built-up,Bareland,NULL,Non_Wetland,Forest
736,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
737,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
738,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland
739,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
740,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest
741,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
742,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
743,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
744,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up
745,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
746,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland
747,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
748,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland
749,Cropland,Water,Grassland,NULL,Non_Wetland,Forest
750,Cropland,Water,Grassland,Water,Non_Wetland,Grassland
751,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland
752,Cropland,Water,Bareland,NULL,Non_Wetland,Grassland
753,Cropland,Water,Bareland,NULL,Non_Wetland,Cropland
754,Cropland,Water,Forest,NULL,Non_Wetland,Bareland
755,Cropland,Water,Forest,NULL,Non_Wetland,Forest
756,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
757,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
758,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
759,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland
760,Cropland,Forest,Shrubland,NULL,Non_Wetland,Built-up
761,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
762,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
763,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
764,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
765,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland
766,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
767,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
768,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
769,Cropland,Forest,Cropland,NULL,Non_Wetland,Built-up
770,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
771,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
772,Cropland,Forest,Built-up,NULL,Non_Wetland,Forest
773,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
774,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
775,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
776,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland
777,Cropland,Forest,Forest,NULL,Non_Wetland,Built-up
778,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
779,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
780,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
781,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water
782,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
783,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
784,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
785,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
786,Wetland,NULL,Shrubland,Water,Non_Wetland,Water
787,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
788,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest
789,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
790,Wetland,NULL,Wetland,Water,Wetland,Grassland
791,Wetland,NULL,Wetland,Water,Wetland,Wetland
792,Wetland,NULL,Wetland,Water,Wetland,Water
793,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
794,Wetland,NULL,Water,Water,Water,NULL
795,Wetland,NULL,Water,Water,Water,Wetland
796,Wetland,NULL,Water,Water,Water,Water
797,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
798,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
799,Wetland,NULL,Forest,NULL,Non_Wetland,Water
800,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland
801,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland
802,Wetland,NULL,Forest,Water,Non_Wetland,Wetland
803,Wetland,Bareland,Cropland,Non_Water,Non_Wetland,Water
804,Wetland,Bareland,Forest,NULL,Non_Wetland,Grassland
805,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland
806,Wetland,Water,Grassland,NULL,Non_Wetland,Water
807,Wetland,Water,Wetland,Water,Wetland,Water
808,Wetland,Water,Bareland,NULL,Non_Wetland,Grassland
809,Wetland,Water,Water,Water,Water,Water
810,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
811,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
812,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
813,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
814,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
815,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
816,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
817,Bareland,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
818,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
819,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
820,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water
821,Bareland,NULL,Shrubland,NULL,Non_Wetland,Permanent_ice_and_snow
822,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
823,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
824,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
825,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
826,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
827,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water
828,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
829,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL
830,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
831,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland
832,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
833,Bareland,NULL,Shrubland,Water,Non_Wetland,Built-up
834,Bareland,NULL,Shrubland,Water,Non_Wetland,Water
835,Bareland,NULL,Shrubland,Water,Non_Wetland,Forest
836,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
837,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
838,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
839,Bareland,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
840,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
841,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
842,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
843,Bareland,NULL,Grassland,NULL,Non_Wetland,Permanent_ice_and_snow
844,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
845,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
846,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
847,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Water
848,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Forest
