Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LVP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LVP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LVP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LVP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LVP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LVP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LVP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LVP_M_R
7369,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,NULL
7370,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,NULL
7371,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Forest,Forest,NULL
7372,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,Water,NULL
7373,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
7374,Wetland,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
7375,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
7376,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
7377,Wetland,Water,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7378,Wetland,Water,Grassland,NULL,Non_Wetland,Water,NULL,NULL
7379,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
7380,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
7381,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,NULL
7382,Wetland,Water,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
7383,Wetland,Water,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
7384,Wetland,Water,Grassland,Non_Water,Non_Wetland,Shrubland,Water,NULL
7385,Wetland,Water,Grassland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
7386,Wetland,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,NULL
7387,Wetland,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
7388,Wetland,Water,Grassland,Non_Water,Non_Wetland,Water,NULL,NULL
7389,Wetland,Water,Grassland,Non_Water,Non_Wetland,Forest,Water,Grassland
7390,Wetland,Water,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
7391,Wetland,Water,Grassland,Non_Water,Non_Wetland,Forest,Forest,NULL
7392,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
7393,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
7394,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
7395,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
7396,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Wetland
7397,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
7398,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,Water,NULL
7399,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
7400,Wetland,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
7401,Wetland,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
7402,Wetland,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7403,Wetland,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7404,Wetland,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7405,Wetland,Water,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
7406,Wetland,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,NULL
7407,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
7408,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
7409,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7410,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
7411,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7412,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7413,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland,Water,NULL
7414,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
7415,Wetland,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7416,Wetland,Water,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
7417,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
7418,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
7419,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
7420,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,NULL
7421,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Wetland
7422,Wetland,Water,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
7423,Wetland,Water,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
7424,Wetland,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
7425,Wetland,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
7426,Wetland,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
7427,Wetland,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Water,NULL
7428,Wetland,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
7429,Wetland,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
7430,Wetland,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
7431,Wetland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
7432,Wetland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
7433,Wetland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
7434,Wetland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7435,Wetland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
7436,Wetland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,NULL
7437,Wetland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
7438,Wetland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
7439,Wetland,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,NULL
7440,Wetland,Water,Cropland,Non_Water,Non_Wetland,Water,Water,NULL
7441,Wetland,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
7442,Wetland,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Bareland
7443,Wetland,Water,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,NULL
7444,Wetland,Water,Cropland,Non_Water,Non_Wetland,Forest,Water,NULL
7445,Wetland,Water,Cropland,Water,Non_Wetland,Shrubland,Water,NULL
7446,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
7447,Wetland,Water,Wetland,NULL,Wetland,NULL,Water,NULL
7448,Wetland,Water,Wetland,NULL,Wetland,Shrubland,Water,NULL
7449,Wetland,Water,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
7450,Wetland,Water,Wetland,NULL,Wetland,Water,Water,NULL
7451,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Grassland
7452,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
7453,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Water,NULL
7454,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
7455,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Water,Wetland
7456,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
7457,Wetland,Water,Wetland,Non_Water,Wetland,Shrubland,NULL,NULL
7458,Wetland,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
7459,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
7460,Wetland,Water,Wetland,Water,Wetland,NULL,Water,Water
7461,Wetland,Water,Wetland,Water,Wetland,Shrubland,NULL,Wetland
7462,Wetland,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Water
7463,Wetland,Water,Wetland,Water,Wetland,Shrubland,Water,Grassland
7464,Wetland,Water,Wetland,Water,Wetland,Shrubland,Water,Wetland
7465,Wetland,Water,Wetland,Water,Wetland,Grassland,Water,Wetland
7466,Wetland,Water,Wetland,Water,Wetland,Water,NULL,Water
7467,Wetland,Water,Wetland,Water,Wetland,Water,Shrubland,Water
7468,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
7469,Wetland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
7470,Wetland,Water,Bareland,NULL,Non_Wetland,Shrubland,NULL,NULL
7471,Wetland,Water,Bareland,NULL,Non_Wetland,Shrubland,Water,NULL
7472,Wetland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
7473,Wetland,Water,Bareland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
7474,Wetland,Water,Bareland,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
7475,Wetland,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,NULL
7476,Wetland,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Grassland
7477,Wetland,Water,Bareland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
7478,Wetland,Water,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
7479,Wetland,Water,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
7480,Wetland,Water,Bareland,Non_Water,Non_Wetland,Shrubland,Water,NULL
7481,Wetland,Water,Bareland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
7482,Wetland,Water,Bareland,Non_Water,Non_Wetland,Shrubland,Water,Cropland
7483,Wetland,Water,Bareland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
7484,Wetland,Water,Bareland,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
7485,Wetland,Water,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7486,Wetland,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,NULL
7487,Wetland,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
7488,Wetland,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Wetland
7489,Wetland,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Water
7490,Wetland,Water,Bareland,Non_Water,Non_Wetland,Water,Water,NULL
7491,Wetland,Water,Bareland,Non_Water,Non_Wetland,Forest,NULL,Grassland
7492,Wetland,Water,Bareland,Water,Non_Wetland,Shrubland,NULL,NULL
7493,Wetland,Water,Bareland,Water,Non_Wetland,Shrubland,Water,Wetland
7494,Wetland,Water,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
7495,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Water
7496,Wetland,Water,Water,Non_Water,Water,NULL,Shrubland,NULL
7497,Wetland,Water,Water,Non_Water,Water,NULL,Shrubland,Grassland
7498,Wetland,Water,Water,Non_Water,Water,NULL,Water,NULL
7499,Wetland,Water,Water,Non_Water,Water,NULL,Water,Grassland
7500,Wetland,Water,Water,Non_Water,Water,NULL,Water,Wetland
7501,Wetland,Water,Water,Non_Water,Water,Shrubland,NULL,NULL
7502,Wetland,Water,Water,Non_Water,Water,Shrubland,NULL,Wetland
7503,Wetland,Water,Water,Non_Water,Water,Shrubland,Shrubland,NULL
7504,Wetland,Water,Water,Non_Water,Water,Shrubland,Shrubland,Grassland
7505,Wetland,Water,Water,Non_Water,Water,Shrubland,Grassland,NULL
7506,Wetland,Water,Water,Non_Water,Water,Shrubland,Water,NULL
7507,Wetland,Water,Water,Non_Water,Water,Shrubland,Water,Grassland
7508,Wetland,Water,Water,Non_Water,Water,Shrubland,Water,Cropland
7509,Wetland,Water,Water,Non_Water,Water,Shrubland,Water,Wetland
7510,Wetland,Water,Water,Non_Water,Water,Shrubland,Forest,NULL
7511,Wetland,Water,Water,Non_Water,Water,Grassland,Shrubland,Grassland
7512,Wetland,Water,Water,Non_Water,Water,Grassland,Water,NULL
7513,Wetland,Water,Water,Non_Water,Water,Grassland,Water,Grassland
7514,Wetland,Water,Water,Non_Water,Water,Grassland,Water,Cropland
7515,Wetland,Water,Water,Non_Water,Water,Grassland,Water,Wetland
7516,Wetland,Water,Water,Non_Water,Water,Grassland,Forest,Grassland
7517,Wetland,Water,Water,Non_Water,Water,Water,Water,Water
7518,Wetland,Water,Water,Non_Water,Water,Forest,Shrubland,NULL
7519,Wetland,Water,Water,Non_Water,Water,Forest,Water,NULL
7520,Wetland,Water,Water,Water,Water,NULL,Water,Grassland
7521,Wetland,Water,Water,Water,Water,NULL,Water,Wetland
7522,Wetland,Water,Water,Water,Water,Shrubland,Shrubland,NULL
7523,Wetland,Water,Water,Water,Water,Shrubland,Shrubland,Grassland
7524,Wetland,Water,Water,Water,Water,Shrubland,Water,NULL
7525,Wetland,Water,Water,Water,Water,Shrubland,Water,Grassland
7526,Wetland,Water,Water,Water,Water,Shrubland,Water,Wetland
7527,Wetland,Water,Water,Water,Water,Grassland,Water,Grassland
7528,Wetland,Water,Water,Water,Water,Water,Water,Water
7529,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
7530,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Water,NULL
7531,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
7532,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7533,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
7534,Wetland,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
7535,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
7536,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Water,NULL
7537,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
7538,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Wetland
7539,Wetland,Water,Forest,Non_Water,Non_Wetland,Shrubland,NULL,NULL
7540,Wetland,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
7541,Wetland,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
7542,Wetland,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,NULL
7543,Wetland,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Grassland
7544,Wetland,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Cropland
7545,Wetland,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Wetland
7546,Wetland,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Forest
7547,Wetland,Water,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
7548,Wetland,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,NULL
7549,Wetland,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,NULL
7550,Wetland,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
7551,Wetland,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Water
7552,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,NULL
7553,Wetland,Water,Forest,Water,Non_Wetland,NULL,Water,Water
7554,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
7555,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
7556,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
7557,Wetland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7558,Wetland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
7559,Wetland,Forest,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
7560,Wetland,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
7561,Wetland,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
7562,Wetland,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
7563,Wetland,Forest,NULL,Water,Non_Wetland,Grassland,NULL,Water
7564,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
7565,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
7566,Wetland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
7567,Wetland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7568,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7569,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
7570,Wetland,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
7571,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
7572,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
7573,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,NULL
7574,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
7575,Wetland,Forest,Grassland,NULL,Non_Wetland,Water,Shrubland,NULL
7576,Wetland,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
7577,Wetland,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
7578,Wetland,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
7579,Wetland,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
7580,Wetland,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Forest,NULL
7581,Wetland,Forest,Grassland,Non_Water,Non_Wetland,Water,NULL,Forest
7582,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
7583,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
7584,Wetland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
7585,Wetland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7586,Wetland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7587,Wetland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
7588,Wetland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
7589,Wetland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
7590,Wetland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7591,Wetland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
7592,Wetland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
7593,Wetland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7594,Wetland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7595,Wetland,Forest,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
7596,Wetland,Forest,Cropland,NULL,Non_Wetland,Water,Shrubland,NULL
7597,Wetland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
7598,Wetland,Forest,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
7599,Wetland,Forest,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
7600,Wetland,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
7601,Wetland,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
7602,Wetland,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
7603,Wetland,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
7604,Wetland,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
7605,Wetland,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
7606,Wetland,Forest,Cropland,Non_Water,Non_Wetland,Water,NULL,NULL
7607,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,Shrubland,Water
7608,Wetland,Forest,Wetland,Water,Wetland,Water,NULL,Water
7609,Wetland,Forest,Bareland,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
7610,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
7611,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Water,NULL,Water
7612,Wetland,Forest,Water,NULL,Water,Grassland,Shrubland,NULL
7613,Wetland,Forest,Water,NULL,Water,Grassland,Grassland,NULL
7614,Wetland,Forest,Water,Non_Water,Water,NULL,Shrubland,Grassland
7615,Wetland,Forest,Water,Non_Water,Water,NULL,Shrubland,Cropland
7616,Wetland,Forest,Water,Non_Water,Water,NULL,Water,Grassland
7617,Wetland,Forest,Water,Non_Water,Water,Shrubland,NULL,Wetland
7618,Wetland,Forest,Water,Non_Water,Water,Shrubland,Shrubland,NULL
7619,Wetland,Forest,Water,Non_Water,Water,Shrubland,Shrubland,Grassland
7620,Wetland,Forest,Water,Non_Water,Water,Shrubland,Shrubland,Cropland
7621,Wetland,Forest,Water,Non_Water,Water,Shrubland,Water,NULL
7622,Wetland,Forest,Water,Non_Water,Water,Shrubland,Water,Grassland
7623,Wetland,Forest,Water,Non_Water,Water,Shrubland,Forest,NULL
7624,Wetland,Forest,Water,Non_Water,Water,Grassland,Shrubland,Cropland
7625,Wetland,Forest,Water,Non_Water,Water,Grassland,Forest,NULL
7626,Wetland,Forest,Water,Non_Water,Water,Water,Shrubland,Water
7627,Wetland,Forest,Water,Water,Water,NULL,NULL,Water
7628,Wetland,Forest,Water,Water,Water,Water,Water,Water
7629,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
7630,Wetland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
7631,Wetland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7632,Wetland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7633,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
7634,Wetland,Forest,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
7635,Wetland,Forest,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
7636,Wetland,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
7637,Wetland,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
7638,Wetland,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
7639,Wetland,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Water,Grassland
7640,Wetland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
7641,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
7642,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
7643,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
7644,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
7645,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
7646,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
7647,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
7648,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
7649,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
7650,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Built-up
7651,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
7652,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
7653,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
7654,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
7655,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
7656,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
7657,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
7658,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Cropland
7659,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
7660,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
7661,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Water,NULL
7662,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
7663,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
7664,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
7665,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
7666,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
7667,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Built-up
7668,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
7669,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7670,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7671,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
7672,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
7673,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
7674,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7675,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
7676,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7677,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
7678,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
7679,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
7680,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Cropland
7681,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Bareland
7682,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
7683,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
7684,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Bareland
7685,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Built-up
7686,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
7687,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
7688,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
7689,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
7690,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
7691,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7692,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
7693,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
7694,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
7695,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
7696,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
7697,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
