Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MQE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MQE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MQE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MQE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MQE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MQE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MQE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MQE_M_R
335,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Water,NULL
336,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
337,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
338,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
339,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
340,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
341,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
342,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
343,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
344,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
345,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
346,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
347,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
348,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
349,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
350,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
351,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
352,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
353,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
354,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,NULL
355,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
356,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
357,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
358,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
359,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
360,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
361,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
362,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
363,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
364,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
365,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
366,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
367,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
368,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
369,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
370,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
371,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
372,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,NULL
373,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
374,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
375,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
376,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
377,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
378,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
379,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
380,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
381,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
382,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,NULL
383,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,NULL
384,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,NULL
385,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
386,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
387,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,NULL
388,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
389,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
390,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,NULL
391,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,NULL
392,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
393,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
394,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,NULL
395,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,NULL
396,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
397,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
398,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
399,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
400,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
401,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
402,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
403,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
404,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
405,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
406,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
407,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
408,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
409,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
410,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
411,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
412,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
413,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,NULL
414,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
415,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
416,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
417,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
418,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
419,Grassland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,NULL
420,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
421,Grassland,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
422,Grassland,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
423,Grassland,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,NULL
424,Grassland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
425,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
426,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
427,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
428,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
429,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,NULL
430,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
431,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
432,Grassland,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
433,Grassland,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
434,Grassland,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
435,Grassland,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,NULL
436,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
437,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
438,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
439,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
440,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
441,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
442,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
443,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
444,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
445,Grassland,Forest,Bareland,NULL,Non_Wetland,Bareland,Grassland,NULL
446,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
447,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
448,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
449,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
450,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
451,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
452,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
453,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
454,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
455,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
456,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
457,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
458,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
459,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
460,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
461,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
462,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
463,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
464,Cropland,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
465,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
466,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
467,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,NULL
468,Cropland,NULL,Water,NULL,Water,Water,Wetland,NULL
469,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
470,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
471,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
472,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
473,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
474,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
475,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
476,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
477,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
478,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
479,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
480,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
481,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
482,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
483,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
484,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
485,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
486,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
487,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
488,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
489,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
490,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
491,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
492,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
493,Cropland,Water,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
494,Cropland,Water,Built-up,NULL,Non_Wetland,Water,Forest,NULL
495,Cropland,Water,Water,NULL,Water,Water,Wetland,NULL
496,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
497,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
498,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
499,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
500,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
501,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
502,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
503,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
504,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
505,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
506,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
507,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
508,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
509,Wetland,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
510,Wetland,NULL,Grassland,NULL,Non_Wetland,Water,Water,NULL
511,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
512,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,NULL
513,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,NULL
514,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Water,NULL
515,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
516,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,NULL
517,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
518,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,NULL
519,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,NULL
520,Wetland,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
521,Wetland,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
522,Wetland,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,NULL
523,Wetland,NULL,Water,NULL,Water,Wetland,Wetland,NULL
524,Wetland,NULL,Water,NULL,Water,Wetland,Water,NULL
525,Wetland,NULL,Water,NULL,Water,Water,Wetland,NULL
526,Wetland,NULL,Water,NULL,Water,Water,Water,NULL
527,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
528,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
529,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
530,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
531,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,NULL
532,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Water,NULL
533,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,NULL
534,Wetland,Wetland,Water,NULL,Water,Water,Water,NULL
535,Wetland,Bareland,Wetland,NULL,Wetland,Bareland,Water,NULL
536,Wetland,Bareland,Wetland,NULL,Wetland,Water,Water,NULL
537,Wetland,Bareland,Water,NULL,Water,Wetland,Water,NULL
538,Wetland,Bareland,Water,NULL,Water,Bareland,Water,NULL
539,Wetland,Bareland,Water,NULL,Water,Water,Water,NULL
540,Wetland,Water,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
541,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,NULL
542,Wetland,Water,Wetland,NULL,Wetland,Bareland,Water,NULL
543,Wetland,Water,Wetland,NULL,Wetland,Water,Water,NULL
544,Wetland,Water,Water,NULL,Water,Wetland,Water,NULL
545,Wetland,Water,Water,NULL,Water,Bareland,Water,NULL
546,Wetland,Water,Water,NULL,Water,Water,Water,NULL
547,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Water,NULL
548,Wetland,Water,Forest,NULL,Non_Wetland,Water,Water,NULL
549,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
550,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,NULL
551,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
552,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
553,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
554,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
555,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
556,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
557,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
558,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
559,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
560,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,NULL
561,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,NULL
562,Bareland,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,NULL
563,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
564,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
565,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
566,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,NULL,NULL
567,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Bareland,NULL
568,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
569,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
570,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
571,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
572,Bareland,Bareland,NULL,NULL,Non_Wetland,Wetland,Water,NULL
573,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
574,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Water,NULL
575,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
576,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
577,Bareland,Bareland,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
578,Bareland,Bareland,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
579,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
580,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water,Water,NULL
581,Bareland,Bareland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
582,Bareland,Bareland,Wetland,NULL,Wetland,Wetland,Water,NULL
583,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Wetland,NULL
584,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Water,NULL
585,Bareland,Bareland,Wetland,NULL,Wetland,Water,Wetland,NULL
586,Bareland,Bareland,Wetland,NULL,Wetland,Water,Water,NULL
587,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Wetland,NULL
588,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Water,NULL
589,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
590,Bareland,Bareland,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
591,Bareland,Bareland,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
592,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
593,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
594,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water,Bareland,NULL
595,Bareland,Bareland,Water,NULL,Water,Wetland,Wetland,NULL
596,Bareland,Bareland,Water,NULL,Water,Wetland,Water,NULL
597,Bareland,Bareland,Water,NULL,Water,Bareland,Wetland,NULL
598,Bareland,Bareland,Water,NULL,Water,Bareland,Water,NULL
599,Bareland,Bareland,Water,NULL,Water,Water,Wetland,NULL
600,Bareland,Bareland,Water,NULL,Water,Water,Water,NULL
601,Bareland,Bareland,Forest,NULL,Non_Wetland,Wetland,Water,NULL
602,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
603,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
604,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
605,Bareland,Built-up,NULL,NULL,Non_Wetland,Water,Grassland,NULL
606,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
607,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
608,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
609,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
610,Bareland,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
611,Bareland,Water,NULL,NULL,Non_Wetland,Wetland,Water,NULL
612,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Water,NULL
613,Bareland,Water,NULL,NULL,Non_Wetland,Water,Water,NULL
614,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
615,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
616,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
617,Bareland,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
618,Bareland,Water,Wetland,NULL,Wetland,Wetland,Wetland,NULL
619,Bareland,Water,Wetland,NULL,Wetland,Wetland,Water,NULL
620,Bareland,Water,Wetland,NULL,Wetland,Bareland,Water,NULL
621,Bareland,Water,Wetland,NULL,Wetland,Water,Wetland,NULL
622,Bareland,Water,Wetland,NULL,Wetland,Water,Water,NULL
623,Bareland,Water,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
624,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Water,NULL
625,Bareland,Water,Bareland,NULL,Non_Wetland,Water,Water,NULL
626,Bareland,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
627,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
628,Bareland,Water,Built-up,NULL,Non_Wetland,Water,Wetland,NULL
629,Bareland,Water,Water,NULL,Water,Wetland,Wetland,NULL
630,Bareland,Water,Water,NULL,Water,Wetland,Water,NULL
631,Bareland,Water,Water,NULL,Water,Bareland,Wetland,NULL
632,Bareland,Water,Water,NULL,Water,Bareland,Water,NULL
633,Bareland,Water,Water,NULL,Water,Water,Wetland,NULL
634,Bareland,Water,Water,NULL,Water,Water,Water,NULL
635,Bareland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
636,Bareland,Water,Forest,NULL,Non_Wetland,Wetland,Water,NULL
637,Bareland,Water,Forest,NULL,Non_Wetland,Water,Wetland,NULL
638,Bareland,Water,Forest,NULL,Non_Wetland,Water,Water,NULL
639,Bareland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
640,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
641,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
642,Bareland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
643,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
644,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
645,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
646,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,NULL
647,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
648,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
649,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
650,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
651,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
652,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
653,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
654,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,NULL
655,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
656,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
657,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,NULL
658,Water,NULL,Wetland,NULL,Wetland,Bareland,Grassland,NULL
659,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,NULL
660,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,NULL
661,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
662,Water,NULL,Wetland,NULL,Wetland,Water,Water,NULL
663,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
664,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Shrubland,NULL
665,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
666,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
667,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,NULL
668,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,NULL
669,Water,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
670,Water,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,NULL
671,Water,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,NULL
672,Water,NULL,Water,NULL,Water,Wetland,Wetland,NULL
673,Water,NULL,Water,NULL,Water,Bareland,Water,NULL
674,Water,NULL,Water,NULL,Water,Water,Wetland,NULL
675,Water,NULL,Water,NULL,Water,Water,Water,NULL
676,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
677,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,NULL
