Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KQB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KQB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KQB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KQB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KQB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KQB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KQB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KQB_M_R
784,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
785,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
786,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
787,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
788,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
789,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
790,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
791,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
792,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
793,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
794,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Water,Forest
795,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
796,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
797,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
798,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
799,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
800,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
801,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
802,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
803,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
804,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
805,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
806,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
807,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
808,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
809,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
810,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
811,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
812,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
813,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
814,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
815,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
816,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
817,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
818,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
819,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
820,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
821,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
822,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
823,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
824,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
825,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
826,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
827,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
828,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,NULL
829,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
830,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
831,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
832,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
833,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
834,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
835,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
836,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
837,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
838,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
839,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
840,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
841,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
842,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
843,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
844,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
845,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
846,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
847,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
848,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
849,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
850,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Water
851,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
852,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
853,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
854,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
855,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
856,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
857,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,NULL
858,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
859,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Water
860,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
861,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
862,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
863,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
864,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
865,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
866,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
867,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
868,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
869,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
870,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
871,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
872,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
873,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
874,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
875,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
876,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
877,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
878,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
879,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
880,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
881,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
882,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
883,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
884,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
885,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
886,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
887,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
888,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
889,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
890,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
891,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
892,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
893,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
894,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
895,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
896,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,NULL
897,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
898,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
899,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Bareland
900,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Water
901,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
902,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
903,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
904,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
905,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
906,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
907,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
908,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
909,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
910,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
911,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
912,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
913,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
914,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
915,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
916,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
917,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
918,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
919,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
920,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
921,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
922,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
923,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
924,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
925,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
926,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
927,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
928,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
929,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
930,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
931,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
932,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
933,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
934,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
935,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
936,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
937,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
938,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
939,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
940,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,NULL
941,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
942,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
943,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Forest
944,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
945,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
946,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
947,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
948,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
949,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
950,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
951,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
952,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
953,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
954,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
955,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
956,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,NULL
957,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
958,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,NULL
959,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
960,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Bareland
961,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Forest
962,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,NULL
963,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
964,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Cropland
965,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
966,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Built-up
967,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
968,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
969,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Bareland
970,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,NULL
971,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
972,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,Bareland
973,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,Forest
974,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
975,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
976,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
977,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
978,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
979,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
980,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
981,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
982,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
983,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Bareland
984,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
985,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Cropland
986,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
987,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
988,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
989,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
990,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
991,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
992,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
993,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
994,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
995,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
996,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,NULL
997,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
998,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
999,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,NULL
1000,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
1001,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
1002,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,NULL
1003,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
1004,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Bareland
1005,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
1006,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
1007,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
1008,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
1009,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
1010,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
1011,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
1012,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
1013,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
1014,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
1015,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
1016,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,NULL
1017,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
1018,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Forest
1019,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
1020,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1021,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Bareland
1022,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
1023,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
1024,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
1025,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
1026,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
1027,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1028,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
1029,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
1030,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Built-up
1031,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Water
1032,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1033,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,NULL
1034,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
1035,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
1036,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
1037,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Forest
1038,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,NULL
1039,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1040,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Bareland
1041,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
1042,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Bareland
1043,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
1044,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
1045,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1046,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
1047,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
1048,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1049,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
1050,NULL,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Grassland,Grassland
1051,NULL,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
1052,NULL,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Forest
1053,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,NULL
1054,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
1055,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Shrubland,NULL
1056,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
1057,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Bareland
1058,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,NULL
1059,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
1060,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Forest
1061,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,NULL
1062,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
1063,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Bareland
1064,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
1065,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
1066,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
1067,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1068,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
1069,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Forest
1070,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Bareland,Bareland
1071,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Water,Water
1072,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Water,Grassland
1073,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Water,Forest
1074,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
1075,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Shrubland,NULL
1076,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Shrubland,Grassland
1077,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Shrubland,Cropland
1078,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Shrubland,Forest
1079,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
1080,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Bareland
1081,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
1082,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Forest
1083,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Bareland,Grassland
1084,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Water,NULL
1085,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
1086,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Bareland
1087,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Water
1088,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Forest
1089,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
1090,NULL,NULL,Cropland,Water,Non_Wetland,Water,NULL,Grassland
1091,NULL,NULL,Cropland,Water,Non_Wetland,Water,Shrubland,Grassland
1092,NULL,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
1093,NULL,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Forest
1094,NULL,NULL,Cropland,Water,Non_Wetland,Water,Water,Grassland
1095,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1096,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1097,NULL,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Forest
1098,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
1099,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
1100,NULL,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
1101,NULL,NULL,Wetland,NULL,Wetland,NULL,Water,Bareland
1102,NULL,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
1103,NULL,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Forest
1104,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
1105,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
1106,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
1107,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,NULL
1108,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
1109,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
1110,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Bareland,Grassland
1111,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Water,NULL
1112,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Water,Grassland
1113,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Water,Forest
