Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KHC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KHC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KHC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KHC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KHC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KHC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KHC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KHC_M_R
13754,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
13755,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
13756,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
13757,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
13758,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Water
13759,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
13760,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
13761,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
13762,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
13763,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
13764,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Water
13765,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
13766,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Water
13767,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
13768,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Water
13769,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
13770,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Water
13771,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
13772,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
13773,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Water
13774,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
13775,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
13776,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
13777,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
13778,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,NULL
13779,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
13780,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Cropland
13781,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
13782,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
13783,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Water
13784,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Forest
13785,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
13786,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
13787,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Water
13788,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
13789,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
13790,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Water
13791,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,NULL
13792,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
13793,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Water
13794,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
13795,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
13796,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
13797,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
13798,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Built-up,Water
13799,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Built-up,Forest
13800,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,NULL
13801,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
13802,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Cropland
13803,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Wetland
13804,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
13805,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
13806,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Water
13807,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Forest
13808,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
13809,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Wetland
13810,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
13811,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
13812,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Water
13813,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Forest
13814,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Cropland
13815,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
13816,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
13817,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
13818,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Water
13819,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Built-up,Forest
13820,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,NULL
13821,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
13822,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Cropland
13823,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
13824,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
13825,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
13826,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Water
13827,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
13828,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Water
13829,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
13830,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
13831,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,NULL
13832,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
13833,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
13834,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Water,Wetland
13835,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Water,Water
13836,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
13837,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Water
13838,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
13839,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
13840,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
13841,Water,Water,Shrubland,Water,Non_Wetland,NULL,Wetland,Water
13842,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Cropland
13843,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Water
13844,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Forest
13845,Water,Water,Shrubland,Water,Non_Wetland,NULL,Forest,Water
13846,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
13847,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
13848,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Water
13849,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Water
13850,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Water
13851,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,NULL
13852,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
13853,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Water
13854,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Forest
13855,Water,Water,Shrubland,Water,Non_Wetland,Cropland,Water,Water
13856,Water,Water,Shrubland,Water,Non_Wetland,Wetland,NULL,Water
13857,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,NULL
13858,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,NULL
13859,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
13860,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
13861,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
13862,Water,Water,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
13863,Water,Water,Shrubland,Water,Non_Wetland,Bareland,NULL,Water
13864,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Water
13865,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Forest
13866,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Grassland,Water
13867,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Water
13868,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Wetland
13869,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
13870,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,NULL
13871,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
13872,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
13873,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
13874,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Forest,Water
13875,Water,Water,Shrubland,Water,Non_Wetland,Built-up,Water,Water
13876,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Water
13877,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Forest
13878,Water,Water,Shrubland,Water,Non_Wetland,Water,Shrubland,NULL
13879,Water,Water,Shrubland,Water,Non_Wetland,Water,Shrubland,Water
13880,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
13881,Water,Water,Shrubland,Water,Non_Wetland,Water,Bareland,Water
13882,Water,Water,Shrubland,Water,Non_Wetland,Water,Built-up,Water
13883,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Bareland
13884,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
13885,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
13886,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Water
13887,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Forest
13888,Water,Water,Shrubland,Water,Non_Wetland,Forest,NULL,Grassland
13889,Water,Water,Shrubland,Water,Non_Wetland,Forest,NULL,Water
13890,Water,Water,Shrubland,Water,Non_Wetland,Forest,NULL,Forest
13891,Water,Water,Shrubland,Water,Non_Wetland,Forest,Wetland,Water
13892,Water,Water,Shrubland,Water,Non_Wetland,Forest,Water,Water
13893,Water,Water,Shrubland,Water,Non_Wetland,Forest,Water,Forest
13894,Water,Water,Shrubland,Water,Non_Wetland,Forest,Forest,Water
13895,Water,Water,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
13896,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
13897,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
13898,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water,Grassland
13899,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water,Forest
13900,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Water
13901,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
13902,Water,Water,Grassland,NULL,Non_Wetland,Built-up,Water,Water
13903,Water,Water,Grassland,NULL,Non_Wetland,Water,NULL,Water
13904,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
13905,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
13906,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
13907,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
13908,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
13909,Water,Water,Grassland,NULL,Non_Wetland,Forest,NULL,Water
13910,Water,Water,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
13911,Water,Water,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
13912,Water,Water,Grassland,NULL,Non_Wetland,Forest,Water,Water
13913,Water,Water,Grassland,NULL,Non_Wetland,Forest,Water,Forest
13914,Water,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Water
13915,Water,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
13916,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
13917,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
13918,Water,Water,Grassland,Non_Water,Non_Wetland,Forest,NULL,Forest
13919,Water,Water,Grassland,Non_Water,Non_Wetland,Forest,Water,Water
13920,Water,Water,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
13921,Water,Water,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
13922,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Water
13923,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
13924,Water,Water,Grassland,Water,Non_Wetland,Water,Forest,Water
13925,Water,Water,Grassland,Water,Non_Wetland,Forest,Water,Forest
13926,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
13927,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
13928,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
13929,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
13930,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
13931,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
13932,Water,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
13933,Water,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Water
13934,Water,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
13935,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
13936,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
13937,Water,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
13938,Water,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
13939,Water,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Water
13940,Water,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
13941,Water,Water,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
13942,Water,Water,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
13943,Water,Water,Cropland,NULL,Non_Wetland,NULL,Bareland,Water
13944,Water,Water,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
13945,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,NULL
13946,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
13947,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
13948,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Wetland
13949,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
13950,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Built-up
13951,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Water
13952,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Forest
13953,Water,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
13954,Water,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
13955,Water,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Water
13956,Water,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
13957,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
13958,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Water
13959,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
13960,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
13961,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Water
13962,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
13963,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Water
13964,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Water
13965,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
13966,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Water
13967,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
13968,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
13969,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
13970,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
13971,Water,Water,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
13972,Water,Water,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
13973,Water,Water,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
13974,Water,Water,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
13975,Water,Water,Cropland,NULL,Non_Wetland,Cropland,Water,Cropland
13976,Water,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
13977,Water,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
13978,Water,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
13979,Water,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
13980,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
13981,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Water
13982,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
13983,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,NULL
13984,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
13985,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Water
13986,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
13987,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Forest,Water
13988,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
13989,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
13990,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
13991,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
13992,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
13993,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
13994,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
13995,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Water
13996,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
13997,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
13998,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Water
13999,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
14000,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
14001,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
14002,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Wetland
14003,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
14004,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
14005,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
14006,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
14007,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,NULL
14008,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
14009,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Wetland
14010,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
14011,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Built-up
14012,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Water
14013,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
14014,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
14015,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Water
14016,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
14017,Water,Water,Cropland,NULL,Non_Wetland,Built-up,NULL,Water
14018,Water,Water,Cropland,NULL,Non_Wetland,Built-up,Water,Water
14019,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,NULL
14020,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
14021,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
14022,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
14023,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Water
14024,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Forest
14025,Water,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Water
14026,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
14027,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Water
14028,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
14029,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Water
14030,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
14031,Water,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
14032,Water,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Cropland
14033,Water,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Water
14034,Water,Water,Cropland,NULL,Non_Wetland,Water,Built-up,Water
14035,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,NULL
14036,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
14037,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Cropland
14038,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
14039,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Forest
14040,Water,Water,Cropland,NULL,Non_Wetland,Water,Forest,Grassland
14041,Water,Water,Cropland,NULL,Non_Wetland,Water,Forest,Cropland
14042,Water,Water,Cropland,NULL,Non_Wetland,Water,Forest,Water
14043,Water,Water,Cropland,NULL,Non_Wetland,Water,Forest,Forest
14044,Water,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
14045,Water,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Water
14046,Water,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
14047,Water,Water,Cropland,NULL,Non_Wetland,Forest,Wetland,Water
14048,Water,Water,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
14049,Water,Water,Cropland,NULL,Non_Wetland,Forest,Built-up,Built-up
14050,Water,Water,Cropland,NULL,Non_Wetland,Forest,Water,NULL
14051,Water,Water,Cropland,NULL,Non_Wetland,Forest,Water,Grassland
14052,Water,Water,Cropland,NULL,Non_Wetland,Forest,Water,Water
14053,Water,Water,Cropland,NULL,Non_Wetland,Forest,Water,Forest
14054,Water,Water,Cropland,NULL,Non_Wetland,Forest,Forest,Water
14055,Water,Water,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
14056,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
14057,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
14058,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
14059,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
14060,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
14061,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
14062,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Bareland
14063,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
14064,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
14065,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Forest
14066,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
14067,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,NULL
14068,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
14069,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
14070,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
14071,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
14072,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
14073,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Water
14074,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Forest
14075,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,NULL,NULL
14076,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
14077,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Water
14078,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Forest
14079,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,NULL
14080,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
14081,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Cropland
14082,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Wetland
14083,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Water
14084,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Forest
14085,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Built-up
14086,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Water
14087,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Forest
14088,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Water
14089,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Water
14090,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Water
14091,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
14092,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
14093,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
14094,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Forest
14095,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
14096,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Bareland
14097,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
14098,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Forest
14099,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Wetland,Grassland
