Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KPT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KPT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KPT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KPT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KPT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KPT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KPT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KPT_M_R
8929,Bareland,Built-up,Water,NULL,Water,Bareland,Bareland,Bareland
8930,Bareland,Built-up,Water,NULL,Water,Bareland,Bareland,Built-up
8931,Bareland,Built-up,Water,NULL,Water,Bareland,Bareland,Water
8932,Bareland,Built-up,Water,NULL,Water,Bareland,Built-up,Grassland
8933,Bareland,Built-up,Water,NULL,Water,Bareland,Built-up,Bareland
8934,Bareland,Built-up,Water,NULL,Water,Bareland,Built-up,Built-up
8935,Bareland,Built-up,Water,NULL,Water,Bareland,Built-up,Forest
8936,Bareland,Built-up,Water,NULL,Water,Built-up,Built-up,Bareland
8937,Bareland,Built-up,Water,NULL,Water,Built-up,Built-up,Built-up
8938,Bareland,Built-up,Water,NULL,Water,Built-up,Built-up,Water
8939,Bareland,Built-up,Water,NULL,Water,Built-up,Built-up,Forest
8940,Bareland,Built-up,Water,Non_Water,Water,Bareland,Bareland,Grassland
8941,Bareland,Built-up,Water,Non_Water,Water,Bareland,Bareland,Water
8942,Bareland,Built-up,Water,Non_Water,Water,Built-up,Built-up,Bareland
8943,Bareland,Built-up,Water,Water,Water,Bareland,Bareland,Bareland
8944,Bareland,Built-up,Water,Water,Water,Bareland,Bareland,Built-up
8945,Bareland,Built-up,Water,Water,Water,Bareland,Bareland,Water
8946,Bareland,Built-up,Water,Water,Water,Bareland,Bareland,Forest
8947,Bareland,Built-up,Water,Water,Water,Bareland,Built-up,Grassland
8948,Bareland,Built-up,Water,Water,Water,Bareland,Built-up,Bareland
8949,Bareland,Built-up,Water,Water,Water,Bareland,Built-up,Built-up
8950,Bareland,Built-up,Water,Water,Water,Bareland,Built-up,Forest
8951,Bareland,Built-up,Water,Water,Water,Bareland,Water,Water
8952,Bareland,Built-up,Water,Water,Water,Built-up,Built-up,Bareland
8953,Bareland,Built-up,Water,Water,Water,Built-up,Built-up,Built-up
8954,Bareland,Built-up,Water,Water,Water,Built-up,Built-up,Water
8955,Bareland,Built-up,Water,Water,Water,Built-up,Built-up,Forest
8956,Bareland,Built-up,Water,Water,Water,Water,Bareland,Water
8957,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
8958,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
8959,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
8960,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
8961,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
8962,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
8963,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
8964,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
8965,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
8966,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
8967,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
8968,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
8969,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
8970,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
8971,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
8972,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Cropland
8973,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
8974,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
8975,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
8976,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
8977,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Bareland
8978,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
8979,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
8980,Bareland,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
8981,Bareland,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
8982,Bareland,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Bareland
8983,Bareland,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Built-up
8984,Bareland,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
8985,Bareland,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
8986,Bareland,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Cropland
8987,Bareland,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Bareland
8988,Bareland,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
8989,Bareland,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
8990,Bareland,Built-up,Forest,NULL,Non_Wetland,Water,Built-up,Forest
8991,Bareland,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
8992,Bareland,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
8993,Bareland,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
8994,Bareland,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
8995,Bareland,Built-up,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Water
8996,Bareland,Built-up,Forest,Non_Water,Non_Wetland,Bareland,Built-up,Forest
8997,Bareland,Built-up,Forest,Non_Water,Non_Wetland,Built-up,Built-up,Forest
8998,Bareland,Built-up,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
8999,Bareland,Built-up,Forest,Water,Non_Wetland,Bareland,Built-up,Bareland
9000,Bareland,Built-up,Forest,Water,Non_Wetland,Bareland,Built-up,Built-up
9001,Bareland,Built-up,Forest,Water,Non_Wetland,Built-up,Built-up,Bareland
9002,Bareland,Built-up,Forest,Water,Non_Wetland,Built-up,Built-up,Built-up
9003,Bareland,Built-up,Forest,Water,Non_Wetland,Built-up,Built-up,Forest
9004,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
9005,Bareland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
9006,Bareland,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
9007,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
9008,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
9009,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
9010,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
9011,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
9012,Bareland,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
9013,Bareland,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
9014,Bareland,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Water
9015,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
9016,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
9017,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
9018,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9019,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
9020,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
9021,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
9022,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
9023,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
9024,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
9025,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
9026,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
9027,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
9028,Bareland,Water,Shrubland,Water,Non_Wetland,Water,NULL,Water
9029,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
9030,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9031,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
9032,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
9033,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
9034,Bareland,Water,Cropland,NULL,Non_Wetland,Built-up,Water,Grassland
9035,Bareland,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
9036,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
9037,Bareland,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
9038,Bareland,Water,Cropland,Water,Non_Wetland,Water,NULL,Water
9039,Bareland,Water,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
9040,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Water
9041,Bareland,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
9042,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
9043,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
9044,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
9045,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
9046,Bareland,Water,Wetland,Water,Wetland,NULL,Bareland,Water
9047,Bareland,Water,Wetland,Water,Wetland,Bareland,Bareland,Bareland
9048,Bareland,Water,Wetland,Water,Wetland,Bareland,Bareland,Water
9049,Bareland,Water,Wetland,Water,Wetland,Water,Bareland,Water
9050,Bareland,Water,Wetland,Water,Wetland,Water,Water,Water
9051,Bareland,Water,Wetland,Water,Wetland,Water,Water,Forest
9052,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
9053,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
9054,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
9055,Bareland,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
9056,Bareland,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
9057,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
9058,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
9059,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
9060,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
9061,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
9062,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
9063,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
9064,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
9065,Bareland,Water,Built-up,NULL,Non_Wetland,Water,Water,Bareland
9066,Bareland,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
9067,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
9068,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
9069,Bareland,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
9070,Bareland,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
9071,Bareland,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
9072,Bareland,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Built-up
9073,Bareland,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
9074,Bareland,Water,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
9075,Bareland,Water,Built-up,Water,Non_Wetland,Water,Water,Water
9076,Bareland,Water,Water,NULL,Water,Bareland,Bareland,Bareland
9077,Bareland,Water,Water,Non_Water,Water,Bareland,Bareland,Bareland
9078,Bareland,Water,Water,Water,Water,NULL,Bareland,Water
9079,Bareland,Water,Water,Water,Water,Bareland,Bareland,Grassland
9080,Bareland,Water,Water,Water,Water,Bareland,Bareland,Bareland
9081,Bareland,Water,Water,Water,Water,Bareland,Bareland,Water
9082,Bareland,Water,Water,Water,Water,Bareland,Water,Water
9083,Bareland,Water,Water,Water,Water,Water,Bareland,Water
9084,Bareland,Water,Water,Water,Water,Water,Water,Water
9085,Bareland,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
9086,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
9087,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
9088,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
9089,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
9090,Bareland,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Water
9091,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
9092,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
9093,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
9094,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
9095,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
9096,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
9097,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
9098,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
9099,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
9100,Bareland,Forest,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
9101,Bareland,Forest,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
9102,Bareland,Forest,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
9103,Bareland,Forest,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
9104,Bareland,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
9105,Bareland,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
9106,Bareland,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
9107,Bareland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
9108,Bareland,Forest,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
9109,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
9110,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
9111,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
9112,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
9113,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
9114,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
9115,Bareland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9116,Bareland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
9117,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
9118,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9119,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9120,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
9121,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
9122,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
9123,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
9124,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9125,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
9126,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
9127,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
9128,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
9129,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
9130,Bareland,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
9131,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
9132,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
9133,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
9134,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
9135,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
9136,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
9137,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
9138,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
9139,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
9140,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
9141,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
9142,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9143,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
9144,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
9145,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9146,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
9147,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
9148,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
9149,Bareland,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
9150,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
9151,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
9152,Bareland,Forest,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
9153,Bareland,Forest,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
9154,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
9155,Bareland,Forest,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
9156,Bareland,Forest,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
9157,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
9158,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
9159,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
9160,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
9161,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
9162,Bareland,Forest,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
9163,Bareland,Forest,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
9164,Bareland,Forest,Water,NULL,Water,Bareland,Bareland,Bareland
9165,Bareland,Forest,Water,Water,Water,Bareland,Bareland,Forest
9166,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
9167,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
9168,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
9169,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
9170,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
9171,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
9172,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
9173,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
9174,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
9175,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
9176,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
9177,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
9178,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
9179,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
9180,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
9181,Bareland,Forest,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
9182,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
9183,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
9184,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
9185,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
9186,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
9187,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
9188,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
9189,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
9190,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
9191,Bareland,Forest,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
9192,Bareland,Forest,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
9193,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
9194,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
9195,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
9196,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
9197,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
9198,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
9199,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
9200,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Water
9201,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
9202,Water,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
9203,Water,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Water
9204,Water,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
9205,Water,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Bareland
9206,Water,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
9207,Water,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
9208,Water,NULL,NULL,NULL,Non_Wetland,NULL,Water,Cropland
9209,Water,NULL,NULL,NULL,Non_Wetland,NULL,Water,Bareland
9210,Water,NULL,NULL,NULL,Non_Wetland,NULL,Water,Water
9211,Water,NULL,NULL,NULL,Non_Wetland,NULL,Water,Forest
9212,Water,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
9213,Water,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
9214,Water,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
9215,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
9216,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
9217,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
9218,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
9219,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
9220,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
9221,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
9222,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Cropland
9223,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Water
9224,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
9225,Water,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
9226,Water,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Bareland
9227,Water,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Water
9228,Water,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
9229,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
9230,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
9231,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
9232,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Bareland
9233,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
9234,Water,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
9235,Water,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
9236,Water,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Water
9237,Water,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
9238,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
9239,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
9240,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
9241,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
9242,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
9243,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
9244,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
9245,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
9246,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
9247,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Water
9248,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Forest
9249,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
9250,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
9251,Water,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
9252,Water,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Bareland
9253,Water,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Water
9254,Water,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
9255,Water,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
9256,Water,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Water
9257,Water,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
9258,Water,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
9259,Water,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
9260,Water,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Water
9261,Water,NULL,NULL,NULL,Non_Wetland,Built-up,Water,Grassland
9262,Water,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
9263,Water,NULL,NULL,NULL,Non_Wetland,Water,NULL,Bareland
