Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LNH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LNH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LNH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LNH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LNH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LNH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LNH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LNH_M_R
683,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
684,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
685,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
686,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
687,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
688,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
689,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
690,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
691,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
692,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
693,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
694,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
695,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
696,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
697,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
698,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
699,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
700,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
701,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
702,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
703,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
704,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
705,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
706,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
707,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
708,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
709,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
710,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
711,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
712,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
713,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
714,Bareland,NULL,Water,NULL,Water,NULL,NULL,Cropland
715,Bareland,NULL,Water,NULL,Water,NULL,NULL,Wetland
716,Bareland,NULL,Water,NULL,Water,NULL,NULL,Water
717,Bareland,NULL,Water,NULL,Water,NULL,NULL,Forest
718,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
719,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
720,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Water
721,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
722,Bareland,NULL,Water,Water,Water,NULL,NULL,Grassland
723,Bareland,NULL,Water,Water,Water,NULL,NULL,Wetland
724,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
725,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
726,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
727,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
728,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
729,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
730,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
731,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
732,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
733,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
734,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
735,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
736,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
737,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
738,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
739,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
740,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
741,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
742,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
743,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
744,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
745,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
746,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
747,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
748,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
749,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
750,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
751,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
752,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
753,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
754,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
755,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
756,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
757,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
758,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
759,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
760,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
761,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
762,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
763,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
764,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
765,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
766,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
767,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
768,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
769,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
770,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
771,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Wetland
772,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Forest
773,Bareland,Cropland,Water,Non_Water,Water,NULL,NULL,Wetland
774,Bareland,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
775,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
776,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
777,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
778,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
779,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
780,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
781,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
782,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
783,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
784,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
785,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
786,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
787,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
788,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
789,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
790,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
791,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
792,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
793,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
794,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
795,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
796,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
797,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
798,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
799,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
800,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
801,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
802,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
803,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
804,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
805,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
806,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
807,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
808,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
809,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
810,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
811,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
812,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
813,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
814,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
815,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
816,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
817,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
818,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
819,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
820,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
821,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Water
822,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
823,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
824,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
825,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
826,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
827,Bareland,Built-up,Water,Water,Water,NULL,NULL,Water
828,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
829,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
830,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
831,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
832,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
833,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
834,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
835,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
836,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
837,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
838,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
839,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
840,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
841,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
842,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
843,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
844,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
845,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
846,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
847,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
848,Bareland,Water,Water,NULL,Water,NULL,NULL,Grassland
849,Bareland,Water,Water,NULL,Water,NULL,NULL,Forest
850,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
851,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
852,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
853,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
854,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
855,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
856,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
857,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
858,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
859,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
860,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
861,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
862,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
863,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
864,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
865,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
866,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
867,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
868,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
869,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
870,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
871,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
872,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
873,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
874,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
875,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
876,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
877,Bareland,Forest,Water,NULL,Water,NULL,NULL,Wetland
878,Bareland,Forest,Water,NULL,Water,NULL,NULL,Forest
879,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
880,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
881,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
882,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
883,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
884,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
885,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
886,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
887,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
888,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
889,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
890,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
891,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
892,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
893,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
894,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
895,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
896,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
897,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
898,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
899,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
900,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
901,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
902,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
903,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
904,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
905,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
906,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
907,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
908,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
909,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
910,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
911,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
912,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
913,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
914,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
915,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
916,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
917,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
918,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
919,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
920,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
921,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
922,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
923,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
924,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
925,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
926,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
927,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
928,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
929,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
930,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
931,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
932,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
933,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
934,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
935,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
936,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
937,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
938,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
939,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
940,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
941,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
942,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
943,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
944,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
945,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
946,Water,NULL,Water,NULL,Water,NULL,NULL,Cropland
947,Water,NULL,Water,NULL,Water,NULL,NULL,Wetland
948,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
949,Water,NULL,Water,NULL,Water,NULL,NULL,Water
950,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
951,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
952,Water,NULL,Water,Non_Water,Water,NULL,NULL,Water
953,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
954,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
955,Water,NULL,Water,Water,Water,NULL,NULL,Water
956,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
957,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
958,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
959,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
960,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
961,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
962,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
963,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
964,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
965,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
966,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
967,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
968,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
969,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
970,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
971,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
972,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
973,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
974,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
975,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
976,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
977,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
978,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
979,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
980,Water,Cropland,Water,NULL,Water,NULL,NULL,Grassland
981,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
982,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
983,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
984,Water,Wetland,Water,Water,Water,NULL,NULL,Water
985,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
986,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
987,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
988,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
989,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
990,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
991,Water,Built-up,Water,NULL,Water,NULL,NULL,Water
992,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
993,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
994,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
995,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
996,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
997,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
998,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
999,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1000,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1001,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1002,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1003,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1004,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1005,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1006,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1007,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1008,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1009,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1010,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1011,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1012,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1013,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1014,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1015,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1016,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1017,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1018,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1019,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1020,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1021,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1022,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1023,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1024,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1025,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1026,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1027,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1028,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1029,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1030,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1031,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1032,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1033,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1034,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1035,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
