Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MBT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MBT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MBT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MBT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MBT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MBT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MBT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MBT_M_R
942,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
943,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
944,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
945,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
946,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
947,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
948,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
949,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
950,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
951,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
952,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
953,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
954,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
955,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
956,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
957,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
958,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
959,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
960,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
961,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
962,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
963,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
964,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
965,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
966,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
967,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
968,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
969,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
970,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
971,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
972,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
973,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
974,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
975,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
976,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
977,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
978,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
979,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
980,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
981,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
982,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
983,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
984,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
985,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
986,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
987,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
988,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
989,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
990,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
991,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
992,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
993,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
994,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
995,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
996,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
997,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
998,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
999,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1000,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1001,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1002,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1003,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1004,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1005,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1006,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1007,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1008,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1009,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1010,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1011,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1012,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1013,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1014,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1015,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1016,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1017,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1018,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1019,Cropland,NULL,Wetland,Water,Wetland,Bareland,Grassland,Bareland
1020,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1021,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1022,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1023,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1024,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1025,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1026,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1027,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1028,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1029,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1030,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1031,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
1032,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
1033,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1034,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1035,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1036,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1037,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1038,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
1039,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1040,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1041,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
1042,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1043,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1044,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1045,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1046,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1047,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
1048,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1049,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1050,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1051,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
1052,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1053,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
1054,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1055,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1056,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
1057,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1058,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
1059,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1060,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1061,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1062,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1063,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
1064,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1065,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1066,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
1067,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1068,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1069,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1070,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
1071,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1072,Cropland,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1073,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
1074,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1075,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1076,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1077,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1078,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1079,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1080,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1081,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1082,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
1083,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1084,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1085,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1086,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1087,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1088,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1089,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1090,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1091,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1092,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1093,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
1094,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1095,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1096,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1097,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1098,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1099,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1100,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1101,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1102,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
1103,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1104,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1105,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1106,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1107,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
1108,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
1109,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
1110,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1111,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1112,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1113,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1114,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1115,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1116,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1117,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
1118,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1119,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
1120,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
1121,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1122,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1123,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1124,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
1125,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1126,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1127,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1128,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1129,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1130,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1131,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Cropland
1132,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1133,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1134,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
1135,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1136,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
1137,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1138,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1139,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1140,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1141,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1142,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1143,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1144,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1145,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1146,Cropland,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
1147,Cropland,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
1148,Cropland,Cropland,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
1149,Cropland,Cropland,Grassland,NULL,Non_Wetland,Water,Forest,Forest
1150,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1151,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1152,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1153,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
1154,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1155,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1156,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1157,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
1158,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1159,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
1160,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1161,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1162,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1163,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1164,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1165,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1166,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
1167,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1168,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1169,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
1170,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1171,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1172,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
1173,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1174,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1175,Cropland,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
1176,Cropland,Cropland,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
1177,Cropland,Cropland,Wetland,Water,Wetland,Shrubland,Grassland,Forest
1178,Cropland,Cropland,Wetland,Water,Wetland,Grassland,Grassland,Forest
1179,Cropland,Cropland,Wetland,Water,Wetland,Grassland,Forest,Forest
1180,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1181,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
1182,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
1183,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1184,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1185,Cropland,Cropland,Built-up,NULL,Non_Wetland,Wetland,Grassland,Built-up
1186,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
1187,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1188,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1189,Cropland,Cropland,Water,NULL,Water,Grassland,Water,Forest
1190,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1191,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1192,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1193,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1194,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
1195,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
1196,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1197,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1198,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1199,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1200,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
1201,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
1202,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1203,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1204,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1205,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1206,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1207,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1208,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1209,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1210,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1211,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1212,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
1213,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1214,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1215,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1216,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1217,Cropland,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1218,Cropland,Cropland,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1219,Cropland,Cropland,Forest,NULL,Non_Wetland,Water,Forest,Forest
1220,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
1221,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
1222,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Forest
1223,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
1224,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland,Grassland,Cropland
1225,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
1226,Cropland,Cropland,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
1227,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1228,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1229,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1230,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1231,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1232,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1233,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1234,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1235,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1236,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1237,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1238,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1239,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1240,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1241,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1242,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1243,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1244,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1245,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1246,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1247,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1248,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1249,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1250,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1251,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1252,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1253,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1254,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1255,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
