Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MXA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MXA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MXA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MXA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MXA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18MXA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18MXA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MXA_M_R
347,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
348,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
349,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
350,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
351,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
352,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
353,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
354,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
355,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
356,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
357,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
358,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
359,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
360,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
361,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
362,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
363,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
364,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
365,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
366,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
367,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
368,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
369,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
370,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
371,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
372,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
373,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
374,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
375,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
376,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
377,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Water
378,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
379,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
380,NULL,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
381,NULL,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
382,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
383,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
384,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
385,NULL,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
386,NULL,Forest,Water,NULL,Water,NULL,NULL,Forest
387,NULL,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
388,NULL,Forest,Water,Non_Water,Water,NULL,NULL,Forest
389,NULL,Forest,Water,Water,Water,NULL,NULL,Grassland
390,NULL,Forest,Water,Water,Water,NULL,NULL,Water
391,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
392,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
393,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
394,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
395,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
396,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
397,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
398,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
399,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
400,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
401,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
402,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
403,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
404,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
405,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
406,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
407,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
408,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
409,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
410,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
411,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
412,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
413,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
414,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
415,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
416,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
417,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
418,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
419,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
420,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
421,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
422,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
423,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
424,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
425,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
426,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
427,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
428,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
429,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
430,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
431,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
432,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
433,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
434,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
435,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
436,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
437,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
438,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
439,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
440,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
441,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
442,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
443,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
444,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
445,Grassland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
446,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
447,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
448,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
449,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
450,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
451,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
452,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
453,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
454,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
455,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
456,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
457,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
458,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
459,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
460,Grassland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
461,Grassland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
462,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
463,Grassland,NULL,Water,NULL,Water,NULL,NULL,Wetland
464,Grassland,NULL,Water,NULL,Water,NULL,NULL,Bareland
465,Grassland,NULL,Water,NULL,Water,NULL,NULL,Water
466,Grassland,NULL,Water,NULL,Water,NULL,NULL,Forest
467,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
468,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
469,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Water
470,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
471,Grassland,NULL,Water,Water,Water,NULL,NULL,Grassland
472,Grassland,NULL,Water,Water,Water,NULL,NULL,Wetland
473,Grassland,NULL,Water,Water,Water,NULL,NULL,Water
474,Grassland,NULL,Water,Water,Water,NULL,NULL,Forest
475,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
476,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
477,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
478,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
479,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
480,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
481,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
482,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
483,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
484,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
485,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
486,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
487,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
488,Grassland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
489,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
490,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
491,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
492,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
493,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
494,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
495,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
496,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
497,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
498,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
499,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
500,Grassland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
501,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
502,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
503,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
504,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
505,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
506,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
507,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
508,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
509,Grassland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
510,Grassland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
511,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
512,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
513,Grassland,Cropland,Water,Water,Water,NULL,NULL,Grassland
514,Grassland,Cropland,Water,Water,Water,NULL,NULL,Water
515,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
516,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
517,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
518,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
519,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
520,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
521,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
522,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
523,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
524,Grassland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
525,Grassland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
526,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
527,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
528,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
529,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
530,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
531,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
532,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
533,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
534,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
535,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
536,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
537,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
538,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
539,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
540,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
541,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
542,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
543,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
544,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
545,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
546,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
547,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
548,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
549,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
550,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
551,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
552,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
553,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
554,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
555,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
556,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
557,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
558,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
559,Grassland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
560,Grassland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
561,Grassland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
562,Grassland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
563,Grassland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
564,Grassland,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
565,Grassland,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
566,Grassland,Wetland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
567,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
568,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Water
569,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Forest
570,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
571,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
572,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
573,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
574,Grassland,Wetland,Water,Water,Water,NULL,NULL,Grassland
575,Grassland,Wetland,Water,Water,Water,NULL,NULL,Wetland
576,Grassland,Wetland,Water,Water,Water,NULL,NULL,Water
577,Grassland,Wetland,Water,Water,Water,NULL,NULL,Forest
578,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
579,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
580,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
581,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
582,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
583,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
584,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
585,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
586,Grassland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
587,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
588,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
589,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
590,Grassland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
591,Grassland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
592,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
593,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
594,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
595,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
596,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
597,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
598,Grassland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
599,Grassland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
600,Grassland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
601,Grassland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
602,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
603,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
604,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
605,Grassland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
606,Grassland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
607,Grassland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
608,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
609,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
610,Grassland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
611,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
612,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
613,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
614,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
615,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
616,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
617,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
618,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
619,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Water
620,Grassland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
621,Grassland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
622,Grassland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
623,Grassland,Water,Water,NULL,Water,NULL,NULL,Grassland
624,Grassland,Water,Water,NULL,Water,NULL,NULL,Water
625,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
626,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Water
627,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Forest
628,Grassland,Water,Water,Water,Water,NULL,NULL,Grassland
629,Grassland,Water,Water,Water,Water,NULL,NULL,Wetland
630,Grassland,Water,Water,Water,Water,NULL,NULL,Water
631,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
632,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
633,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
634,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
635,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
636,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
637,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
638,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
639,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
640,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
641,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
642,Grassland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
643,Grassland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
644,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
645,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
646,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
647,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
648,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
649,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
650,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
651,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
652,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
653,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
654,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
655,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
656,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
657,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
658,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
659,Grassland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
660,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
661,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
662,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
663,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
664,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
665,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
666,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
667,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
668,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
669,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
670,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
671,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
672,Grassland,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
673,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
674,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
675,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
676,Grassland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
677,Grassland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
678,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
679,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
680,Grassland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
681,Grassland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
682,Grassland,Forest,Water,NULL,Water,NULL,NULL,Grassland
683,Grassland,Forest,Water,NULL,Water,NULL,NULL,Bareland
684,Grassland,Forest,Water,NULL,Water,NULL,NULL,Water
685,Grassland,Forest,Water,NULL,Water,NULL,NULL,Forest
686,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
687,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
688,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Water
689,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
690,Grassland,Forest,Water,Water,Water,NULL,NULL,Grassland
691,Grassland,Forest,Water,Water,Water,NULL,NULL,Wetland
692,Grassland,Forest,Water,Water,Water,NULL,NULL,Water
693,Grassland,Forest,Water,Water,Water,NULL,NULL,Forest
694,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
695,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
