Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18LZR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LZR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LZR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LZR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LZR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18LZR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18LZR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18LZR_M_R
967,Grassland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
968,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
969,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Water
970,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
971,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
972,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
973,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Water
974,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
975,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Bareland,Grassland
976,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Water,Grassland
977,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Water,Forest
978,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Forest,Forest
979,Grassland,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
980,Grassland,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
981,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
982,Grassland,Cropland,NULL,NULL,Non_Wetland,Water,Forest,Bareland
983,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
984,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
985,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
986,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
987,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
988,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
989,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
990,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
991,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
992,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
993,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
994,Grassland,Cropland,Wetland,Water,Wetland,Grassland,Grassland,Water
995,Grassland,Cropland,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
996,Grassland,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
997,Grassland,Cropland,Water,NULL,Water,Grassland,Grassland,Bareland
998,Grassland,Cropland,Water,NULL,Water,Grassland,Forest,Grassland
999,Grassland,Cropland,Water,NULL,Water,Bareland,Grassland,Bareland
1000,Grassland,Cropland,Water,NULL,Water,Bareland,Grassland,Water
1001,Grassland,Cropland,Water,Non_Water,Water,Grassland,Grassland,Bareland
1002,Grassland,Cropland,Water,Non_Water,Water,Grassland,Forest,Grassland
1003,Grassland,Cropland,Water,Water,Water,Bareland,Grassland,Grassland
1004,Grassland,Cropland,Water,Water,Water,Bareland,Grassland,Water
1005,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1006,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1007,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1008,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1009,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1010,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1011,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1012,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Forest
1013,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1014,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1015,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1016,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1017,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1018,Grassland,Bareland,Grassland,Water,Non_Wetland,Bareland,Forest,Grassland
1019,Grassland,Bareland,Water,NULL,Water,Bareland,Grassland,Bareland
1020,Grassland,Bareland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1021,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1022,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1023,Grassland,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1024,Grassland,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
1025,Grassland,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1026,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1027,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1028,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1029,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1030,Grassland,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1031,Grassland,Water,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1032,Grassland,Water,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
1033,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1034,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1035,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1036,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
1037,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1038,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1039,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
1040,Grassland,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1041,Grassland,Water,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1042,Grassland,Water,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1043,Grassland,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1044,Grassland,Water,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
1045,Grassland,Water,Grassland,Water,Non_Wetland,Water,Forest,Grassland
1046,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1047,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1048,Grassland,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1049,Grassland,Water,Bareland,Water,Non_Wetland,Grassland,Water,Forest
1050,Grassland,Water,Bareland,Water,Non_Wetland,Bareland,Water,Forest
1051,Grassland,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1052,Grassland,Water,Water,NULL,Water,Grassland,Grassland,Grassland
1053,Grassland,Water,Water,NULL,Water,Grassland,Grassland,Forest
1054,Grassland,Water,Water,NULL,Water,Grassland,Bareland,Grassland
1055,Grassland,Water,Water,NULL,Water,Grassland,Water,Grassland
1056,Grassland,Water,Water,NULL,Water,Grassland,Water,Forest
1057,Grassland,Water,Water,NULL,Water,Water,Water,Grassland
1058,Grassland,Water,Water,Non_Water,Water,Grassland,Grassland,Grassland
1059,Grassland,Water,Water,Non_Water,Water,Grassland,Wetland,Grassland
1060,Grassland,Water,Water,Non_Water,Water,Grassland,Water,Water
1061,Grassland,Water,Water,Non_Water,Water,Bareland,Wetland,Grassland
1062,Grassland,Water,Water,Non_Water,Water,Water,Wetland,Forest
1063,Grassland,Water,Water,Water,Water,Grassland,Grassland,Water
1064,Grassland,Water,Water,Water,Water,Grassland,Grassland,Forest
1065,Grassland,Water,Water,Water,Water,Grassland,Bareland,Grassland
1066,Grassland,Water,Water,Water,Water,Grassland,Water,Grassland
1067,Grassland,Water,Water,Water,Water,Grassland,Water,Water
1068,Grassland,Water,Water,Water,Water,Grassland,Water,Forest
1069,Grassland,Water,Water,Water,Water,Grassland,Forest,Water
1070,Grassland,Water,Water,Water,Water,Water,Water,Water
1071,Grassland,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1072,Grassland,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1073,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1074,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
1075,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1076,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1077,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1078,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1079,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1080,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1081,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1082,Grassland,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1083,Grassland,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1084,Grassland,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
1085,Grassland,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1086,Grassland,Water,Forest,NULL,Non_Wetland,Water,Water,Water
1087,Grassland,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1088,Grassland,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
1089,Grassland,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1090,Grassland,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1091,Grassland,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Water
1092,Grassland,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1093,Grassland,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1094,Grassland,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
1095,Grassland,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
1096,Grassland,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
1097,Grassland,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Water
1098,Grassland,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
1099,Grassland,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
1100,Grassland,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
1101,Grassland,Water,Forest,Water,Non_Wetland,Grassland,Water,Grassland
1102,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1103,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1104,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1105,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1106,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1107,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1108,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1109,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1110,Grassland,Forest,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
1111,Grassland,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
1112,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1113,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1114,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1115,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1116,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1117,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1118,Grassland,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
1119,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Water
1120,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1121,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1122,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1123,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
1124,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1125,Grassland,Forest,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
1126,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1127,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
1128,Grassland,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1129,Grassland,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1130,Grassland,Forest,Water,NULL,Water,Grassland,Grassland,Grassland
1131,Grassland,Forest,Water,NULL,Water,Grassland,Water,Grassland
1132,Grassland,Forest,Water,NULL,Water,Grassland,Forest,Grassland
1133,Grassland,Forest,Water,NULL,Water,Grassland,Forest,Forest
1134,Grassland,Forest,Water,Non_Water,Water,NULL,Grassland,Grassland
1135,Grassland,Forest,Water,Non_Water,Water,Bareland,Water,Forest
1136,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1137,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1138,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1139,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1140,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1141,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1142,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1143,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1144,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1145,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1146,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1147,Grassland,Forest,Forest,NULL,Non_Wetland,Water,Water,Grassland
1148,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1149,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1150,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1151,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1152,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1153,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
1154,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
1155,Grassland,Forest,Forest,Non_Water,Non_Wetland,Bareland,Forest,Forest
1156,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1157,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1158,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1159,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1160,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1161,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
1162,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
1163,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1164,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1165,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1166,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1167,Cropland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
1168,Cropland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1169,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
1170,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1171,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1172,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1173,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1174,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Bareland
1175,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
1176,Cropland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
1177,Cropland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
1178,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1179,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1180,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1181,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
1182,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
1183,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1184,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
1185,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Bareland
1186,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1187,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
1188,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1189,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1190,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
1191,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
1192,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1193,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1194,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Water
1195,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1196,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Bareland
1197,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1198,Cropland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
1199,Cropland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
1200,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1201,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1202,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1203,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
1204,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1205,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
1206,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1207,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Bareland
1208,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
1209,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1210,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
1211,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
1212,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
1213,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Bareland
1214,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Forest
1215,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1216,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1217,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1218,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1219,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1220,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1221,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1222,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1223,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1224,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
1225,Cropland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Water
1226,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Water
1227,Cropland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1228,Cropland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
1229,Cropland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1230,Cropland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland,Water,Grassland
1231,Cropland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1232,Cropland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Grassland,Grassland,Grassland
1233,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1234,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
1235,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1236,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
1237,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Forest
1238,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1239,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1240,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1241,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1242,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
1243,Cropland,NULL,Built-up,Water,Non_Wetland,Bareland,Grassland,Grassland
1244,Cropland,NULL,Water,NULL,Water,Water,Wetland,Forest
1245,Cropland,NULL,Water,Non_Water,Water,Grassland,Grassland,Bareland
1246,Cropland,NULL,Water,Non_Water,Water,Grassland,Forest,Water
1247,Cropland,NULL,Water,Non_Water,Water,Bareland,Grassland,Grassland
1248,Cropland,NULL,Water,Non_Water,Water,Bareland,Grassland,Bareland
1249,Cropland,NULL,Water,Non_Water,Water,Bareland,Water,Water
1250,Cropland,NULL,Water,Non_Water,Water,Water,Water,Water
1251,Cropland,NULL,Water,Non_Water,Water,Forest,Forest,Forest
1252,Cropland,NULL,Water,Water,Water,Grassland,Grassland,Bareland
1253,Cropland,NULL,Water,Water,Water,Grassland,Grassland,Water
1254,Cropland,NULL,Water,Water,Water,Grassland,Grassland,Forest
1255,Cropland,NULL,Water,Water,Water,Grassland,Wetland,Water
1256,Cropland,NULL,Water,Water,Water,Grassland,Water,Water
1257,Cropland,NULL,Water,Water,Water,Bareland,Grassland,Grassland
1258,Cropland,NULL,Water,Water,Water,Bareland,Grassland,Water
1259,Cropland,NULL,Water,Water,Water,Water,Grassland,Forest
1260,Cropland,NULL,Water,Water,Water,Water,Water,Water
1261,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1262,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1263,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1264,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
1265,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1266,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1267,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1268,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1269,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1270,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1271,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1272,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1273,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1274,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1275,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1276,Cropland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1277,Cropland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1278,Cropland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1279,Cropland,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
1280,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1281,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1282,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1283,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1284,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1285,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1286,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1287,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Forest
1288,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
1289,Cropland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1290,Cropland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
1291,Cropland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
1292,Cropland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
1293,Cropland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
1294,Cropland,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
1295,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
1296,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
