Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NYC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NYC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NYC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NYC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NYC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NYC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NYC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NYC_M_R
334,Wetland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
335,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
336,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
337,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
338,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
339,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
340,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
341,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
342,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
343,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
344,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
345,Bareland,Water,Wetland,NULL,Wetland,Water,Wetland,Water
346,Bareland,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
347,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
348,Bareland,Water,Water,Water,Water,NULL,NULL,Water
349,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
350,Bareland,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
351,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
352,Bareland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
353,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
354,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
355,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
356,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
357,Bareland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
358,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
359,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
360,Bareland,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
361,Bareland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
362,Bareland,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
363,Bareland,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
364,Bareland,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
365,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
366,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
367,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
368,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
369,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
370,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
371,Bareland,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
372,Bareland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
373,Bareland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
374,Bareland,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
375,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
376,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
377,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
378,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
379,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
380,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
381,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
382,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
383,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
384,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
385,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
386,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
387,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
388,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
389,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
390,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
391,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
392,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
393,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
394,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
395,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
396,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
397,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
398,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
399,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
400,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
401,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
402,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
403,Water,NULL,Wetland,NULL,Wetland,NULL,Wetland,Water
404,Water,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
405,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
406,Water,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
407,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
408,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
409,Water,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
410,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
411,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
412,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
413,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
414,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
415,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
416,Water,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
417,Water,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Water
418,Water,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
419,Water,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
420,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
421,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
422,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
423,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
424,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
425,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
426,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
427,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
428,Water,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
429,Water,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
430,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
431,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
432,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
433,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
434,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
435,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
436,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
437,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
438,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
439,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
440,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
441,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
442,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
443,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
444,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
445,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
446,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
447,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
448,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
449,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
450,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
451,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
452,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
453,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Water
454,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Water
455,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
456,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
457,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
458,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
459,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Forest,Water
460,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
461,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
462,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
463,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
464,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
465,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Grassland
466,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
467,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
468,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
469,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
470,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Water
471,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
472,Water,Water,Wetland,NULL,Wetland,Grassland,NULL,Water
473,Water,Water,Wetland,NULL,Wetland,Grassland,NULL,Forest
474,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
475,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
476,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
477,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
478,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Bareland
479,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
480,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
481,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
482,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
483,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
484,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
485,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
486,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
487,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
488,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
489,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
490,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
491,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
492,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
493,Water,Water,Wetland,Non_Water,Wetland,NULL,Forest,Water
494,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
495,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
496,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
497,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
498,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
499,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
500,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
501,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
502,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
503,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
504,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
505,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
506,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
507,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
508,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Water
509,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
510,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
511,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
512,Water,Water,Wetland,Water,Wetland,NULL,Forest,Water
513,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
514,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
515,Water,Water,Wetland,Water,Wetland,Water,Grassland,Water
516,Water,Water,Wetland,Water,Wetland,Water,Grassland,Forest
517,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
518,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
519,Water,Water,Wetland,Water,Wetland,Water,Water,Water
520,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
521,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
522,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
523,Water,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Water
524,Water,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
525,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
526,Water,Water,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
527,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Water
528,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
529,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
530,Water,Water,Water,NULL,Water,NULL,NULL,Water
531,Water,Water,Water,NULL,Water,NULL,NULL,Forest
532,Water,Water,Water,NULL,Water,NULL,Wetland,Water
533,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
534,Water,Water,Water,NULL,Water,NULL,Water,Water
535,Water,Water,Water,NULL,Water,NULL,Forest,Water
536,Water,Water,Water,NULL,Water,NULL,Forest,Forest
537,Water,Water,Water,NULL,Water,Water,Wetland,Bareland
538,Water,Water,Water,NULL,Water,Water,Wetland,Water
539,Water,Water,Water,NULL,Water,Water,Wetland,Forest
540,Water,Water,Water,NULL,Water,Water,Water,Water
541,Water,Water,Water,NULL,Water,Water,Water,Forest
542,Water,Water,Water,NULL,Water,Water,Forest,Water
543,Water,Water,Water,NULL,Water,Water,Forest,Forest
544,Water,Water,Water,NULL,Water,Forest,Forest,Water
545,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
546,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
547,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
548,Water,Water,Water,Non_Water,Water,NULL,Wetland,Water
549,Water,Water,Water,Non_Water,Water,NULL,Wetland,Forest
550,Water,Water,Water,Non_Water,Water,NULL,Water,Water
551,Water,Water,Water,Non_Water,Water,NULL,Water,Forest
552,Water,Water,Water,Non_Water,Water,Grassland,Water,Water
553,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
554,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
555,Water,Water,Water,Non_Water,Water,Water,Water,Water
556,Water,Water,Water,Non_Water,Water,Water,Water,Forest
557,Water,Water,Water,Non_Water,Water,Water,Forest,Water
558,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
559,Water,Water,Water,Water,Water,NULL,NULL,Grassland
560,Water,Water,Water,Water,Water,NULL,NULL,Water
561,Water,Water,Water,Water,Water,NULL,NULL,Forest
562,Water,Water,Water,Water,Water,NULL,Wetland,Water
563,Water,Water,Water,Water,Water,NULL,Wetland,Forest
564,Water,Water,Water,Water,Water,NULL,Water,Water
565,Water,Water,Water,Water,Water,NULL,Water,Forest
566,Water,Water,Water,Water,Water,NULL,Forest,Water
567,Water,Water,Water,Water,Water,NULL,Forest,Forest
568,Water,Water,Water,Water,Water,Shrubland,Wetland,Forest
569,Water,Water,Water,Water,Water,Grassland,Wetland,Water
570,Water,Water,Water,Water,Water,Grassland,Water,Water
571,Water,Water,Water,Water,Water,Grassland,Water,Forest
572,Water,Water,Water,Water,Water,Wetland,Water,Water
573,Water,Water,Water,Water,Water,Water,Wetland,Water
574,Water,Water,Water,Water,Water,Water,Wetland,Forest
575,Water,Water,Water,Water,Water,Water,Water,Grassland
576,Water,Water,Water,Water,Water,Water,Water,Water
577,Water,Water,Water,Water,Water,Water,Water,Forest
578,Water,Water,Water,Water,Water,Water,Forest,Water
579,Water,Water,Water,Water,Water,Water,Forest,Forest
580,Water,Water,Water,Water,Water,Forest,Forest,Water
581,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
582,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
583,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
584,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
585,Water,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
586,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
587,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
588,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
589,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
590,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
591,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
592,Water,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
593,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
594,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
595,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Water
596,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
597,Water,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
598,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
599,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
600,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
601,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Bareland
602,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
603,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
604,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
605,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
606,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
607,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
608,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
609,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
610,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
611,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
612,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
613,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
614,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
615,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
616,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
617,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
618,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
619,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
620,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
621,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
622,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
623,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
624,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
625,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
626,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
627,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Water
628,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
629,Water,Water,Forest,Water,Non_Wetland,NULL,Forest,Water
630,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
631,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
632,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
633,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
634,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
635,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
636,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
637,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
638,Water,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
639,Water,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
640,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
641,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
642,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
643,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
644,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
645,Water,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
646,Water,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
647,Water,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
648,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
649,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
650,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
651,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
652,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
653,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
654,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
655,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
656,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
657,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
658,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
659,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
660,Water,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
661,Water,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Forest
662,Water,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
663,Water,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
664,Water,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
665,Water,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
666,Water,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
667,Water,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
668,Water,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
669,Water,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
670,Water,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
671,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
672,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
673,Water,Forest,Wetland,NULL,Wetland,NULL,Shrubland,Forest
674,Water,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
675,Water,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
676,Water,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
677,Water,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
678,Water,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Forest
679,Water,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
680,Water,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Water
681,Water,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
682,Water,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
683,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
684,Water,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
685,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
686,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
687,Water,Forest,Wetland,NULL,Wetland,Water,Water,Forest
688,Water,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
689,Water,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
690,Water,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
691,Water,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
692,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
693,Water,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
694,Water,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
695,Water,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
696,Water,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
697,Water,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
698,Water,Forest,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
699,Water,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
700,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
701,Water,Forest,Water,Water,Water,NULL,NULL,Forest
702,Water,Forest,Water,Water,Water,NULL,Wetland,Water
703,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
704,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
705,Water,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
706,Water,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Water
707,Water,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
708,Water,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
709,Water,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
710,Water,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
711,Water,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
712,Water,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
713,Water,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
