Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MRS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MRS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MRS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MRS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MRS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MRS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MRS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MRS_M_R
29094,Water,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,Wetland
29095,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
29096,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
29097,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
29098,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
29099,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
29100,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Wetland
29101,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
29102,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
29103,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
29104,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
29105,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
29106,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Water
29107,Water,NULL,Built-up,NULL,Non_Wetland,Water,Shrubland,Grassland
29108,Water,NULL,Built-up,NULL,Non_Wetland,Water,Water,Grassland
29109,Water,NULL,Built-up,NULL,Non_Wetland,Water,Water,Bareland
29110,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Wetland
29111,Water,NULL,Built-up,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
29112,Water,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
29113,Water,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Bareland
29114,Water,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Built-up,Bareland
29115,Water,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
29116,Water,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
29117,Water,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
29118,Water,NULL,Built-up,Water,Non_Wetland,Shrubland,Water,Grassland
29119,Water,NULL,Built-up,Water,Non_Wetland,Grassland,Bareland,Grassland
29120,Water,NULL,Built-up,Water,Non_Wetland,Grassland,Bareland,Wetland
29121,Water,NULL,Built-up,Water,Non_Wetland,Grassland,Water,Water
29122,Water,NULL,Built-up,Water,Non_Wetland,Wetland,Grassland,Grassland
29123,Water,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
29124,Water,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Wetland
29125,Water,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
29126,Water,NULL,Built-up,Water,Non_Wetland,Water,Water,Grassland
29127,Water,NULL,Built-up,Water,Non_Wetland,Water,Water,Bareland
29128,Water,NULL,Built-up,Water,Non_Wetland,Water,Water,Water
29129,Water,NULL,Water,NULL,NULL,NULL,NULL,Water
29130,Water,NULL,Water,NULL,Water,NULL,Grassland,Grassland
29131,Water,NULL,Water,NULL,Water,Shrubland,Shrubland,Water
29132,Water,NULL,Water,NULL,Water,Shrubland,Grassland,Grassland
29133,Water,NULL,Water,NULL,Water,Shrubland,Water,Grassland
29134,Water,NULL,Water,NULL,Water,Shrubland,Water,Bareland
29135,Water,NULL,Water,NULL,Water,Shrubland,Water,Forest
29136,Water,NULL,Water,NULL,Water,Grassland,Bareland,Bareland
29137,Water,NULL,Water,NULL,Water,Grassland,Water,Grassland
29138,Water,NULL,Water,NULL,Water,Grassland,Water,Wetland
29139,Water,NULL,Water,NULL,Water,Wetland,Shrubland,Grassland
29140,Water,NULL,Water,NULL,Water,Wetland,Shrubland,Forest
29141,Water,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
29142,Water,NULL,Water,NULL,Water,Wetland,Grassland,Wetland
29143,Water,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
29144,Water,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
29145,Water,NULL,Water,NULL,Water,Wetland,Water,Grassland
29146,Water,NULL,Water,NULL,Water,Wetland,Water,Wetland
29147,Water,NULL,Water,NULL,Water,Wetland,Water,Bareland
29148,Water,NULL,Water,NULL,Water,Wetland,Water,Water
29149,Water,NULL,Water,NULL,Water,Wetland,Water,Forest
29150,Water,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
29151,Water,NULL,Water,NULL,Water,Bareland,Water,Bareland
29152,Water,NULL,Water,NULL,Water,Bareland,Water,Water
29153,Water,NULL,Water,NULL,Water,Water,Shrubland,Bareland
29154,Water,NULL,Water,NULL,Water,Water,Shrubland,Water
29155,Water,NULL,Water,NULL,Water,Water,Grassland,Bareland
29156,Water,NULL,Water,NULL,Water,Water,Grassland,Water
29157,Water,NULL,Water,NULL,Water,Water,Water,Grassland
29158,Water,NULL,Water,NULL,Water,Water,Water,Cropland
29159,Water,NULL,Water,NULL,Water,Water,Water,Bareland
29160,Water,NULL,Water,NULL,Water,Water,Water,Water
29161,Water,NULL,Water,NULL,Water,Water,Water,Forest
29162,Water,NULL,Water,NULL,Water,Forest,Water,Forest
29163,Water,NULL,Water,Non_Water,Water,NULL,Bareland,Grassland
29164,Water,NULL,Water,Non_Water,Water,Shrubland,Wetland,Grassland
29165,Water,NULL,Water,Non_Water,Water,Shrubland,Forest,Forest
29166,Water,NULL,Water,Non_Water,Water,Grassland,Water,Water
29167,Water,NULL,Water,Non_Water,Water,Wetland,Shrubland,Grassland
29168,Water,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
29169,Water,NULL,Water,Non_Water,Water,Wetland,Wetland,Water
29170,Water,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
29171,Water,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
29172,Water,NULL,Water,Non_Water,Water,Wetland,Water,Forest
29173,Water,NULL,Water,Non_Water,Water,Bareland,Wetland,Wetland
29174,Water,NULL,Water,Non_Water,Water,Bareland,Bareland,Wetland
29175,Water,NULL,Water,Non_Water,Water,Bareland,Bareland,Bareland
29176,Water,NULL,Water,Non_Water,Water,Bareland,Built-up,Water
29177,Water,NULL,Water,Non_Water,Water,Bareland,Water,Wetland
29178,Water,NULL,Water,Non_Water,Water,Bareland,Water,Water
29179,Water,NULL,Water,Non_Water,Water,Water,Wetland,Grassland
29180,Water,NULL,Water,Non_Water,Water,Water,Water,Grassland
29181,Water,NULL,Water,Non_Water,Water,Water,Water,Cropland
29182,Water,NULL,Water,Non_Water,Water,Water,Water,Wetland
29183,Water,NULL,Water,Non_Water,Water,Water,Water,Bareland
29184,Water,NULL,Water,Water,NULL,NULL,NULL,Water
29185,Water,NULL,Water,Water,NULL,Grassland,Water,Bareland
29186,Water,NULL,Water,Water,NULL,Water,Water,Bareland
29187,Water,NULL,Water,Water,Water,Shrubland,Shrubland,Grassland
29188,Water,NULL,Water,Water,Water,Shrubland,Water,Grassland
29189,Water,NULL,Water,Water,Water,Shrubland,Water,Wetland
29190,Water,NULL,Water,Water,Water,Grassland,NULL,Wetland
29191,Water,NULL,Water,Water,Water,Grassland,Grassland,Grassland
29192,Water,NULL,Water,Water,Water,Grassland,Bareland,Wetland
29193,Water,NULL,Water,Water,Water,Grassland,Bareland,Water
29194,Water,NULL,Water,Water,Water,Grassland,Water,Wetland
29195,Water,NULL,Water,Water,Water,Grassland,Water,Water
29196,Water,NULL,Water,Water,Water,Wetland,Shrubland,Grassland
29197,Water,NULL,Water,Water,Water,Wetland,Shrubland,Forest
29198,Water,NULL,Water,Water,Water,Wetland,Grassland,Grassland
29199,Water,NULL,Water,Water,Water,Wetland,Grassland,Water
29200,Water,NULL,Water,Water,Water,Wetland,Wetland,NULL
29201,Water,NULL,Water,Water,Water,Wetland,Wetland,Grassland
29202,Water,NULL,Water,Water,Water,Wetland,Wetland,Wetland
29203,Water,NULL,Water,Water,Water,Wetland,Wetland,Water
29204,Water,NULL,Water,Water,Water,Wetland,Wetland,Forest
29205,Water,NULL,Water,Water,Water,Wetland,Water,Grassland
29206,Water,NULL,Water,Water,Water,Wetland,Water,Cropland
29207,Water,NULL,Water,Water,Water,Wetland,Water,Wetland
29208,Water,NULL,Water,Water,Water,Wetland,Water,Bareland
29209,Water,NULL,Water,Water,Water,Wetland,Water,Water
29210,Water,NULL,Water,Water,Water,Wetland,Forest,Wetland
29211,Water,NULL,Water,Water,Water,Bareland,Grassland,Wetland
29212,Water,NULL,Water,Water,Water,Bareland,Bareland,Grassland
29213,Water,NULL,Water,Water,Water,Bareland,Bareland,Wetland
29214,Water,NULL,Water,Water,Water,Bareland,Bareland,Bareland
29215,Water,NULL,Water,Water,Water,Bareland,Bareland,Water
29216,Water,NULL,Water,Water,Water,Bareland,Water,Wetland
29217,Water,NULL,Water,Water,Water,Bareland,Water,Water
29218,Water,NULL,Water,Water,Water,Water,Shrubland,Grassland
29219,Water,NULL,Water,Water,Water,Water,Shrubland,Bareland
29220,Water,NULL,Water,Water,Water,Water,Shrubland,Forest
29221,Water,NULL,Water,Water,Water,Water,Grassland,Grassland
29222,Water,NULL,Water,Water,Water,Water,Grassland,Water
29223,Water,NULL,Water,Water,Water,Water,Wetland,Grassland
29224,Water,NULL,Water,Water,Water,Water,Wetland,Cropland
29225,Water,NULL,Water,Water,Water,Water,Bareland,Bareland
29226,Water,NULL,Water,Water,Water,Water,Bareland,Water
29227,Water,NULL,Water,Water,Water,Water,Water,Grassland
29228,Water,NULL,Water,Water,Water,Water,Water,Wetland
29229,Water,NULL,Water,Water,Water,Water,Water,Bareland
29230,Water,NULL,Water,Water,Water,Water,Water,Water
29231,Water,NULL,Water,Water,Water,Water,Water,Forest
29232,Water,NULL,Water,Water,Water,Forest,Water,Grassland
29233,Water,NULL,Water,Water,Water,Forest,Water,Wetland
29234,Water,NULL,Water,Water,Water,Forest,Water,Forest
29235,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
29236,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
29237,Water,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
29238,Water,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
29239,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
29240,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Water
29241,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
29242,Water,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
29243,Water,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
29244,Water,NULL,Forest,NULL,Non_Wetland,NULL,Water,Wetland
29245,Water,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
29246,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
29247,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
29248,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Bareland
29249,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Water
29250,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
29251,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
29252,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
29253,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
29254,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
29255,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
29256,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
29257,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
29258,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
29259,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Bareland
29260,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
29261,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
29262,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
29263,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
29264,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
29265,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
29266,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Bareland
29267,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
29268,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Wetland
29269,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Bareland
29270,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Water
29271,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
29272,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
29273,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
29274,Water,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
29275,Water,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
29276,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
29277,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
29278,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
29279,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
29280,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
29281,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
29282,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
29283,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
29284,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Bareland
29285,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
29286,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
29287,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Wetland
29288,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Bareland
29289,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Water
29290,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
29291,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Wetland
29292,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
29293,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Cropland
29294,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
29295,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Bareland
29296,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
29297,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
29298,Water,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
29299,Water,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
29300,Water,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
29301,Water,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
29302,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
29303,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
29304,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
29305,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Bareland
29306,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Water
29307,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
29308,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
29309,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Cropland
29310,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
29311,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Bareland
29312,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
29313,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
29314,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
29315,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Cropland
29316,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
29317,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
29318,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
29319,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,NULL
29320,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
29321,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
29322,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Water
29323,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
29324,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
29325,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
29326,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
29327,Water,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
29328,Water,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Wetland
29329,Water,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
29330,Water,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
29331,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
29332,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
29333,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
29334,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Wetland
29335,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
29336,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
29337,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
29338,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Wetland
29339,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Wetland
29340,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
29341,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Water
29342,Water,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Wetland
29343,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
29344,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Wetland
29345,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Water
29346,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
29347,Water,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
29348,Water,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Bareland
29349,Water,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Water
29350,Water,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
29351,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
29352,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Cropland
29353,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
29354,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
29355,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Water
29356,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
29357,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
29358,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Water
29359,Water,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Wetland
29360,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
29361,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Cropland
29362,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Wetland
29363,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
29364,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
29365,Water,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
29366,Water,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
29367,Water,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Cropland
29368,Water,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
29369,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Water
29370,Water,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
29371,Water,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
29372,Water,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
29373,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
29374,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
29375,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
29376,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
29377,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
29378,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
29379,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Wetland
29380,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
29381,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
29382,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
29383,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
29384,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
29385,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
29386,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
29387,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Bareland,Wetland
29388,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,NULL
29389,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Grassland
29390,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Cropland
29391,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Wetland
29392,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
29393,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Wetland
29394,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
29395,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
29396,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
29397,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Wetland
29398,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Water
29399,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
29400,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Wetland
29401,Water,NULL,Forest,Non_Water,Non_Wetland,Cropland,Shrubland,Grassland
29402,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
29403,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
29404,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
29405,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
29406,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
29407,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
29408,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
29409,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
29410,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
29411,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Grassland
29412,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
29413,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,NULL,Wetland
29414,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
29415,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
29416,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
29417,Water,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
29418,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Forest
29419,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
29420,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
29421,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
29422,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
29423,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Bareland,Wetland
29424,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
29425,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
29426,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
29427,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
29428,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
29429,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Grassland
29430,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
29431,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Grassland
29432,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
29433,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,NULL
29434,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,Grassland
29435,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
29436,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
29437,Water,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Grassland
29438,Water,NULL,Forest,Water,Non_Wetland,NULL,Water,Bareland
29439,Water,NULL,Forest,Water,Non_Wetland,Shrubland,NULL,Grassland
29440,Water,NULL,Forest,Water,Non_Wetland,Shrubland,NULL,Wetland
29441,Water,NULL,Forest,Water,Non_Wetland,Shrubland,NULL,Forest
29442,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Grassland
29443,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Bareland
29444,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
29445,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Grassland,Grassland
29446,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Wetland,Grassland
29447,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Bareland,Wetland
29448,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Grassland
29449,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Wetland
29450,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Bareland
