Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KRU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KRU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KRU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KRU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KRU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KRU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KRU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KRU_M_R
688,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
689,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
690,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
691,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
692,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
693,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
694,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
695,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
696,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
697,Grassland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Bareland
698,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
699,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
700,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
701,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
702,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
703,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
704,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
705,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
706,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
707,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
708,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
709,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
710,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
711,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
712,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
713,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
714,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
715,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
716,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
717,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
718,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
719,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
720,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
721,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
722,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
723,Grassland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
724,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
725,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
726,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
727,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
728,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
729,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
730,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
731,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
732,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
733,Grassland,Forest,Water,NULL,Water,NULL,NULL,Grassland
734,Grassland,Forest,Water,NULL,Water,NULL,NULL,Water
735,Grassland,Forest,Water,NULL,Water,NULL,NULL,Forest
736,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
737,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Cropland
738,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
739,Grassland,Forest,Water,Water,Water,NULL,NULL,Water
740,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
741,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
742,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
743,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
744,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
745,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
746,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
747,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
748,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
749,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
750,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
751,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
752,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
753,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
754,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
755,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
756,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
757,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
758,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
759,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
760,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
761,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
762,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
763,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
764,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
765,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
766,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
767,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
768,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
769,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
770,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
771,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
772,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
773,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
774,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
775,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
776,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
777,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
778,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
779,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
780,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
781,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
782,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
783,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
784,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
785,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
786,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
787,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
788,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
789,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
790,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
791,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
792,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
793,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
794,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
795,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
796,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
797,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
798,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
799,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
800,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
801,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
802,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
803,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
804,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
805,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
806,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
807,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
808,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
809,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
810,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
811,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
812,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
813,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
814,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
815,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
816,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
817,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
818,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
819,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
820,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
821,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
822,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
823,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
824,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
825,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
826,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
827,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
828,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
829,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
830,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
831,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
832,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
833,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
834,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
835,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
836,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
837,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
838,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
839,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
840,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
841,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
842,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
843,Cropland,NULL,Water,NULL,Water,NULL,NULL,NULL
844,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
845,Cropland,NULL,Water,NULL,Water,NULL,NULL,Cropland
846,Cropland,NULL,Water,NULL,Water,NULL,NULL,Wetland
847,Cropland,NULL,Water,NULL,Water,NULL,NULL,Bareland
848,Cropland,NULL,Water,NULL,Water,NULL,NULL,Water
849,Cropland,NULL,Water,NULL,Water,NULL,NULL,Forest
850,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
851,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
852,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
853,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Water
854,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
855,Cropland,NULL,Water,Water,Water,NULL,NULL,Grassland
856,Cropland,NULL,Water,Water,Water,NULL,NULL,Cropland
857,Cropland,NULL,Water,Water,Water,NULL,NULL,Wetland
858,Cropland,NULL,Water,Water,Water,NULL,NULL,Bareland
859,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
860,Cropland,NULL,Water,Water,Water,NULL,NULL,Forest
861,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
862,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
863,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
864,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
865,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
866,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
867,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
868,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
869,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
870,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
871,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
872,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
873,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
874,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
875,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
876,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
877,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
878,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
879,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
880,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
881,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
882,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
883,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
884,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
885,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
886,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
887,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
888,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
889,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
890,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
891,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
892,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
893,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
894,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
895,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
896,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
897,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
898,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
899,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
900,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
901,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
902,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
903,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
904,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
905,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
906,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
907,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
908,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
909,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
910,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
911,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
912,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
913,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
914,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
915,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
916,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
917,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
918,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
919,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
920,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
921,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
922,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
923,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
924,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
925,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
926,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
927,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
928,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
929,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
930,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
931,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
932,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
933,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
934,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
935,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
936,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
937,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
938,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
939,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
940,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
941,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
942,Cropland,Cropland,Water,NULL,Water,NULL,NULL,NULL
943,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
944,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Bareland
945,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Water
946,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Forest
947,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,NULL
948,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
949,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Wetland
950,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Water
951,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
952,Cropland,Cropland,Water,Water,Water,NULL,NULL,Grassland
953,Cropland,Cropland,Water,Water,Water,NULL,NULL,Bareland
954,Cropland,Cropland,Water,Water,Water,NULL,NULL,Water
955,Cropland,Cropland,Water,Water,Water,NULL,NULL,Forest
956,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
957,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
958,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
959,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
960,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
961,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
962,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
963,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
964,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
965,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
966,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
967,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
968,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
969,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
970,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
971,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
972,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
973,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
974,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
975,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
976,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
977,Cropland,Wetland,Water,Water,Water,NULL,NULL,Water
978,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
979,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
980,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
981,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
982,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
983,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
984,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
985,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
986,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
987,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
988,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
989,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
990,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
991,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
992,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
993,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
994,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
995,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
996,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
997,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
998,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
999,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1000,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1001,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1002,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1003,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1004,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1005,Cropland,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1006,Cropland,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1007,Cropland,Built-up,Wetland,Water,Wetland,NULL,NULL,Forest
1008,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1009,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1010,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1011,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1012,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1013,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1014,Cropland,Built-up,Water,NULL,Water,NULL,NULL,Grassland
1015,Cropland,Built-up,Water,NULL,Water,NULL,NULL,Forest
1016,Cropland,Built-up,Water,Water,Water,NULL,NULL,Cropland
1017,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1018,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1019,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1020,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1021,Cropland,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1022,Cropland,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1023,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1024,Cropland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1025,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1026,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1027,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1028,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1029,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
