Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19KGS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KGS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KGS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KGS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KGS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19KGS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19KGS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19KGS_M_R
665,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
666,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
667,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
668,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
669,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
670,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
671,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
672,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
673,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
674,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
675,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
676,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
677,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
678,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
679,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
680,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
681,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
682,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
683,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
684,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
685,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
686,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
687,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
688,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
689,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
690,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
691,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
692,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
693,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
694,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
695,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
696,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
697,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
698,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
699,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
