Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NHB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NHB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NHB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NHB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NHB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NHB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NHB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NHB_M_R
341,Water,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Forest
342,Water,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
343,Water,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
344,Water,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
345,Water,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Bareland
346,Water,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Water
347,Water,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
348,Water,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Bareland
349,Water,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
350,Water,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
351,Water,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
352,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
353,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
354,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
355,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
356,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
357,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
358,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
359,Water,NULL,Wetland,NULL,Wetland,Grassland,NULL,NULL
360,Water,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
361,Water,NULL,Wetland,NULL,Wetland,Grassland,NULL,Bareland
362,Water,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
363,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
364,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
365,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
366,Water,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
367,Water,NULL,Wetland,NULL,Wetland,Grassland,Forest,Bareland
368,Water,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
369,Water,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
370,Water,NULL,Wetland,NULL,Wetland,Water,NULL,Forest
371,Water,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
372,Water,NULL,Wetland,NULL,Wetland,Forest,NULL,Grassland
373,Water,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
374,Water,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
375,Water,NULL,Wetland,NULL,Wetland,Forest,Forest,Grassland
376,Water,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
377,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
378,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
379,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
380,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
381,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
382,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
383,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
384,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
385,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
386,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
387,Water,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
388,Water,NULL,Water,NULL,Water,NULL,NULL,NULL
389,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
390,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
391,Water,NULL,Water,NULL,Water,NULL,NULL,Water
392,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
393,Water,NULL,Water,NULL,Water,Grassland,NULL,NULL
394,Water,NULL,Water,NULL,Water,Grassland,NULL,Grassland
395,Water,NULL,Water,NULL,Water,Grassland,NULL,Bareland
396,Water,NULL,Water,NULL,Water,Grassland,NULL,Forest
397,Water,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
398,Water,NULL,Water,NULL,Water,Grassland,Grassland,Bareland
399,Water,NULL,Water,NULL,Water,Grassland,Grassland,Forest
400,Water,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
401,Water,NULL,Water,NULL,Water,Grassland,Wetland,Water
402,Water,NULL,Water,NULL,Water,Grassland,Wetland,Forest
403,Water,NULL,Water,NULL,Water,Grassland,Water,NULL
404,Water,NULL,Water,NULL,Water,Grassland,Water,Grassland
405,Water,NULL,Water,NULL,Water,Grassland,Water,Forest
406,Water,NULL,Water,NULL,Water,Grassland,Forest,NULL
407,Water,NULL,Water,NULL,Water,Grassland,Forest,Grassland
408,Water,NULL,Water,NULL,Water,Grassland,Forest,Water
409,Water,NULL,Water,NULL,Water,Grassland,Forest,Forest
410,Water,NULL,Water,NULL,Water,Wetland,NULL,Forest
411,Water,NULL,Water,NULL,Water,Water,NULL,Grassland
412,Water,NULL,Water,NULL,Water,Water,NULL,Bareland
413,Water,NULL,Water,NULL,Water,Water,NULL,Forest
414,Water,NULL,Water,NULL,Water,Water,Forest,Grassland
415,Water,NULL,Water,NULL,Water,Water,Forest,Water
416,Water,NULL,Water,NULL,Water,Water,Forest,Forest
417,Water,NULL,Water,NULL,Water,Forest,NULL,Grassland
418,Water,NULL,Water,NULL,Water,Forest,NULL,Forest
419,Water,NULL,Water,NULL,Water,Forest,Grassland,Forest
420,Water,NULL,Water,NULL,Water,Forest,Water,Forest
421,Water,NULL,Water,NULL,Water,Forest,Forest,NULL
422,Water,NULL,Water,NULL,Water,Forest,Forest,Grassland
423,Water,NULL,Water,NULL,Water,Forest,Forest,Forest
424,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
425,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
426,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
427,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
428,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
429,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
430,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
431,Water,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
432,Water,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
433,Water,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
434,Water,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Water
435,Water,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
436,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
437,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
438,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
439,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
440,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
441,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Water,NULL
442,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
443,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
444,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
445,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
446,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
447,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Water
448,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
449,Water,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
450,Water,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Bareland
451,Water,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
452,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,NULL
453,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
454,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Bareland
455,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
456,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
457,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
458,Water,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
459,Water,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
460,Water,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Bareland
461,Water,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Water
462,Water,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
463,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
464,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Bareland
465,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
466,Water,NULL,Forest,NULL,Non_Wetland,Forest,Water,Grassland
467,Water,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
468,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
469,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
470,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
471,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Water
472,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
473,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
474,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
475,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
476,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
477,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
478,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
479,Water,Wetland,Water,NULL,Water,NULL,NULL,Grassland
480,Water,Wetland,Water,NULL,Water,NULL,NULL,Water
481,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Water
482,Water,Wetland,Water,Water,Water,NULL,NULL,Water
483,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
484,Water,Bareland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
485,Water,Bareland,Water,NULL,Water,NULL,NULL,Bareland
486,Water,Bareland,Water,NULL,Water,NULL,NULL,Forest
487,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
488,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
489,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
490,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
491,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
492,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
493,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
494,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
495,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
496,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
497,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
498,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
499,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
500,Water,Water,Water,NULL,Water,NULL,NULL,Water
501,Water,Water,Water,NULL,Water,NULL,NULL,Forest
502,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
503,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
504,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
505,Water,Water,Water,Water,Water,NULL,NULL,Wetland
506,Water,Water,Water,Water,Water,NULL,NULL,Bareland
507,Water,Water,Water,Water,Water,NULL,NULL,Water
508,Water,Water,Water,Water,Water,NULL,NULL,Forest
509,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
510,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
511,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
512,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
513,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
514,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
515,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
516,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
517,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
518,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
519,Water,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
520,Water,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
521,Water,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
522,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
523,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
524,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
525,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
526,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
527,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
528,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
529,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
530,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
531,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
532,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
533,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
534,Water,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
535,Water,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
536,Water,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
537,Water,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
538,Water,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
539,Water,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
540,Water,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
541,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
542,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
543,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
544,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
545,Water,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
546,Water,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
547,Water,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
548,Water,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
549,Water,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
550,Water,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
551,Water,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
552,Water,Forest,Grassland,NULL,Non_Wetland,Water,NULL,NULL
553,Water,Forest,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
554,Water,Forest,Grassland,NULL,Non_Wetland,Water,NULL,Forest
555,Water,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
556,Water,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
557,Water,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
558,Water,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
559,Water,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
560,Water,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
561,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
562,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
563,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
564,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
565,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
566,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
567,Water,Forest,Wetland,NULL,Wetland,Grassland,NULL,NULL
568,Water,Forest,Wetland,NULL,Wetland,Grassland,NULL,Grassland
569,Water,Forest,Wetland,NULL,Wetland,Grassland,NULL,Bareland
570,Water,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
571,Water,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
572,Water,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
573,Water,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
574,Water,Forest,Wetland,NULL,Wetland,Water,NULL,NULL
575,Water,Forest,Wetland,NULL,Wetland,Water,NULL,Grassland
576,Water,Forest,Wetland,NULL,Wetland,Water,NULL,Forest
577,Water,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
578,Water,Forest,Wetland,NULL,Wetland,Forest,NULL,NULL
579,Water,Forest,Wetland,NULL,Wetland,Forest,NULL,Grassland
580,Water,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
581,Water,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
582,Water,Forest,Wetland,NULL,Wetland,Forest,Forest,Grassland
583,Water,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
584,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
585,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
586,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
587,Water,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
588,Water,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
589,Water,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
590,Water,Forest,Water,NULL,Water,NULL,NULL,Grassland
591,Water,Forest,Water,NULL,Water,NULL,NULL,Water
592,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
593,Water,Forest,Water,NULL,Water,Grassland,NULL,Grassland
594,Water,Forest,Water,NULL,Water,Grassland,NULL,Forest
595,Water,Forest,Water,NULL,Water,Water,NULL,Forest
596,Water,Forest,Water,NULL,Water,Forest,NULL,Grassland
597,Water,Forest,Water,NULL,Water,Forest,NULL,Forest
598,Water,Forest,Water,NULL,Water,Forest,Forest,Forest
599,Water,Forest,Water,Non_Water,Water,NULL,NULL,Water
600,Water,Forest,Water,Non_Water,Water,NULL,NULL,Forest
601,Water,Forest,Water,Water,Water,NULL,NULL,Water
602,Water,Forest,Water,Water,Water,NULL,NULL,Forest
603,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
604,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
605,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
606,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
607,Water,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
608,Water,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
609,Water,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
610,Water,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
611,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
612,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
613,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
614,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
615,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
616,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
617,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
618,Water,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
619,Water,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Bareland
620,Water,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
621,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
622,Water,Forest,Forest,NULL,Non_Wetland,Water,NULL,NULL
623,Water,Forest,Forest,NULL,Non_Wetland,Water,NULL,Grassland
624,Water,Forest,Forest,NULL,Non_Wetland,Water,NULL,Forest
625,Water,Forest,Forest,NULL,Non_Wetland,Water,Forest,NULL
626,Water,Forest,Forest,NULL,Non_Wetland,Water,Forest,Grassland
627,Water,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
628,Water,Forest,Forest,NULL,Non_Wetland,Forest,NULL,NULL
629,Water,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
630,Water,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
631,Water,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
632,Water,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
633,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
634,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
635,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
636,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
637,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
638,Water,Forest,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
639,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
640,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
641,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
642,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
643,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
644,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
645,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
646,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
647,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
648,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
649,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
650,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
651,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
652,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
653,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
654,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
655,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
656,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
657,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
658,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
659,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Forest
660,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
661,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
662,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
663,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Grassland
664,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Forest
665,Permanent_ice_and_snow,NULL,Water,NULL,Water,Grassland,NULL,Forest
666,Permanent_ice_and_snow,NULL,Water,NULL,Water,Forest,Forest,Grassland
667,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
668,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
669,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
670,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
671,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
672,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
673,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
674,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
675,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
676,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
677,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
678,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
679,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
680,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
681,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
682,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
683,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
684,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
685,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
686,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
687,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
688,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
689,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
690,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
691,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
692,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
693,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
694,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
695,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
696,Permanent_ice_and_snow,Forest,Water,NULL,Water,NULL,NULL,Forest
697,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
698,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
699,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
