Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MCT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MCT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MCT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MCT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MCT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MCT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MCT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MCT_M_R
1859,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1860,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1861,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1862,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1863,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
1864,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1865,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1866,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1867,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
1868,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1869,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1870,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Water
1871,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1872,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
1873,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1874,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1875,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1876,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
1877,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
1878,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1879,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
1880,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1881,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1882,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1883,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1884,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
1885,NULL,Forest,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
1886,NULL,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
1887,NULL,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
1888,NULL,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
1889,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
1890,NULL,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1891,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1892,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1893,NULL,Forest,Wetland,NULL,Wetland,Grassland,Water,Grassland
1894,NULL,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
1895,NULL,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
1896,NULL,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1897,NULL,Forest,Wetland,NULL,Wetland,Bareland,Water,Forest
1898,NULL,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
1899,NULL,Forest,Wetland,Water,Wetland,Grassland,Grassland,Grassland
1900,NULL,Forest,Wetland,Water,Wetland,Grassland,Water,Grassland
1901,NULL,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
1902,NULL,Forest,Wetland,Water,Wetland,Bareland,Water,Forest
1903,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
1904,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1905,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
1906,NULL,Forest,Water,Water,Water,Grassland,Grassland,Grassland
1907,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1908,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1909,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1910,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1911,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1912,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
1913,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1914,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1915,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1916,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1917,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1918,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1919,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1920,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1921,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1922,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1923,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1924,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1925,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1926,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1927,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1928,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1929,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
1930,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1931,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1932,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1933,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1934,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1935,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1936,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1937,NULL,Forest,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
1938,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
1939,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1940,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1941,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
1942,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1943,NULL,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Grassland
1944,NULL,Forest,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
1945,NULL,Forest,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
1946,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
1947,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1948,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
1949,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1950,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1951,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1952,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1953,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1954,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1955,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
1956,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1957,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
1958,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1959,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
1960,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
1961,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1962,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1963,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
1964,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1965,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1966,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
1967,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
1968,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
1969,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1970,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
1971,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1972,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
1973,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1974,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1975,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
1976,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1977,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
1978,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
1979,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
1980,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1981,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1982,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
1983,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
1984,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1985,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1986,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1987,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
1988,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1989,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1990,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
1991,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1992,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1993,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
1994,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
1995,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1996,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Wetland
1997,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
1998,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
1999,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2000,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
2001,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
2002,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
2003,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2004,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
2005,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
2006,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
2007,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
2008,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
2009,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Water
2010,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
2011,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
2012,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
2013,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
2014,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
2015,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
2016,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
2017,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
2018,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
2019,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2020,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
2021,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
2022,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2023,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2024,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
2025,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2026,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2027,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
2028,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
2029,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
2030,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2031,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2032,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2033,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Forest,Grassland
2034,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Forest,Wetland
2035,Grassland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2036,Grassland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
2037,Grassland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
2038,Grassland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
2039,Grassland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2040,Grassland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
2041,Grassland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Forest,Grassland
2042,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
2043,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
2044,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Bareland,Grassland
2045,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
2046,Grassland,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
2047,Grassland,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
2048,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
2049,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2050,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
2051,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
2052,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2053,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2054,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2055,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2056,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2057,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2058,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
2059,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2060,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2061,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2062,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
2063,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2064,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2065,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2066,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2067,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2068,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2069,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2070,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2071,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2072,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2073,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2074,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
2075,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2076,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2077,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
2078,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
2079,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Water
2080,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2081,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2082,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
2083,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
2084,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2085,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2086,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2087,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
2088,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2089,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2090,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2091,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2092,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
2093,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
2094,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2095,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2096,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2097,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2098,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
2099,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
2100,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2101,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2102,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
2103,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2104,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2105,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
2106,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2107,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2108,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
2109,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
2110,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2111,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
2112,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2113,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
2114,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2115,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2116,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
2117,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2118,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
2119,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2120,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
2121,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
2122,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
2123,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2124,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2125,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
2126,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
2127,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
2128,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
2129,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
2130,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2131,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
2132,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
2133,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2134,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2135,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
2136,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2137,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2138,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
2139,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
2140,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
2141,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2142,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
2143,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Wetland
2144,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2145,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
2146,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
2147,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2148,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
2149,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
2150,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
2151,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2152,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
2153,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Bareland,Grassland
2154,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Bareland,Forest
2155,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
2156,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
2157,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Bareland
2158,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
2159,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
2160,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
2161,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
2162,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2163,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
2164,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
2165,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
2166,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
2167,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
2168,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
2169,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Water,Grassland
2170,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
2171,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
2172,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2173,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2174,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2175,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2176,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2177,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
