Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MZR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MZR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MZR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MZR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MZR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MZR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MZR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MZR_M_R
1158,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1159,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
1160,NULL,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1161,NULL,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1162,NULL,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1163,NULL,Water,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
1164,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
1165,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1166,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1167,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1168,NULL,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
1169,NULL,Water,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1170,NULL,Water,Grassland,Water,Non_Wetland,Grassland,Bareland,Grassland
1171,NULL,Water,Grassland,Water,Non_Wetland,Cropland,Wetland,Water
1172,NULL,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
1173,NULL,Water,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
1174,NULL,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1175,NULL,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1176,NULL,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
1177,NULL,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
1178,NULL,Water,Wetland,NULL,Wetland,Grassland,Water,Water
1179,NULL,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
1180,NULL,Water,Wetland,NULL,Wetland,Cropland,Water,Bareland
1181,NULL,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1182,NULL,Water,Wetland,NULL,Wetland,Wetland,Grassland,Bareland
1183,NULL,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1184,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1185,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
1186,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
1187,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1188,NULL,Water,Wetland,NULL,Wetland,Wetland,Bareland,Forest
1189,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
1190,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,Bareland
1191,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,Water
1192,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
1193,NULL,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
1194,NULL,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
1195,NULL,Water,Wetland,NULL,Wetland,Water,Wetland,Water
1196,NULL,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
1197,NULL,Water,Wetland,NULL,Wetland,Water,Water,Grassland
1198,NULL,Water,Wetland,NULL,Wetland,Water,Water,Bareland
1199,NULL,Water,Wetland,NULL,Wetland,Water,Water,Water
1200,NULL,Water,Wetland,NULL,Wetland,Water,Water,Forest
1201,NULL,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1202,NULL,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1203,NULL,Water,Wetland,Non_Water,Wetland,Cropland,Wetland,Water
1204,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
1205,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1206,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Bareland
1207,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1208,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1209,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1210,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
1211,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1212,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
1213,NULL,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
1214,NULL,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1215,NULL,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
1216,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
1217,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1218,NULL,Water,Wetland,Water,Wetland,Grassland,Grassland,Water
1219,NULL,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1220,NULL,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
1221,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
1222,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Forest
1223,NULL,Water,Wetland,Water,Wetland,Cropland,Wetland,Grassland
1224,NULL,Water,Wetland,Water,Wetland,Cropland,Wetland,Water
1225,NULL,Water,Wetland,Water,Wetland,Cropland,Water,Water
1226,NULL,Water,Wetland,Water,Wetland,Wetland,NULL,Grassland
1227,NULL,Water,Wetland,Water,Wetland,Wetland,NULL,Water
1228,NULL,Water,Wetland,Water,Wetland,Wetland,Grassland,Grassland
1229,NULL,Water,Wetland,Water,Wetland,Wetland,Grassland,Water
1230,NULL,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1231,NULL,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1232,NULL,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
1233,NULL,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
1234,NULL,Water,Wetland,Water,Wetland,Wetland,Bareland,Grassland
1235,NULL,Water,Wetland,Water,Wetland,Wetland,Bareland,Water
1236,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
1237,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
1238,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Bareland
1239,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Water
1240,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Forest
1241,NULL,Water,Wetland,Water,Wetland,Bareland,Wetland,Grassland
1242,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
1243,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Water
1244,NULL,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
1245,NULL,Water,Wetland,Water,Wetland,Water,Wetland,Water
1246,NULL,Water,Wetland,Water,Wetland,Water,Wetland,Forest
1247,NULL,Water,Wetland,Water,Wetland,Water,Bareland,Grassland
1248,NULL,Water,Wetland,Water,Wetland,Water,Bareland,Water
1249,NULL,Water,Wetland,Water,Wetland,Water,Water,Grassland
1250,NULL,Water,Wetland,Water,Wetland,Water,Water,Wetland
1251,NULL,Water,Wetland,Water,Wetland,Water,Water,Bareland
1252,NULL,Water,Wetland,Water,Wetland,Water,Water,Water
1253,NULL,Water,Wetland,Water,Wetland,Water,Water,Forest
1254,NULL,Water,Bareland,Water,Non_Wetland,Grassland,Forest,Grassland
1255,NULL,Water,Bareland,Water,Non_Wetland,Water,Bareland,Water
1256,NULL,Water,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
1257,NULL,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Built-up
1258,NULL,Water,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1259,NULL,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Water
1260,NULL,Water,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
1261,NULL,Water,Built-up,Water,Non_Wetland,Wetland,Wetland,Bareland
1262,NULL,Water,Built-up,Water,Non_Wetland,Wetland,Wetland,Water
1263,NULL,Water,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
1264,NULL,Water,Built-up,Water,Non_Wetland,Wetland,Water,Bareland
1265,NULL,Water,Built-up,Water,Non_Wetland,Wetland,Water,Water
1266,NULL,Water,Built-up,Water,Non_Wetland,Water,Water,Bareland
1267,NULL,Water,Water,Water,Water,Wetland,Wetland,Grassland
1268,NULL,Water,Water,Water,Water,Wetland,Water,Grassland
1269,NULL,Water,Water,Water,Water,Wetland,Water,Water
1270,NULL,Water,Water,Water,Water,Water,Water,Water
1271,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1272,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1273,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1274,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1275,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1276,NULL,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1277,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1278,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1279,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1280,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1281,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1282,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1283,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
1284,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1285,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1286,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1287,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1288,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1289,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1290,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1291,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1292,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1293,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
1294,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1295,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1296,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1297,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1298,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1299,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1300,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1301,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1302,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1303,NULL,Forest,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
1304,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
1305,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1306,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1307,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1308,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1309,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1310,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1311,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1312,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1313,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1314,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1315,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
1316,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
1317,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1318,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1319,NULL,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
1320,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
1321,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1322,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1323,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1324,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1325,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
1326,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1327,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1328,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1329,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1330,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1331,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1332,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
1333,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1334,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1335,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1336,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
1337,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1338,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
1339,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
1340,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1341,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
1342,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1343,NULL,Forest,Grassland,Water,Non_Wetland,Grassland,Bareland,Forest
1344,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1345,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1346,NULL,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
1347,NULL,Forest,Wetland,NULL,Wetland,Wetland,NULL,Grassland
1348,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1349,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
1350,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1351,NULL,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1352,NULL,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1353,NULL,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
1354,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
1355,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1356,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1357,NULL,Forest,Wetland,Water,Wetland,Grassland,Grassland,Grassland
1358,NULL,Forest,Wetland,Water,Wetland,Grassland,Water,Grassland
1359,NULL,Forest,Wetland,Water,Wetland,Wetland,Grassland,Grassland
1360,NULL,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1361,NULL,Forest,Wetland,Water,Wetland,Bareland,Wetland,Grassland
1362,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1363,NULL,Forest,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
1364,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
1365,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
1366,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
1367,NULL,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
1368,NULL,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
1369,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1370,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
1371,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1372,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1373,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1374,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1375,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1376,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1377,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
1378,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
1379,NULL,Forest,Built-up,Water,Non_Wetland,Wetland,NULL,Grassland
1380,NULL,Forest,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
1381,NULL,Forest,Water,NULL,Water,Bareland,Bareland,Grassland
1382,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1383,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1384,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1385,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1386,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1387,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1388,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1389,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1390,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1391,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1392,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1393,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1394,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1395,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1396,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
1397,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1398,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1399,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1400,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1401,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1402,NULL,Forest,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
1403,NULL,Forest,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
1404,NULL,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1405,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1406,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1407,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1408,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1409,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1410,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1411,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1412,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
1413,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1414,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1415,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
1416,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
1417,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1418,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1419,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1420,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1421,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1422,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1423,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
1424,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
1425,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
1426,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
1427,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
1428,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1429,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Bareland
1430,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1431,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1432,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1433,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1434,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1435,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
1436,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
1437,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1438,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1439,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1440,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1441,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1442,Grassland,NULL,NULL,NULL,Non_Wetland,Water,NULL,Bareland
1443,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
1444,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1445,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
1446,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1447,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1448,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1449,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
1450,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1451,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1452,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
1453,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
1454,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
1455,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1456,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1457,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1458,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1459,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1460,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1461,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1462,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1463,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1464,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1465,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1466,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
1467,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1468,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1469,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
1470,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
1471,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1472,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
1473,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Bareland
1474,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
1475,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1476,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
1477,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1478,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1479,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1480,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
1481,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
1482,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1483,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1484,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1485,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
1486,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1487,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1488,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1489,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1490,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1491,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1492,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1493,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1494,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1495,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
