Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MTR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MTR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MTR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MTR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MTR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MTR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MTR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MTR_M_R
1667,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Built-up
1668,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
1669,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1670,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1671,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1672,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1673,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1674,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1675,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1676,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
1677,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
1678,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Grassland
1679,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Forest
1680,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
1681,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1682,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1683,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
1684,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1685,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1686,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Built-up
1687,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1688,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1689,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
1690,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1691,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
1692,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Built-up
1693,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
1694,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
1695,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Water,Forest
1696,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1697,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1698,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
1699,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Built-up
1700,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
1701,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,Forest
1702,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
1703,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Built-up
1704,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
1705,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
1706,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
1707,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
1708,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1709,NULL,Built-up,Forest,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
1710,NULL,Built-up,Forest,Water,Non_Wetland,Wetland,Bareland,Water
1711,NULL,Built-up,Forest,Water,Non_Wetland,Wetland,Bareland,Forest
1712,NULL,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1713,NULL,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
1714,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1715,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1716,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1717,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
1718,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1719,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1720,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1721,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1722,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
1723,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
1724,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
1725,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
1726,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1727,NULL,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
1728,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1729,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1730,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
1731,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
1732,NULL,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
1733,NULL,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
1734,NULL,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1735,NULL,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
1736,NULL,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1737,NULL,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1738,NULL,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1739,NULL,Water,NULL,Water,Non_Wetland,Bareland,Water,Grassland
1740,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1741,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1742,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1743,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1744,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1745,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1746,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1747,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1748,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1749,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1750,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1751,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
1752,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
1753,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1754,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1755,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1756,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1757,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1758,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
1759,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1760,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
1761,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
1762,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
1763,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Forest
1764,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1765,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Bareland,Grassland
1766,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Bareland,Forest
1767,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
1768,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
1769,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
1770,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
1771,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
1772,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
1773,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
1774,NULL,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
1775,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1776,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1777,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1778,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
1779,NULL,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1780,NULL,Water,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
1781,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1782,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1783,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1784,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
1785,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
1786,NULL,Water,Grassland,Water,Non_Wetland,Wetland,Bareland,Grassland
1787,NULL,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
1788,NULL,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1789,NULL,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1790,NULL,Water,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
1791,NULL,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1792,NULL,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
1793,NULL,Water,Wetland,NULL,Wetland,Grassland,Water,Water
1794,NULL,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
1795,NULL,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1796,NULL,Water,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
1797,NULL,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1798,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1799,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1800,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1801,NULL,Water,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
1802,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
1803,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
1804,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
1805,NULL,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
1806,NULL,Water,Wetland,NULL,Wetland,Bareland,Grassland,Forest
1807,NULL,Water,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1808,NULL,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1809,NULL,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
1810,NULL,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
1811,NULL,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
1812,NULL,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
1813,NULL,Water,Wetland,NULL,Wetland,Water,Bareland,Grassland
1814,NULL,Water,Wetland,NULL,Wetland,Water,Water,Grassland
1815,NULL,Water,Wetland,NULL,Wetland,Water,Water,Wetland
1816,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1817,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1818,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1819,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
1820,NULL,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1821,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
1822,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
1823,NULL,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1824,NULL,Water,Wetland,Water,Wetland,Grassland,Bareland,Grassland
1825,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
1826,NULL,Water,Wetland,Water,Wetland,Wetland,Grassland,Grassland
1827,NULL,Water,Wetland,Water,Wetland,Wetland,Grassland,Wetland
1828,NULL,Water,Wetland,Water,Wetland,Wetland,Grassland,Forest
1829,NULL,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1830,NULL,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1831,NULL,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
1832,NULL,Water,Wetland,Water,Wetland,Wetland,Bareland,Grassland
1833,NULL,Water,Wetland,Water,Wetland,Wetland,Built-up,Wetland
1834,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
1835,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
1836,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Forest
1837,NULL,Water,Wetland,Water,Wetland,Wetland,Forest,Grassland
1838,NULL,Water,Wetland,Water,Wetland,Wetland,Forest,Forest
1839,NULL,Water,Wetland,Water,Wetland,Bareland,Grassland,Grassland
1840,NULL,Water,Wetland,Water,Wetland,Bareland,Wetland,Grassland
1841,NULL,Water,Wetland,Water,Wetland,Bareland,Bareland,Grassland
1842,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
1843,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
1844,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Forest
1845,NULL,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
1846,NULL,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
1847,NULL,Water,Wetland,Water,Wetland,Water,Water,Grassland
1848,NULL,Water,Wetland,Water,Wetland,Water,Water,Wetland
1849,NULL,Water,Wetland,Water,Wetland,Water,Water,Bareland
1850,NULL,Water,Wetland,Water,Wetland,Water,Water,Water
1851,NULL,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1852,NULL,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
1853,NULL,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
1854,NULL,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1855,NULL,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
1856,NULL,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
1857,NULL,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1858,NULL,Water,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
1859,NULL,Water,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
1860,NULL,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
1861,NULL,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
1862,NULL,Water,Bareland,Water,Non_Wetland,Wetland,Bareland,Grassland
1863,NULL,Water,Bareland,Water,Non_Wetland,Wetland,Bareland,Forest
1864,NULL,Water,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
1865,NULL,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
1866,NULL,Water,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
1867,NULL,Water,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
1868,NULL,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
1869,NULL,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
1870,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
1871,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
1872,NULL,Water,Water,NULL,Water,Grassland,Water,Grassland
1873,NULL,Water,Water,NULL,Water,Wetland,Wetland,Grassland
1874,NULL,Water,Water,NULL,Water,Wetland,Water,Grassland
1875,NULL,Water,Water,NULL,Water,Wetland,Water,Forest
1876,NULL,Water,Water,NULL,Water,Water,Water,Grassland
1877,NULL,Water,Water,Non_Water,Water,Wetland,Water,Grassland
1878,NULL,Water,Water,Water,Water,Grassland,Water,Grassland
1879,NULL,Water,Water,Water,Water,Grassland,Water,Forest
1880,NULL,Water,Water,Water,Water,Wetland,Grassland,Grassland
1881,NULL,Water,Water,Water,Water,Wetland,Wetland,Grassland
1882,NULL,Water,Water,Water,Water,Wetland,Wetland,Wetland
1883,NULL,Water,Water,Water,Water,Wetland,Water,Grassland
1884,NULL,Water,Water,Water,Water,Wetland,Water,Water
1885,NULL,Water,Water,Water,Water,Wetland,Water,Forest
1886,NULL,Water,Water,Water,Water,Water,Wetland,Grassland
1887,NULL,Water,Water,Water,Water,Water,Wetland,Wetland
1888,NULL,Water,Water,Water,Water,Water,Water,Grassland
1889,NULL,Water,Water,Water,Water,Water,Water,Wetland
1890,NULL,Water,Water,Water,Water,Water,Water,Forest
1891,NULL,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1892,NULL,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1893,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1894,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1895,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1896,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1897,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1898,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1899,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
1900,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
1901,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1902,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1903,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1904,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1905,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1906,NULL,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1907,NULL,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1908,NULL,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
1909,NULL,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
1910,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1911,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1912,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1913,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1914,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1915,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1916,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1917,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1918,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1919,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
1920,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1921,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1922,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1923,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1924,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1925,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
1926,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1927,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1928,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1929,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1930,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1931,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1932,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1933,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Forest
1934,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1935,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1936,NULL,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
1937,NULL,Forest,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
1938,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1939,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1940,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1941,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1942,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1943,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1944,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1945,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1946,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
1947,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1948,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1949,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1950,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1951,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1952,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1953,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
1954,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1955,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1956,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1957,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1958,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1959,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1960,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1961,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
1962,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
1963,NULL,Forest,Shrubland,Water,Non_Wetland,Wetland,Bareland,Grassland
1964,NULL,Forest,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
1965,NULL,Forest,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
1966,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
1967,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1968,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1969,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1970,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1971,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1972,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1973,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1974,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1975,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
1976,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1977,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1978,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1979,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1980,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1981,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1982,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1983,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1984,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1985,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1986,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1987,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
1988,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1989,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1990,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1991,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1992,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
1993,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1994,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
1995,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1996,NULL,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1997,NULL,Forest,Wetland,NULL,Wetland,NULL,Wetland,Wetland
1998,NULL,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
1999,NULL,Forest,Wetland,NULL,Wetland,NULL,Water,Grassland
2000,NULL,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2001,NULL,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2002,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2003,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2004,NULL,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Forest
2005,NULL,Forest,Wetland,NULL,Wetland,Grassland,Water,Grassland
2006,NULL,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
2007,NULL,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
2008,NULL,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2009,NULL,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
