Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KRQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KRQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KRQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KRQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KRQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KRQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KRQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KRQ_M_R
1496,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
1497,NULL,Built-up,Wetland,Water,Wetland,NULL,Bareland,Grassland
1498,NULL,Built-up,Wetland,Water,Wetland,NULL,Built-up,Grassland
1499,NULL,Built-up,Wetland,Water,Wetland,NULL,Built-up,Wetland
1500,NULL,Built-up,Wetland,Water,Wetland,NULL,Built-up,Water
1501,NULL,Built-up,Wetland,Water,Wetland,Grassland,Bareland,Grassland
1502,NULL,Built-up,Wetland,Water,Wetland,Wetland,Water,Wetland
1503,NULL,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Grassland
1504,NULL,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Bareland
1505,NULL,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Water
1506,NULL,Built-up,Wetland,Water,Wetland,Bareland,Built-up,Grassland
1507,NULL,Built-up,Wetland,Water,Wetland,Bareland,Built-up,Bareland
1508,NULL,Built-up,Wetland,Water,Wetland,Bareland,Built-up,Built-up
1509,NULL,Built-up,Wetland,Water,Wetland,Bareland,Built-up,Water
1510,NULL,Built-up,Wetland,Water,Wetland,Bareland,Water,Water
1511,NULL,Built-up,Wetland,Water,Wetland,Built-up,Wetland,Wetland
1512,NULL,Built-up,Wetland,Water,Wetland,Built-up,Built-up,Grassland
1513,NULL,Built-up,Wetland,Water,Wetland,Built-up,Built-up,Built-up
1514,NULL,Built-up,Wetland,Water,Wetland,Built-up,Built-up,Water
1515,NULL,Built-up,Wetland,Water,Wetland,Built-up,Water,Grassland
1516,NULL,Built-up,Wetland,Water,Wetland,Built-up,Water,Built-up
1517,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1518,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1519,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1520,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Bareland,Grassland
1521,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Built-up,Grassland
1522,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
1523,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Wetland
1524,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1525,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1526,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Water
1527,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
1528,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
1529,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Water,Built-up
1530,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1531,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Wetland
1532,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1533,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1534,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Water
1535,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Forest
1536,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Water,Bareland
1537,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Water,Water
1538,NULL,Built-up,Bareland,NULL,Non_Wetland,Water,Water,Bareland
1539,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL,Built-up,Water
1540,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1541,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1542,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
1543,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Built-up,Built-up,Cropland
1544,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Built-up,Built-up,Wetland
1545,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
1546,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
1547,NULL,Built-up,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
1548,NULL,Built-up,Bareland,Water,Non_Wetland,Bareland,Built-up,Grassland
1549,NULL,Built-up,Bareland,Water,Non_Wetland,Bareland,Built-up,Bareland
1550,NULL,Built-up,Bareland,Water,Non_Wetland,Built-up,Built-up,Bareland
1551,NULL,Built-up,Bareland,Water,Non_Wetland,Built-up,Built-up,Built-up
1552,NULL,Built-up,Bareland,Water,Non_Wetland,Built-up,Built-up,Water
1553,NULL,Built-up,Bareland,Water,Non_Wetland,Built-up,Water,Water
1554,NULL,Built-up,Bareland,Water,Non_Wetland,Water,Water,Water
1555,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1556,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
1557,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1558,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1559,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1560,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1561,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
1562,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
1563,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
1564,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
1565,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Wetland,Grassland
1566,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Wetland,Wetland
1567,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Wetland,Built-up
1568,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
1569,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Wetland
1570,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
1571,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
1572,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
1573,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
1574,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Wetland
1575,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
1576,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
1577,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Water
1578,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
1579,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
1580,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Wetland
1581,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
1582,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Water
1583,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Forest
1584,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
1585,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
1586,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
1587,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Wetland
1588,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
1589,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
1590,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1591,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Wetland
1592,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1593,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1594,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1595,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
1596,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1597,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
1598,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Wetland
1599,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
1600,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
1601,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
1602,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
1603,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,NULL,Wetland
1604,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
1605,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Wetland
1606,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
1607,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Grassland
1608,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Wetland
1609,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Built-up
1610,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Water
1611,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Forest
1612,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Water,Built-up
1613,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
1614,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1615,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Wetland
1616,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
1617,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
1618,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
1619,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
1620,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Bareland
1621,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
1622,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
1623,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1624,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Wetland
1625,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1626,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1627,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
1628,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1629,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
1630,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
1631,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
1632,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
1633,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Water
1634,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
1635,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
1636,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Wetland
1637,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
1638,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
1639,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
1640,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
1641,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
1642,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Wetland
1643,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Bareland
1644,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
1645,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
1646,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1647,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
1648,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
1649,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
1650,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Built-up
1651,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Water
1652,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
1653,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Bareland
1654,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
1655,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
1656,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
1657,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1658,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
1659,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Wetland
1660,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
1661,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
1662,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Water
1663,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
1664,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Grassland
1665,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Wetland
1666,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Bareland
1667,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Built-up
1668,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Water
1669,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Forest
1670,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Grassland
1671,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
1672,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
1673,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Bareland,Bareland
1674,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Bareland
1675,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Water
1676,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Forest
1677,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Water,Built-up
1678,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Water,Water
1679,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
1680,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
1681,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1682,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Wetland
1683,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1684,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Grassland
1685,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Wetland
1686,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Grassland
1687,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Wetland
1688,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Forest
1689,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Grassland
1690,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Wetland
1691,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Bareland
1692,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Built-up
1693,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Forest
1694,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Water,Grassland
1695,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Water,Wetland
1696,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Water,Built-up
1697,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1698,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
1699,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Forest
1700,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
1701,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Built-up,Built-up
1702,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Wetland,Bareland,Wetland
1703,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Grassland
1704,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Built-up
1705,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
1706,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,NULL
1707,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1708,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
1709,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1710,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
1711,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
1712,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Bareland
1713,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Built-up
1714,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Water
1715,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
1716,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Water,Wetland
1717,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
1718,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Water,Built-up
1719,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Water,Water
1720,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,NULL,Grassland
1721,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Bareland,Grassland
1722,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Bareland,Built-up
1723,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
1724,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Wetland
1725,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
1726,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
1727,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Water
1728,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Forest
1729,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Water,Wetland
1730,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Water,Bareland
1731,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Water,Built-up
1732,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Water,Water
1733,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Water,Built-up,Water
1734,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1735,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,Bareland,Grassland
1736,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,Built-up,Grassland
1737,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,Built-up,Wetland
1738,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,Built-up,Built-up
1739,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,Built-up,Water
1740,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Wetland,Bareland
1741,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
1742,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
1743,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
1744,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Forest
1745,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Built-up,Grassland
1746,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Built-up,Bareland
1747,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Built-up,Built-up
1748,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Built-up,Water
1749,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
1750,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Water,Built-up
1751,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Water,Water
1752,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Grassland
1753,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Wetland
1754,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Bareland
1755,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Built-up
1756,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Water
1757,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Water,Grassland
1758,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Water,Wetland
1759,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Water,Built-up
1760,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Water,Water
1761,NULL,Built-up,Built-up,Water,Non_Wetland,Water,Built-up,Water
1762,NULL,Built-up,Built-up,Water,Non_Wetland,Water,Water,Water
1763,NULL,Built-up,Water,NULL,NULL,Bareland,Bareland,Bareland
1764,NULL,Built-up,Water,NULL,NULL,Bareland,Built-up,Bareland
1765,NULL,Built-up,Water,NULL,NULL,Bareland,Built-up,Built-up
1766,NULL,Built-up,Water,NULL,NULL,Bareland,Water,Water
1767,NULL,Built-up,Water,NULL,Water,NULL,Built-up,Grassland
1768,NULL,Built-up,Water,NULL,Water,NULL,Built-up,Built-up
1769,NULL,Built-up,Water,NULL,Water,NULL,Built-up,Water
1770,NULL,Built-up,Water,NULL,Water,NULL,Water,Water
1771,NULL,Built-up,Water,NULL,Water,NULL,Water,Forest
1772,NULL,Built-up,Water,NULL,Water,Wetland,Water,Built-up
1773,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,Bareland
1774,NULL,Built-up,Water,NULL,Water,Bareland,Built-up,Grassland
1775,NULL,Built-up,Water,NULL,Water,Bareland,Built-up,Water
1776,NULL,Built-up,Water,NULL,Water,Built-up,Bareland,Water
1777,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Grassland
1778,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Wetland
1779,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Built-up
1780,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Water
1781,NULL,Built-up,Water,NULL,Water,Built-up,Water,Grassland
1782,NULL,Built-up,Water,NULL,Water,Built-up,Water,Bareland
1783,NULL,Built-up,Water,NULL,Water,Built-up,Water,Built-up
1784,NULL,Built-up,Water,Non_Water,Water,Wetland,Built-up,Water
1785,NULL,Built-up,Water,Non_Water,Water,Bareland,Water,Built-up
1786,NULL,Built-up,Water,Non_Water,Water,Built-up,Built-up,Grassland
1787,NULL,Built-up,Water,Non_Water,Water,Built-up,Built-up,Built-up
1788,NULL,Built-up,Water,Non_Water,Water,Built-up,Built-up,Water
1789,NULL,Built-up,Water,Non_Water,Water,Built-up,Water,Built-up
1790,NULL,Built-up,Water,Water,NULL,Bareland,Bareland,Bareland
1791,NULL,Built-up,Water,Water,NULL,Bareland,Bareland,Water
1792,NULL,Built-up,Water,Water,NULL,Bareland,Built-up,Bareland
1793,NULL,Built-up,Water,Water,NULL,Bareland,Water,Bareland
1794,NULL,Built-up,Water,Water,Water,NULL,Built-up,Wetland
1795,NULL,Built-up,Water,Water,Water,NULL,Water,Wetland
1796,NULL,Built-up,Water,Water,Water,NULL,Water,Water
1797,NULL,Built-up,Water,Water,Water,NULL,Water,Forest
1798,NULL,Built-up,Water,Water,Water,Bareland,Bareland,Grassland
1799,NULL,Built-up,Water,Water,Water,Bareland,Bareland,Bareland
1800,NULL,Built-up,Water,Water,Water,Bareland,Built-up,Grassland
1801,NULL,Built-up,Water,Water,Water,Bareland,Built-up,Bareland
1802,NULL,Built-up,Water,Water,Water,Bareland,Water,Grassland
1803,NULL,Built-up,Water,Water,Water,Bareland,Water,Built-up
1804,NULL,Built-up,Water,Water,Water,Built-up,Wetland,Built-up
1805,NULL,Built-up,Water,Water,Water,Built-up,Bareland,Wetland
1806,NULL,Built-up,Water,Water,Water,Built-up,Bareland,Water
1807,NULL,Built-up,Water,Water,Water,Built-up,Built-up,Grassland
1808,NULL,Built-up,Water,Water,Water,Built-up,Built-up,Built-up
1809,NULL,Built-up,Water,Water,Water,Built-up,Built-up,Water
1810,NULL,Built-up,Water,Water,Water,Built-up,Water,Grassland
1811,NULL,Built-up,Water,Water,Water,Built-up,Water,Wetland
1812,NULL,Built-up,Water,Water,Water,Built-up,Water,Built-up
1813,NULL,Built-up,Water,Water,Water,Built-up,Water,Water
1814,NULL,Built-up,Water,Water,Water,Water,Water,Wetland
1815,NULL,Built-up,Water,Water,Water,Water,Water,Water
1816,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1817,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1818,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1819,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1820,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1821,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1822,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
1823,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1824,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
1825,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Wetland
