Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MBT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MBT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MBT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MBT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MBT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MBT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MBT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MBT_M_R
356,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
357,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
358,Water,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
359,Water,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
360,Water,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
361,Water,Forest,Water,NULL,Water,NULL,NULL,Water
362,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
363,Water,Forest,Water,Non_Water,Water,NULL,NULL,Water
364,Water,Forest,Water,Non_Water,Water,NULL,NULL,Forest
365,Water,Forest,Water,Water,Water,NULL,NULL,Grassland
366,Water,Forest,Water,Water,Water,NULL,NULL,Water
367,Water,Forest,Water,Water,Water,NULL,NULL,Forest
368,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
369,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
370,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
371,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
372,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Water
373,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
374,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
375,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
376,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
377,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
378,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
379,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
380,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
381,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
382,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
383,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
384,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
385,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
386,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
387,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
388,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
389,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
390,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
391,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
392,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
393,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
394,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
395,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
396,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
397,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
398,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
399,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
400,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
401,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
402,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
403,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
404,Forest,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
405,Forest,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
406,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
407,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
408,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
409,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
410,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
411,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
412,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
413,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
414,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Water
415,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
416,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
417,Forest,NULL,Water,Water,Water,NULL,NULL,Water
418,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
419,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
420,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
421,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
422,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
423,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
424,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
425,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
426,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
427,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
428,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
429,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
430,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
431,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
432,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
433,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
434,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
435,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
436,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
437,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
438,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
439,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
440,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
441,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
442,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
443,Forest,Wetland,Water,NULL,Water,NULL,NULL,Water
444,Forest,Wetland,Water,NULL,Water,NULL,NULL,Forest
445,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
446,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Water
447,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
448,Forest,Wetland,Water,Water,Water,NULL,NULL,Grassland
449,Forest,Wetland,Water,Water,Water,NULL,NULL,Water
450,Forest,Wetland,Water,Water,Water,NULL,NULL,Forest
451,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
452,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
453,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
454,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
455,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
456,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
457,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
458,Forest,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
459,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
460,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
461,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
462,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
463,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
464,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
465,Forest,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
466,Forest,Bareland,Water,Non_Water,Water,NULL,NULL,Water
467,Forest,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
468,Forest,Bareland,Water,Water,Water,NULL,NULL,Water
469,Forest,Bareland,Water,Water,Water,NULL,NULL,Forest
470,Forest,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
471,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
472,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
473,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
474,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
475,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
476,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
477,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
478,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
479,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
480,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
481,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
482,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
483,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
484,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
485,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
486,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
487,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
488,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
489,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
490,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
491,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
492,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
493,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
494,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
495,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
496,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
497,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
498,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
499,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
500,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
501,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
502,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
503,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
504,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
505,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
506,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
507,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
508,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
509,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
510,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
511,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
512,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
513,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
514,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
515,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
516,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
517,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
518,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
519,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
520,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
521,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
522,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
523,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
524,Forest,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
525,Forest,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
526,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
527,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
528,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
529,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
530,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
531,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
532,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
533,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
534,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
535,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
536,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
537,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
538,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
539,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
540,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
541,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
542,Forest,Water,Water,NULL,Water,NULL,NULL,Water
543,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
544,Forest,Water,Water,Non_Water,Water,NULL,NULL,Grassland
545,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
546,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
547,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
548,Forest,Water,Water,Water,Water,NULL,NULL,Water
549,Forest,Water,Water,Water,Water,NULL,NULL,Forest
550,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
551,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
552,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
553,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
554,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
555,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
556,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
557,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
558,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
559,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
560,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
561,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
562,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
563,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
564,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
565,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
566,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
567,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
568,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
569,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
570,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
571,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
572,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
573,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
574,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
575,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
576,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
577,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
578,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
579,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
580,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
581,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
582,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
583,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
584,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
585,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
586,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
587,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
588,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
589,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
590,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
591,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
592,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
593,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
594,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
595,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Water
596,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
597,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
598,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
599,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
600,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
601,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
602,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
603,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
604,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
605,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
606,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
607,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
608,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
609,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
610,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
611,Forest,Forest,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
612,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
613,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
614,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
615,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
616,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
617,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
618,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
619,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
620,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
621,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
622,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Water
623,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
624,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
625,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
626,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
627,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
628,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Water
629,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Forest
630,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
631,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
632,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
633,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
634,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Bareland
635,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Water
636,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
637,Forest,Forest,Water,Water,Water,NULL,NULL,Grassland
638,Forest,Forest,Water,Water,Water,NULL,NULL,Water
639,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
640,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
641,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
642,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
643,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
644,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
645,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
646,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
647,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
648,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
649,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
