Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LNJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LNJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LNJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LNJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LNJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LNJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LNJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LNJ_M_R
8363,Water,NULL,NULL,NULL,Non_Wetland,Forest,Water,NULL
8364,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
8365,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
8366,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
8367,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
8368,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
8369,Water,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
8370,Water,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
8371,Water,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
8372,Water,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Bareland
8373,Water,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
8374,Water,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
8375,Water,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
8376,Water,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
8377,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Wetland
8378,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
8379,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Bareland
8380,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
8381,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Grassland
8382,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Cropland
8383,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Wetland
8384,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Water
8385,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Forest
8386,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Bareland
8387,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
8388,Water,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
8389,Water,NULL,NULL,Non_Water,Non_Wetland,Forest,Water,Wetland
8390,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
8391,Water,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Water
8392,Water,NULL,NULL,Water,Non_Wetland,NULL,Water,Wetland
8393,Water,NULL,NULL,Water,Non_Wetland,NULL,Water,Water
8394,Water,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Water
8395,Water,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
8396,Water,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Cropland
8397,Water,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Wetland
8398,Water,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Bareland
8399,Water,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Water
8400,Water,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
8401,Water,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Cropland
8402,Water,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Wetland
8403,Water,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Water
8404,Water,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Forest
8405,Water,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Forest
8406,Water,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Grassland
8407,Water,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Wetland
8408,Water,NULL,NULL,Water,Non_Wetland,Bareland,Shrubland,Wetland
8409,Water,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Bareland
8410,Water,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Water
8411,Water,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Water
8412,Water,NULL,NULL,Water,Non_Wetland,Water,Grassland,NULL
8413,Water,NULL,NULL,Water,Non_Wetland,Water,Bareland,Bareland
8414,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Bareland
8415,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Water
8416,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
8417,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
8418,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
8419,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
8420,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
8421,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
8422,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
8423,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
8424,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
8425,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
8426,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
8427,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
8428,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
8429,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
8430,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
8431,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
8432,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
8433,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Cropland
8434,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
8435,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
8436,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
8437,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
8438,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
8439,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
8440,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
8441,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
8442,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8443,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8444,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
8445,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
8446,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
8447,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8448,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8449,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
8450,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
8451,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
8452,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
8453,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
8454,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
8455,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
8456,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
8457,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
8458,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8459,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
8460,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8461,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
8462,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
8463,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
8464,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
8465,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
8466,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
8467,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
8468,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
8469,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
8470,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
8471,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
8472,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8473,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
8474,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
8475,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
8476,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
8477,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8478,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
8479,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
8480,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
8481,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
8482,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
8483,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
8484,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
8485,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
8486,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
8487,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
8488,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
8489,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
8490,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Cropland
8491,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
8492,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
8493,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
8494,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
8495,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
8496,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Water
8497,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
8498,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
8499,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
8500,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
8501,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
8502,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
8503,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Wetland
8504,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
8505,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
8506,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Water
8507,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
8508,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,NULL
8509,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Wetland
8510,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Water
8511,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
8512,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
8513,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
8514,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
8515,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
8516,Water,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
8517,Water,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
8518,Water,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Bareland
8519,Water,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
8520,Water,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
8521,Water,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
8522,Water,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
8523,Water,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Water
8524,Water,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
8525,Water,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
8526,Water,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
8527,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
8528,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
8529,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
8530,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
8531,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
8532,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Cropland
8533,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
8534,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
8535,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Wetland
8536,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Bareland
8537,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Bareland
8538,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
8539,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
8540,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
8541,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
8542,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,NULL
8543,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
8544,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Water,Grassland
8545,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
8546,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Wetland
8547,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Water
8548,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Cropland
8549,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Wetland
8550,Water,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Bareland
8551,Water,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Forest
8552,Water,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
8553,Water,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
8554,Water,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
8555,Water,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Bareland
8556,Water,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Water
8557,Water,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
8558,Water,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Wetland
8559,Water,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Water
8560,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,NULL
8561,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Water
8562,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
8563,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Water
8564,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Water
8565,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
8566,Water,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Cropland
8567,Water,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Forest
8568,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Wetland
8569,Water,NULL,Shrubland,Water,Non_Wetland,Water,Bareland,Bareland
8570,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
8571,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Wetland
8572,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Bareland
8573,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
8574,Water,NULL,Shrubland,Water,Non_Wetland,Forest,NULL,Water
8575,Water,NULL,Shrubland,Water,Non_Wetland,Forest,Water,NULL
8576,Water,NULL,Shrubland,Water,Non_Wetland,Forest,Water,Wetland
8577,Water,NULL,Shrubland,Water,Non_Wetland,Forest,Water,Bareland
8578,Water,NULL,Shrubland,Water,Non_Wetland,Forest,Water,Water
8579,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
8580,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Cropland
8581,Water,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8582,Water,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8583,Water,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
8584,Water,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
8585,Water,NULL,Grassland,NULL,Non_Wetland,Shrubland,Water,Cropland
8586,Water,NULL,Grassland,NULL,Non_Wetland,Shrubland,Water,Wetland
8587,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
8588,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Cropland
8589,Water,NULL,Grassland,NULL,Non_Wetland,Water,Shrubland,Wetland
8590,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
8591,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
8592,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
8593,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
8594,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
8595,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
8596,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
8597,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
8598,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
8599,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
8600,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
8601,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
8602,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
8603,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
8604,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
8605,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
8606,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Water
8607,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
8608,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
8609,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
8610,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
8611,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
8612,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Water
8613,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
8614,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8615,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
8616,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8617,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8618,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
8619,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
8620,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,NULL
8621,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
8622,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Wetland
8623,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Water
8624,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
8625,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
8626,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
8627,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8628,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8629,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
8630,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
8631,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
8632,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Wetland
8633,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
8634,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
8635,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8636,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
8637,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
8638,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
8639,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8640,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
8641,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8642,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
8643,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Wetland
8644,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
8645,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,NULL
8646,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
8647,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
8648,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
8649,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Water
8650,Water,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Cropland
8651,Water,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Bareland
8652,Water,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Water
8653,Water,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Forest
8654,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,NULL
8655,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
8656,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Cropland
8657,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
8658,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
8659,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Cropland
8660,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Bareland
8661,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Water
8662,Water,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
8663,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
8664,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
8665,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
8666,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
8667,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
8668,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
8669,Water,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
8670,Water,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
8671,Water,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
8672,Water,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
8673,Water,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Water
8674,Water,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
8675,Water,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
8676,Water,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
8677,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
8678,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8679,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
8680,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
8681,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
8682,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
8683,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Cropland
8684,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
8685,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Cropland
8686,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
8687,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Cropland
8688,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
8689,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
8690,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Cropland
8691,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Wetland
8692,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Bareland
8693,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Water
