Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LCQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LCQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LCQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LCQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LCQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LCQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LCQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LCQ_M_R
1483,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1484,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1485,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1486,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
1487,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1488,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1489,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1490,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1491,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1492,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1493,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1494,NULL,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1495,NULL,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1496,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1497,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1498,NULL,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
1499,NULL,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1500,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1501,NULL,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
1502,NULL,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
1503,NULL,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
1504,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
1505,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1506,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1507,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1508,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1509,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1510,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1511,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
1512,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1513,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
1514,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1515,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
1516,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
1517,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
1518,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
1519,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1520,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
1521,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1522,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1523,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1524,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1525,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1526,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1527,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1528,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1529,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1530,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1531,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1532,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1533,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1534,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
1535,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
1536,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1537,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1538,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1539,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1540,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1541,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
1542,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1543,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1544,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1545,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1546,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1547,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
1548,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1549,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1550,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1551,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1552,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1553,NULL,Forest,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
1554,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
1555,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
1556,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1557,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
1558,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
1559,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
1560,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1561,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
1562,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1563,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1564,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1565,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1566,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
1567,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1568,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1569,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
1570,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
1571,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1572,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
1573,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Wetland
1574,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
1575,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1576,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
1577,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1578,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
1579,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1580,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1581,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
1582,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1583,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1584,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
1585,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
1586,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
1587,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1588,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
1589,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1590,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
1591,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
1592,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1593,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1594,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1595,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
1596,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
1597,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
1598,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1599,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Wetland
1600,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1601,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
1602,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
1603,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1604,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
1605,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
1606,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
1607,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
1608,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Wetland
1609,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Bareland
1610,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
1611,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
1612,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Water,Wetland
1613,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1614,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
1615,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1616,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1617,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1618,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1619,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
1620,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1621,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1622,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1623,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
1624,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
1625,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1626,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1627,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
1628,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
1629,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
1630,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
1631,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1632,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
1633,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1634,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
1635,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1636,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1637,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1638,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1639,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
1640,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1641,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest,Wetland,Wetland
1642,Grassland,NULL,NULL,Water,Non_Wetland,NULL,Wetland,Grassland
1643,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
1644,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Wetland
1645,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
1646,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
1647,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Wetland
1648,Grassland,NULL,NULL,Water,Non_Wetland,Cropland,Grassland,Grassland
1649,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
1650,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1651,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
1652,Grassland,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
1653,Grassland,NULL,NULL,Water,Non_Wetland,Water,Wetland,Wetland
1654,Grassland,NULL,NULL,Water,Non_Wetland,Forest,Wetland,Grassland
1655,Grassland,NULL,NULL,Water,Non_Wetland,Forest,Wetland,Water
1656,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1657,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
1658,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
1659,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1660,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
1661,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
1662,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
1663,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1664,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
1665,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1666,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1667,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1668,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1669,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1670,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1671,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1672,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1673,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
1674,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
1675,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1676,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1677,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1678,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1679,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Wetland
1680,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1681,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
1682,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1683,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1684,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1685,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1686,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
1687,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1688,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1689,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1690,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1691,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1692,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1693,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
1694,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1695,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1696,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1697,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1698,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1699,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1700,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1701,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1702,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
1703,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
1704,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1705,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
1706,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
1707,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1708,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
1709,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
1710,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
1711,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1712,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
1713,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
1714,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1715,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1716,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Wetland
1717,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
1718,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
1719,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
1720,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
1721,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Bareland
1722,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Water,Wetland
1723,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
1724,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1725,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
1726,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1727,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1728,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1729,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1730,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1731,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1732,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1733,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
1734,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1735,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1736,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1737,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
1738,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1739,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1740,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1741,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1742,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1743,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
1744,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1745,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1746,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1747,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
1748,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1749,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
1750,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
1751,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1752,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1753,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1754,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
1755,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
1756,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1757,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
1758,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
1759,Grassland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Wetland
1760,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
1761,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
1762,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
1763,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
1764,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
1765,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
1766,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Bareland
1767,Grassland,NULL,Shrubland,Water,Non_Wetland,Cropland,Water,Water
1768,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
1769,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Wetland
1770,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1771,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
1772,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
1773,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
1774,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
1775,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
1776,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
1777,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1778,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
1779,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1780,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1781,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1782,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1783,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1784,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1785,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1786,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1787,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
1788,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1789,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
1790,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1791,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1792,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1793,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1794,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
1795,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1796,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1797,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1798,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1799,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1800,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
