Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18LTQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LTQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LTQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LTQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LTQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18LTQ_M_R
1753,Water,NULL,Water,NULL,Water,NULL
1754,Water,NULL,Water,NULL,Water,Grassland
1755,Water,NULL,Water,NULL,Water,Wetland
1756,Water,NULL,Water,NULL,Water,Bareland
1757,Water,NULL,Water,NULL,Water,Water
1758,Water,NULL,Water,NULL,Water,Permanent_ice_and_snow
1759,Water,NULL,Water,NULL,Water,Forest
1760,Water,NULL,Water,Non_Water,Water,Grassland
1761,Water,NULL,Water,Non_Water,Water,Bareland
1762,Water,NULL,Water,Non_Water,Water,Water
1763,Water,NULL,Water,Water,NULL,Grassland
1764,Water,NULL,Water,Water,NULL,Water
1765,Water,NULL,Water,Water,Water,NULL
1766,Water,NULL,Water,Water,Water,Grassland
1767,Water,NULL,Water,Water,Water,Wetland
1768,Water,NULL,Water,Water,Water,Bareland
1769,Water,NULL,Water,Water,Water,Water
1770,Water,NULL,Water,Water,Water,Permanent_ice_and_snow
1771,Water,NULL,Water,Water,Water,Forest
1772,Water,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Grassland
1773,Water,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Bareland
1774,Water,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Water
1775,Water,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Permanent_ice_and_snow
1776,Water,NULL,Permanent_ice_and_snow,Non_Water,Non_Wetland,Bareland
1777,Water,NULL,Permanent_ice_and_snow,Water,Non_Wetland,Bareland
1778,Water,NULL,Forest,NULL,Non_Wetland,NULL
1779,Water,NULL,Forest,NULL,Non_Wetland,Grassland
1780,Water,NULL,Forest,NULL,Non_Wetland,Cropland
1781,Water,NULL,Forest,NULL,Non_Wetland,Wetland
1782,Water,NULL,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1783,Water,NULL,Forest,NULL,Non_Wetland,Bareland
1784,Water,NULL,Forest,NULL,Non_Wetland,Water
1785,Water,NULL,Forest,NULL,Non_Wetland,Permanent_ice_and_snow
1786,Water,NULL,Forest,NULL,Non_Wetland,Forest
1787,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland
1788,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland
1789,Water,NULL,Forest,Non_Water,Non_Wetland,Water
1790,Water,NULL,Forest,Water,Non_Wetland,Grassland
1791,Water,NULL,Forest,Water,Non_Wetland,Wetland
1792,Water,NULL,Forest,Water,Non_Wetland,Bareland
1793,Water,NULL,Forest,Water,Non_Wetland,Water
1794,Water,NULL,Forest,Water,Non_Wetland,Forest
1795,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1796,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1797,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1798,Water,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1799,Water,Cropland,Shrubland,NULL,Non_Wetland,Water
1800,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
1801,Water,Cropland,Shrubland,Water,Non_Wetland,NULL
1802,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland
1803,Water,Cropland,Shrubland,Water,Non_Wetland,Forest
1804,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
1805,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
1806,Water,Cropland,Grassland,NULL,Non_Wetland,Forest
1807,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
1808,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
1809,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
1810,Water,Cropland,Wetland,Non_Water,Wetland,Cropland
1811,Water,Cropland,Wetland,Water,Wetland,Water
1812,Water,Cropland,Wetland,Water,Wetland,Forest
1813,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
1814,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
1815,Water,Cropland,Bareland,NULL,Non_Wetland,Water
1816,Water,Cropland,Bareland,NULL,Non_Wetland,Forest
1817,Water,Cropland,Bareland,Water,Non_Wetland,Grassland
1818,Water,Cropland,Bareland,Water,Non_Wetland,Cropland
1819,Water,Cropland,Bareland,Water,Non_Wetland,Forest
1820,Water,Cropland,Water,NULL,Water,Forest
1821,Water,Cropland,Water,Water,Water,Grassland
1822,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
1823,Water,Cropland,Forest,NULL,Non_Wetland,Cropland
1824,Water,Cropland,Forest,NULL,Non_Wetland,Forest
1825,Water,Cropland,Forest,Non_Water,Non_Wetland,Forest
1826,Water,Cropland,Forest,Water,Non_Wetland,Forest
1827,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL
1828,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1829,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1830,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland
1831,Water,Wetland,Shrubland,NULL,Non_Wetland,Water
1832,Water,Wetland,Shrubland,NULL,Non_Wetland,Forest
1833,Water,Wetland,Shrubland,Water,Non_Wetland,NULL
1834,Water,Wetland,Shrubland,Water,Non_Wetland,Grassland
1835,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland
1836,Water,Wetland,Shrubland,Water,Non_Wetland,Bareland
1837,Water,Wetland,Shrubland,Water,Non_Wetland,Water
1838,Water,Wetland,Grassland,NULL,Non_Wetland,Grassland
1839,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland
1840,Water,Wetland,Wetland,Non_Water,Wetland,NULL
1841,Water,Wetland,Bareland,NULL,Non_Wetland,Bareland
1842,Water,Wetland,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
1843,Water,Wetland,Water,NULL,NULL,Bareland
1844,Water,Wetland,Water,NULL,NULL,Permanent_ice_and_snow
1845,Water,Wetland,Water,NULL,Water,NULL
1846,Water,Wetland,Water,NULL,Water,Grassland
1847,Water,Wetland,Water,NULL,Water,Wetland
1848,Water,Wetland,Water,NULL,Water,Bareland
1849,Water,Wetland,Water,NULL,Water,Water
1850,Water,Wetland,Water,Water,Water,NULL
1851,Water,Wetland,Water,Water,Water,Grassland
1852,Water,Wetland,Water,Water,Water,Wetland
1853,Water,Wetland,Water,Water,Water,Bareland
1854,Water,Wetland,Water,Water,Water,Water
1855,Water,Wetland,Water,Water,Water,Forest
1856,Water,Wetland,Forest,NULL,Non_Wetland,NULL
1857,Water,Wetland,Forest,NULL,Non_Wetland,Wetland
1858,Water,Wetland,Forest,NULL,Non_Wetland,Water
1859,Water,Wetland,Forest,Water,Non_Wetland,NULL
1860,Water,Wetland,Forest,Water,Non_Wetland,Grassland
1861,Water,Wetland,Forest,Water,Non_Wetland,Wetland
1862,Water,Wetland,Forest,Water,Non_Wetland,Water
1863,Water,Bareland,NULL,NULL,Non_Wetland,Bareland
1864,Water,Bareland,NULL,NULL,Non_Wetland,Permanent_ice_and_snow
1865,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL
1866,Water,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1867,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1868,Water,Bareland,Shrubland,NULL,Non_Wetland,Built-up
1869,Water,Bareland,Shrubland,NULL,Non_Wetland,Water
1870,Water,Bareland,Shrubland,NULL,Non_Wetland,Permanent_ice_and_snow
1871,Water,Bareland,Shrubland,NULL,Non_Wetland,Forest
1872,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
1873,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Water
1874,Water,Bareland,Shrubland,Water,Non_Wetland,Grassland
1875,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland
1876,Water,Bareland,Shrubland,Water,Non_Wetland,Built-up
1877,Water,Bareland,Shrubland,Water,Non_Wetland,Water
1878,Water,Bareland,Grassland,NULL,Non_Wetland,NULL
1879,Water,Bareland,Grassland,NULL,Non_Wetland,Grassland
1880,Water,Bareland,Grassland,NULL,Non_Wetland,Cropland
1881,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
1882,Water,Bareland,Grassland,NULL,Non_Wetland,Built-up
1883,Water,Bareland,Grassland,NULL,Non_Wetland,Water
1884,Water,Bareland,Grassland,NULL,Non_Wetland,Permanent_ice_and_snow
1885,Water,Bareland,Grassland,NULL,Non_Wetland,Forest
1886,Water,Bareland,Grassland,Water,Non_Wetland,Grassland
1887,Water,Bareland,Grassland,Water,Non_Wetland,Water
1888,Water,Bareland,Cropland,NULL,Non_Wetland,Grassland
1889,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
1890,Water,Bareland,Cropland,NULL,Non_Wetland,Forest
1891,Water,Bareland,Cropland,Water,Non_Wetland,Water
1892,Water,Bareland,Wetland,NULL,Wetland,Grassland
1893,Water,Bareland,Wetland,NULL,Wetland,Bareland
1894,Water,Bareland,Wetland,NULL,Wetland,Water
1895,Water,Bareland,Wetland,NULL,Wetland,Permanent_ice_and_snow
1896,Water,Bareland,Wetland,Non_Water,Wetland,Water
1897,Water,Bareland,Wetland,Water,Wetland,Grassland
1898,Water,Bareland,Wetland,Water,Wetland,Bareland
1899,Water,Bareland,Wetland,Water,Wetland,Water
1900,Water,Bareland,Wetland,Water,Wetland,Permanent_ice_and_snow
1901,Water,Bareland,Wetland,Water,Wetland,Forest
1902,Water,Bareland,Bareland,NULL,Non_Wetland,Grassland
1903,Water,Bareland,Bareland,NULL,Non_Wetland,Wetland
1904,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
1905,Water,Bareland,Bareland,NULL,Non_Wetland,Built-up
1906,Water,Bareland,Bareland,NULL,Non_Wetland,Water
1907,Water,Bareland,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
1908,Water,Bareland,Bareland,NULL,Non_Wetland,Forest
1909,Water,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
1910,Water,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1911,Water,Bareland,Bareland,Non_Water,Non_Wetland,Water
1912,Water,Bareland,Bareland,Non_Water,Non_Wetland,Forest
1913,Water,Bareland,Bareland,Water,Non_Wetland,Grassland
1914,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
1915,Water,Bareland,Bareland,Water,Non_Wetland,Built-up
1916,Water,Bareland,Bareland,Water,Non_Wetland,Water
1917,Water,Bareland,Bareland,Water,Non_Wetland,Permanent_ice_and_snow
1918,Water,Bareland,Bareland,Water,Non_Wetland,Forest
1919,Water,Bareland,Built-up,NULL,Non_Wetland,Grassland
1920,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland
1921,Water,Bareland,Built-up,NULL,Non_Wetland,Built-up
1922,Water,Bareland,Built-up,NULL,Non_Wetland,Water
1923,Water,Bareland,Built-up,NULL,Non_Wetland,Permanent_ice_and_snow
1924,Water,Bareland,Built-up,NULL,Non_Wetland,Forest
1925,Water,Bareland,Built-up,Non_Water,Non_Wetland,Water
1926,Water,Bareland,Built-up,Water,Non_Wetland,Grassland
1927,Water,Bareland,Built-up,Water,Non_Wetland,Bareland
1928,Water,Bareland,Built-up,Water,Non_Wetland,Water
1929,Water,Bareland,Water,NULL,NULL,Grassland
1930,Water,Bareland,Water,NULL,NULL,Bareland
1931,Water,Bareland,Water,NULL,NULL,Water
1932,Water,Bareland,Water,NULL,NULL,Permanent_ice_and_snow
1933,Water,Bareland,Water,NULL,NULL,Forest
1934,Water,Bareland,Water,NULL,Water,Grassland
1935,Water,Bareland,Water,NULL,Water,Bareland
1936,Water,Bareland,Water,NULL,Water,Water
1937,Water,Bareland,Water,NULL,Water,Permanent_ice_and_snow
1938,Water,Bareland,Water,NULL,Water,Forest
1939,Water,Bareland,Water,Non_Water,Water,Water
1940,Water,Bareland,Water,Water,NULL,Grassland
1941,Water,Bareland,Water,Water,NULL,Bareland
1942,Water,Bareland,Water,Water,NULL,Water
1943,Water,Bareland,Water,Water,NULL,Permanent_ice_and_snow
1944,Water,Bareland,Water,Water,Water,Grassland
1945,Water,Bareland,Water,Water,Water,Bareland
1946,Water,Bareland,Water,Water,Water,Built-up
1947,Water,Bareland,Water,Water,Water,Water
1948,Water,Bareland,Water,Water,Water,Permanent_ice_and_snow
1949,Water,Bareland,Water,Water,Water,Forest
1950,Water,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,Grassland
1951,Water,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,Bareland
1952,Water,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,Water
1953,Water,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,Permanent_ice_and_snow
1954,Water,Bareland,Permanent_ice_and_snow,Non_Water,Non_Wetland,Bareland
1955,Water,Bareland,Permanent_ice_and_snow,Non_Water,Non_Wetland,Water
1956,Water,Bareland,Permanent_ice_and_snow,Water,Non_Wetland,Grassland
1957,Water,Bareland,Permanent_ice_and_snow,Water,Non_Wetland,Bareland
1958,Water,Bareland,Permanent_ice_and_snow,Water,Non_Wetland,Water
1959,Water,Bareland,Permanent_ice_and_snow,Water,Non_Wetland,Permanent_ice_and_snow
1960,Water,Bareland,Forest,NULL,Non_Wetland,Grassland
1961,Water,Bareland,Forest,NULL,Non_Wetland,Bareland
1962,Water,Bareland,Forest,NULL,Non_Wetland,Water
1963,Water,Bareland,Forest,NULL,Non_Wetland,Permanent_ice_and_snow
1964,Water,Bareland,Forest,NULL,Non_Wetland,Forest
1965,Water,Bareland,Forest,Water,Non_Wetland,Grassland
1966,Water,Bareland,Forest,Water,Non_Wetland,Forest
1967,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL
1968,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1969,Water,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1970,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1971,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1972,Water,Built-up,Shrubland,NULL,Non_Wetland,Water
1973,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest
1974,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL
1975,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
1976,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland
1977,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Water
1978,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
1979,Water,Built-up,Shrubland,Water,Non_Wetland,NULL
1980,Water,Built-up,Shrubland,Water,Non_Wetland,Grassland
1981,Water,Built-up,Shrubland,Water,Non_Wetland,Bareland
1982,Water,Built-up,Shrubland,Water,Non_Wetland,Built-up
1983,Water,Built-up,Shrubland,Water,Non_Wetland,Water
1984,Water,Built-up,Shrubland,Water,Non_Wetland,Forest
1985,Water,Built-up,Grassland,NULL,Non_Wetland,NULL
1986,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland
1987,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland
1988,Water,Built-up,Grassland,NULL,Non_Wetland,Built-up
1989,Water,Built-up,Grassland,Water,Non_Wetland,Forest
1990,Water,Built-up,Cropland,NULL,Non_Wetland,NULL
1991,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland
1992,Water,Built-up,Cropland,NULL,Non_Wetland,Cropland
1993,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland
1994,Water,Built-up,Cropland,NULL,Non_Wetland,Water
1995,Water,Built-up,Cropland,NULL,Non_Wetland,Forest
1996,Water,Built-up,Cropland,Non_Water,Non_Wetland,Bareland
1997,Water,Built-up,Cropland,Non_Water,Non_Wetland,Water
1998,Water,Built-up,Cropland,Non_Water,Non_Wetland,Forest
1999,Water,Built-up,Cropland,Water,Non_Wetland,NULL
2000,Water,Built-up,Cropland,Water,Non_Wetland,Grassland
2001,Water,Built-up,Cropland,Water,Non_Wetland,Water
2002,Water,Built-up,Wetland,NULL,Wetland,Water
2003,Water,Built-up,Wetland,Water,Wetland,Grassland
2004,Water,Built-up,Wetland,Water,Wetland,Water
2005,Water,Built-up,Wetland,Water,Wetland,Forest
2006,Water,Built-up,Bareland,NULL,Non_Wetland,NULL
2007,Water,Built-up,Bareland,NULL,Non_Wetland,Grassland
2008,Water,Built-up,Bareland,NULL,Non_Wetland,Cropland
2009,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland
2010,Water,Built-up,Bareland,NULL,Non_Wetland,Built-up
2011,Water,Built-up,Bareland,NULL,Non_Wetland,Water
2012,Water,Built-up,Bareland,NULL,Non_Wetland,Forest
2013,Water,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
2014,Water,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
2015,Water,Built-up,Bareland,Non_Water,Non_Wetland,Water
2016,Water,Built-up,Bareland,Water,Non_Wetland,NULL
2017,Water,Built-up,Bareland,Water,Non_Wetland,Grassland
2018,Water,Built-up,Bareland,Water,Non_Wetland,Wetland
2019,Water,Built-up,Bareland,Water,Non_Wetland,Bareland
2020,Water,Built-up,Bareland,Water,Non_Wetland,Built-up
2021,Water,Built-up,Bareland,Water,Non_Wetland,Water
2022,Water,Built-up,Bareland,Water,Non_Wetland,Forest
2023,Water,Built-up,Built-up,NULL,Non_Wetland,NULL
2024,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland
2025,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland
2026,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up
2027,Water,Built-up,Built-up,NULL,Non_Wetland,Water
2028,Water,Built-up,Built-up,NULL,Non_Wetland,Forest
2029,Water,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
2030,Water,Built-up,Built-up,Non_Water,Non_Wetland,Water
2031,Water,Built-up,Built-up,Water,Non_Wetland,Grassland
2032,Water,Built-up,Built-up,Water,Non_Wetland,Bareland
2033,Water,Built-up,Built-up,Water,Non_Wetland,Built-up
2034,Water,Built-up,Built-up,Water,Non_Wetland,Water
2035,Water,Built-up,Built-up,Water,Non_Wetland,Forest
2036,Water,Built-up,Water,NULL,Water,Grassland
2037,Water,Built-up,Water,NULL,Water,Water
2038,Water,Built-up,Water,NULL,Water,Forest
2039,Water,Built-up,Water,Non_Water,Water,Water
2040,Water,Built-up,Water,Water,Water,NULL
2041,Water,Built-up,Water,Water,Water,Grassland
2042,Water,Built-up,Water,Water,Water,Water
2043,Water,Built-up,Water,Water,Water,Forest
2044,Water,Built-up,Forest,NULL,Non_Wetland,Grassland
2045,Water,Built-up,Forest,NULL,Non_Wetland,Bareland
2046,Water,Built-up,Forest,NULL,Non_Wetland,Water
2047,Water,Built-up,Forest,NULL,Non_Wetland,Forest
2048,Water,Built-up,Forest,Non_Water,Non_Wetland,Bareland
2049,Water,Built-up,Forest,Non_Water,Non_Wetland,Forest
2050,Water,Built-up,Forest,Water,Non_Wetland,Grassland
2051,Water,Built-up,Forest,Water,Non_Wetland,Forest
2052,Water,Water,NULL,NULL,Non_Wetland,Water
2053,Water,Water,Shrubland,NULL,Non_Wetland,NULL
2054,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
2055,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
2056,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
2057,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
2058,Water,Water,Shrubland,NULL,Non_Wetland,Built-up
2059,Water,Water,Shrubland,NULL,Non_Wetland,Water
2060,Water,Water,Shrubland,NULL,Non_Wetland,Permanent_ice_and_snow
2061,Water,Water,Shrubland,NULL,Non_Wetland,Forest
2062,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL
2063,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
2064,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland
2065,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
2066,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
2067,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
2068,Water,Water,Shrubland,Water,Non_Wetland,NULL
2069,Water,Water,Shrubland,Water,Non_Wetland,Grassland
2070,Water,Water,Shrubland,Water,Non_Wetland,Cropland
2071,Water,Water,Shrubland,Water,Non_Wetland,Wetland
2072,Water,Water,Shrubland,Water,Non_Wetland,Bareland
2073,Water,Water,Shrubland,Water,Non_Wetland,Built-up
2074,Water,Water,Shrubland,Water,Non_Wetland,Water
2075,Water,Water,Shrubland,Water,Non_Wetland,Forest
2076,Water,Water,Grassland,NULL,Non_Wetland,NULL
2077,Water,Water,Grassland,NULL,Non_Wetland,Grassland
2078,Water,Water,Grassland,NULL,Non_Wetland,Cropland
2079,Water,Water,Grassland,NULL,Non_Wetland,Wetland
2080,Water,Water,Grassland,NULL,Non_Wetland,Bareland
2081,Water,Water,Grassland,NULL,Non_Wetland,Built-up
2082,Water,Water,Grassland,NULL,Non_Wetland,Water
2083,Water,Water,Grassland,NULL,Non_Wetland,Forest
2084,Water,Water,Grassland,Non_Water,Non_Wetland,NULL
2085,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
2086,Water,Water,Grassland,Non_Water,Non_Wetland,Water
2087,Water,Water,Grassland,Water,Non_Wetland,NULL
2088,Water,Water,Grassland,Water,Non_Wetland,Grassland
2089,Water,Water,Grassland,Water,Non_Wetland,Cropland
2090,Water,Water,Grassland,Water,Non_Wetland,Bareland
2091,Water,Water,Grassland,Water,Non_Wetland,Water
2092,Water,Water,Grassland,Water,Non_Wetland,Forest
2093,Water,Water,Cropland,NULL,Non_Wetland,NULL
2094,Water,Water,Cropland,NULL,Non_Wetland,Grassland
2095,Water,Water,Cropland,NULL,Non_Wetland,Cropland
2096,Water,Water,Cropland,NULL,Non_Wetland,Wetland
2097,Water,Water,Cropland,NULL,Non_Wetland,Bareland
2098,Water,Water,Cropland,NULL,Non_Wetland,Built-up
2099,Water,Water,Cropland,NULL,Non_Wetland,Water
2100,Water,Water,Cropland,NULL,Non_Wetland,Forest
2101,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
2102,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
2103,Water,Water,Cropland,Non_Water,Non_Wetland,Water
2104,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
2105,Water,Water,Cropland,Water,Non_Wetland,Grassland
2106,Water,Water,Cropland,Water,Non_Wetland,Wetland
2107,Water,Water,Cropland,Water,Non_Wetland,Bareland
2108,Water,Water,Cropland,Water,Non_Wetland,Water
2109,Water,Water,Cropland,Water,Non_Wetland,Forest
2110,Water,Water,Wetland,NULL,Wetland,NULL
2111,Water,Water,Wetland,NULL,Wetland,Grassland
2112,Water,Water,Wetland,NULL,Wetland,Wetland
2113,Water,Water,Wetland,NULL,Wetland,Bareland
2114,Water,Water,Wetland,NULL,Wetland,Water
2115,Water,Water,Wetland,NULL,Wetland,Forest
2116,Water,Water,Wetland,Non_Water,Wetland,Grassland
2117,Water,Water,Wetland,Non_Water,Wetland,Wetland
2118,Water,Water,Wetland,Non_Water,Wetland,Bareland
2119,Water,Water,Wetland,Non_Water,Wetland,Water
2120,Water,Water,Wetland,Non_Water,Wetland,Forest
2121,Water,Water,Wetland,Water,Wetland,NULL
2122,Water,Water,Wetland,Water,Wetland,Grassland
2123,Water,Water,Wetland,Water,Wetland,Wetland
2124,Water,Water,Wetland,Water,Wetland,Bareland
2125,Water,Water,Wetland,Water,Wetland,Water
2126,Water,Water,Wetland,Water,Wetland,Forest
2127,Water,Water,Bareland,NULL,Non_Wetland,NULL
2128,Water,Water,Bareland,NULL,Non_Wetland,Grassland
2129,Water,Water,Bareland,NULL,Non_Wetland,Cropland
2130,Water,Water,Bareland,NULL,Non_Wetland,Wetland
2131,Water,Water,Bareland,NULL,Non_Wetland,Bareland
2132,Water,Water,Bareland,NULL,Non_Wetland,Built-up
2133,Water,Water,Bareland,NULL,Non_Wetland,Water
2134,Water,Water,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
2135,Water,Water,Bareland,NULL,Non_Wetland,Forest
2136,Water,Water,Bareland,Non_Water,Non_Wetland,NULL
2137,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
2138,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
2139,Water,Water,Bareland,Non_Water,Non_Wetland,Water
2140,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
2141,Water,Water,Bareland,Water,Non_Wetland,NULL
2142,Water,Water,Bareland,Water,Non_Wetland,Grassland
2143,Water,Water,Bareland,Water,Non_Wetland,Cropland
2144,Water,Water,Bareland,Water,Non_Wetland,Wetland
2145,Water,Water,Bareland,Water,Non_Wetland,Bareland
2146,Water,Water,Bareland,Water,Non_Wetland,Built-up
2147,Water,Water,Bareland,Water,Non_Wetland,Water
2148,Water,Water,Bareland,Water,Non_Wetland,Permanent_ice_and_snow
2149,Water,Water,Bareland,Water,Non_Wetland,Forest
2150,Water,Water,Built-up,NULL,Non_Wetland,Grassland
2151,Water,Water,Built-up,NULL,Non_Wetland,Cropland
2152,Water,Water,Built-up,NULL,Non_Wetland,Bareland
2153,Water,Water,Built-up,NULL,Non_Wetland,Built-up
2154,Water,Water,Built-up,NULL,Non_Wetland,Water
2155,Water,Water,Built-up,NULL,Non_Wetland,Forest
2156,Water,Water,Built-up,Non_Water,Non_Wetland,NULL
2157,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland
2158,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland
2159,Water,Water,Built-up,Non_Water,Non_Wetland,Water
2160,Water,Water,Built-up,Non_Water,Non_Wetland,Forest
2161,Water,Water,Built-up,Water,Non_Wetland,Grassland
2162,Water,Water,Built-up,Water,Non_Wetland,Bareland
2163,Water,Water,Built-up,Water,Non_Wetland,Water
2164,Water,Water,Built-up,Water,Non_Wetland,Forest
2165,Water,Water,Water,NULL,NULL,Grassland
2166,Water,Water,Water,NULL,NULL,Bareland
2167,Water,Water,Water,NULL,NULL,Water
2168,Water,Water,Water,NULL,NULL,Permanent_ice_and_snow
2169,Water,Water,Water,NULL,Water,NULL
2170,Water,Water,Water,NULL,Water,Grassland
2171,Water,Water,Water,NULL,Water,Wetland
2172,Water,Water,Water,NULL,Water,Bareland
2173,Water,Water,Water,NULL,Water,Built-up
2174,Water,Water,Water,NULL,Water,Water
2175,Water,Water,Water,NULL,Water,Permanent_ice_and_snow
2176,Water,Water,Water,NULL,Water,Forest
2177,Water,Water,Water,Non_Water,Water,NULL
2178,Water,Water,Water,Non_Water,Water,Grassland
2179,Water,Water,Water,Non_Water,Water,Wetland
2180,Water,Water,Water,Non_Water,Water,Bareland
2181,Water,Water,Water,Non_Water,Water,Water
2182,Water,Water,Water,Non_Water,Water,Forest
2183,Water,Water,Water,Water,NULL,Grassland
2184,Water,Water,Water,Water,NULL,Bareland
2185,Water,Water,Water,Water,NULL,Water
2186,Water,Water,Water,Water,NULL,Permanent_ice_and_snow
2187,Water,Water,Water,Water,Water,NULL
2188,Water,Water,Water,Water,Water,Grassland
2189,Water,Water,Water,Water,Water,Wetland
2190,Water,Water,Water,Water,Water,Bareland
2191,Water,Water,Water,Water,Water,Built-up
2192,Water,Water,Water,Water,Water,Water
2193,Water,Water,Water,Water,Water,Permanent_ice_and_snow
2194,Water,Water,Water,Water,Water,Forest
2195,Water,Water,Permanent_ice_and_snow,NULL,Non_Wetland,Grassland
2196,Water,Water,Permanent_ice_and_snow,NULL,Non_Wetland,Bareland
2197,Water,Water,Permanent_ice_and_snow,NULL,Non_Wetland,Water
