Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LNE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LNE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LNE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LNE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LNE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LNE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LNE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LNE_M_R
7599,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
7600,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7601,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
7602,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
7603,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
7604,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
7605,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
7606,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
7607,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
7608,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
7609,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
7610,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
7611,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
7612,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
7613,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
7614,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Built-up
7615,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
7616,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
7617,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Built-up
7618,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
7619,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
7620,Bareland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
7621,Bareland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
7622,Bareland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
7623,Bareland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7624,Bareland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7625,Bareland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7626,Bareland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
7627,Bareland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7628,Bareland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
7629,Bareland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
7630,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
7631,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
7632,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
7633,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
7634,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
7635,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
7636,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
7637,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
7638,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7639,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
7640,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
7641,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
7642,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
7643,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
7644,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
7645,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
7646,Water,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
7647,Water,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Water
7648,Water,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
7649,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
7650,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
7651,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
7652,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
7653,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Water
7654,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
7655,Water,NULL,NULL,NULL,Non_Wetland,NULL,Water,Forest
7656,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
7657,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
7658,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Water
7659,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7660,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7661,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
7662,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
7663,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7664,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Bareland
7665,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Water
7666,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
7667,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
7668,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
7669,Water,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
7670,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
7671,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
7672,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
7673,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
7674,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
7675,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
7676,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
7677,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
7678,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Water
7679,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
7680,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
7681,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
7682,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
7683,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Water
7684,Water,NULL,NULL,NULL,Non_Wetland,Water,NULL,Water
7685,Water,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Water
7686,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
7687,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Water
7688,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
7689,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Cropland
7690,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Wetland
7691,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Bareland
7692,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
7693,Water,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
7694,Water,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
7695,Water,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Water
7696,Water,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
7697,Water,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Water
7698,Water,NULL,NULL,NULL,Non_Wetland,Forest,Water,Forest
7699,Water,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
7700,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,NULL
7701,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
7702,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
7703,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Water
7704,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,Cropland
7705,Water,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
7706,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
7707,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Water
7708,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
7709,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,NULL
7710,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Grassland
7711,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Bareland
7712,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Cropland
7713,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Forest,Water
7714,Water,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Water
7715,Water,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
7716,Water,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
7717,Water,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Cropland
7718,Water,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Water
7719,Water,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Water
7720,Water,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Water
7721,Water,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Cropland
7722,Water,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Wetland
7723,Water,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Water
7724,Water,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Water
7725,Water,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Grassland
7726,Water,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Water
7727,Water,NULL,NULL,Water,Non_Wetland,Water,Grassland,Wetland
7728,Water,NULL,NULL,Water,Non_Wetland,Water,Grassland,Water
7729,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Wetland
7730,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Water
7731,Water,NULL,NULL,Water,Non_Wetland,Forest,Shrubland,Forest
7732,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
7733,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
7734,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
7735,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
7736,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
7737,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
7738,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
7739,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
7740,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
7741,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
7742,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
7743,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
7744,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
7745,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
7746,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
7747,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
7748,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
7749,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
7750,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
7751,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
7752,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
7753,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
7754,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
7755,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7756,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7757,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
7758,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
7759,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7760,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
7761,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7762,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
7763,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
7764,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
7765,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
7766,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
7767,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
7768,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
7769,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
7770,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
7771,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7772,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7773,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
7774,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
7775,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
7776,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
7777,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
7778,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
7779,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
7780,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
7781,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7782,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
7783,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
7784,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
7785,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
7786,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
7787,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
7788,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
7789,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
7790,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
7791,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
7792,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
7793,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Cropland
7794,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
7795,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
7796,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
7797,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
7798,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
7799,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
7800,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
7801,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
7802,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
7803,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
7804,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Water
7805,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
7806,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
7807,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Water
7808,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
7809,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
7810,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Water
7811,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
7812,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
7813,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
7814,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
7815,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
7816,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Cropland
7817,Water,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
7818,Water,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
7819,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
7820,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7821,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
7822,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
7823,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Bareland
7824,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
7825,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
7826,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,NULL
7827,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
7828,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Cropland
7829,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
7830,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
7831,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
7832,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
7833,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
7834,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
7835,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Cropland
7836,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Bareland
7837,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Water
7838,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
7839,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
7840,Water,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Water
7841,Water,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
7842,Water,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
7843,Water,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Water
7844,Water,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,NULL
7845,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
7846,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Wetland
7847,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
7848,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Cropland
7849,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
7850,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
7851,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Shrubland,NULL
7852,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Forest
7853,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
7854,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Water
7855,Water,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Cropland
7856,Water,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Water
7857,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
7858,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Water
7859,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
7860,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Cropland
7861,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Wetland
7862,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
7863,Water,NULL,Shrubland,Water,Non_Wetland,Forest,Shrubland,NULL
7864,Water,NULL,Shrubland,Water,Non_Wetland,Forest,Water,Water
7865,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
7866,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
7867,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
7868,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
7869,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
7870,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
7871,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
7872,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Water
7873,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
7874,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
7875,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
7876,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
7877,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
7878,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
7879,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
7880,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,NULL
7881,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
7882,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7883,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
7884,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7885,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7886,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Water
7887,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
7888,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
7889,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
7890,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7891,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7892,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
7893,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
7894,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
7895,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
7896,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
7897,Water,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Water
7898,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
7899,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7900,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
7901,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
7902,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
7903,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
7904,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Water
7905,Water,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Water
7906,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
7907,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Cropland
7908,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
7909,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
7910,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
7911,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Wetland
7912,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Bareland
7913,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Water
7914,Water,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
7915,Water,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Wetland
7916,Water,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
7917,Water,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
7918,Water,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
7919,Water,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
7920,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7921,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Water
7922,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
7923,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
7924,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Water
7925,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Cropland
7926,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Wetland
7927,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
7928,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
7929,Water,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Wetland
7930,Water,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Water
7931,Water,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,NULL
7932,Water,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
