Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18LXN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LXN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LXN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LXN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LXN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18LXN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18LXN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18LXN_M_R
342,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
343,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
344,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
345,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
346,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
347,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
348,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
349,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
350,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
351,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
352,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
353,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
354,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
355,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
356,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
357,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
358,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
359,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
360,NULL,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
361,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
362,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
363,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
364,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
365,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
366,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
367,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
368,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
369,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
370,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
371,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
372,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
373,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
374,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
375,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
376,NULL,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
377,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
378,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
379,NULL,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
380,NULL,Forest,Water,NULL,Water,NULL,NULL,Forest
381,NULL,Forest,Water,Non_Water,Water,NULL,NULL,Water
382,NULL,Forest,Water,Water,Water,NULL,NULL,Forest
383,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
384,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
385,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
386,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
387,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
388,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
389,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
390,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
391,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
392,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
393,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
394,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
395,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
396,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
397,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
398,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
399,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
400,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
401,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
402,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
403,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
404,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
405,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
406,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
407,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
408,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
409,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
410,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
411,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
412,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
413,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
414,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
415,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
416,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
417,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
418,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
419,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
420,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
421,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
422,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
423,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
424,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
425,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
426,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
427,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
428,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
429,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
430,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
431,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
432,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
433,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
434,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
435,Grassland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
436,Grassland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
437,Grassland,Bareland,Water,Water,Water,NULL,NULL,Water
438,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
439,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
440,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
441,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
442,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
443,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
444,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
445,Grassland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
446,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
447,Grassland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
448,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
449,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Water
450,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
451,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
452,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
453,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
454,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
455,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
456,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
457,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
458,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
459,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
460,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
461,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
462,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
463,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
464,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
465,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
466,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
467,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
468,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
469,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
470,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
471,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
472,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
473,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
474,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
475,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
476,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
477,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
478,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
479,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
480,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
481,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
482,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
483,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
484,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
485,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
486,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
487,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
488,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
489,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
490,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
491,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
492,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
493,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
494,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
495,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
496,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
497,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
498,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
499,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
500,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
501,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
502,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
503,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
504,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
505,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
506,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
507,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
508,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
509,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
510,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
511,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
512,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
513,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
514,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
515,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
516,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
517,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
518,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
519,Cropland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
520,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
521,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
522,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
523,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
524,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
525,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Built-up
526,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
527,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
528,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
529,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
530,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
531,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
532,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
533,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
534,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
535,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
536,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
537,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
538,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
539,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
540,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Forest
541,Cropland,NULL,Water,Water,Water,NULL,NULL,Grassland
542,Cropland,NULL,Water,Water,Water,NULL,NULL,Bareland
543,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
544,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
545,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
546,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
547,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
548,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
549,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
550,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
551,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
552,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
553,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
554,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
555,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
556,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
557,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
558,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
559,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
560,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
561,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
562,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
563,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
564,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
565,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
566,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
567,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
568,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
569,Cropland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
570,Cropland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
571,Cropland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
572,Cropland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
573,Cropland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Forest
574,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
575,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
576,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
577,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
578,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
579,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
580,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
581,Cropland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
582,Cropland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
583,Cropland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
584,Cropland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
585,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
586,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
587,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
588,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
589,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
590,Cropland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
591,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
592,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
593,Cropland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Water
594,Cropland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
595,Cropland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
596,Cropland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
597,Cropland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
598,Cropland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
599,Cropland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
600,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
601,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
602,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
603,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
604,Cropland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
605,Cropland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Forest
606,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
607,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
608,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
609,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
610,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
611,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
612,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
613,Cropland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
614,Cropland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
615,Cropland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
616,Cropland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
617,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
618,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
619,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
620,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
621,Cropland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
622,Cropland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
623,Cropland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
624,Cropland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
625,Cropland,Bareland,Water,Water,Water,NULL,NULL,Bareland
626,Cropland,Bareland,Water,Water,Water,NULL,NULL,Water
627,Cropland,Bareland,Water,Water,Water,NULL,NULL,Forest
628,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
629,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
630,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
631,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
632,Cropland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
633,Cropland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
634,Cropland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
635,Cropland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
636,Cropland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
637,Cropland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
638,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
639,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
640,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
641,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
642,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
643,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
644,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
645,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
646,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
647,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
648,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
649,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
650,Cropland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
651,Cropland,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
652,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
653,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
654,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
655,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
656,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
657,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
658,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
659,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
660,Cropland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
661,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
662,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
663,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
664,Cropland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
665,Cropland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
666,Cropland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
667,Cropland,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
668,Cropland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
669,Cropland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
670,Cropland,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
671,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
672,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
673,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
674,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
675,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
676,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
677,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
678,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
679,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
680,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
681,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
682,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
