Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LCR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LCR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LCR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LCR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LCR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LCR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LCR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LCR_M_R
0,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
3,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
5,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
6,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
7,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
8,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
9,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
10,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
11,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
12,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
13,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
14,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
15,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
16,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
17,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
18,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
19,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
20,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
21,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
22,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
23,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
24,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
25,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
26,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
27,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
28,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Wetland
29,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
30,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
31,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
32,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Forest
33,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
34,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
35,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
36,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
37,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
38,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
39,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
40,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
41,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
42,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
43,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
44,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
45,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
46,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
47,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
48,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
49,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
50,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
51,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
52,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
53,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
54,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
55,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
56,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
57,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
58,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
59,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
60,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
61,NULL,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
62,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
63,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
64,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
65,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
66,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
67,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Cropland
68,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
69,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
70,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
71,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
72,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
73,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
74,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
75,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
76,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
77,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
78,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
79,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
80,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
81,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
82,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
83,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
84,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
85,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
86,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
87,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
88,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
89,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
90,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
91,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
92,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
93,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
94,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
95,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
96,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
97,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
98,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
99,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
100,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
101,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
102,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
103,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
104,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
105,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
106,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
107,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Forest
108,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
109,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
110,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
111,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
112,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
113,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
114,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
115,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
116,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
117,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
118,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
119,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
120,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
121,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
122,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
123,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
124,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
125,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
126,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
127,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
128,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
129,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
130,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
131,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
132,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
133,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
134,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
135,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
136,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
137,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
138,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
139,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
140,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
141,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
142,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
143,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
144,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
145,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
146,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
147,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
148,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
149,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
150,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
151,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
152,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
153,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
154,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
155,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
156,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
157,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
158,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
159,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
160,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
161,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
162,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
163,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
164,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
165,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
166,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
167,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
168,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
169,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
170,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
171,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
172,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
173,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
174,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
175,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
176,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
177,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
178,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
179,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
180,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
181,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
182,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
183,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
184,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
185,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
186,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
187,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
188,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
189,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
190,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
191,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
192,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
193,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
194,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
195,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
196,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
197,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
198,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
199,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
200,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
201,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
202,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
203,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
204,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
205,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
206,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
207,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
208,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
209,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,NULL
210,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
211,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
212,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
213,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
214,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
215,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
216,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
217,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
218,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
219,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
220,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
221,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
222,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
223,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
224,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
225,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
226,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
227,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
228,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
229,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
230,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
231,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
232,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
233,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
234,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
235,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
236,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
237,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
238,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
239,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,NULL
240,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
241,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
242,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
243,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
244,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
245,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
246,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
247,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
248,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
249,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
250,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
251,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Water
252,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
253,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
254,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Water
255,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
256,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
257,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
258,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
259,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
260,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
261,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
262,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
263,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
264,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
265,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Forest
266,NULL,NULL,Water,NULL,Water,Grassland,Bareland,Forest
267,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Forest
268,NULL,NULL,Water,NULL,Water,Bareland,Wetland,Forest
269,NULL,NULL,Water,NULL,Water,Bareland,Water,Grassland
270,NULL,NULL,Water,NULL,Water,Water,Grassland,Forest
271,NULL,NULL,Water,Non_Water,Water,Grassland,Water,Grassland
272,NULL,NULL,Water,Water,Water,Grassland,Water,Grassland
273,NULL,NULL,Water,Water,Water,Bareland,Water,Grassland
274,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
275,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
276,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
277,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
278,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
279,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
280,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
281,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
282,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
283,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
284,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
285,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
286,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
287,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
288,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
289,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
290,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
291,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
292,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
293,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
294,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
295,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
296,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
297,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
298,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
299,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
300,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
301,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
302,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
303,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
304,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
305,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
306,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
307,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
308,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
309,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
310,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
311,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
312,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
313,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
314,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
315,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
316,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
317,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Bareland,Grassland
318,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Bareland,Forest
319,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
320,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
321,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
322,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
323,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
324,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
325,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
326,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
327,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
328,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
329,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
330,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
331,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
332,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,NULL
333,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
334,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
335,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
