Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LMJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LMJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LMJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LMJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LMJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LMJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LMJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LMJ_M_R
4579,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4580,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4581,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
4582,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
4583,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
4584,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4585,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
4586,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4587,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
4588,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
4589,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
4590,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4591,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
4592,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
4593,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
4594,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
4595,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
4596,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
4597,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
4598,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
4599,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
4600,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4601,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
4602,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
4603,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
4604,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
4605,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4606,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4607,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
4608,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
4609,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4610,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
4611,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4612,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4613,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4614,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4615,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4616,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
4617,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
4618,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
4619,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
4620,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
4621,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
4622,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Built-up
4623,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
4624,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
4625,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
4626,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
4627,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
4628,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Built-up
4629,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
4630,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
4631,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4632,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4633,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
4634,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
4635,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
4636,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Cropland
4637,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Bareland
4638,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
4639,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Cropland
4640,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Bareland
4641,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Built-up
4642,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
4643,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
4644,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
4645,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
4646,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
4647,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
4648,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
4649,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
4650,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
4651,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4652,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
4653,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
4654,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
4655,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
4656,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
4657,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4658,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
4659,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
4660,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
4661,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4662,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
4663,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4664,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
4665,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
4666,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
4667,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
4668,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
4669,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
4670,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
4671,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
4672,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4673,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
4674,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
4675,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
4676,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
4677,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
4678,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,Bareland,Bareland
4679,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
4680,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
4681,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
4682,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
4683,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4684,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
4685,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
4686,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
4687,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
4688,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4689,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4690,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
4691,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
4692,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
4693,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,NULL
4694,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
4695,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
4696,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4697,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
4698,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
4699,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
4700,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4701,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
4702,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4703,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
4704,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
4705,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
4706,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
4707,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
4708,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
4709,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
4710,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
4711,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
4712,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
4713,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
4714,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
4715,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
4716,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
4717,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
4718,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
4719,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
4720,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
4721,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
4722,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
4723,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
4724,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
4725,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4726,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
4727,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
4728,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
4729,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4730,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4731,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
4732,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
4733,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
4734,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4735,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
4736,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4737,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
4738,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
4739,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4740,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
4741,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
4742,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
4743,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
4744,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
4745,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
4746,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4747,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
4748,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
4749,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
4750,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
4751,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
4752,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4753,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4754,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4755,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
4756,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4757,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4758,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4759,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4760,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4761,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
4762,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
4763,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
4764,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
4765,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
4766,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
4767,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
4768,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
4769,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
4770,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
4771,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
4772,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
4773,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Built-up
4774,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
4775,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
4776,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4777,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4778,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
4779,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Built-up
4780,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
4781,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
4782,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
4783,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
4784,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
4785,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Built-up
4786,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
4787,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
4788,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
4789,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
4790,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
4791,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
4792,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
4793,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
4794,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
4795,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4796,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
4797,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
4798,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
4799,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
4800,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
4801,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4802,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
4803,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4804,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
4805,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
4806,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4807,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
4808,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4809,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
4810,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
4811,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
4812,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
4813,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
4814,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
4815,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
4816,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
4817,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
4818,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
4819,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
4820,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
4821,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4822,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
4823,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
4824,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
4825,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
4826,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
4827,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4828,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
4829,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
4830,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Shrubland,Cropland
4831,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,NULL
4832,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
4833,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
4834,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
4835,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,Bareland,Built-up
4836,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
4837,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Cropland
4838,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Bareland
4839,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
4840,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
4841,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
4842,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
4843,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
4844,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
4845,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
4846,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
4847,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Cropland
4848,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Bareland
4849,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
4850,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
4851,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
4852,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
4853,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
4854,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
4855,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
4856,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
4857,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
4858,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
4859,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
4860,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
4861,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Cropland
4862,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Bareland
4863,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
4864,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
4865,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4866,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4867,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
4868,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
4869,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Bareland,NULL
4870,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Cropland
4871,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Built-up
4872,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
4873,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
4874,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
4875,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
4876,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Shrubland,NULL
4877,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Shrubland,Grassland
4878,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Shrubland,Cropland
4879,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Shrubland,Bareland
4880,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
4881,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Bareland,Bareland
