Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NQM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NQM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NQM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NQM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NQM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NQM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NQM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NQM_M_R
689,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
690,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
691,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
692,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
693,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
694,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
695,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
696,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
697,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
698,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
699,Wetland,NULL,Water,NULL,Water,NULL,NULL,Grassland
700,Wetland,NULL,Water,NULL,Water,NULL,NULL,Forest
701,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Water
702,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
703,Wetland,NULL,Water,Water,Water,NULL,NULL,Grassland
704,Wetland,NULL,Water,Water,Water,NULL,NULL,Wetland
705,Wetland,NULL,Water,Water,Water,NULL,NULL,Bareland
706,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
707,Wetland,NULL,Water,Water,Water,NULL,NULL,Forest
708,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
709,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
710,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
711,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
712,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
713,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
714,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
715,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
716,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
717,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
718,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
719,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
720,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
721,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
722,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
723,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
724,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
725,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
726,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
727,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
728,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
729,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
730,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
731,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
732,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
733,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
734,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
735,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
736,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
737,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
738,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
739,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
740,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
741,Wetland,Wetland,Water,Water,Water,NULL,NULL,Bareland
742,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
743,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
744,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
745,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
746,Wetland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
747,Wetland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
748,Wetland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
749,Wetland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
750,Wetland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
751,Wetland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
752,Wetland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
753,Wetland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
754,Wetland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
755,Wetland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
756,Wetland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
757,Wetland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
758,Wetland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
759,Wetland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
760,Wetland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
761,Wetland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
762,Wetland,Bareland,Water,Water,Water,NULL,NULL,Grassland
763,Wetland,Bareland,Water,Water,Water,NULL,NULL,Water
764,Wetland,Bareland,Water,Water,Water,NULL,NULL,Forest
765,Wetland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
766,Wetland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
767,Wetland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
768,Wetland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
769,Wetland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
770,Wetland,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
771,Wetland,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Grassland
772,Wetland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
773,Wetland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
774,Wetland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
775,Wetland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
776,Wetland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
777,Wetland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
778,Wetland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
779,Wetland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
780,Wetland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
781,Wetland,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
782,Wetland,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Water
783,Wetland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
784,Wetland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
785,Wetland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
786,Wetland,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
787,Wetland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
788,Wetland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
789,Wetland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
790,Wetland,Built-up,Water,NULL,Water,NULL,NULL,Grassland
791,Wetland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
792,Wetland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
793,Wetland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
794,Wetland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
795,Wetland,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Grassland
796,Wetland,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Water
797,Wetland,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
798,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
799,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
800,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
801,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
802,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
803,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
804,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
805,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
806,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
807,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
808,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
809,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
810,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
811,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
812,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
813,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
814,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
815,Wetland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
816,Wetland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
817,Wetland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
818,Wetland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
819,Wetland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
820,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
821,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
822,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
823,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
824,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
825,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
826,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
827,Wetland,Water,Water,NULL,Water,NULL,NULL,Grassland
828,Wetland,Water,Water,NULL,Water,NULL,NULL,Bareland
829,Wetland,Water,Water,NULL,Water,NULL,NULL,Water
830,Wetland,Water,Water,NULL,Water,NULL,NULL,Forest
831,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
832,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Forest
833,Wetland,Water,Water,Water,Water,NULL,NULL,Grassland
834,Wetland,Water,Water,Water,Water,NULL,NULL,Bareland
835,Wetland,Water,Water,Water,Water,NULL,NULL,Water
836,Wetland,Water,Water,Water,Water,NULL,NULL,Forest
837,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
838,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
839,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
840,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
841,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
842,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
843,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
844,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
845,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
846,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
847,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
848,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
849,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
850,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
851,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
852,Wetland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
853,Wetland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
854,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
855,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
856,Wetland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
857,Wetland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
858,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
859,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
860,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
861,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
862,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
863,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
864,Wetland,Forest,Water,NULL,Water,NULL,NULL,Forest
865,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
866,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
867,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
868,Wetland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
869,Wetland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
870,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
871,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
872,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
873,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
874,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
875,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
876,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
877,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
878,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
879,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
880,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
881,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
882,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
883,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
884,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
885,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
886,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
887,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
888,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
889,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
890,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
891,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
892,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
893,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
894,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
895,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
896,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
897,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
898,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
899,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
900,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
901,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
902,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
903,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
904,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
905,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
906,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
907,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
908,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
909,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
910,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
911,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
912,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
913,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
914,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
915,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
916,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
917,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
918,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
919,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
920,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
921,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
922,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
923,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
924,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
925,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
926,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
927,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
928,Bareland,NULL,Water,NULL,Water,NULL,NULL,Water
929,Bareland,NULL,Water,NULL,Water,NULL,NULL,Forest
930,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
931,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
932,Bareland,NULL,Water,Water,Water,NULL,NULL,Bareland
933,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
934,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
935,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
936,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
937,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
938,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
939,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
940,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
941,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
942,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
943,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
944,Bareland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
945,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
946,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
947,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
948,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
949,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
950,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
951,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
952,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
953,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
954,Bareland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
955,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
956,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
957,Bareland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
958,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
959,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
960,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
961,Bareland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
962,Bareland,Wetland,Water,Water,Water,NULL,NULL,Water
963,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
964,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
965,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
966,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
967,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
968,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
969,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
970,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
971,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
972,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
973,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
974,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
975,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
976,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
977,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
978,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
979,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
980,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
981,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
982,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
983,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
984,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
985,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
986,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
987,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
988,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
989,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
990,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
991,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
992,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
993,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
994,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
995,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
996,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
997,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
998,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
999,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1000,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1001,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1002,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1003,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1004,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Water
1005,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1006,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1007,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1008,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
1009,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1010,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1011,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1012,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1013,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1014,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1015,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1016,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
1017,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1018,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1019,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1020,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1021,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1022,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1023,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1024,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1025,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1026,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1027,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1028,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1029,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1030,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Grassland
1031,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1032,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
