Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MVU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MVU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MVU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MVU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MVU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MVU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MVU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MVU_M_R
1142,Water,NULL,Water,Non_Water,Water,Water,Water,Forest
1143,Water,NULL,Water,Water,Water,Wetland,Wetland,Grassland
1144,Water,NULL,Water,Water,Water,Wetland,Wetland,Wetland
1145,Water,NULL,Water,Water,Water,Wetland,Wetland,Water
1146,Water,NULL,Water,Water,Water,Wetland,Wetland,Forest
1147,Water,NULL,Water,Water,Water,Wetland,Water,Wetland
1148,Water,NULL,Water,Water,Water,Wetland,Water,Water
1149,Water,NULL,Water,Water,Water,Wetland,Water,Forest
1150,Water,NULL,Water,Water,Water,Water,Grassland,Water
1151,Water,NULL,Water,Water,Water,Water,Wetland,Grassland
1152,Water,NULL,Water,Water,Water,Water,Wetland,Wetland
1153,Water,NULL,Water,Water,Water,Water,Wetland,Water
1154,Water,NULL,Water,Water,Water,Water,Wetland,Forest
1155,Water,NULL,Water,Water,Water,Water,Water,Grassland
1156,Water,NULL,Water,Water,Water,Water,Water,Wetland
1157,Water,NULL,Water,Water,Water,Water,Water,Bareland
1158,Water,NULL,Water,Water,Water,Water,Water,Water
1159,Water,NULL,Water,Water,Water,Water,Water,Forest
1160,Water,NULL,Water,Water,Water,Water,Forest,Forest
1161,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1162,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1163,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1164,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1165,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1166,Water,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1167,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1168,Water,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
1169,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1170,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1171,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1172,Water,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Water
1173,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1174,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
1175,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1176,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
1177,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
1178,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Water
1179,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1180,Water,Wetland,NULL,NULL,Non_Wetland,Water,Grassland,Water
1181,Water,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Water
1182,Water,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1183,Water,Wetland,NULL,NULL,Non_Wetland,Water,Water,Grassland
1184,Water,Wetland,NULL,NULL,Non_Wetland,Water,Water,Wetland
1185,Water,Wetland,NULL,NULL,Non_Wetland,Water,Water,Water
1186,Water,Wetland,NULL,NULL,Non_Wetland,Water,Water,Forest
1187,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
1188,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
1189,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1190,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
1191,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
1192,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
1193,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
1194,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
1195,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
1196,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Water
1197,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Forest
1198,Water,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
1199,Water,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
1200,Water,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Grassland
1201,Water,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Water
1202,Water,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Forest
1203,Water,Wetland,NULL,Water,Non_Wetland,Wetland,Forest,Forest
1204,Water,Wetland,NULL,Water,Non_Wetland,Water,Grassland,Water
1205,Water,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Water
1206,Water,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Forest
1207,Water,Wetland,NULL,Water,Non_Wetland,Water,Water,Wetland
1208,Water,Wetland,NULL,Water,Non_Wetland,Water,Water,Water
1209,Water,Wetland,NULL,Water,Non_Wetland,Water,Water,Forest
1210,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1211,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
1212,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1213,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
1214,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
1215,Water,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
1216,Water,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Water
1217,Water,Wetland,Grassland,Water,Non_Wetland,Wetland,Grassland,Forest
1218,Water,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
1219,Water,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Forest
1220,Water,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Forest
1221,Water,Wetland,Grassland,Water,Non_Wetland,Water,Water,Wetland
1222,Water,Wetland,Wetland,NULL,Wetland,NULL,Water,Wetland
1223,Water,Wetland,Wetland,NULL,Wetland,NULL,Water,Water
1224,Water,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
1225,Water,Wetland,Wetland,NULL,Wetland,Grassland,Water,Forest
1226,Water,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1227,Water,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Water
1228,Water,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1229,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1230,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1231,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
1232,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1233,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
1234,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
1235,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
1236,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
1237,Water,Wetland,Wetland,NULL,Wetland,Water,NULL,Forest
1238,Water,Wetland,Wetland,NULL,Wetland,Water,Grassland,Grassland
1239,Water,Wetland,Wetland,NULL,Wetland,Water,Grassland,Forest
1240,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
1241,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
1242,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
1243,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
1244,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
1245,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
1246,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Water
1247,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
1248,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Water
1249,Water,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1250,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
1251,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1252,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1253,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1254,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1255,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1256,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
1257,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1258,Water,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Forest
1259,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1260,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1261,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
1262,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1263,Water,Wetland,Wetland,Non_Water,Wetland,Water,Bareland,Wetland
1264,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
1265,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
1266,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
1267,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
1268,Water,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Grassland
1269,Water,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Wetland
1270,Water,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Forest
1271,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1272,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1273,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
1274,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
1275,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
1276,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
1277,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
1278,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
1279,Water,Wetland,Wetland,Water,Wetland,Wetland,Forest,Grassland
1280,Water,Wetland,Wetland,Water,Wetland,Bareland,Water,Forest
1281,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
1282,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
1283,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
1284,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
1285,Water,Wetland,Wetland,Water,Wetland,Water,Bareland,Wetland
1286,Water,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
1287,Water,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
1288,Water,Wetland,Wetland,Water,Wetland,Water,Water,Water
1289,Water,Wetland,Wetland,Water,Wetland,Water,Water,Forest
1290,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1291,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1292,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
1293,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
1294,Water,Wetland,Bareland,NULL,Non_Wetland,Water,NULL,Forest
1295,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Grassland,Wetland
1296,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
1297,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
1298,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1299,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Grassland
1300,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Wetland
1301,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Water
1302,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Forest
1303,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
1304,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
1305,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
1306,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
1307,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Water
1308,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
1309,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
1310,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Grassland,Wetland
1311,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
1312,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
1313,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Forest
1314,Water,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
1315,Water,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Water
1316,Water,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Forest
1317,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Wetland
1318,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Water
1319,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Forest
1320,Water,Wetland,Bareland,Water,Non_Wetland,Water,Forest,Forest
1321,Water,Wetland,Water,NULL,Water,NULL,Water,Forest
1322,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
1323,Water,Wetland,Water,NULL,Water,Wetland,Water,Wetland
1324,Water,Wetland,Water,NULL,Water,Wetland,Water,Water
1325,Water,Wetland,Water,NULL,Water,Wetland,Water,Forest
1326,Water,Wetland,Water,NULL,Water,Water,Grassland,Grassland
1327,Water,Wetland,Water,NULL,Water,Water,Wetland,Grassland
1328,Water,Wetland,Water,NULL,Water,Water,Wetland,Wetland
1329,Water,Wetland,Water,NULL,Water,Water,Wetland,Water
1330,Water,Wetland,Water,NULL,Water,Water,Wetland,Forest
1331,Water,Wetland,Water,NULL,Water,Water,Water,Grassland
1332,Water,Wetland,Water,NULL,Water,Water,Water,Wetland
1333,Water,Wetland,Water,NULL,Water,Water,Water,Water
1334,Water,Wetland,Water,NULL,Water,Water,Water,Forest
1335,Water,Wetland,Water,Non_Water,Water,Wetland,Wetland,Water
1336,Water,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
1337,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
1338,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Water
1339,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
1340,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Grassland
1341,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
1342,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Water
1343,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
1344,Water,Wetland,Water,Non_Water,Water,Water,Water,Grassland
1345,Water,Wetland,Water,Non_Water,Water,Water,Water,Wetland
1346,Water,Wetland,Water,Non_Water,Water,Water,Water,Water
1347,Water,Wetland,Water,Non_Water,Water,Water,Water,Forest
1348,Water,Wetland,Water,Water,Water,NULL,Water,Wetland
1349,Water,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
1350,Water,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
1351,Water,Wetland,Water,Water,Water,Wetland,Wetland,Water
1352,Water,Wetland,Water,Water,Water,Wetland,Wetland,Forest
1353,Water,Wetland,Water,Water,Water,Wetland,Water,Grassland
1354,Water,Wetland,Water,Water,Water,Wetland,Water,Wetland
1355,Water,Wetland,Water,Water,Water,Wetland,Water,Water
1356,Water,Wetland,Water,Water,Water,Wetland,Water,Forest
1357,Water,Wetland,Water,Water,Water,Wetland,Forest,Water
1358,Water,Wetland,Water,Water,Water,Water,Grassland,Grassland
1359,Water,Wetland,Water,Water,Water,Water,Grassland,Wetland
1360,Water,Wetland,Water,Water,Water,Water,Grassland,Water
1361,Water,Wetland,Water,Water,Water,Water,Wetland,Grassland
1362,Water,Wetland,Water,Water,Water,Water,Wetland,Wetland
1363,Water,Wetland,Water,Water,Water,Water,Wetland,Bareland
1364,Water,Wetland,Water,Water,Water,Water,Wetland,Water
1365,Water,Wetland,Water,Water,Water,Water,Wetland,Forest
1366,Water,Wetland,Water,Water,Water,Water,Water,Grassland
1367,Water,Wetland,Water,Water,Water,Water,Water,Wetland
1368,Water,Wetland,Water,Water,Water,Water,Water,Bareland
1369,Water,Wetland,Water,Water,Water,Water,Water,Water
1370,Water,Wetland,Water,Water,Water,Water,Water,Forest
1371,Water,Wetland,Water,Water,Water,Water,Forest,Wetland
1372,Water,Wetland,Water,Water,Water,Water,Forest,Water
1373,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Wetland
1374,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1375,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
1376,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1377,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Water
1378,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1379,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
1380,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
1381,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1382,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1383,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1384,Water,Wetland,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1385,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1386,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Wetland
1387,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Forest
1388,Water,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Water
1389,Water,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Forest
1390,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Forest
1391,Water,Bareland,Wetland,NULL,Wetland,Water,Water,Water
1392,Water,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
1393,Water,Bareland,Wetland,Water,Wetland,Wetland,Wetland,Water
1394,Water,Bareland,Wetland,Water,Wetland,Wetland,Water,Water
1395,Water,Bareland,Wetland,Water,Wetland,Water,Water,Water
1396,Water,Bareland,Water,NULL,Water,Water,Water,Water
1397,Water,Bareland,Water,Non_Water,Water,Water,Water,Water
1398,Water,Bareland,Water,Water,Water,Wetland,Wetland,Water
1399,Water,Bareland,Water,Water,Water,Wetland,Water,Water
1400,Water,Bareland,Water,Water,Water,Water,Wetland,Water
1401,Water,Bareland,Water,Water,Water,Water,Water,Bareland
1402,Water,Bareland,Water,Water,Water,Water,Water,Water
1403,Water,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
1404,Water,Built-up,Wetland,NULL,Wetland,Wetland,Water,Grassland
1405,Water,Built-up,Wetland,Water,Wetland,Grassland,Bareland,Grassland
1406,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1407,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1408,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Water
1409,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1410,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
1411,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1412,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Wetland
1413,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
1414,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
1415,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1416,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
1417,Water,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1418,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
1419,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1420,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
1421,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
1422,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1423,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1424,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
1425,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Bareland
1426,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
1427,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1428,Water,Water,NULL,NULL,Non_Wetland,Wetland,Bareland,Water
1429,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
1430,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
1431,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
1432,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1433,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1434,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Water
1435,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1436,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Wetland
1437,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
1438,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
1439,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
1440,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1441,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
1442,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
1443,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
1444,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1445,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Forest
1446,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
1447,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Wetland
1448,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
1449,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
1450,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Grassland
1451,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Wetland
1452,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
1453,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
1454,Water,Water,NULL,NULL,Non_Wetland,Forest,NULL,Forest
1455,Water,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1456,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
1457,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
1458,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
1459,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
1460,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
1461,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
1462,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1463,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
1464,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
1465,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
1466,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
1467,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
1468,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
1469,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
1470,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
1471,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
1472,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
1473,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
1474,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
1475,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
1476,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Water
1477,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
1478,Water,Water,NULL,Water,Non_Wetland,Wetland,Bareland,Forest
1479,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Wetland
1480,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
1481,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
1482,Water,Water,NULL,Water,Non_Wetland,Wetland,Forest,Water
1483,Water,Water,NULL,Water,Non_Wetland,Wetland,Forest,Forest
1484,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Water
1485,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Wetland
1486,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Bareland
1487,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
1488,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
1489,Water,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
1490,Water,Water,NULL,Water,Non_Wetland,Water,Water,Wetland
1491,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
1492,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
1493,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Water
1494,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
1495,Water,Water,NULL,Water,Non_Wetland,Forest,Water,Forest
1496,Water,Water,NULL,Water,Non_Wetland,Forest,Forest,Forest
1497,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1498,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1499,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Water
1500,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1501,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1502,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1503,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1504,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1505,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
1506,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
1507,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1508,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1509,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
1510,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
