Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KWR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KWR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KWR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KWR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KWR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KWR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KWR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KWR_M_R
5714,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Built-up
5715,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
5716,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
5717,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
5718,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
5719,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Bareland
5720,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
5721,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
5722,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
5723,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
5724,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
5725,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
5726,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
5727,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
5728,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5729,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
5730,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
5731,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
5732,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
5733,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
5734,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
5735,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland,Bareland
5736,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
5737,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Water,Bareland
5738,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,NULL,NULL
5739,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
5740,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Cropland
5741,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
5742,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,NULL
5743,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5744,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
5745,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Water
5746,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
5747,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
5748,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
5749,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
5750,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland,NULL,Grassland
5751,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland,NULL,Cropland
5752,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
5753,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5754,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
5755,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
5756,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
5757,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
5758,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
5759,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
5760,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
5761,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,Grassland,Grassland
5762,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,Wetland,Water
5763,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,Water,Grassland
5764,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,Water,Water
5765,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland,NULL,Grassland
5766,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland,NULL,Forest
5767,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
5768,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland,Water,Grassland
5769,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland,Forest,Wetland
5770,Cropland,Cropland,Forest,Water,Non_Wetland,Wetland,NULL,Grassland
5771,Cropland,Cropland,Forest,Water,Non_Wetland,Bareland,Grassland,Bareland
5772,Cropland,Cropland,Forest,Water,Non_Wetland,Bareland,Grassland,Forest
5773,Cropland,Cropland,Forest,Water,Non_Wetland,Water,Grassland,Grassland
5774,Cropland,Cropland,Forest,Water,Non_Wetland,Water,Grassland,Water
5775,Cropland,Cropland,Forest,Water,Non_Wetland,Water,Grassland,Forest
5776,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
5777,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
5778,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
5779,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
5780,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
5781,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
5782,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5783,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5784,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
5785,Cropland,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
5786,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
5787,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
5788,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Built-up
5789,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Forest
5790,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
5791,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
5792,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
5793,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
5794,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
5795,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
5796,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
5797,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
5798,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5799,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
5800,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5801,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
5802,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
5803,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
5804,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
5805,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5806,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
5807,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
5808,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
5809,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
5810,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
5811,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
5812,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5813,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5814,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
5815,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
5816,Cropland,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5817,Cropland,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5818,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
5819,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
5820,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
5821,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
5822,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
5823,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
5824,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
5825,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
5826,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
5827,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
5828,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
5829,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
5830,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
5831,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5832,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
5833,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
5834,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
5835,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
5836,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5837,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5838,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5839,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
5840,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
5841,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5842,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
5843,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5844,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
5845,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
5846,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
5847,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
5848,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
5849,Cropland,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
5850,Cropland,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5851,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
5852,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
5853,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
5854,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
5855,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
5856,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
5857,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5858,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
5859,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5860,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
5861,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
5862,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
5863,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5864,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
5865,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
5866,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
5867,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
5868,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
5869,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
5870,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
5871,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
5872,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
5873,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5874,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
5875,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
5876,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
5877,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Water
5878,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
5879,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
5880,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
5881,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
5882,Cropland,Built-up,Wetland,Non_Water,Wetland,Forest,Water,Water
5883,Cropland,Built-up,Wetland,Water,Wetland,Water,NULL,Water
5884,Cropland,Built-up,Wetland,Water,Wetland,Water,Water,Water
5885,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
5886,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
5887,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
5888,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
5889,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
5890,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
5891,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
5892,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
5893,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
5894,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
5895,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
5896,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
5897,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
5898,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
5899,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
5900,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
5901,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
5902,Cropland,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
5903,Cropland,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
5904,Cropland,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
5905,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
5906,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
5907,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
5908,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
5909,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
5910,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
5911,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
5912,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
5913,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
5914,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
5915,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
5916,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
5917,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Bareland
5918,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
5919,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
5920,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
5921,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
5922,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
5923,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
5924,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
5925,Cropland,Built-up,Water,NULL,Water,NULL,NULL,Forest
5926,Cropland,Built-up,Water,NULL,Water,Grassland,NULL,Grassland
5927,Cropland,Built-up,Water,NULL,Water,Grassland,Wetland,Grassland
5928,Cropland,Built-up,Water,NULL,Water,Grassland,Water,Grassland
5929,Cropland,Built-up,Water,NULL,Water,Cropland,NULL,Grassland
5930,Cropland,Built-up,Water,NULL,Water,Bareland,NULL,Grassland
5931,Cropland,Built-up,Water,NULL,Water,Bareland,NULL,Forest
5932,Cropland,Built-up,Water,NULL,Water,Water,Water,Water
5933,Cropland,Built-up,Water,NULL,Water,Forest,NULL,Water
5934,Cropland,Built-up,Water,Non_Water,Water,Water,Water,Water
5935,Cropland,Built-up,Water,Water,Water,Water,NULL,Water
5936,Cropland,Built-up,Water,Water,Water,Water,Water,Water
5937,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
5938,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
5939,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
5940,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
5941,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5942,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
5943,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
5944,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
5945,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
5946,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Forest
5947,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
5948,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
5949,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
5950,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5951,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5952,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
5953,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
5954,Cropland,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
5955,Cropland,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
5956,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
5957,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
5958,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
5959,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
5960,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
5961,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
5962,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
5963,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Cropland
5964,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
5965,Cropland,Built-up,Forest,NULL,Non_Wetland,Water,Water,Water
5966,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
5967,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Forest
5968,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
5969,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Grassland
5970,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest,Water,Forest
5971,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5972,Cropland,Built-up,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
5973,Cropland,Built-up,Forest,Non_Water,Non_Wetland,Water,NULL,Water
5974,Cropland,Built-up,Forest,Water,Non_Wetland,Water,NULL,Water
5975,Cropland,Built-up,Forest,Water,Non_Wetland,Forest,NULL,Water
5976,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
5977,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5978,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
5979,Cropland,Water,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
5980,Cropland,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
5981,Cropland,Water,Water,NULL,Water,NULL,NULL,Grassland
5982,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
5983,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
5984,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
5985,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
5986,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
5987,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
5988,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
5989,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
5990,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
5991,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
5992,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
5993,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
5994,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
5995,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5996,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5997,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5998,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
5999,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
6000,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
6001,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
6002,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
6003,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
6004,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
6005,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
6006,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
6007,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
6008,Cropland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
6009,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
6010,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
6011,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
6012,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
6013,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
6014,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
6015,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
6016,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
6017,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6018,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
6019,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
6020,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6021,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
6022,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6023,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
6024,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
6025,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
6026,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
6027,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
6028,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
6029,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
6030,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
6031,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6032,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
