Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MXU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MXU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MXU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MXU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MXU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18MXU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18MXU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MXU_M_R
359,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
360,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
361,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
362,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
363,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
364,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
365,Water,Water,Wetland,NULL,Wetland,Forest,NULL,Forest
366,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
367,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
368,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
369,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
370,Water,Water,Wetland,Non_Water,Wetland,Bareland,NULL,Water
371,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Bareland
372,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Water
373,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Forest
374,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
375,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
376,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
377,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
378,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
379,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
380,Water,Water,Wetland,Non_Water,Wetland,Forest,NULL,Water
381,Water,Water,Wetland,Non_Water,Wetland,Forest,NULL,Forest
382,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
383,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
384,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
385,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
386,Water,Water,Wetland,Water,Wetland,Grassland,NULL,Water
387,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
388,Water,Water,Wetland,Water,Wetland,Bareland,NULL,Water
389,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
390,Water,Water,Wetland,Water,Wetland,Water,NULL,Water
391,Water,Water,Wetland,Water,Wetland,Water,NULL,Forest
392,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
393,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
394,Water,Water,Wetland,Water,Wetland,Water,Water,Water
395,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
396,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
397,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
398,Water,Water,Wetland,Water,Wetland,Forest,NULL,Water
399,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
400,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,NULL,Water
401,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Wetland,Water
402,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
403,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
404,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
405,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
406,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
407,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
408,Water,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
409,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Water
410,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Forest
411,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
412,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
413,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
414,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
415,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
416,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
417,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
418,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
419,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
420,Water,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Water
421,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
422,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
423,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
424,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
425,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
426,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
427,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
428,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
429,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
430,Water,Water,Bareland,Water,Non_Wetland,Water,NULL,Water
431,Water,Water,Bareland,Water,Non_Wetland,Water,NULL,Forest
432,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
433,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
434,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
435,Water,Water,Bareland,Water,Non_Wetland,Forest,NULL,Forest
436,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
437,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
438,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
439,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
440,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
441,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
442,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
443,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
444,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
445,Water,Water,Water,NULL,Water,NULL,NULL,Water
446,Water,Water,Water,NULL,Water,NULL,NULL,Forest
447,Water,Water,Water,NULL,Water,NULL,Water,Forest
448,Water,Water,Water,NULL,Water,Bareland,NULL,Water
449,Water,Water,Water,NULL,Water,Bareland,Water,Water
450,Water,Water,Water,NULL,Water,Water,NULL,Water
451,Water,Water,Water,NULL,Water,Water,NULL,Forest
452,Water,Water,Water,NULL,Water,Water,Wetland,Water
453,Water,Water,Water,NULL,Water,Water,Wetland,Forest
454,Water,Water,Water,NULL,Water,Water,Water,Water
455,Water,Water,Water,NULL,Water,Water,Water,Forest
456,Water,Water,Water,NULL,Water,Water,Forest,Water
457,Water,Water,Water,NULL,Water,Water,Forest,Forest
458,Water,Water,Water,NULL,Water,Forest,NULL,Water
459,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
460,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
461,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
462,Water,Water,Water,Non_Water,Water,Bareland,NULL,Water
463,Water,Water,Water,Non_Water,Water,Water,NULL,Water
464,Water,Water,Water,Non_Water,Water,Water,NULL,Forest
465,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
466,Water,Water,Water,Non_Water,Water,Water,Water,Water
467,Water,Water,Water,Non_Water,Water,Water,Water,Forest
468,Water,Water,Water,Non_Water,Water,Water,Forest,Water
469,Water,Water,Water,Non_Water,Water,Forest,NULL,Forest
470,Water,Water,Water,Water,Water,NULL,NULL,Grassland
471,Water,Water,Water,Water,Water,NULL,NULL,Wetland
472,Water,Water,Water,Water,Water,NULL,NULL,Water
473,Water,Water,Water,Water,Water,NULL,NULL,Forest
474,Water,Water,Water,Water,Water,NULL,Water,Water
475,Water,Water,Water,Water,Water,NULL,Water,Forest
476,Water,Water,Water,Water,Water,Grassland,NULL,Water
477,Water,Water,Water,Water,Water,Bareland,NULL,Water
478,Water,Water,Water,Water,Water,Bareland,Water,Water
479,Water,Water,Water,Water,Water,Water,NULL,Bareland
480,Water,Water,Water,Water,Water,Water,NULL,Water
481,Water,Water,Water,Water,Water,Water,NULL,Forest
482,Water,Water,Water,Water,Water,Water,Wetland,Water
483,Water,Water,Water,Water,Water,Water,Wetland,Forest
484,Water,Water,Water,Water,Water,Water,Water,Water
485,Water,Water,Water,Water,Water,Water,Water,Forest
486,Water,Water,Water,Water,Water,Water,Forest,Water
487,Water,Water,Water,Water,Water,Water,Forest,Forest
488,Water,Water,Water,Water,Water,Forest,NULL,Water
489,Water,Water,Water,Water,Water,Forest,NULL,Forest
490,Water,Water,Water,Water,Water,Forest,Wetland,Water
491,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
492,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
493,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
494,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
495,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
496,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
497,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
498,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
499,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
500,Water,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Water
501,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
502,Water,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Water
503,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
504,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Water
505,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Grassland
506,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Bareland
507,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
508,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
509,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
510,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
511,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
512,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
513,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
514,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
515,Water,Water,Forest,NULL,Non_Wetland,Forest,NULL,Water
516,Water,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
517,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
518,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
519,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
520,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
521,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Water
522,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
523,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
524,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
525,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
526,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
527,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
528,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
529,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
530,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
531,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
532,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Bareland
533,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Water
534,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Forest
535,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
536,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
537,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
538,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
539,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
540,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
541,Water,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
542,Water,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
543,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
544,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
545,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
546,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
547,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
548,Water,Forest,Water,Water,Water,NULL,NULL,Forest
549,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
550,Water,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
551,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
552,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
553,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
554,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
555,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
556,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
557,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
558,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
559,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
560,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
561,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
562,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
563,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
564,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
565,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
566,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
567,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
568,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
569,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
570,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
571,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
572,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
573,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
574,Forest,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
575,Forest,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Forest
576,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
577,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
578,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
579,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
580,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
581,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
582,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
583,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
584,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
585,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
586,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
587,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
588,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
589,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
590,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
591,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
592,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
593,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
594,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
595,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
596,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
597,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
598,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
599,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
600,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
601,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
602,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
603,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
604,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Water
605,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
606,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
607,Forest,NULL,Water,Water,Water,NULL,NULL,Water
608,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
609,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
610,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
611,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
612,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
613,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
614,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
615,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
616,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
617,Forest,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
618,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
619,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
620,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
621,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
622,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
623,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
624,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
625,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
626,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
627,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
628,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
629,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
630,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
631,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
632,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
633,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
634,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
635,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
636,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
637,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
638,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
639,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
640,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Water
641,Forest,Wetland,Water,Water,Water,NULL,NULL,Forest
642,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
643,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
644,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
645,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
646,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
647,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
648,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
649,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
650,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
651,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
652,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
653,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
654,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
655,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
656,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
657,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
658,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
659,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
660,Forest,Built-up,Forest,NULL,Non_Wetland,Water,NULL,Grassland
661,Forest,Built-up,Forest,NULL,Non_Wetland,Water,NULL,Forest
662,Forest,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
663,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
664,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
665,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
666,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
667,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
668,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Water
669,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Forest
670,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
671,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
672,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
673,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
674,Forest,Water,NULL,NULL,Non_Wetland,Forest,NULL,Water
675,Forest,Water,NULL,NULL,Non_Wetland,Forest,NULL,Forest
676,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
677,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
678,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
679,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
680,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
681,Forest,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Water
682,Forest,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
683,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
684,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
685,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
686,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
687,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
688,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
689,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
690,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
691,Forest,Water,NULL,Water,Non_Wetland,Grassland,NULL,Water
692,Forest,Water,NULL,Water,Non_Wetland,Grassland,Water,Water
693,Forest,Water,NULL,Water,Non_Wetland,Water,NULL,Water
694,Forest,Water,NULL,Water,Non_Wetland,Water,NULL,Forest
695,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
696,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
697,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
698,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
699,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
700,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
701,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
702,Forest,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
703,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
704,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
705,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
706,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
707,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
708,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
709,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
710,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
711,Forest,Water,Shrubland,Water,Non_Wetland,Water,NULL,Water
712,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
713,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
714,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
715,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
716,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
717,Forest,Water,Grassland,NULL,Non_Wetland,Water,NULL,Water
718,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
719,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
720,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Water
721,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,NULL,Forest
722,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
723,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
724,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
725,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
726,Forest,Water,Grassland,Water,Non_Wetland,Grassland,NULL,Water
727,Forest,Water,Grassland,Water,Non_Wetland,Water,NULL,Water
728,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
729,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
730,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
731,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Built-up
732,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
733,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
734,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
735,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
736,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
737,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
738,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Water
739,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
740,Forest,Water,Wetland,NULL,Wetland,Grassland,NULL,Water
