Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LVN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LVN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LVN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LVN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LVN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LVN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LVN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LVN_M_R
11135,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,NULL
11136,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
11137,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
11138,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
11139,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
11140,Bareland,NULL,Cropland,Water,Non_Wetland,Built-up,Built-up,Bareland
11141,Bareland,NULL,Cropland,Water,Non_Wetland,Built-up,Water,Grassland
11142,Bareland,NULL,Cropland,Water,Non_Wetland,Built-up,Water,Bareland
11143,Bareland,NULL,Cropland,Water,Non_Wetland,Water,NULL,Grassland
11144,Bareland,NULL,Cropland,Water,Non_Wetland,Water,NULL,Wetland
11145,Bareland,NULL,Cropland,Water,Non_Wetland,Water,NULL,Water
11146,Bareland,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
11147,Bareland,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Wetland
11148,Bareland,NULL,Cropland,Water,Non_Wetland,Water,Water,Grassland
11149,Bareland,NULL,Cropland,Water,Non_Wetland,Water,Water,Wetland
11150,Bareland,NULL,Cropland,Water,Non_Wetland,Water,Water,Bareland
11151,Bareland,NULL,Cropland,Water,Non_Wetland,Water,Water,Built-up
11152,Bareland,NULL,Cropland,Water,Non_Wetland,Water,Water,Water
11153,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
11154,Bareland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Wetland
11155,Bareland,NULL,Wetland,NULL,Wetland,NULL,Bareland,Bareland
11156,Bareland,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
11157,Bareland,NULL,Wetland,NULL,Wetland,Shrubland,Bareland,Grassland
11158,Bareland,NULL,Wetland,NULL,Wetland,Shrubland,Bareland,Wetland
11159,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
11160,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
11161,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
11162,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Water
11163,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,NULL
11164,Bareland,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
11165,Bareland,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
11166,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Water
11167,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Bareland,Wetland
11168,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
11169,Bareland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
11170,Bareland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Wetland
11171,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Water
11172,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
11173,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
11174,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Bareland,Grassland
11175,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Bareland,Wetland
11176,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
11177,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
11178,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
11179,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
11180,Bareland,NULL,Wetland,Water,Wetland,NULL,Bareland,Wetland
11181,Bareland,NULL,Wetland,Water,Wetland,NULL,Water,Bareland
11182,Bareland,NULL,Wetland,Water,Wetland,NULL,Water,Water
11183,Bareland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Bareland
11184,Bareland,NULL,Wetland,Water,Wetland,Water,NULL,Bareland
11185,Bareland,NULL,Wetland,Water,Wetland,Water,NULL,Water
11186,Bareland,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
11187,Bareland,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
11188,Bareland,NULL,Wetland,Water,Wetland,Water,Bareland,Wetland
11189,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
11190,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Bareland
11191,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Water
11192,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
11193,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
11194,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
11195,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Water
11196,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland,Grassland
11197,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland,Bareland
11198,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
11199,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Bareland
11200,Bareland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11201,Bareland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
11202,Bareland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Water,NULL
11203,Bareland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Water,Grassland
11204,Bareland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Water,Bareland
11205,Bareland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Water,Water
11206,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
11207,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Cropland
11208,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11209,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Water
11210,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Cropland
11211,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Cropland
11212,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
11213,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
11214,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,NULL
11215,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
11216,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
11217,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,NULL
11218,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
11219,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
11220,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Built-up
11221,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
11222,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
11223,Bareland,NULL,Bareland,NULL,Non_Wetland,Water,Bareland,Grassland
11224,Bareland,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
11225,Bareland,NULL,Bareland,NULL,Non_Wetland,Water,Water,Bareland
11226,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
11227,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
11228,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
11229,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
11230,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
11231,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
11232,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Water,NULL
11233,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
11234,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Water,Bareland
11235,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,Grassland,Grassland
11236,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,Water,Water
11237,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland,NULL,Grassland
11238,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Grassland,Water
11239,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
11240,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
11241,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Bareland
11242,Bareland,NULL,Bareland,Water,Non_Wetland,Built-up,Built-up,Bareland
11243,Bareland,NULL,Bareland,Water,Non_Wetland,Water,Water,Bareland
11244,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
11245,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
11246,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
11247,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Bareland
11248,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
11249,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
11250,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
11251,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
11252,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
11253,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
11254,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
11255,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
11256,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
11257,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
11258,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
11259,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
11260,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
11261,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11262,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
11263,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
11264,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Cropland
11265,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,NULL
11266,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Built-up
11267,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Water,Grassland
11268,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
11269,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
11270,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
11271,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
11272,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
11273,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
11274,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
11275,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
11276,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
11277,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
11278,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
11279,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
11280,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
11281,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
11282,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
11283,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
11284,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Bareland
11285,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
11286,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
11287,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
11288,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,Bareland,NULL
11289,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,Built-up,Grassland
11290,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,Built-up,Built-up
11291,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
11292,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
11293,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
11294,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
11295,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
11296,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
11297,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
11298,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
11299,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
11300,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
11301,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
11302,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
11303,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
11304,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
11305,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
11306,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
11307,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
11308,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
11309,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
11310,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
11311,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
11312,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
11313,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Cropland
11314,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
11315,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
11316,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
11317,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
11318,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
11319,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
11320,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
11321,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
11322,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
11323,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
11324,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
11325,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
11326,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
11327,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
11328,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,NULL,Grassland
11329,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Shrubland,NULL
11330,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Bareland
11331,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Bareland,Grassland
11332,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Water,Grassland
11333,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Water,Bareland
11334,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
11335,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,NULL
11336,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
11337,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
11338,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
11339,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Forest
11340,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
11341,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,Bareland,Bareland
11342,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Grassland,Grassland
11343,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
11344,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
11345,Bareland,NULL,Built-up,Water,Non_Wetland,Water,Water,Grassland
11346,Bareland,NULL,Built-up,Water,Non_Wetland,Water,Water,Bareland
11347,Bareland,NULL,Built-up,Water,Non_Wetland,Water,Water,Water
11348,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
11349,Bareland,NULL,Water,NULL,Water,NULL,Shrubland,Wetland
11350,Bareland,NULL,Water,NULL,Water,NULL,Grassland,Grassland
11351,Bareland,NULL,Water,NULL,Water,NULL,Grassland,Wetland
11352,Bareland,NULL,Water,NULL,Water,NULL,Bareland,Bareland
11353,Bareland,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
11354,Bareland,NULL,Water,NULL,Water,Bareland,Grassland,Wetland
11355,Bareland,NULL,Water,NULL,Water,Bareland,Grassland,Bareland
11356,Bareland,NULL,Water,NULL,Water,Bareland,Grassland,Water
11357,Bareland,NULL,Water,NULL,Water,Bareland,Bareland,NULL
11358,Bareland,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
11359,Bareland,NULL,Water,NULL,Water,Bareland,Bareland,Cropland
11360,Bareland,NULL,Water,NULL,Water,Bareland,Bareland,Bareland
11361,Bareland,NULL,Water,NULL,Water,Bareland,Bareland,Built-up
11362,Bareland,NULL,Water,NULL,Water,Bareland,Bareland,Forest
11363,Bareland,NULL,Water,NULL,Water,Bareland,Water,Bareland
11364,Bareland,NULL,Water,NULL,Water,Bareland,Forest,Bareland
11365,Bareland,NULL,Water,NULL,Water,Built-up,NULL,Bareland
11366,Bareland,NULL,Water,NULL,Water,Water,NULL,Grassland
11367,Bareland,NULL,Water,NULL,Water,Water,Water,Grassland
11368,Bareland,NULL,Water,NULL,Water,Water,Water,Bareland
11369,Bareland,NULL,Water,NULL,Water,Water,Water,Water
11370,Bareland,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
11371,Bareland,NULL,Water,Non_Water,Water,Bareland,Grassland,Grassland
11372,Bareland,NULL,Water,Non_Water,Water,Bareland,Bareland,Bareland
11373,Bareland,NULL,Water,Non_Water,Water,Water,NULL,Grassland
11374,Bareland,NULL,Water,Non_Water,Water,Water,NULL,Bareland
11375,Bareland,NULL,Water,Non_Water,Water,Water,Grassland,Grassland
11376,Bareland,NULL,Water,Non_Water,Water,Water,Water,Grassland
11377,Bareland,NULL,Water,Non_Water,Water,Water,Water,Bareland
11378,Bareland,NULL,Water,Water,Water,Bareland,Bareland,NULL
11379,Bareland,NULL,Water,Water,Water,Bareland,Bareland,Bareland
11380,Bareland,NULL,Water,Water,Water,Bareland,Bareland,Water
11381,Bareland,NULL,Water,Water,Water,Bareland,Water,Bareland
11382,Bareland,NULL,Water,Water,Water,Built-up,Water,Grassland
11383,Bareland,NULL,Water,Water,Water,Water,Grassland,Grassland
11384,Bareland,NULL,Water,Water,Water,Water,Bareland,Wetland
11385,Bareland,NULL,Water,Water,Water,Water,Bareland,Water
11386,Bareland,NULL,Water,Water,Water,Water,Water,Grassland
11387,Bareland,NULL,Water,Water,Water,Water,Water,Wetland
11388,Bareland,NULL,Water,Water,Water,Water,Water,Bareland
11389,Bareland,NULL,Water,Water,Water,Water,Water,Water
11390,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
11391,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
11392,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
11393,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
11394,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
11395,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Bareland
11396,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
11397,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
11398,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
11399,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
11400,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
11401,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
11402,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
11403,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Cropland
11404,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Bareland
11405,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
11406,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
11407,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
11408,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
11409,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11410,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11411,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
11412,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11413,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
11414,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11415,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
11416,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
11417,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
11418,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Cropland
11419,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
11420,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
11421,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
11422,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
11423,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
11424,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
11425,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11426,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
11427,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
11428,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
11429,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
11430,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
11431,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
11432,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
11433,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
11434,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
11435,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Cropland
11436,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
11437,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
11438,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
11439,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
11440,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
11441,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
11442,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
11443,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
11444,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
11445,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
11446,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
11447,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Cropland
11448,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
11449,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
11450,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Water,NULL
11451,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
11452,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Cropland
11453,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
11454,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Built-up
11455,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
11456,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
11457,Bareland,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
11458,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
11459,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
11460,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
11461,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Water,Bareland
11462,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
11463,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
11464,Bareland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,NULL
11465,Bareland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
