Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LTE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LTE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LTE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LTE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LTE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LTE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LTE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LTE_M_R
5531,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
5532,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
5533,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
5534,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
5535,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5536,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Cropland
5537,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Built-up
5538,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
5539,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
5540,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
5541,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
5542,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
5543,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
5544,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
5545,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
5546,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
5547,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
5548,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
5549,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
5550,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
5551,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
5552,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Cropland
5553,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
5554,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
5555,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,NULL
5556,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
5557,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
5558,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
5559,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
5560,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
5561,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
5562,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
5563,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
5564,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
5565,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
5566,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5567,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
5568,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
5569,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5570,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
5571,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
5572,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5573,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
5574,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
5575,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
5576,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
5577,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Bareland
5578,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5579,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
5580,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
5581,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
5582,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
5583,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
5584,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
5585,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
5586,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
5587,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
5588,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
5589,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Forest
5590,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
5591,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
5592,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
5593,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
5594,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
5595,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
5596,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
5597,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
5598,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
5599,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
5600,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
5601,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
5602,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
5603,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
5604,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
5605,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5606,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
5607,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5608,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
5609,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
5610,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
5611,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
5612,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
5613,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
5614,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5615,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
5616,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5617,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5618,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5619,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
5620,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
5621,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
5622,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
5623,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
5624,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
5625,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
5626,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Bareland
5627,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
5628,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
5629,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
5630,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
5631,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
5632,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5633,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
5634,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
5635,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5636,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5637,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
5638,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
5639,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5640,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
5641,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5642,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
5643,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
5644,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
5645,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
5646,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
5647,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
5648,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5649,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
5650,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
5651,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
5652,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
5653,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
5654,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
5655,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
5656,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
5657,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
5658,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
5659,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
5660,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
5661,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
5662,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
5663,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
5664,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
5665,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
5666,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
5667,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
5668,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
5669,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5670,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
5671,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
5672,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
5673,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5674,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5675,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
5676,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
5677,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
5678,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
5679,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5680,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
5681,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
5682,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
5683,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5684,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5685,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5686,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5687,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
5688,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5689,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
5690,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
5691,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
5692,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
5693,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
5694,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
5695,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
5696,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
5697,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
5698,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
5699,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
5700,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
5701,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
5702,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
5703,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
5704,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Bareland
5705,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
5706,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
5707,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
5708,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
5709,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
5710,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5711,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5712,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
5713,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5714,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
5715,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
5716,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5717,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
5718,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5719,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
5720,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
5721,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
5722,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
5723,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
5724,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
5725,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
5726,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
5727,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
5728,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
5729,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
5730,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
5731,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5732,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
5733,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
5734,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
5735,Cropland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
5736,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,NULL,Bareland
5737,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
5738,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
5739,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
5740,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
5741,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
5742,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
5743,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
5744,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
5745,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
5746,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
5747,Cropland,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5748,Cropland,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Bareland
5749,Cropland,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
5750,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
5751,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
5752,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
5753,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
5754,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
5755,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
5756,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
5757,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
5758,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
5759,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
5760,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Built-up
5761,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Grassland
5762,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
5763,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
5764,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
5765,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
5766,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
5767,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
5768,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
5769,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
5770,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
5771,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
5772,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
5773,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
5774,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
5775,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
5776,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
5777,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
5778,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
5779,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
5780,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
5781,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Cropland
5782,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
5783,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
5784,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
5785,Cropland,Built-up,Water,NULL,Water,Bareland,NULL,Bareland
5786,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5787,Cropland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5788,Cropland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
5789,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
5790,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
5791,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
5792,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
5793,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
5794,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
5795,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
5796,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
5797,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
5798,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
5799,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
5800,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
5801,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Forest,NULL
5802,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
5803,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
5804,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
5805,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5806,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5807,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
5808,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
5809,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
5810,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
5811,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
5812,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
5813,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5814,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5815,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
5816,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
5817,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5818,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
5819,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
5820,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5821,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
5822,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
5823,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
5824,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
5825,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
5826,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
5827,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
5828,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
5829,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
5830,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
5831,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
5832,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
5833,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
5834,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5835,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
5836,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
5837,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
5838,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
5839,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
5840,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
5841,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
