Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LGD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LGD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LGD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LGD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LGD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LGD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LGD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LGD_M_R
690,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
691,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
692,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
693,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
694,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
695,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
696,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
697,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
698,Grassland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
699,Grassland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
700,Grassland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Water
701,Grassland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
702,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
703,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
704,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Cropland
705,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
706,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
707,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
708,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
709,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
710,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
711,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
712,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
713,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
714,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
715,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Cropland
716,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
717,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
718,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
719,Grassland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
720,Grassland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
721,Grassland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
722,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
723,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
724,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
725,Grassland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
726,Grassland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
727,Grassland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
728,Grassland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
729,Grassland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
730,Grassland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
731,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
732,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Wetland
733,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Water
734,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Forest
735,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,NULL
736,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
737,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
738,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
739,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
740,Grassland,Wetland,Water,Water,Water,NULL,NULL,Grassland
741,Grassland,Wetland,Water,Water,Water,NULL,NULL,Wetland
742,Grassland,Wetland,Water,Water,Water,NULL,NULL,Water
743,Grassland,Wetland,Water,Water,Water,NULL,NULL,Forest
744,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
745,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
746,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
747,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
748,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
749,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
750,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
751,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
752,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
753,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
754,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
755,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
756,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
757,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
758,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
759,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
760,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
761,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
762,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
763,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
764,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
765,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
766,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
767,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
768,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
769,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
770,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
771,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
772,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
773,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
774,Grassland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
775,Grassland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
776,Grassland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
777,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
778,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
779,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
780,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
781,Grassland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
782,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
783,Grassland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
784,Grassland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
785,Grassland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
786,Grassland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
787,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
788,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
789,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
790,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
791,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
792,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Water
793,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
794,Grassland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
795,Grassland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
796,Grassland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
797,Grassland,Water,Water,NULL,Water,NULL,NULL,Grassland
798,Grassland,Water,Water,Water,Water,NULL,NULL,Grassland
799,Grassland,Water,Water,Water,Water,NULL,NULL,Water
800,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
801,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
802,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
803,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
804,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
805,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
806,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
807,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
808,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
809,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
810,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
811,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
812,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
813,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
814,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
815,Grassland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
816,Grassland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
817,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
818,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
819,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
820,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
821,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
822,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
823,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
824,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
825,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
826,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
827,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
828,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
829,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
830,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
831,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
832,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
833,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
834,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
835,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
836,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
837,Grassland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
838,Grassland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
839,Grassland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
840,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
841,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
842,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Cropland
843,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
844,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
845,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
846,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
847,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
848,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
849,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
850,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
851,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
852,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Cropland
853,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
854,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
855,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
856,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
857,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
858,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
859,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
860,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
861,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
862,Grassland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
863,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
864,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
865,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
866,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
867,Grassland,Forest,Water,NULL,Water,NULL,NULL,Grassland
868,Grassland,Forest,Water,NULL,Water,NULL,NULL,Cropland
869,Grassland,Forest,Water,NULL,Water,NULL,NULL,Forest
870,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
871,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Water
872,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
873,Grassland,Forest,Water,Water,Water,NULL,NULL,Cropland
874,Grassland,Forest,Water,Water,Water,NULL,NULL,Wetland
875,Grassland,Forest,Water,Water,Water,NULL,NULL,Water
876,Grassland,Forest,Water,Water,Water,NULL,NULL,Forest
877,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
878,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
879,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
880,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
881,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
882,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
883,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
884,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
885,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
886,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
887,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
888,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
889,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Cropland
890,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
891,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
892,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
893,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
894,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
895,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
896,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
897,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
898,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
899,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
900,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
901,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
902,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
903,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
904,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
905,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
906,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
907,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
908,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
909,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
910,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
911,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
912,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
913,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
914,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
915,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
916,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
917,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
918,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
919,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
920,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
921,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
922,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
923,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
924,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
925,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
926,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
927,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
928,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
929,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
930,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
931,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
932,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
933,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
934,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
935,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
936,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
937,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
938,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
939,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
940,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
941,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
942,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
943,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
944,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
945,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
946,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
947,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
948,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
949,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
950,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
951,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
952,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
953,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
954,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
955,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
956,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
957,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
958,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
959,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
960,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
961,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
962,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
963,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
964,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
965,Cropland,NULL,Water,Water,Water,NULL,NULL,Grassland
966,Cropland,NULL,Water,Water,Water,NULL,NULL,Cropland
967,Cropland,NULL,Water,Water,Water,NULL,NULL,Bareland
968,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
969,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
970,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
971,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
972,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
973,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
974,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
975,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
976,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
977,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
978,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
979,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
980,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
981,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
982,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
983,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
984,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
985,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
986,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
987,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
988,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
989,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
990,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
991,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
992,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
993,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
994,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
995,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
996,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
997,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
998,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
999,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1000,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1001,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1002,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1003,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
1004,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Forest
1005,Cropland,Cropland,Water,Water,Water,NULL,NULL,Forest
1006,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1007,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1008,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1009,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1010,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1011,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1012,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1013,Cropland,Wetland,Water,Water,Water,NULL,NULL,Wetland
1014,Cropland,Wetland,Water,Water,Water,NULL,NULL,Water
1015,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1016,Cropland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
1017,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1018,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1019,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1020,Cropland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1021,Cropland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1022,Cropland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1023,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1024,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1025,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1026,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1027,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1028,Cropland,Bareland,Water,Water,Water,NULL,NULL,Water
1029,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1030,Cropland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1031,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1032,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1033,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1034,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1035,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
