Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KUP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KUP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KUP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KUP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KUP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KUP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KUP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KUP_M_R
686,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
687,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
688,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
689,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
690,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
691,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
692,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
693,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
694,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
695,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Water
696,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Forest
697,Cropland,Cropland,Water,Water,Water,NULL,NULL,Grassland
698,Cropland,Cropland,Water,Water,Water,NULL,NULL,Water
699,Cropland,Cropland,Water,Water,Water,NULL,NULL,Forest
700,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
701,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
702,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
703,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
704,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
705,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
706,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
707,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
708,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
709,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
710,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
711,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
712,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
713,Cropland,Wetland,Water,Water,Water,NULL,NULL,Grassland
714,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
715,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
716,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Water
717,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
718,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
719,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
720,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
721,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
722,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
723,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
724,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Water
725,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
726,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
727,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
728,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
729,Cropland,Built-up,Water,NULL,Water,NULL,NULL,Forest
730,Cropland,Built-up,Water,Water,Water,NULL,NULL,Bareland
731,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
732,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
733,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
734,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
735,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
736,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
737,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
738,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
739,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
740,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
741,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
742,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
743,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
744,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
745,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
746,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
747,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
748,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
749,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
750,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
751,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
752,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
753,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
754,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
755,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
756,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
757,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
758,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
759,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
760,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
761,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
762,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
763,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
764,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
765,Cropland,Forest,Water,NULL,Water,NULL,NULL,Grassland
766,Cropland,Forest,Water,NULL,Water,NULL,NULL,Wetland
767,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
768,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
769,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
770,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
771,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
772,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
773,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
774,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
775,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
776,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
777,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
778,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
779,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
780,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
781,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
782,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
783,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
784,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
785,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
786,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
787,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
788,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
789,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
790,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
791,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
792,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
793,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
794,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
795,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
796,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
797,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
798,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
799,Wetland,NULL,Water,NULL,Water,NULL,NULL,Grassland
800,Wetland,NULL,Water,NULL,Water,NULL,NULL,Bareland
801,Wetland,NULL,Water,NULL,Water,NULL,NULL,Water
802,Wetland,NULL,Water,NULL,Water,NULL,NULL,Forest
803,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
804,Wetland,NULL,Water,Water,Water,NULL,NULL,Cropland
805,Wetland,NULL,Water,Water,Water,NULL,NULL,Wetland
806,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
807,Wetland,NULL,Water,Water,Water,NULL,NULL,Forest
808,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
809,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
810,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
811,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
812,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
813,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
814,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
815,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
816,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
817,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
818,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
819,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
820,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
821,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
822,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
823,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
824,Wetland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
825,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
826,Wetland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
827,Wetland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
828,Wetland,Cropland,Water,NULL,Water,NULL,NULL,Water
829,Wetland,Cropland,Water,Water,Water,NULL,NULL,Water
830,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
831,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
832,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
833,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
834,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
835,Wetland,Wetland,Water,Water,Water,NULL,NULL,Wetland
836,Wetland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
837,Wetland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
838,Wetland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
839,Wetland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
840,Wetland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
841,Wetland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
842,Wetland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
843,Wetland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
844,Wetland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
845,Wetland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
846,Wetland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
847,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
848,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
849,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
850,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
851,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
852,Wetland,Water,Water,Water,Water,NULL,NULL,Wetland
853,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
854,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
855,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
856,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
857,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
858,Wetland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
859,Wetland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
860,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
861,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
862,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
863,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
864,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
865,Wetland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
866,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
867,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
868,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
869,Wetland,Forest,Water,NULL,Water,NULL,NULL,Grassland
870,Wetland,Forest,Water,NULL,Water,NULL,NULL,Forest
871,Wetland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
872,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
873,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
874,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
875,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
876,Wetland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
877,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
878,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
879,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
880,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
881,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
882,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
883,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
884,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
885,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
886,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
887,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
888,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
889,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
890,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
891,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
892,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
893,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
894,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
895,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
896,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
897,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
898,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
899,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
900,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
901,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
902,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
903,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
904,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
905,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
906,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
907,Bareland,NULL,Water,NULL,Water,NULL,NULL,Forest
908,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
909,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
910,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
911,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
912,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
913,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
914,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
915,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
916,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
917,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
918,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
919,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
920,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
921,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
922,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
923,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
924,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
925,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
926,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
927,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
928,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
929,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
930,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
931,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
932,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
933,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
934,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
935,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
936,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
937,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
938,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
939,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
940,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
941,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
942,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
943,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
944,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
945,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
946,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
947,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
948,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
949,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
950,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
951,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
952,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Cropland
953,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Bareland
954,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Forest
955,Bareland,Built-up,Water,Water,Water,NULL,NULL,Grassland
956,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
957,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
958,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
959,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
960,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
961,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
962,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
963,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
964,Bareland,Water,Water,NULL,Water,NULL,NULL,Forest
965,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
966,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
967,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
968,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
969,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
970,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
971,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
972,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
973,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
974,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
975,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
976,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
977,Bareland,Forest,Water,NULL,Water,NULL,NULL,Grassland
978,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
979,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
980,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
981,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
982,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
983,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
984,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
985,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
986,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
987,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
988,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
989,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
990,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
991,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
992,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
993,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
994,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
995,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
996,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
997,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
998,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
999,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1000,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1001,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1002,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1003,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1004,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1005,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1006,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1007,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1008,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1009,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1010,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
1011,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1012,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1013,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
1014,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1015,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1016,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1017,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1018,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1019,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1020,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1021,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1022,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1023,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
1024,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1025,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1026,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1027,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1028,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1029,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1030,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1031,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1032,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1033,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
