Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KQF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KQF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KQF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KQF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KQF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KQF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KQF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KQF_M_R
682,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
683,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
684,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
685,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
686,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
687,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
688,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
689,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
690,Cropland,NULL,Water,NULL,Water,NULL,NULL,NULL
691,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
692,Cropland,NULL,Water,NULL,Water,NULL,NULL,Cropland
693,Cropland,NULL,Water,NULL,Water,NULL,NULL,Wetland
694,Cropland,NULL,Water,NULL,Water,NULL,NULL,Water
695,Cropland,NULL,Water,NULL,Water,NULL,NULL,Forest
696,Cropland,NULL,Water,Water,Water,NULL,NULL,Grassland
697,Cropland,NULL,Water,Water,Water,NULL,NULL,Cropland
698,Cropland,NULL,Water,Water,Water,NULL,NULL,Wetland
699,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
700,Cropland,NULL,Water,Water,Water,NULL,NULL,Forest
701,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
702,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
703,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
704,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
705,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
706,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
707,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
708,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
709,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
710,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
711,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
712,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
713,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
714,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
715,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
716,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
717,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
718,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
719,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
720,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
721,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
722,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
723,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
724,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
725,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
726,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
727,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
728,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
729,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
730,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
731,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
732,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
733,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
734,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
735,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
736,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
737,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
738,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
739,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
740,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
741,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
742,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
743,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
744,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
745,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
746,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
747,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
748,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
749,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
750,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Water
751,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
752,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
753,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
754,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
755,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
756,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
757,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
758,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
759,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
760,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
761,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
762,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
763,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
764,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
765,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
766,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
767,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
768,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
769,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
770,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
771,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
772,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
773,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
774,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
775,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
776,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
777,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
778,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
779,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
780,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
781,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
782,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
783,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
784,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
785,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
786,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
787,Cropland,Cropland,Water,NULL,Water,NULL,NULL,NULL
788,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
789,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
790,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Wetland
791,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Water
792,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Forest
793,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
794,Cropland,Cropland,Water,Water,Water,NULL,NULL,Grassland
795,Cropland,Cropland,Water,Water,Water,NULL,NULL,Wetland
796,Cropland,Cropland,Water,Water,Water,NULL,NULL,Water
797,Cropland,Cropland,Water,Water,Water,NULL,NULL,Forest
798,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
799,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
800,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
801,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
802,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
803,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
804,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
805,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
806,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
807,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
808,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
809,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
810,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
811,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
812,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
813,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
814,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
815,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
816,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
817,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
818,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
819,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
820,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
821,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
822,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
823,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
824,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
825,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
826,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
827,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
828,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
829,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
830,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
831,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
832,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
833,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
834,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
835,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
836,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
837,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
838,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
839,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
840,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
841,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
842,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
843,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
844,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
845,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
846,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
847,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
848,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
849,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
850,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
851,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
852,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
853,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
854,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
855,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
856,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
857,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
858,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
859,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
860,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
861,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
862,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
863,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
864,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
865,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
866,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
867,Cropland,Forest,Water,NULL,Water,NULL,NULL,Forest
868,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
869,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
870,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
871,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
872,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
873,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
874,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
875,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
876,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
877,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
878,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
879,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
880,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
881,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
882,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
883,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
884,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
885,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
886,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
887,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
888,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
889,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
890,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
891,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
892,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
893,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
894,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
895,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
896,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
897,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
898,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
899,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
900,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
901,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
902,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
903,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
904,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
905,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
906,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
907,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
908,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
909,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
910,Wetland,NULL,Water,NULL,Water,NULL,NULL,NULL
911,Wetland,NULL,Water,NULL,Water,NULL,NULL,Grassland
912,Wetland,NULL,Water,NULL,Water,NULL,NULL,Cropland
913,Wetland,NULL,Water,NULL,Water,NULL,NULL,Wetland
914,Wetland,NULL,Water,NULL,Water,NULL,NULL,Forest
915,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,NULL
916,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
917,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
918,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
919,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
920,Wetland,NULL,Water,Water,Water,NULL,NULL,Wetland
921,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
922,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
923,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
924,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
925,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
926,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
927,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
928,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
929,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
930,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
931,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
932,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
933,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
934,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
935,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
936,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
937,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
938,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
939,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
940,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
941,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
942,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
943,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
944,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
945,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
946,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
947,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
948,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
949,Wetland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
950,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
951,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
952,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
953,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
954,Wetland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
955,Wetland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
956,Wetland,Cropland,Water,NULL,Water,NULL,NULL,Water
957,Wetland,Cropland,Water,NULL,Water,NULL,NULL,Forest
958,Wetland,Cropland,Water,Water,Water,NULL,NULL,Water
959,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
960,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
961,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
962,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
963,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
964,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
965,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
966,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
967,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
968,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
969,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
970,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
971,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
972,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
973,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
974,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
975,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
976,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
977,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
978,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
979,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
980,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
981,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
982,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
983,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
984,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
985,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
986,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
987,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
988,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
989,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
990,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
991,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Cropland
992,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
993,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
994,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
995,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
996,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
997,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
998,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
999,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1000,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1001,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1002,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1003,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1004,Wetland,Wetland,Water,NULL,Water,NULL,NULL,NULL
1005,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
1006,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Wetland
1007,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Forest
1008,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
1009,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Cropland
1010,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
1011,Wetland,Wetland,Water,Water,Water,NULL,NULL,Wetland
1012,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1013,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1014,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1015,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1016,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1017,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1018,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1019,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1020,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1021,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
