Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22NEH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22NEH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22NEH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22NEH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22NEH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22NEH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22NEH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22NEH_M_R
1597,Grassland,Cropland,Wetland,Non_Water,Wetland,Water,Water,Wetland
1598,Grassland,Cropland,Wetland,Water,Wetland,Grassland,Wetland,Wetland
1599,Grassland,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1600,Grassland,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Water
1601,Grassland,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Forest
1602,Grassland,Cropland,Wetland,Water,Wetland,Wetland,Water,Grassland
1603,Grassland,Cropland,Wetland,Water,Wetland,Wetland,Water,Wetland
1604,Grassland,Cropland,Wetland,Water,Wetland,Bareland,Wetland,Grassland
1605,Grassland,Cropland,Wetland,Water,Wetland,Water,Wetland,Wetland
1606,Grassland,Cropland,Wetland,Water,Wetland,Water,Water,Wetland
1607,Grassland,Cropland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
1608,Grassland,Cropland,Water,NULL,Water,Grassland,Wetland,Wetland
1609,Grassland,Cropland,Water,NULL,Water,Wetland,Wetland,Wetland
1610,Grassland,Cropland,Water,Non_Water,Water,Wetland,Wetland,Wetland
1611,Grassland,Cropland,Water,Water,Water,Grassland,Water,Wetland
1612,Grassland,Cropland,Water,Water,Water,Wetland,Wetland,Wetland
1613,Grassland,Cropland,Water,Water,Water,Water,Water,Wetland
1614,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1615,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
1616,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
1617,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
1618,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Wetland
1619,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1620,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1621,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1622,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1623,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1624,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
1625,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1626,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
1627,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1628,Grassland,Cropland,Forest,NULL,Non_Wetland,Built-up,Wetland,Grassland
1629,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1630,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
1631,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1632,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
1633,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1634,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
1635,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
1636,Grassland,Cropland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
1637,Grassland,Cropland,Forest,Water,Non_Wetland,Wetland,Water,Wetland
1638,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
1639,Grassland,Wetland,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
1640,Grassland,Wetland,NULL,NULL,Non_Wetland,Cropland,Wetland,Wetland
1641,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1642,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
1643,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Cropland
1644,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
1645,Grassland,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
1646,Grassland,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
1647,Grassland,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
1648,Grassland,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
1649,Grassland,Wetland,NULL,NULL,Non_Wetland,Water,Water,Wetland
1650,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
1651,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
1652,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Water,Wetland
1653,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Cropland,Wetland,Wetland
1654,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Cropland,Water,Wetland
1655,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1656,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1657,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
1658,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
1659,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
1660,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
1661,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
1662,Grassland,Wetland,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
1663,Grassland,Wetland,NULL,Water,Non_Wetland,Cropland,Wetland,Grassland
1664,Grassland,Wetland,NULL,Water,Non_Wetland,Cropland,Wetland,Wetland
1665,Grassland,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1666,Grassland,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
1667,Grassland,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Grassland
1668,Grassland,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Wetland
1669,Grassland,Wetland,NULL,Water,Non_Wetland,Bareland,Water,Cropland
1670,Grassland,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Wetland
1671,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
1672,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
1673,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1674,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1675,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1676,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1677,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
1678,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
1679,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Wetland
1680,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
1681,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Cropland,Water,Grassland
1682,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Cropland,Water,Wetland
1683,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1684,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
1685,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1686,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
1687,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1688,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1689,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
1690,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
1691,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1692,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
1693,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1694,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
1695,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
1696,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1697,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
1698,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
1699,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
1700,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Wetland
1701,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1702,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
1703,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
1704,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Wetland
1705,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland,Water,Wetland
1706,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1707,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
1708,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1709,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1710,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1711,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
1712,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1713,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
1714,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
1715,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Wetland
1716,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1717,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
1718,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
1719,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Wetland
1720,Grassland,Wetland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
1721,Grassland,Wetland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
1722,Grassland,Wetland,Shrubland,Water,Non_Wetland,Cropland,Wetland,Grassland
1723,Grassland,Wetland,Shrubland,Water,Non_Wetland,Cropland,Wetland,Wetland
1724,Grassland,Wetland,Shrubland,Water,Non_Wetland,Cropland,Water,Wetland
1725,Grassland,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1726,Grassland,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Cropland
1727,Grassland,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
1728,Grassland,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
1729,Grassland,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
1730,Grassland,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
1731,Grassland,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
1732,Grassland,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Water
1733,Grassland,Wetland,Shrubland,Water,Non_Wetland,Bareland,Wetland,Wetland
1734,Grassland,Wetland,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
1735,Grassland,Wetland,Shrubland,Water,Non_Wetland,Bareland,Water,Wetland
1736,Grassland,Wetland,Shrubland,Water,Non_Wetland,Bareland,Water,Water
1737,Grassland,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
1738,Grassland,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
1739,Grassland,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Grassland
1740,Grassland,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Wetland
1741,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland,Wetland
1742,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1743,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1744,Grassland,Wetland,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
1745,Grassland,Wetland,Grassland,NULL,Non_Wetland,Cropland,Wetland,Wetland
1746,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1747,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1748,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
1749,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1750,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1751,Grassland,Wetland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1752,Grassland,Wetland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Wetland
1753,Grassland,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
1754,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
1755,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1756,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1757,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Wetland
1758,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Wetland
1759,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL,Water,Wetland
1760,Grassland,Wetland,Grassland,Water,Non_Wetland,Cropland,Wetland,Grassland
1761,Grassland,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
1762,Grassland,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
1763,Grassland,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
1764,Grassland,Wetland,Wetland,NULL,NULL,Grassland,Wetland,Wetland
1765,Grassland,Wetland,Wetland,NULL,NULL,Wetland,Wetland,Wetland
1766,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1767,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Wetland
1768,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Water
1769,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
1770,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Water,Wetland
1771,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1772,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
1773,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1774,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Water,Wetland
1775,Grassland,Wetland,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
1776,Grassland,Wetland,Wetland,NULL,Wetland,Cropland,Wetland,Wetland
1777,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1778,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Cropland
1779,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1780,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
1781,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1782,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
1783,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
1784,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
1785,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
1786,Grassland,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1787,Grassland,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
1788,Grassland,Wetland,Wetland,NULL,Wetland,Bareland,Water,Wetland
1789,Grassland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
1790,Grassland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Cropland
1791,Grassland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
1792,Grassland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
1793,Grassland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
1794,Grassland,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
1795,Grassland,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
1796,Grassland,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Wetland
1797,Grassland,Wetland,Wetland,NULL,Wetland,Forest,Water,Wetland
1798,Grassland,Wetland,Wetland,Non_Water,NULL,Wetland,Wetland,Wetland
1799,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
1800,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
1801,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Water
1802,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1803,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Wetland
1804,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Water
1805,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
1806,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1807,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
1808,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
1809,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1810,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
1811,Grassland,Wetland,Wetland,Non_Water,Wetland,Cropland,Wetland,Grassland
1812,Grassland,Wetland,Wetland,Non_Water,Wetland,Cropland,Wetland,Wetland
1813,Grassland,Wetland,Wetland,Non_Water,Wetland,Cropland,Water,Wetland
1814,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1815,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1816,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1817,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1818,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1819,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1820,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
1821,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1822,Grassland,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
1823,Grassland,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
1824,Grassland,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
1825,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1826,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1827,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
1828,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
1829,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
1830,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
1831,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
1832,Grassland,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Wetland
1833,Grassland,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Wetland
1834,Grassland,Wetland,Wetland,Water,Wetland,NULL,Wetland,Wetland
1835,Grassland,Wetland,Wetland,Water,Wetland,NULL,Wetland,Water
1836,Grassland,Wetland,Wetland,Water,Wetland,NULL,Water,Wetland
1837,Grassland,Wetland,Wetland,Water,Wetland,NULL,Water,Water
1838,Grassland,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1839,Grassland,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Wetland
1840,Grassland,Wetland,Wetland,Water,Wetland,Grassland,Water,Wetland
1841,Grassland,Wetland,Wetland,Water,Wetland,Grassland,Water,Water
1842,Grassland,Wetland,Wetland,Water,Wetland,Cropland,Wetland,Grassland
1843,Grassland,Wetland,Wetland,Water,Wetland,Cropland,Wetland,Wetland
1844,Grassland,Wetland,Wetland,Water,Wetland,Cropland,Wetland,Water
1845,Grassland,Wetland,Wetland,Water,Wetland,Cropland,Water,Grassland
1846,Grassland,Wetland,Wetland,Water,Wetland,Cropland,Water,Wetland
1847,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1848,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Cropland
1849,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1850,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
1851,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
1852,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
1853,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
1854,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
1855,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
1856,Grassland,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Grassland
1857,Grassland,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Wetland
1858,Grassland,Wetland,Wetland,Water,Wetland,Bareland,Water,Wetland
1859,Grassland,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
1860,Grassland,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
1861,Grassland,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
1862,Grassland,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
1863,Grassland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
1864,Grassland,Wetland,Wetland,Water,Wetland,Water,Water,Water
1865,Grassland,Wetland,Wetland,Water,Wetland,Forest,Wetland,Wetland
1866,Grassland,Wetland,Wetland,Water,Wetland,Forest,Wetland,Water
1867,Grassland,Wetland,Water,NULL,Water,NULL,Wetland,Wetland
1868,Grassland,Wetland,Water,NULL,Water,NULL,Water,Wetland
1869,Grassland,Wetland,Water,NULL,Water,Grassland,Wetland,Wetland
1870,Grassland,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
1871,Grassland,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
1872,Grassland,Wetland,Water,NULL,Water,Wetland,Wetland,Water
1873,Grassland,Wetland,Water,NULL,Water,Wetland,Water,Grassland
1874,Grassland,Wetland,Water,NULL,Water,Wetland,Water,Wetland
1875,Grassland,Wetland,Water,NULL,Water,Wetland,Water,Water
1876,Grassland,Wetland,Water,NULL,Water,Bareland,Wetland,Grassland
1877,Grassland,Wetland,Water,NULL,Water,Water,Wetland,Wetland
1878,Grassland,Wetland,Water,NULL,Water,Water,Wetland,Water
1879,Grassland,Wetland,Water,NULL,Water,Water,Water,Wetland
1880,Grassland,Wetland,Water,NULL,Water,Water,Water,Water
1881,Grassland,Wetland,Water,NULL,Water,Forest,Wetland,Wetland
1882,Grassland,Wetland,Water,NULL,Water,Forest,Water,Wetland
1883,Grassland,Wetland,Water,Non_Water,Water,NULL,Wetland,Wetland
1884,Grassland,Wetland,Water,Non_Water,Water,NULL,Wetland,Water
1885,Grassland,Wetland,Water,Non_Water,Water,NULL,Water,Wetland
1886,Grassland,Wetland,Water,Non_Water,Water,Cropland,Wetland,Wetland
1887,Grassland,Wetland,Water,Non_Water,Water,Cropland,Water,Wetland
1888,Grassland,Wetland,Water,Non_Water,Water,Wetland,Wetland,Grassland
1889,Grassland,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
1890,Grassland,Wetland,Water,Non_Water,Water,Wetland,Wetland,Water
1891,Grassland,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
1892,Grassland,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
1893,Grassland,Wetland,Water,Non_Water,Water,Wetland,Water,Water
1894,Grassland,Wetland,Water,Non_Water,Water,Water,Wetland,Grassland
1895,Grassland,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
1896,Grassland,Wetland,Water,Non_Water,Water,Water,Wetland,Water
1897,Grassland,Wetland,Water,Non_Water,Water,Water,Water,Wetland
1898,Grassland,Wetland,Water,Non_Water,Water,Water,Water,Water
1899,Grassland,Wetland,Water,Non_Water,Water,Forest,Wetland,Wetland
1900,Grassland,Wetland,Water,Water,Water,NULL,Wetland,Wetland
1901,Grassland,Wetland,Water,Water,Water,NULL,Wetland,Water
1902,Grassland,Wetland,Water,Water,Water,NULL,Water,Wetland
1903,Grassland,Wetland,Water,Water,Water,NULL,Water,Water
1904,Grassland,Wetland,Water,Water,Water,Grassland,Water,Wetland
1905,Grassland,Wetland,Water,Water,Water,Cropland,Wetland,Wetland
1906,Grassland,Wetland,Water,Water,Water,Cropland,Wetland,Water
1907,Grassland,Wetland,Water,Water,Water,Cropland,Water,Wetland
1908,Grassland,Wetland,Water,Water,Water,Cropland,Water,Water
1909,Grassland,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
1910,Grassland,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
1911,Grassland,Wetland,Water,Water,Water,Wetland,Wetland,Water
1912,Grassland,Wetland,Water,Water,Water,Wetland,Wetland,Forest
1913,Grassland,Wetland,Water,Water,Water,Wetland,Water,Grassland
1914,Grassland,Wetland,Water,Water,Water,Wetland,Water,Cropland
1915,Grassland,Wetland,Water,Water,Water,Wetland,Water,Wetland
1916,Grassland,Wetland,Water,Water,Water,Wetland,Water,Water
1917,Grassland,Wetland,Water,Water,Water,Bareland,Water,Wetland
1918,Grassland,Wetland,Water,Water,Water,Water,Wetland,Wetland
1919,Grassland,Wetland,Water,Water,Water,Water,Wetland,Water
1920,Grassland,Wetland,Water,Water,Water,Water,Water,Grassland
1921,Grassland,Wetland,Water,Water,Water,Water,Water,Wetland
1922,Grassland,Wetland,Water,Water,Water,Water,Water,Water
1923,Grassland,Wetland,Water,Water,Water,Forest,Wetland,Wetland
1924,Grassland,Wetland,Water,Water,Water,Forest,Water,Wetland
1925,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1926,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
