Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KYU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KYU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KYU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KYU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KYU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KYU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KYU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KYU_M_R
6933,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
6934,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
6935,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
6936,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
6937,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
6938,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6939,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
6940,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
6941,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6942,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
6943,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
6944,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
6945,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
6946,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6947,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
6948,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
6949,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
6950,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6951,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6952,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
6953,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
6954,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
6955,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
6956,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
6957,Cropland,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
6958,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
6959,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
6960,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
6961,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
6962,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
6963,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
6964,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6965,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
6966,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
6967,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
6968,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6969,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
6970,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
6971,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
6972,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
6973,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
6974,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
6975,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
6976,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
6977,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
6978,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
6979,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
6980,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6981,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
6982,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6983,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
6984,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6985,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6986,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
6987,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
6988,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6989,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
6990,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
6991,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
6992,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6993,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6994,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6995,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6996,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
6997,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6998,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6999,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
7000,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
7001,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
7002,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
7003,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
7004,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
7005,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
7006,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
7007,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
7008,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
7009,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
7010,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
7011,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
7012,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
7013,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
7014,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
7015,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
7016,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
7017,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
7018,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
7019,Cropland,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
7020,Cropland,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
7021,Cropland,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
7022,Cropland,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
7023,Cropland,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
7024,Cropland,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
7025,Cropland,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
7026,Cropland,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
7027,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
7028,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
7029,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
7030,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
7031,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
7032,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
7033,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7034,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
7035,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
7036,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
7037,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
7038,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7039,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
7040,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
7041,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
7042,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
7043,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
7044,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
7045,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
7046,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
7047,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
7048,Cropland,Forest,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
7049,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
7050,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
7051,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
7052,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
7053,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
7054,Cropland,Forest,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
7055,Cropland,Forest,Wetland,NULL,Wetland,Bareland,NULL,Grassland
7056,Cropland,Forest,Wetland,NULL,Wetland,Bareland,Water,Water
7057,Cropland,Forest,Bareland,NULL,Non_Wetland,Bareland,Water,Water
7058,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
7059,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
7060,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
7061,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
7062,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
7063,Cropland,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
7064,Cropland,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
7065,Cropland,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
7066,Cropland,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
7067,Cropland,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
7068,Cropland,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
7069,Cropland,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
7070,Cropland,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
7071,Cropland,Forest,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
7072,Cropland,Forest,Water,NULL,Water,Wetland,Water,Water
7073,Cropland,Forest,Water,NULL,Water,Water,Water,Bareland
7074,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
7075,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
7076,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
7077,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
7078,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
7079,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
7080,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
7081,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
7082,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
7083,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
7084,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
7085,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
7086,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
7087,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
7088,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
7089,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7090,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7091,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7092,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
7093,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
7094,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
7095,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
7096,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
7097,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
7098,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
7099,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7100,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
7101,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
7102,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
7103,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
7104,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
7105,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
7106,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Cropland
7107,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
7108,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
7109,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
7110,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
7111,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
7112,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
7113,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
7114,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
7115,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
7116,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
7117,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
7118,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
7119,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
7120,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
7121,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
7122,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
7123,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
7124,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
7125,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
7126,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
7127,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
7128,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
7129,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
7130,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
7131,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
7132,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
7133,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
7134,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
7135,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Cropland
7136,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
7137,Cropland,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
7138,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
7139,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
7140,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
7141,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
7142,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
7143,Cropland,Forest,Forest,Non_Water,Non_Wetland,Wetland,NULL,Water
7144,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
7145,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
7146,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
7147,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
7148,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Water,Wetland
7149,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
7150,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
7151,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
7152,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
7153,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
7154,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7155,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
7156,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
7157,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
7158,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7159,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Wetland
7160,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,NULL
7161,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
7162,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
7163,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
7164,Wetland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Wetland
7165,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Water,Wetland
7166,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
7167,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
7168,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
7169,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
7170,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
7171,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
7172,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Forest
7173,Wetland,NULL,Bareland,NULL,Non_Wetland,Water,Bareland,Bareland
7174,Wetland,NULL,Water,NULL,Water,Wetland,Water,Wetland
7175,Wetland,NULL,Water,NULL,Water,Wetland,Water,Forest
7176,Wetland,NULL,Water,NULL,Water,Water,NULL,Water
7177,Wetland,NULL,Water,NULL,Water,Water,Water,Water
7178,Wetland,NULL,Water,Water,Water,NULL,Water,Water
7179,Wetland,NULL,Water,Water,Water,Water,NULL,Grassland
7180,Wetland,NULL,Water,Water,Water,Water,Water,Wetland
7181,Wetland,NULL,Water,Water,Water,Water,Water,Water
7182,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
7183,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
7184,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
7185,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
7186,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
7187,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
7188,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Water
7189,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
7190,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
7191,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
7192,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,Water,Water
7193,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
7194,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Water,Forest,Wetland
7195,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
7196,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
7197,Wetland,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Wetland
7198,Wetland,Cropland,Wetland,Water,Wetland,Water,Water,Wetland
7199,Wetland,Cropland,Water,NULL,Water,Grassland,NULL,Forest
7200,Wetland,Cropland,Water,Water,Water,NULL,Water,Wetland
7201,Wetland,Cropland,Water,Water,Water,Water,Water,Wetland
7202,Wetland,Cropland,Water,Water,Water,Water,Water,Water
7203,Wetland,Cropland,Water,Water,Water,Water,Forest,Wetland
7204,Wetland,Cropland,Forest,NULL,Non_Wetland,Water,Forest,Wetland
7205,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
7206,Wetland,Cropland,Forest,Water,Non_Wetland,NULL,Forest,Wetland
7207,Wetland,Cropland,Forest,Water,Non_Wetland,Water,Water,Wetland
7208,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland,Water,Wetland
7209,Wetland,Wetland,NULL,NULL,Non_Wetland,Water,NULL,Wetland
7210,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
7211,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
7212,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
7213,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
7214,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland,Water,Wetland
7215,Wetland,Wetland,Cropland,NULL,Non_Wetland,Water,NULL,Wetland
7216,Wetland,Wetland,Cropland,NULL,Non_Wetland,Water,Water,Wetland
7217,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
7218,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
7219,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
7220,Wetland,Wetland,Wetland,NULL,Wetland,Water,Forest,Forest
7221,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
7222,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
7223,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Forest
7224,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water,NULL,Wetland
7225,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Wetland
7226,Wetland,Wetland,Water,NULL,Water,Grassland,NULL,Wetland
7227,Wetland,Wetland,Water,NULL,Water,Grassland,Water,Wetland
7228,Wetland,Wetland,Water,NULL,Water,Wetland,Forest,Wetland
7229,Wetland,Wetland,Water,NULL,Water,Water,NULL,Wetland
7230,Wetland,Wetland,Water,NULL,Water,Water,Water,Wetland
7231,Wetland,Wetland,Water,NULL,Water,Water,Water,Forest
7232,Wetland,Wetland,Water,Water,Water,Wetland,Water,Water
7233,Wetland,Wetland,Water,Water,Water,Water,Water,Wetland
7234,Wetland,Wetland,Water,Water,Water,Water,Water,Water
7235,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
7236,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
7237,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
7238,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,NULL,Wetland
7239,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Water,Wetland
7240,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
7241,Wetland,Water,NULL,NULL,Non_Wetland,Water,Water,Water
7242,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
7243,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
7244,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Wetland
7245,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
7246,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Wetland
7247,Wetland,Water,Cropland,NULL,Non_Wetland,Bareland,Water,NULL
7248,Wetland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,NULL
7249,Wetland,Water,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
7250,Wetland,Water,Cropland,Water,Non_Wetland,Bareland,Water,Water
7251,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Water
7252,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
7253,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Water
7254,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Forest
7255,Wetland,Water,Wetland,NULL,Wetland,Water,Forest,Forest
7256,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
7257,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
7258,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
7259,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
7260,Wetland,Water,Wetland,Water,Wetland,Bareland,Water,Water
7261,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
7262,Wetland,Water,Wetland,Water,Wetland,Water,Forest,Water
