Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NVG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NVG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NVG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NVG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NVG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NVG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NVG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NVG_M_R
340,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Water
341,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
342,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
343,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
344,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
345,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
346,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
347,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
348,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
349,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
350,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
351,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
352,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
353,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
354,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
355,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Water
356,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
357,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
358,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
359,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
360,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Water
361,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Forest
362,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
363,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
364,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
365,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
366,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
367,NULL,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
368,NULL,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
369,NULL,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
370,NULL,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
371,NULL,Water,Water,NULL,Water,NULL,NULL,Grassland
372,NULL,Water,Water,Water,Water,NULL,NULL,Wetland
373,NULL,Water,Water,Water,Water,NULL,NULL,Water
374,NULL,Water,Water,Water,Water,NULL,NULL,Forest
375,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
376,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
377,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
378,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
379,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
380,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
381,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
382,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
383,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
384,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
385,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
386,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
387,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
388,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
389,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
390,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
391,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
392,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
393,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
394,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
395,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
396,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Cropland
397,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
398,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
399,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
400,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
401,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
402,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
403,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
404,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
405,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
406,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
407,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
408,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
409,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
410,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
411,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
412,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
413,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
414,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
415,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
416,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
417,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
418,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
419,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
420,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
421,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
422,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
423,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
424,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
425,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
426,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
427,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
428,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
429,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
430,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
431,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
432,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
433,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
434,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
435,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
436,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
437,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
438,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
439,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
440,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
441,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
442,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
443,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
444,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
445,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
446,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
447,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
448,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
449,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
450,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
451,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
452,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
453,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
454,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
455,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
456,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
457,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
458,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
459,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
460,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
461,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
462,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
463,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
464,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
465,Grassland,NULL,Water,NULL,Water,NULL,NULL,Wetland
466,Grassland,NULL,Water,NULL,Water,NULL,NULL,Water
467,Grassland,NULL,Water,NULL,Water,NULL,NULL,Forest
468,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
469,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
470,Grassland,NULL,Water,Water,Water,NULL,NULL,Grassland
471,Grassland,NULL,Water,Water,Water,NULL,NULL,Wetland
472,Grassland,NULL,Water,Water,Water,NULL,NULL,Bareland
473,Grassland,NULL,Water,Water,Water,NULL,NULL,Water
474,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
475,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
476,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
477,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
478,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
479,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
480,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
481,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
482,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
483,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
484,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
485,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
486,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
487,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
488,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
489,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
490,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
491,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
492,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
493,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
494,Grassland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
495,Grassland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Cropland
496,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
497,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
498,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
499,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
500,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
501,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
502,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
503,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
504,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
505,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
506,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
507,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
508,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
509,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
510,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
511,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
512,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
513,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
514,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
515,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
516,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
517,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
518,Grassland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
519,Grassland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
520,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
521,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
522,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
523,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
524,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
525,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
526,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
527,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
528,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
529,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
530,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
531,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
532,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
533,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
534,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
535,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
536,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
537,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
538,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
539,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
540,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
541,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
542,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
543,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
544,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
545,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
546,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
547,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
548,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
549,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
550,Grassland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
551,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
552,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
553,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Wetland
554,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Water
555,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Forest
556,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
557,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Wetland
558,Grassland,Cropland,Water,Water,Water,NULL,NULL,Grassland
559,Grassland,Cropland,Water,Water,Water,NULL,NULL,Cropland
560,Grassland,Cropland,Water,Water,Water,NULL,NULL,Wetland
561,Grassland,Cropland,Water,Water,Water,NULL,NULL,Water
562,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
563,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
564,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
565,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
566,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
567,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
568,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
569,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
570,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
571,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
572,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
573,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
574,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
575,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
576,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
577,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
578,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
579,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
580,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
581,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
582,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
583,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
584,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
585,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
586,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
587,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
588,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
589,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
590,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
591,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
592,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
593,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
594,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
595,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
596,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
597,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
598,Grassland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
599,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
600,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
601,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
602,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
603,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
604,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
605,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
606,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
607,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
608,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
609,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
610,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
611,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Wetland
612,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Water
613,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Forest
614,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
615,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
616,Grassland,Wetland,Water,Water,Water,NULL,NULL,Grassland
617,Grassland,Wetland,Water,Water,Water,NULL,NULL,Wetland
618,Grassland,Wetland,Water,Water,Water,NULL,NULL,Water
619,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
620,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
621,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
622,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
623,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
624,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
625,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
626,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
627,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
628,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
629,Grassland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
630,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
631,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
632,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
633,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
634,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
635,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
636,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
637,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
638,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
639,Grassland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
640,Grassland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
641,Grassland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
642,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
643,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
644,Grassland,Built-up,Water,NULL,Water,NULL,NULL,Grassland
645,Grassland,Built-up,Water,NULL,Water,NULL,NULL,Built-up
646,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
647,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
648,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
649,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
650,Grassland,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Grassland
651,Grassland,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
652,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
653,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
654,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
655,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
656,Grassland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
657,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
658,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
659,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
660,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
661,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
662,Grassland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
663,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
664,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
665,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
666,Grassland,Water,Wetland,Non_Water,NULL,NULL,NULL,Water
667,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
668,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
669,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
670,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Water
671,Grassland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
672,Grassland,Water,Water,NULL,Water,NULL,NULL,Grassland
673,Grassland,Water,Water,NULL,Water,NULL,NULL,Wetland
674,Grassland,Water,Water,NULL,Water,NULL,NULL,Forest
675,Grassland,Water,Water,Non_Water,NULL,NULL,NULL,Water
676,Grassland,Water,Water,Water,NULL,NULL,NULL,Wetland
677,Grassland,Water,Water,Water,NULL,NULL,NULL,Water
678,Grassland,Water,Water,Water,Water,NULL,NULL,Grassland
679,Grassland,Water,Water,Water,Water,NULL,NULL,Cropland
680,Grassland,Water,Water,Water,Water,NULL,NULL,Water
681,Grassland,Water,Water,Water,Water,NULL,NULL,Forest
682,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
683,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
684,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
685,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
686,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
687,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
