Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18LYR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LYR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LYR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LYR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LYR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18LYR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18LYR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18LYR_M_R
887,NULL,Water,Water,NULL,Water,Bareland,Forest,Bareland
888,NULL,Water,Water,NULL,Water,Bareland,Forest,Water
889,NULL,Water,Water,NULL,Water,Built-up,Wetland,Grassland
890,NULL,Water,Water,NULL,Water,Built-up,Built-up,Water
891,NULL,Water,Water,NULL,Water,Water,Grassland,Forest
892,NULL,Water,Water,NULL,Water,Water,Bareland,Bareland
893,NULL,Water,Water,NULL,Water,Water,Bareland,Water
894,NULL,Water,Water,NULL,Water,Water,Built-up,Forest
895,NULL,Water,Water,NULL,Water,Water,Water,Grassland
896,NULL,Water,Water,NULL,Water,Water,Water,Bareland
897,NULL,Water,Water,NULL,Water,Water,Water,Water
898,NULL,Water,Water,NULL,Water,Water,Water,Forest
899,NULL,Water,Water,Non_Water,Water,Grassland,Grassland,Grassland
900,NULL,Water,Water,Non_Water,Water,Grassland,Water,Grassland
901,NULL,Water,Water,Non_Water,Water,Grassland,Water,Water
902,NULL,Water,Water,Non_Water,Water,Grassland,Water,Forest
903,NULL,Water,Water,Non_Water,Water,Bareland,Grassland,Water
904,NULL,Water,Water,Non_Water,Water,Bareland,Water,Water
905,NULL,Water,Water,Non_Water,Water,Bareland,Water,Forest
906,NULL,Water,Water,Non_Water,Water,Built-up,Built-up,Water
907,NULL,Water,Water,Non_Water,Water,Water,Wetland,Forest
908,NULL,Water,Water,Non_Water,Water,Water,Water,Bareland
909,NULL,Water,Water,Non_Water,Water,Water,Water,Water
910,NULL,Water,Water,Non_Water,Water,Water,Forest,Water
911,NULL,Water,Water,Water,Water,Grassland,Grassland,Forest
912,NULL,Water,Water,Water,Water,Grassland,Water,Grassland
913,NULL,Water,Water,Water,Water,Grassland,Water,Bareland
914,NULL,Water,Water,Water,Water,Grassland,Water,Water
915,NULL,Water,Water,Water,Water,Grassland,Water,Forest
916,NULL,Water,Water,Water,Water,Bareland,Wetland,Water
917,NULL,Water,Water,Water,Water,Bareland,Water,Water
918,NULL,Water,Water,Water,Water,Bareland,Water,Forest
919,NULL,Water,Water,Water,Water,Built-up,Bareland,Water
920,NULL,Water,Water,Water,Water,Built-up,Built-up,Water
921,NULL,Water,Water,Water,Water,Built-up,Water,Water
922,NULL,Water,Water,Water,Water,Water,Bareland,Water
923,NULL,Water,Water,Water,Water,Water,Water,Water
924,NULL,Water,Water,Water,Water,Water,Water,Forest
925,NULL,Water,Water,Water,Water,Water,Forest,Water
926,NULL,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
927,NULL,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
928,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
929,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
930,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
931,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
932,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
933,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
934,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
935,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
936,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
937,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
938,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Water,Bareland
939,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
940,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
941,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
942,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
943,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
944,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
945,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
946,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
947,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
948,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
949,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
950,NULL,Water,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
951,NULL,Water,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
952,NULL,Water,Forest,NULL,Non_Wetland,Built-up,Water,Forest
953,NULL,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
954,NULL,Water,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
955,NULL,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
956,NULL,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
957,NULL,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
958,NULL,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
959,NULL,Water,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
960,NULL,Water,Forest,NULL,Non_Wetland,Water,Bareland,Bareland
961,NULL,Water,Forest,NULL,Non_Wetland,Water,Bareland,Forest
962,NULL,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
963,NULL,Water,Forest,NULL,Non_Wetland,Water,Water,Water
964,NULL,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
965,NULL,Water,Forest,NULL,Non_Wetland,Water,Forest,Bareland
966,NULL,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
967,NULL,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
968,NULL,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
969,NULL,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
970,NULL,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Water
971,NULL,Water,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Forest
972,NULL,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
973,NULL,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Water
974,NULL,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
975,NULL,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
976,NULL,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
977,NULL,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
978,NULL,Water,Forest,Non_Water,Non_Wetland,Built-up,Water,Forest
979,NULL,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
980,NULL,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
981,NULL,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
982,NULL,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
983,NULL,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
984,NULL,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
985,NULL,Water,Forest,Water,Non_Wetland,Grassland,Water,Grassland
986,NULL,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
987,NULL,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
988,NULL,Water,Forest,Water,Non_Wetland,Bareland,Water,Forest
989,NULL,Water,Forest,Water,Non_Wetland,Bareland,Forest,Forest
990,NULL,Water,Forest,Water,Non_Wetland,Water,Water,Bareland
991,NULL,Water,Forest,Water,Non_Wetland,Water,Water,Water
992,NULL,Water,Forest,Water,Non_Wetland,Water,Water,Forest
993,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
994,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
995,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
996,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
997,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
998,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
999,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1000,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1001,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
1002,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1003,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Bareland
1004,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1005,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1006,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1007,NULL,Forest,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
1008,NULL,Forest,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
1009,NULL,Forest,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
1010,NULL,Forest,NULL,NULL,Non_Wetland,Water,Forest,Grassland
1011,NULL,Forest,NULL,NULL,Non_Wetland,Water,Forest,Bareland
1012,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1013,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1014,NULL,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1015,NULL,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
1016,NULL,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
1017,NULL,Forest,NULL,Water,Non_Wetland,Water,Water,Forest
1018,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1019,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1020,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1021,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1022,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1023,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1024,NULL,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1025,NULL,Forest,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
1026,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1027,NULL,Forest,Shrubland,Water,Non_Wetland,Grassland,Forest,Grassland
1028,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1029,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1030,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1031,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1032,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1033,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1034,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1035,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1036,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1037,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Water
1038,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1039,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
1040,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1041,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1042,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
1043,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1044,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1045,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up,Bareland,Built-up
1046,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
1047,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up,Forest,Forest
1048,NULL,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
1049,NULL,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
1050,NULL,Forest,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
1051,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1052,NULL,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1053,NULL,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1054,NULL,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
1055,NULL,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
1056,NULL,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1057,NULL,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
1058,NULL,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Forest
1059,NULL,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1060,NULL,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
1061,NULL,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
1062,NULL,Forest,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
1063,NULL,Forest,Grassland,Water,Non_Wetland,Grassland,Bareland,Forest
1064,NULL,Forest,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
1065,NULL,Forest,Grassland,Water,Non_Wetland,Grassland,Forest,Grassland
1066,NULL,Forest,Grassland,Water,Non_Wetland,Grassland,Forest,Forest
1067,NULL,Forest,Grassland,Water,Non_Wetland,Bareland,Wetland,Forest
1068,NULL,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
1069,NULL,Forest,Grassland,Water,Non_Wetland,Water,Water,Water
1070,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1071,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1072,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1073,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1074,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1075,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1076,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1077,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1078,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1079,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1080,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
1081,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
1082,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1083,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
1084,NULL,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1085,NULL,Forest,Wetland,Water,Wetland,Grassland,Forest,Forest
1086,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Forest,Forest
1087,NULL,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1088,NULL,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Water,Bareland
1089,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1090,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
1091,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
1092,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
1093,NULL,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Water,Water
1094,NULL,Forest,Built-up,Water,Non_Wetland,Grassland,Water,Grassland
1095,NULL,Forest,Water,NULL,Water,NULL,Forest,Forest
1096,NULL,Forest,Water,NULL,Water,Grassland,Bareland,Grassland
1097,NULL,Forest,Water,NULL,Water,Grassland,Bareland,Forest
1098,NULL,Forest,Water,NULL,Water,Grassland,Water,Forest
1099,NULL,Forest,Water,NULL,Water,Bareland,Grassland,Forest
1100,NULL,Forest,Water,NULL,Water,Bareland,Bareland,Grassland
1101,NULL,Forest,Water,NULL,Water,Water,Forest,Grassland
1102,NULL,Forest,Water,Non_Water,Water,Grassland,Wetland,Forest
1103,NULL,Forest,Water,Non_Water,Water,Grassland,Forest,Forest
1104,NULL,Forest,Water,Non_Water,Water,Wetland,Water,Grassland
1105,NULL,Forest,Water,Non_Water,Water,Wetland,Water,Water
1106,NULL,Forest,Water,Non_Water,Water,Bareland,Water,Grassland
1107,NULL,Forest,Water,Non_Water,Water,Bareland,Forest,Grassland
1108,NULL,Forest,Water,Non_Water,Water,Water,Water,Forest
1109,NULL,Forest,Water,Water,Water,Grassland,Water,Grassland
1110,NULL,Forest,Water,Water,Water,Water,Water,Water
1111,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1112,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1113,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1114,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1115,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1116,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1117,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
1118,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1119,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1120,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1121,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1122,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Built-up
1123,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1124,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1125,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1126,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1127,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1128,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1129,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1130,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1131,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1132,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1133,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1134,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1135,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1136,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
1137,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1138,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Water,Forest
1139,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1140,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1141,NULL,Forest,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
1142,NULL,Forest,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
1143,NULL,Forest,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
1144,NULL,Forest,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
1145,NULL,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1146,NULL,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1147,NULL,Forest,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
1148,NULL,Forest,Forest,NULL,Non_Wetland,Water,Bareland,Forest
1149,NULL,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
1150,NULL,Forest,Forest,NULL,Non_Wetland,Water,Forest,Bareland
1151,NULL,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
1152,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1153,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1154,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1155,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1156,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1157,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1158,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1159,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,Bareland,Forest
1160,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
1161,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1162,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Water
1163,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1164,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1165,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1166,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
1167,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Forest
1168,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
1169,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
1170,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
1171,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
1172,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1173,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland,Bareland,Forest
1174,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1175,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
1176,NULL,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1177,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
1178,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
1179,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
1180,NULL,Forest,Forest,Water,Non_Wetland,Grassland,Water,Forest
1181,NULL,Forest,Forest,Water,Non_Wetland,Bareland,Water,Grassland
1182,NULL,Forest,Forest,Water,Non_Wetland,Bareland,Water,Forest
1183,NULL,Forest,Forest,Water,Non_Wetland,Bareland,Forest,Forest
1184,NULL,Forest,Forest,Water,Non_Wetland,Water,Water,Forest
1185,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1186,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1187,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
1188,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1189,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1190,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
1191,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
1192,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1193,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1194,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1195,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1196,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
1197,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
1198,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1199,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1200,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1201,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1202,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1203,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
1204,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1205,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
1206,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Water,Forest
1207,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
1208,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1209,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1210,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1211,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1212,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1213,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
1214,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
1215,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Water
1216,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
1217,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Bareland,Forest
1218,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Forest,Grassland
1219,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1220,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1221,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1222,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1223,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1224,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1225,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1226,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1227,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1228,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1229,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1230,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1231,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1232,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1233,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
1234,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
