Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LUE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LUE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LUE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LUE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LUE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LUE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LUE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LUE_M_R
4791,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
4792,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
4793,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
4794,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
4795,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
4796,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
4797,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
4798,Cropland,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4799,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
4800,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4801,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
4802,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4803,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
4804,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4805,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
4806,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
4807,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
4808,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
4809,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
4810,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4811,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
4812,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
4813,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4814,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4815,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
4816,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
4817,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
4818,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4819,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4820,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
4821,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4822,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4823,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
4824,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
4825,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
4826,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
4827,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
4828,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
4829,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
4830,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
4831,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
4832,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4833,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
4834,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
4835,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4836,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
4837,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
4838,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
4839,Cropland,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
4840,Cropland,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Water
4841,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4842,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
4843,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4844,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
4845,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
4846,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4847,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4848,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4849,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4850,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4851,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
4852,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
4853,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
4854,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
4855,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
4856,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
4857,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4858,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4859,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4860,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
4861,Wetland,NULL,Water,Water,Water,Water,Water,Wetland
4862,Wetland,NULL,Water,Water,Water,Water,Water,Water
4863,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
4864,Wetland,Wetland,Water,Water,Water,Water,Water,Wetland
4865,Wetland,Wetland,Water,Water,Water,Water,Water,Water
4866,Wetland,Water,Water,Water,Water,Water,Water,Wetland
4867,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
4868,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
4869,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
4870,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
4871,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
4872,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
4873,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4874,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
4875,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4876,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
4877,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
4878,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
4879,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
4880,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
4881,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
4882,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
4883,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
4884,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Cropland
4885,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
4886,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
4887,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
4888,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4889,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4890,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4891,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
4892,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
4893,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
4894,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
4895,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
4896,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
4897,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4898,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
4899,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
4900,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
4901,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
4902,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
4903,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
4904,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
4905,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
4906,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4907,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
4908,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4909,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4910,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4911,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
4912,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4913,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
4914,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
4915,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
4916,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
4917,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
4918,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
4919,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4920,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
4921,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
4922,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
4923,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4924,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4925,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
4926,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
4927,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
4928,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4929,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4930,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
4931,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4932,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
4933,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4934,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
4935,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
4936,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4937,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
4938,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
4939,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
4940,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
4941,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Built-up
4942,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4943,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4944,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
4945,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
4946,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Water
4947,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
4948,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
4949,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4950,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
4951,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
4952,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
4953,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
4954,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4955,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
4956,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
4957,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
4958,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
4959,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4960,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
4961,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4962,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4963,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4964,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4965,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
4966,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
4967,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4968,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
4969,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
4970,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
4971,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
4972,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
4973,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
4974,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
4975,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Cropland
4976,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4977,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
4978,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
4979,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
4980,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
4981,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
4982,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
4983,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
4984,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4985,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
4986,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4987,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4988,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
4989,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
4990,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
4991,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
4992,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
4993,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Cropland
4994,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
4995,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
4996,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4997,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
4998,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
4999,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
5000,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
5001,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
5002,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
5003,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
5004,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
5005,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
5006,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5007,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
5008,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5009,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5010,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
5011,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
5012,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5013,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5014,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5015,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
5016,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5017,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
5018,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5019,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
5020,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
5021,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
5022,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
5023,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
5024,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
5025,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
5026,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5027,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
5028,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
5029,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
5030,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
5031,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
5032,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
5033,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
5034,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5035,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
5036,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5037,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
5038,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5039,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
5040,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
5041,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5042,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
5043,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5044,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
5045,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
5046,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
5047,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
5048,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
5049,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
5050,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
5051,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Cropland
5052,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5053,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
5054,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
5055,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
5056,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
5057,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5058,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
5059,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
5060,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
5061,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
5062,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
5063,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Cropland
5064,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
5065,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Water
5066,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Cropland
5067,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Cropland
5068,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
5069,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Cropland
5070,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Wetland,Grassland
5071,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Bareland,Grassland
5072,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Grassland
5073,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5074,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
5075,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
5076,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
5077,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland,Bareland,Water
5078,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5079,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
5080,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
5081,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
5082,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
5083,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
5084,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
5085,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
5086,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
5087,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
5088,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
5089,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
5090,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
5091,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
5092,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5093,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
5094,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
5095,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
5096,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
5097,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
5098,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
5099,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
5100,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
5101,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
