Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NPH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NPH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NPH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NPH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NPH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NPH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NPH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NPH_M_R
3145,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
3146,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
3147,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
3148,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
3149,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Wetland
3150,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
3151,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
3152,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
3153,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
3154,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
3155,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
3156,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland,Forest,Grassland
3157,Wetland,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
3158,Wetland,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Water
3159,Wetland,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
3160,Wetland,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
3161,Wetland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Wetland
3162,Wetland,NULL,Shrubland,Water,Non_Wetland,Water,Forest,Grassland
3163,Wetland,NULL,Shrubland,Water,Non_Wetland,Water,Forest,Water
3164,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
3165,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
3166,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
3167,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
3168,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
3169,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
3170,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
3171,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
3172,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3173,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
3174,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3175,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
3176,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3177,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
3178,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
3179,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Wetland
3180,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
3181,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
3182,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3183,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
3184,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
3185,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
3186,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3187,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3188,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
3189,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Wetland
3190,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
3191,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
3192,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Wetland
3193,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
3194,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
3195,Wetland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
3196,Wetland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Wetland
3197,Wetland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
3198,Wetland,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
3199,Wetland,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
3200,Wetland,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
3201,Wetland,NULL,Grassland,NULL,Non_Wetland,Water,Water,Grassland
3202,Wetland,NULL,Grassland,NULL,Non_Wetland,Water,Water,Wetland
3203,Wetland,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Wetland
3204,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
3205,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
3206,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
3207,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
3208,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3209,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3210,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
3211,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Wetland
3212,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,Grassland,Grassland
3213,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,Wetland,Grassland
3214,Wetland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
3215,Wetland,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
3216,Wetland,NULL,Grassland,Water,Non_Wetland,Grassland,Forest,Grassland
3217,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
3218,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
3219,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland,Forest,Grassland
3220,Wetland,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
3221,Wetland,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Water
3222,Wetland,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
3223,Wetland,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Wetland
3224,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3225,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3226,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
3227,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,NULL
3228,Wetland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
3229,Wetland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
3230,Wetland,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
3231,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
3232,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3233,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
3234,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
3235,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
3236,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
3237,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
3238,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
3239,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
3240,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
3241,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
3242,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Wetland
3243,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
3244,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
3245,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
3246,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
3247,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
3248,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
3249,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3250,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
3251,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
3252,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
3253,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3254,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
3255,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
3256,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
3257,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
3258,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
3259,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
3260,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
3261,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
3262,Wetland,NULL,Wetland,NULL,Wetland,Water,Grassland,NULL
3263,Wetland,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
3264,Wetland,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
3265,Wetland,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
3266,Wetland,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
3267,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
3268,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
3269,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
3270,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
3271,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
3272,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
3273,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Water
3274,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Forest
3275,Wetland,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
3276,Wetland,NULL,Wetland,NULL,Wetland,Water,Forest,Wetland
3277,Wetland,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
3278,Wetland,NULL,Wetland,NULL,Wetland,Forest,Wetland,Grassland
3279,Wetland,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
3280,Wetland,NULL,Wetland,NULL,Wetland,Forest,Water,Forest
3281,Wetland,NULL,Wetland,NULL,Wetland,Forest,Forest,NULL
3282,Wetland,NULL,Wetland,NULL,Wetland,Forest,Forest,Wetland
3283,Wetland,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
3284,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
3285,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
3286,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
3287,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
3288,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
3289,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
3290,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3291,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
3292,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
3293,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
3294,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
3295,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
3296,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
3297,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
3298,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
3299,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
3300,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
3301,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
3302,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
3303,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Forest,Grassland
3304,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Forest,Wetland
3305,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Forest,Forest
3306,Wetland,NULL,Wetland,Water,Wetland,NULL,Forest,Forest
3307,Wetland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
3308,Wetland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Water
3309,Wetland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
3310,Wetland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
3311,Wetland,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
3312,Wetland,NULL,Wetland,Water,Wetland,Grassland,Water,Water
3313,Wetland,NULL,Wetland,Water,Wetland,Grassland,Forest,Grassland
3314,Wetland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
3315,Wetland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Water
3316,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3317,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
3318,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
3319,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
3320,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
3321,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
3322,Wetland,NULL,Wetland,Water,Wetland,Wetland,Forest,Grassland
3323,Wetland,NULL,Wetland,Water,Wetland,Wetland,Forest,Wetland
3324,Wetland,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
3325,Wetland,NULL,Wetland,Water,Wetland,Water,Grassland,Water
3326,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
3327,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
3328,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
3329,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
3330,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
3331,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Water
3332,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3333,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
3334,Wetland,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
3335,Wetland,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
3336,Wetland,NULL,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
3337,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3338,Wetland,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
3339,Wetland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
3340,Wetland,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
3341,Wetland,NULL,Water,NULL,Water,Grassland,Wetland,Forest
3342,Wetland,NULL,Water,NULL,Water,Grassland,Water,Wetland
3343,Wetland,NULL,Water,NULL,Water,Grassland,Forest,Wetland
3344,Wetland,NULL,Water,NULL,Water,Grassland,Forest,Forest
3345,Wetland,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
3346,Wetland,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
3347,Wetland,NULL,Water,NULL,Water,Wetland,Wetland,Forest
3348,Wetland,NULL,Water,NULL,Water,Wetland,Water,Grassland
3349,Wetland,NULL,Water,NULL,Water,Wetland,Water,Wetland
3350,Wetland,NULL,Water,NULL,Water,Wetland,Water,Water
3351,Wetland,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
3352,Wetland,NULL,Water,NULL,Water,Water,Grassland,Grassland
3353,Wetland,NULL,Water,NULL,Water,Water,Grassland,Wetland
3354,Wetland,NULL,Water,NULL,Water,Water,Grassland,Water
3355,Wetland,NULL,Water,NULL,Water,Water,Wetland,Grassland
3356,Wetland,NULL,Water,NULL,Water,Water,Wetland,Wetland
3357,Wetland,NULL,Water,NULL,Water,Water,Wetland,Water
3358,Wetland,NULL,Water,NULL,Water,Water,Wetland,Forest
3359,Wetland,NULL,Water,NULL,Water,Water,Water,Grassland
3360,Wetland,NULL,Water,NULL,Water,Water,Water,Wetland
3361,Wetland,NULL,Water,NULL,Water,Water,Water,Water
3362,Wetland,NULL,Water,NULL,Water,Water,Water,Forest
3363,Wetland,NULL,Water,NULL,Water,Water,Forest,Wetland
3364,Wetland,NULL,Water,NULL,Water,Water,Forest,Forest
3365,Wetland,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
3366,Wetland,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
3367,Wetland,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
3368,Wetland,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
3369,Wetland,NULL,Water,Non_Water,Water,Wetland,Forest,Wetland
3370,Wetland,NULL,Water,Non_Water,Water,Water,Grassland,Wetland
3371,Wetland,NULL,Water,Non_Water,Water,Water,Water,Wetland
3372,Wetland,NULL,Water,Non_Water,Water,Water,Forest,Wetland
3373,Wetland,NULL,Water,Water,Water,NULL,Wetland,Forest
3374,Wetland,NULL,Water,Water,Water,NULL,Forest,Wetland
3375,Wetland,NULL,Water,Water,Water,NULL,Forest,Forest
3376,Wetland,NULL,Water,Water,Water,Grassland,Grassland,Wetland
3377,Wetland,NULL,Water,Water,Water,Grassland,Grassland,Water
3378,Wetland,NULL,Water,Water,Water,Grassland,Water,Grassland
3379,Wetland,NULL,Water,Water,Water,Wetland,Wetland,Grassland
3380,Wetland,NULL,Water,Water,Water,Wetland,Wetland,Wetland
3381,Wetland,NULL,Water,Water,Water,Wetland,Wetland,Water
3382,Wetland,NULL,Water,Water,Water,Wetland,Water,Grassland
3383,Wetland,NULL,Water,Water,Water,Wetland,Water,Wetland
3384,Wetland,NULL,Water,Water,Water,Wetland,Water,Water
3385,Wetland,NULL,Water,Water,Water,Wetland,Forest,Wetland
3386,Wetland,NULL,Water,Water,Water,Water,Grassland,Grassland
3387,Wetland,NULL,Water,Water,Water,Water,Grassland,Wetland
3388,Wetland,NULL,Water,Water,Water,Water,Grassland,Bareland
3389,Wetland,NULL,Water,Water,Water,Water,Grassland,Water
3390,Wetland,NULL,Water,Water,Water,Water,Wetland,Grassland
3391,Wetland,NULL,Water,Water,Water,Water,Wetland,Wetland
3392,Wetland,NULL,Water,Water,Water,Water,Wetland,Water
3393,Wetland,NULL,Water,Water,Water,Water,Water,Grassland
3394,Wetland,NULL,Water,Water,Water,Water,Water,Wetland
3395,Wetland,NULL,Water,Water,Water,Water,Water,Bareland
3396,Wetland,NULL,Water,Water,Water,Water,Water,Water
3397,Wetland,NULL,Water,Water,Water,Water,Water,Forest
3398,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
3399,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
3400,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
3401,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3402,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
3403,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
3404,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
3405,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3406,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
3407,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
3408,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
3409,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
3410,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
3411,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3412,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
3413,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
3414,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3415,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
3416,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3417,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
3418,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3419,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
3420,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3421,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
3422,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
3423,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
3424,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
3425,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
3426,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3427,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
3428,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3429,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
3430,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
3431,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
3432,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
3433,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
3434,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3435,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
3436,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3437,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
3438,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3439,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
3440,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
3441,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
3442,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
3443,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
3444,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
3445,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
3446,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
3447,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3448,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3449,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
3450,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3451,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,NULL
3452,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
3453,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
3454,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Water
3455,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
3456,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
3457,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
3458,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
3459,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Water,NULL
3460,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Water,Wetland
3461,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
3462,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
3463,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Forest,NULL
3464,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Forest,Wetland
3465,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
3466,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
3467,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
3468,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3469,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
3470,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
3471,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
3472,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
3473,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
3474,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
3475,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
3476,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3477,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
3478,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
3479,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
3480,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
3481,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3482,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3483,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3484,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
3485,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
3486,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3487,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
